race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta_1st,trifecta_2nd,trifecta_3rd,trifecta_payout,popularity
20260905_青森_1R,20260905,12,青森,1,6,015191,1,NORMAL,,6,5,8,48010,151
20260905_青森_1R,20260905,12,青森,1,5,014551,2,NORMAL,,6,5,8,48010,151
20260905_青森_1R,20260905,12,青森,1,8,014325,3,NORMAL,,6,5,8,48010,151
20260905_青森_1R,20260905,12,青森,1,7,012592,4,NORMAL,,6,5,8,48010,151
20260905_青森_1R,20260905,12,青森,1,9,013070,5,NORMAL,,6,5,8,48010,151
20260905_青森_1R,20260905,12,青森,1,3,014515,6,NORMAL,,6,5,8,48010,151
20260905_青森_1R,20260905,12,青森,1,4,014350,7,NORMAL,,6,5,8,48010,151
20260905_青森_1R,20260905,12,青森,1,2,014956,8,NORMAL,,6,5,8,48010,151
20260905_青森_1R,20260905,12,青森,1,1,015361,9,NORMAL,,6,5,8,48010,151
20260905_青森_2R,20260905,12,青森,2,8,014982,1,NORMAL,,8,4,1,79150,212
20260905_青森_2R,20260905,12,青森,2,4,014683,2,NORMAL,,8,4,1,79150,212
20260905_青森_2R,20260905,12,青森,2,1,013533,3,NORMAL,,8,4,1,79150,212
20260905_青森_2R,20260905,12,青森,2,9,014264,4,NORMAL,,8,4,1,79150,212
20260905_青森_2R,20260905,12,青森,2,2,015651,5,NORMAL,,8,4,1,79150,212
20260905_青森_2R,20260905,12,青森,2,7,013306,6,NORMAL,,8,4,1,79150,212
20260905_青森_2R,20260905,12,青森,2,5,013420,7,NORMAL,,8,4,1,79150,212
20260905_青森_2R,20260905,12,青森,2,6,015612,8,NORMAL,,8,4,1,79150,212
20260905_青森_2R,20260905,12,青森,2,3,013679,9,NORMAL,,8,4,1,79150,212
20260905_青森_3R,20260905,12,青森,3,5,015201,1,NORMAL,,5,3,1,13380,35
20260905_青森_3R,20260905,12,青森,3,3,014881,2,NORMAL,,5,3,1,13380,35
20260905_青森_3R,20260905,12,青森,3,1,015525,3,NORMAL,,5,3,1,13380,35
20260905_青森_3R,20260905,12,青森,3,6,014882,4,NORMAL,,5,3,1,13380,35
20260905_青森_3R,20260905,12,青森,3,2,015178,5,NORMAL,,5,3,1,13380,35
20260905_青森_3R,20260905,12,青森,3,7,013798,6,NORMAL,,5,3,1,13380,35
20260905_青森_3R,20260905,12,青森,3,8,013805,7,NORMAL,,5,3,1,13380,35
20260905_青森_3R,20260905,12,青森,3,4,013670,8,NORMAL,,5,3,1,13380,35
20260905_青森_3R,20260905,12,青森,3,9,012889,9,NORMAL,,5,3,1,13380,35
20260905_青森_4R,20260905,12,青森,4,5,014955,1,NORMAL,,5,2,4,76300,206
20260905_青森_4R,20260905,12,青森,4,2,015696,2,NORMAL,,5,2,4,76300,206
20260905_青森_4R,20260905,12,青森,4,4,015249,3,NORMAL,,5,2,4,76300,206
20260905_青森_4R,20260905,12,青森,4,6,015250,4,NORMAL,,5,2,4,76300,206
