race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta,trifecta_payout,popularity
20260728_豊橋_1R,20260728,45,豊橋,1,6,014582,1,NORMAL,,6-1-2,3640,12
20260728_豊橋_1R,20260728,45,豊橋,1,1,014450,2,NORMAL,,6-1-2,3640,12
20260728_豊橋_1R,20260728,45,豊橋,1,2,015723,3,NORMAL,,6-1-2,3640,12
20260728_豊橋_1R,20260728,45,豊橋,1,4,013537,4,NORMAL,,6-1-2,3640,12
20260728_豊橋_1R,20260728,45,豊橋,1,5,014026,5,NORMAL,,6-1-2,3640,12
20260728_豊橋_1R,20260728,45,豊橋,1,3,012688,6,NORMAL,,6-1-2,3640,12
20260728_豊橋_2R,20260728,45,豊橋,2,3,015416,1,NORMAL,,3-2-4,14270,32
20260728_豊橋_2R,20260728,45,豊橋,2,2,014292,2,NORMAL,,3-2-4,14270,32
20260728_豊橋_2R,20260728,45,豊橋,2,4,015615,3,NORMAL,,3-2-4,14270,32
20260728_豊橋_2R,20260728,45,豊橋,2,5,015620,4,NORMAL,,3-2-4,14270,32
20260728_豊橋_2R,20260728,45,豊橋,2,1,013726,5,NORMAL,,3-2-4,14270,32
20260728_豊橋_2R,20260728,45,豊橋,2,6,012478,6,NORMAL,,3-2-4,14270,32
20260728_豊橋_3R,20260728,45,豊橋,3,7,015610,1,NORMAL,,7-3-4,680,1
20260728_豊橋_3R,20260728,45,豊橋,3,3,014221,2,NORMAL,,7-3-4,680,1
20260728_豊橋_3R,20260728,45,豊橋,3,4,013976,3,NORMAL,,7-3-4,680,1
20260728_豊橋_3R,20260728,45,豊橋,3,6,015127,4,NORMAL,,7-3-4,680,1
20260728_豊橋_3R,20260728,45,豊橋,3,5,014325,5,NORMAL,,7-3-4,680,1
20260728_豊橋_3R,20260728,45,豊橋,3,1,015524,6,NORMAL,,7-3-4,680,1
20260728_豊橋_3R,20260728,45,豊橋,3,2,015113,7,NORMAL,,7-3-4,680,1
20260728_豊橋_4R,20260728,45,豊橋,4,1,014723,1,NORMAL,,1-7-9,1840,1
20260728_豊橋_4R,20260728,45,豊橋,4,7,014730,2,NORMAL,,1-7-9,1840,1
20260728_豊橋_4R,20260728,45,豊橋,4,9,015333,3,NORMAL,,1-7-9,1840,1
20260728_豊橋_4R,20260728,45,豊橋,4,6,015201,4,NORMAL,,1-7-9,1840,1
20260728_豊橋_4R,20260728,45,豊橋,4,2,014177,5,NORMAL,,1-7-9,1840,1
20260728_豊橋_4R,20260728,45,豊橋,4,8,014617,6,NORMAL,,1-7-9,1840,1
20260728_豊橋_4R,20260728,45,豊橋,4,5,013945,7,NORMAL,,1-7-9,1840,1
20260728_豊橋_4R,20260728,45,豊橋,4,3,014465,8,NORMAL,,1-7-9,1840,1
20260728_豊橋_4R,20260728,45,豊橋,4,4,012533,9,NORMAL,,1-7-9,1840,1
20260728_豊橋_5R,20260728,45,豊橋,5,3,015169,1,NORMAL,,3-7-2,2920,6
20260728_豊橋_5R,20260728,45,豊橋,5,7,013619,2,NORMAL,,3-7-2,2920,6
20260728_豊橋_5R,20260728,45,豊橋,5,2,014552,3,NORMAL,,3-7-2,2920,6
20260728_豊橋_5R,20260728,45,豊橋,5,1,014852,4,NORMAL,,3-7-2,2920,6
20260728_豊橋_5R,20260728,45,豊橋,5,8,013618,5,NORMAL,,3-7-2,2920,6
20260728_豊橋_5R,20260728,45,豊橋,5,5,013967,6,NORMAL,,3-7-2,2920,6
20260728_豊橋_5R,20260728,45,豊橋,5,9,014929,7,NORMAL,,3-7-2,2920,6
20260728_豊橋_5R,20260728,45,豊橋,5,6,015117,8,NORMAL,,3-7-2,2920,6
20260728_豊橋_5R,20260728,45,豊橋,5,4,015643,9,NORMAL,,3-7-2,2920,6
20260728_豊橋_6R,20260728,45,豊橋,6,1,014553,1,NORMAL,,1-7-5,20360,63
20260728_豊橋_6R,20260728,45,豊橋,6,7,012813,2,NORMAL,,1-7-5,20360,63
20260728_豊橋_6R,20260728,45,豊橋,6,5,014664,3,NORMAL,,1-7-5,20360,63
20260728_豊橋_6R,20260728,45,豊橋,6,2,014791,4,NORMAL,,1-7-5,20360,63
20260728_豊橋_6R,20260728,45,豊橋,6,6,014248,5,NORMAL,,1-7-5,20360,63
20260728_豊橋_6R,20260728,45,豊橋,6,8,015171,6,NORMAL,,1-7-5,20360,63
20260728_豊橋_6R,20260728,45,豊橋,6,3,014259,7,NORMAL,,1-7-5,20360,63
20260728_豊橋_6R,20260728,45,豊橋,6,4,014313,8,NORMAL,,1-7-5,20360,63
20260728_豊橋_6R,20260728,45,豊橋,6,9,015198,9,NORMAL,,1-7-5,20360,63
20260728_豊橋_7R,20260728,45,豊橋,7,5,013514,1,NORMAL,,5-1-3,12720,47
20260728_豊橋_7R,20260728,45,豊橋,7,1,015390,2,NORMAL,,5-1-3,12720,47
20260728_豊橋_7R,20260728,45,豊橋,7,3,014499,3,NORMAL,,5-1-3,12720,47
20260728_豊橋_7R,20260728,45,豊橋,7,6,014720,4,NORMAL,,5-1-3,12720,47
20260728_豊橋_7R,20260728,45,豊橋,7,8,015694,5,NORMAL,,5-1-3,12720,47
20260728_豊橋_7R,20260728,45,豊橋,7,2,013495,6,NORMAL,,5-1-3,12720,47
20260728_豊橋_7R,20260728,45,豊橋,7,9,014846,7,NORMAL,,5-1-3,12720,47
20260728_豊橋_7R,20260728,45,豊橋,7,7,015440,8,NORMAL,,5-1-3,12720,47
20260728_豊橋_7R,20260728,45,豊橋,7,4,014232,9,NORMAL,,5-1-3,12720,47
20260728_豊橋_8R,20260728,45,豊橋,8,1,015826,1,NORMAL,,1-7-8,4410,7
20260728_豊橋_8R,20260728,45,豊橋,8,7,013719,2,NORMAL,,1-7-8,4410,7
20260728_豊橋_8R,20260728,45,豊橋,8,8,015807,3,NORMAL,,1-7-8,4410,7
20260728_豊橋_8R,20260728,45,豊橋,8,5,014860,4,NORMAL,,1-7-8,4410,7
20260728_豊橋_8R,20260728,45,豊橋,8,9,013821,5,NORMAL,,1-7-8,4410,7
20260728_豊橋_8R,20260728,45,豊橋,8,6,014956,6,NORMAL,,1-7-8,4410,7
20260728_豊橋_8R,20260728,45,豊橋,8,4,015476,7,NORMAL,,1-7-8,4410,7
20260728_豊橋_8R,20260728,45,豊橋,8,3,015517,8,NORMAL,,1-7-8,4410,7
20260728_豊橋_8R,20260728,45,豊橋,8,2,013978,9,NORMAL,,1-7-8,4410,7
20260728_豊橋_9R,20260728,45,豊橋,9,7,014168,1,NORMAL,,7-2-8,30310,82
20260728_豊橋_9R,20260728,45,豊橋,9,2,014211,2,NORMAL,,7-2-8,30310,82
20260728_豊橋_9R,20260728,45,豊橋,9,8,014558,3,NORMAL,,7-2-8,30310,82
20260728_豊橋_9R,20260728,45,豊橋,9,1,015537,4,NORMAL,,7-2-8,30310,82
20260728_豊橋_9R,20260728,45,豊橋,9,4,013862,5,NORMAL,,7-2-8,30310,82
20260728_豊橋_9R,20260728,45,豊橋,9,9,014641,6,NORMAL,,7-2-8,30310,82
20260728_豊橋_9R,20260728,45,豊橋,9,3,014052,7,NORMAL,,7-2-8,30310,82
20260728_豊橋_9R,20260728,45,豊橋,9,6,014330,8,NORMAL,,7-2-8,30310,82
20260728_豊橋_9R,20260728,45,豊橋,9,5,015417,9,NORMAL,,7-2-8,30310,82
20260728_豊橋_10R,20260728,45,豊橋,10,6,013118,1,NORMAL,,6-1-3,5240,13
20260728_豊橋_10R,20260728,45,豊橋,10,1,015715,2,NORMAL,,6-1-3,5240,13
20260728_豊橋_10R,20260728,45,豊橋,10,3,012887,3,NORMAL,,6-1-3,5240,13
20260728_豊橋_10R,20260728,45,豊橋,10,2,013894,4,NORMAL,,6-1-3,5240,13
20260728_豊橋_10R,20260728,45,豊橋,10,4,013724,5,NORMAL,,6-1-3,5240,13
20260728_豊橋_10R,20260728,45,豊橋,10,5,014113,6,NORMAL,,6-1-3,5240,13
20260728_豊橋_10R,20260728,45,豊橋,10,8,014212,7,NORMAL,,6-1-3,5240,13
20260728_豊橋_10R,20260728,45,豊橋,10,7,015386,8,NORMAL,,6-1-3,5240,13
20260728_豊橋_10R,20260728,45,豊橋,10,9,014757,9,NORMAL,,6-1-3,5240,13
20260728_豊橋_12R,20260728,45,豊橋,12,9,014534,1,NORMAL,,9-1-4,7080,21
20260728_豊橋_12R,20260728,45,豊橋,12,1,015242,2,NORMAL,,9-1-4,7080,21
20260728_豊橋_12R,20260728,45,豊橋,12,4,015412,3,NORMAL,,9-1-4,7080,21
20260728_豊橋_12R,20260728,45,豊橋,12,7,013917,4,NORMAL,,9-1-4,7080,21
20260728_豊橋_12R,20260728,45,豊橋,12,8,014996,5,NORMAL,,9-1-4,7080,21
20260728_豊橋_12R,20260728,45,豊橋,12,5,014501,6,NORMAL,,9-1-4,7080,21
20260728_豊橋_12R,20260728,45,豊橋,12,2,014462,7,NORMAL,,9-1-4,7080,21
