race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta_1st,trifecta_2nd,trifecta_3rd,trifecta_payout,popularity
20260910_奈良_1R,20260910,53,奈良,1,1,015814,1,NORMAL,,1,9,7,2490,5
20260910_奈良_1R,20260910,53,奈良,1,9,014700,2,NORMAL,,1,9,7,2490,5
20260910_奈良_1R,20260910,53,奈良,1,7,014322,3,NORMAL,,1,9,7,2490,5
20260910_奈良_1R,20260910,53,奈良,1,5,014152,4,NORMAL,,1,9,7,2490,5
20260910_奈良_1R,20260910,53,奈良,1,8,014350,5,NORMAL,,1,9,7,2490,5
20260910_奈良_1R,20260910,53,奈良,1,2,015793,6,NORMAL,,1,9,7,2490,5
20260910_奈良_1R,20260910,53,奈良,1,6,015524,7,NORMAL,,1,9,7,2490,5
20260910_奈良_1R,20260910,53,奈良,1,3,015730,8,NORMAL,,1,9,7,2490,5
20260910_奈良_1R,20260910,53,奈良,1,4,015097,9,NORMAL,,1,9,7,2490,5
20260910_奈良_2R,20260910,53,奈良,2,2,014020,1,NORMAL,,2,9,7,5600,17
20260910_奈良_2R,20260910,53,奈良,2,9,015896,2,NORMAL,,2,9,7,5600,17
20260910_奈良_2R,20260910,53,奈良,2,7,015132,3,NORMAL,,2,9,7,5600,17
20260910_奈良_2R,20260910,53,奈良,2,1,015474,4,NORMAL,,2,9,7,5600,17
20260910_奈良_2R,20260910,53,奈良,2,5,013821,5,NORMAL,,2,9,7,5600,17
20260910_奈良_2R,20260910,53,奈良,2,4,014574,6,NORMAL,,2,9,7,5600,17
20260910_奈良_2R,20260910,53,奈良,2,3,014754,7,NORMAL,,2,9,7,5600,17
20260910_奈良_2R,20260910,53,奈良,2,6,015539,8,NORMAL,,2,9,7,5600,17
20260910_奈良_2R,20260910,53,奈良,2,8,015325,9,NORMAL,,2,9,7,5600,17
20260910_奈良_3R,20260910,53,奈良,3,1,013249,1,NORMAL,,1,7,2,27470,81
20260910_奈良_3R,20260910,53,奈良,3,7,015096,2,NORMAL,,1,7,2,27470,81
20260910_奈良_3R,20260910,53,奈良,3,2,012887,3,NORMAL,,1,7,2,27470,81
20260910_奈良_3R,20260910,53,奈良,3,5,015475,4,NORMAL,,1,7,2,27470,81
20260910_奈良_3R,20260910,53,奈良,3,8,014604,5,NORMAL,,1,7,2,27470,81
20260910_奈良_3R,20260910,53,奈良,3,9,015336,6,NORMAL,,1,7,2,27470,81
20260910_奈良_3R,20260910,53,奈良,3,6,013722,7,NORMAL,,1,7,2,27470,81
20260910_奈良_3R,20260910,53,奈良,3,4,015540,8,NORMAL,,1,7,2,27470,81
20260910_奈良_3R,20260910,53,奈良,3,3,014854,9,NORMAL,,1,7,2,27470,81
20260910_奈良_4R,20260910,53,奈良,4,5,012339,1,NORMAL,,5,1,3,3470,10
20260910_奈良_4R,20260910,53,奈良,4,1,015086,2,NORMAL,,5,1,3,3470,10
20260910_奈良_4R,20260910,53,奈良,4,3,015381,3,NORMAL,,5,1,3,3470,10
