race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta,trifecta_payout,popularity
20260729_立川_1R,20260729,28,立川,1,7,012800,1,NORMAL,,7-1-5,145650,164
20260729_立川_1R,20260729,28,立川,1,1,014456,2,NORMAL,,7-1-5,145650,164
20260729_立川_1R,20260729,28,立川,1,5,014584,3,NORMAL,,7-1-5,145650,164
20260729_立川_1R,20260729,28,立川,1,3,013799,4,NORMAL,,7-1-5,145650,164
20260729_立川_1R,20260729,28,立川,1,4,014586,5,NORMAL,,7-1-5,145650,164
20260729_立川_1R,20260729,28,立川,1,6,015829,6,NORMAL,,7-1-5,145650,164
20260729_立川_1R,20260729,28,立川,1,2,014172,7,NORMAL,,7-1-5,145650,164
20260729_立川_2R,20260729,28,立川,2,3,015705,1,NORMAL,,3-4-7,16060,63
20260729_立川_2R,20260729,28,立川,2,4,014532,2,NORMAL,,3-4-7,16060,63
20260729_立川_2R,20260729,28,立川,2,7,012708,3,NORMAL,,3-4-7,16060,63
20260729_立川_2R,20260729,28,立川,2,2,013914,4,NORMAL,,3-4-7,16060,63
20260729_立川_2R,20260729,28,立川,2,5,015838,5,NORMAL,,3-4-7,16060,63
20260729_立川_2R,20260729,28,立川,2,1,012779,6,NORMAL,,3-4-7,16060,63
20260729_立川_2R,20260729,28,立川,2,6,013399,7,NORMAL,,3-4-7,16060,63
20260729_立川_3R,20260729,28,立川,3,3,014326,1,NORMAL,,3-5-4,1250,3
20260729_立川_3R,20260729,28,立川,3,5,015843,2,NORMAL,,3-5-4,1250,3
20260729_立川_3R,20260729,28,立川,3,4,013901,3,NORMAL,,3-5-4,1250,3
20260729_立川_3R,20260729,28,立川,3,1,014502,4,NORMAL,,3-5-4,1250,3
20260729_立川_3R,20260729,28,立川,3,2,012452,5,NORMAL,,3-5-4,1250,3
20260729_立川_3R,20260729,28,立川,3,7,013263,6,NORMAL,,3-5-4,1250,3
20260729_立川_3R,20260729,28,立川,3,6,013358,7,NORMAL,,3-5-4,1250,3
20260729_立川_4R,20260729,28,立川,4,2,014709,1,NORMAL,,2-6-1,2940,8
20260729_立川_4R,20260729,28,立川,4,6,014784,2,NORMAL,,2-6-1,2940,8
20260729_立川_4R,20260729,28,立川,4,1,015721,3,NORMAL,,2-6-1,2940,8
20260729_立川_4R,20260729,28,立川,4,3,013465,4,NORMAL,,2-6-1,2940,8
20260729_立川_4R,20260729,28,立川,4,5,013775,5,NORMAL,,2-6-1,2940,8
20260729_立川_4R,20260729,28,立川,4,7,014858,6,NORMAL,,2-6-1,2940,8
20260729_立川_4R,20260729,28,立川,4,4,014949,7,NORMAL,,2-6-1,2940,8
