race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta,trifecta_payout,popularity
20260720_高知_1R,20260720,74,高知,1,7,013059,1,NORMAL,,7-2-1,21750,72
20260720_高知_1R,20260720,74,高知,1,2,014846,2,NORMAL,,7-2-1,21750,72
20260720_高知_1R,20260720,74,高知,1,1,015268,3,NORMAL,,7-2-1,21750,72
20260720_高知_1R,20260720,74,高知,1,5,014852,4,NORMAL,,7-2-1,21750,72
20260720_高知_1R,20260720,74,高知,1,3,015090,5,NORMAL,,7-2-1,21750,72
20260720_高知_1R,20260720,74,高知,1,4,014830,6,NORMAL,,7-2-1,21750,72
20260720_高知_1R,20260720,74,高知,1,8,015738,7,NORMAL,,7-2-1,21750,72
20260720_高知_1R,20260720,74,高知,1,6,015601,8,NORMAL,,7-2-1,21750,72
20260720_高知_1R,20260720,74,高知,1,9,015517,9,NORMAL,,7-2-1,21750,72
20260720_高知_2R,20260720,74,高知,2,7,013745,1,NORMAL,,7-5-1,15610,55
20260720_高知_2R,20260720,74,高知,2,5,014545,2,NORMAL,,7-5-1,15610,55
20260720_高知_2R,20260720,74,高知,2,1,015324,3,NORMAL,,7-5-1,15610,55
20260720_高知_2R,20260720,74,高知,2,3,013808,4,NORMAL,,7-5-1,15610,55
20260720_高知_2R,20260720,74,高知,2,2,013961,5,NORMAL,,7-5-1,15610,55
20260720_高知_2R,20260720,74,高知,2,8,015715,6,NORMAL,,7-5-1,15610,55
20260720_高知_2R,20260720,74,高知,2,6,012987,7,落滑入,,7-5-1,15610,55
20260720_高知_2R,20260720,74,高知,2,4,015282,8,NORMAL,,7-5-1,15610,55
20260720_高知_2R,20260720,74,高知,2,9,014458,,落車棄権,,7-5-1,15610,55
20260720_高知_3R,20260720,74,高知,3,2,015373,1,NORMAL,,2-4-3,41040,160
20260720_高知_3R,20260720,74,高知,3,4,015479,2,NORMAL,,2-4-3,41040,160
20260720_高知_3R,20260720,74,高知,3,3,013917,3,NORMAL,,2-4-3,41040,160
