race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta_1st,trifecta_2nd,trifecta_3rd,trifecta_payout,popularity
20260918_富山_1R,20260918,46,富山,1,3,014534,1,NORMAL,,3,5,4,4970,13
20260918_富山_1R,20260918,46,富山,1,5,014317,2,NORMAL,,3,5,4,4970,13
20260918_富山_1R,20260918,46,富山,1,4,015778,3,NORMAL,,3,5,4,4970,13
20260918_富山_1R,20260918,46,富山,1,6,015815,4,NORMAL,,3,5,4,4970,13
20260918_富山_1R,20260918,46,富山,1,7,015009,5,NORMAL,,3,5,4,4970,13
20260918_富山_1R,20260918,46,富山,1,1,015731,6,NORMAL,,3,5,4,4970,13
20260918_富山_1R,20260918,46,富山,1,9,014112,7,NORMAL,,3,5,4,4970,13
20260918_富山_1R,20260918,46,富山,1,8,015516,8,NORMAL,,3,5,4,4970,13
20260918_富山_1R,20260918,46,富山,1,2,014152,9,NORMAL,,3,5,4,4970,13
20260918_富山_2R,20260918,46,富山,2,7,015061,1,NORMAL,,7,4,3,6730,14
20260918_富山_2R,20260918,46,富山,2,4,014190,2,NORMAL,,7,4,3,6730,14
20260918_富山_2R,20260918,46,富山,2,3,015094,3,NORMAL,,7,4,3,6730,14
20260918_富山_2R,20260918,46,富山,2,5,014129,4,NORMAL,,7,4,3,6730,14
20260918_富山_2R,20260918,46,富山,2,9,014507,5,NORMAL,,7,4,3,6730,14
20260918_富山_2R,20260918,46,富山,2,1,013516,6,NORMAL,,7,4,3,6730,14
20260918_富山_2R,20260918,46,富山,2,2,015522,7,NORMAL,,7,4,3,6730,14
20260918_富山_2R,20260918,46,富山,2,8,013745,8,NORMAL,,7,4,3,6730,14
20260918_富山_2R,20260918,46,富山,2,6,015891,9,NORMAL,,7,4,3,6730,14
20260918_富山_3R,20260918,46,富山,3,2,015034,1,NORMAL,,2,3,6,132780,257
20260918_富山_3R,20260918,46,富山,3,3,015645,2,NORMAL,,2,3,6,132780,257
20260918_富山_3R,20260918,46,富山,3,6,015466,3,NORMAL,,2,3,6,132780,257
