race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta,trifecta_payout,popularity
20260811_松山_1R,20260811,75,松山,1,5,014002,1,NORMAL,,5-1-7,720,1
20260811_松山_1R,20260811,75,松山,1,1,015596,2,NORMAL,,5-1-7,720,1
20260811_松山_1R,20260811,75,松山,1,7,013920,3,NORMAL,,5-1-7,720,1
20260811_松山_1R,20260811,75,松山,1,6,015628,4,NORMAL,,5-1-7,720,1
20260811_松山_1R,20260811,75,松山,1,3,015475,5,NORMAL,,5-1-7,720,1
20260811_松山_1R,20260811,75,松山,1,9,014112,6,NORMAL,,5-1-7,720,1
20260811_松山_1R,20260811,75,松山,1,4,015383,7,NORMAL,,5-1-7,720,1
20260811_松山_1R,20260811,75,松山,1,8,014553,8,NORMAL,,5-1-7,720,1
20260811_松山_1R,20260811,75,松山,1,2,013963,9,NORMAL,,5-1-7,720,1
20260811_松山_2R,20260811,75,松山,2,6,013745,1,NORMAL,,6-7-1,34030,91
20260811_松山_2R,20260811,75,松山,2,7,014873,2,NORMAL,,6-7-1,34030,91
20260811_松山_2R,20260811,75,松山,2,1,014097,3,NORMAL,,6-7-1,34030,91
20260811_松山_2R,20260811,75,松山,2,8,015328,4,NORMAL,,6-7-1,34030,91
20260811_松山_2R,20260811,75,松山,2,5,014744,5,NORMAL,,6-7-1,34030,91
20260811_松山_2R,20260811,75,松山,2,9,014377,6,NORMAL,,6-7-1,34030,91
20260811_松山_2R,20260811,75,松山,2,2,015444,7,NORMAL,,6-7-1,34030,91
20260811_松山_2R,20260811,75,松山,2,4,015840,8,NORMAL,,6-7-1,34030,91
20260811_松山_2R,20260811,75,松山,2,3,014356,9,NORMAL,,6-7-1,34030,91
20260811_松山_3R,20260811,75,松山,3,5,015343,1,NORMAL,,5-9-1,2600,4
20260811_松山_3R,20260811,75,松山,3,9,015356,2,NORMAL,,5-9-1,2600,4
20260811_松山_3R,20260811,75,松山,3,1,015297,3,NORMAL,,5-9-1,2600,4
20260811_松山_3R,20260811,75,松山,3,4,015390,4,NORMAL,,5-9-1,2600,4
20260811_松山_3R,20260811,75,松山,3,3,014659,5,NORMAL,,5-9-1,2600,4
20260811_松山_3R,20260811,75,松山,3,7,014210,6,NORMAL,,5-9-1,2600,4
20260811_松山_3R,20260811,75,松山,3,8,014020,7,NORMAL,,5-9-1,2600,4
20260811_松山_3R,20260811,75,松山,3,2,014718,8,NORMAL,,5-9-1,2600,4
