race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta_1st,trifecta_2nd,trifecta_3rd,trifecta_payout,popularity
20260911_奈良_1R,20260911,53,奈良,1,7,014317,1,NORMAL,,7,1,5,2130,6
20260911_奈良_1R,20260911,53,奈良,1,1,015540,2,NORMAL,,7,1,5,2130,6
20260911_奈良_1R,20260911,53,奈良,1,5,015703,3,NORMAL,,7,1,5,2130,6
20260911_奈良_1R,20260911,53,奈良,1,4,014754,4,NORMAL,,7,1,5,2130,6
20260911_奈良_1R,20260911,53,奈良,1,2,014514,5,NORMAL,,7,1,5,2130,6
20260911_奈良_1R,20260911,53,奈良,1,6,015802,6,NORMAL,,7,1,5,2130,6
20260911_奈良_1R,20260911,53,奈良,1,3,014208,7,NORMAL,,7,1,5,2130,6
20260911_奈良_1R,20260911,53,奈良,1,8,014571,8,NORMAL,,7,1,5,2130,6
20260911_奈良_2R,20260911,53,奈良,2,3,014292,1,NORMAL,,3,8,9,49020,160
20260911_奈良_2R,20260911,53,奈良,2,8,015340,2,NORMAL,,3,8,9,49020,160
20260911_奈良_2R,20260911,53,奈良,2,9,015647,3,NORMAL,,3,8,9,49020,160
20260911_奈良_2R,20260911,53,奈良,2,7,014574,4,NORMAL,,3,8,9,49020,160
20260911_奈良_2R,20260911,53,奈良,2,5,014114,5,NORMAL,,3,8,9,49020,160
20260911_奈良_2R,20260911,53,奈良,2,2,015239,6,NORMAL,,3,8,9,49020,160
20260911_奈良_2R,20260911,53,奈良,2,6,015729,7,NORMAL,,3,8,9,49020,160
20260911_奈良_2R,20260911,53,奈良,2,4,013357,8,NORMAL,,3,8,9,49020,160
20260911_奈良_2R,20260911,53,奈良,2,1,015296,9,NORMAL,,3,8,9,49020,160
20260911_奈良_3R,20260911,53,奈良,3,9,015002,1,NORMAL,,9,2,5,19120,50
20260911_奈良_3R,20260911,53,奈良,3,2,014177,2,NORMAL,,9,2,5,19120,50
20260911_奈良_3R,20260911,53,奈良,3,5,015793,3,NORMAL,,9,2,5,19120,50
20260911_奈良_3R,20260911,53,奈良,3,3,014140,4,NORMAL,,9,2,5,19120,50
20260911_奈良_3R,20260911,53,奈良,3,7,013604,5,NORMAL,,9,2,5,19120,50
20260911_奈良_3R,20260911,53,奈良,3,6,015524,6,NORMAL,,9,2,5,19120,50
20260911_奈良_3R,20260911,53,奈良,3,8,014692,7,NORMAL,,9,2,5,19120,50
20260911_奈良_3R,20260911,53,奈良,3,4,014264,8,NORMAL,,9,2,5,19120,50
20260911_奈良_3R,20260911,53,奈良,3,1,014384,9,NORMAL,,9,2,5,19120,50
20260911_奈良_4R,20260911,53,奈良,4,7,014854,1,NORMAL,,7,4,5,24540,95
20260911_奈良_4R,20260911,53,奈良,4,4,013497,2,NORMAL,,7,4,5,24540,95
20260911_奈良_4R,20260911,53,奈良,4,5,015323,3,NORMAL,,7,4,5,24540,95
20260911_奈良_4R,20260911,53,奈良,4,9,015420,4,NORMAL,,7,4,5,24540,95
20260911_奈良_4R,20260911,53,奈良,4,1,015325,5,NORMAL,,7,4,5,24540,95
20260911_奈良_4R,20260911,53,奈良,4,2,014053,6,NORMAL,,7,4,5,24540,95
20260911_奈良_4R,20260911,53,奈良,4,6,013394,7,NORMAL,,7,4,5,24540,95
20260911_奈良_4R,20260911,53,奈良,4,8,015463,8,NORMAL,,7,4,5,24540,95
20260911_奈良_4R,20260911,53,奈良,4,3,015572,9,NORMAL,,7,4,5,24540,95
20260911_奈良_5R,20260911,53,奈良,5,7,015529,1,NORMAL,,7,4,5,17070,54
20260911_奈良_5R,20260911,53,奈良,5,4,015097,2,NORMAL,,7,4,5,17070,54
20260911_奈良_5R,20260911,53,奈良,5,5,013495,3,NORMAL,,7,4,5,17070,54
20260911_奈良_5R,20260911,53,奈良,5,2,015336,4,NORMAL,,7,4,5,17070,54
20260911_奈良_5R,20260911,53,奈良,5,9,014071,5,NORMAL,,7,4,5,17070,54
20260911_奈良_5R,20260911,53,奈良,5,1,015730,6,NORMAL,,7,4,5,17070,54
20260911_奈良_5R,20260911,53,奈良,5,3,013118,7,NORMAL,,7,4,5,17070,54
20260911_奈良_5R,20260911,53,奈良,5,6,013722,8,NORMAL,,7,4,5,17070,54
20260911_奈良_5R,20260911,53,奈良,5,8,015539,9,NORMAL,,7,4,5,17070,54
20260911_奈良_6R,20260911,53,奈良,6,2,015356,1,NORMAL,,2,7,9,12540,36
20260911_奈良_6R,20260911,53,奈良,6,7,015814,2,NORMAL,,2,7,9,12540,36
20260911_奈良_6R,20260911,53,奈良,6,9,013249,3,NORMAL,,2,7,9,12540,36
20260911_奈良_6R,20260911,53,奈良,6,3,014089,4,NORMAL,,2,7,9,12540,36
20260911_奈良_6R,20260911,53,奈良,6,4,014833,5,NORMAL,,2,7,9,12540,36
20260911_奈良_6R,20260911,53,奈良,6,8,013045,6,NORMAL,,2,7,9,12540,36
20260911_奈良_6R,20260911,53,奈良,6,6,013790,7,NORMAL,,2,7,9,12540,36
20260911_奈良_6R,20260911,53,奈良,6,5,014795,8,NORMAL,,2,7,9,12540,36
20260911_奈良_6R,20260911,53,奈良,6,1,015363,9,NORMAL,,2,7,9,12540,36
20260911_奈良_7R,20260911,53,奈良,7,1,013162,1,NORMAL,,1,9,6,6490,17
20260911_奈良_7R,20260911,53,奈良,7,9,015086,2,NORMAL,,1,9,6,6490,17
20260911_奈良_7R,20260911,53,奈良,7,6,014350,3,NORMAL,,1,9,6,6490,17
20260911_奈良_7R,20260911,53,奈良,7,3,014417,4,NORMAL,,1,9,6,6490,17
20260911_奈良_7R,20260911,53,奈良,7,5,015826,5,NORMAL,,1,9,6,6490,17
20260911_奈良_7R,20260911,53,奈良,7,2,014835,6,NORMAL,,1,9,6,6490,17
20260911_奈良_7R,20260911,53,奈良,7,7,015474,7,NORMAL,,1,9,6,6490,17
20260911_奈良_7R,20260911,53,奈良,7,8,014604,8,NORMAL,,1,9,6,6490,17
20260911_奈良_7R,20260911,53,奈良,7,4,015132,9,NORMAL,,1,9,6,6490,17
20260911_奈良_8R,20260911,53,奈良,8,1,013791,1,NORMAL,,1,5,6,25370,89
20260911_奈良_8R,20260911,53,奈良,8,5,014380,2,NORMAL,,1,5,6,25370,89
20260911_奈良_8R,20260911,53,奈良,8,6,014248,3,NORMAL,,1,5,6,25370,89
20260911_奈良_8R,20260911,53,奈良,8,9,015006,4,NORMAL,,1,5,6,25370,89
20260911_奈良_8R,20260911,53,奈良,8,2,014112,5,NORMAL,,1,5,6,25370,89
20260911_奈良_8R,20260911,53,奈良,8,7,015475,6,NORMAL,,1,5,6,25370,89
20260911_奈良_8R,20260911,53,奈良,8,4,013368,7,NORMAL,,1,5,6,25370,89
20260911_奈良_8R,20260911,53,奈良,8,8,013944,8,NORMAL,,1,5,6,25370,89
20260911_奈良_8R,20260911,53,奈良,8,3,015439,9,NORMAL,,1,5,6,25370,89
20260911_奈良_9R,20260911,53,奈良,9,7,015553,1,NORMAL,,7,3,4,1250,5
20260911_奈良_9R,20260911,53,奈良,9,3,015443,2,NORMAL,,7,3,4,1250,5
20260911_奈良_9R,20260911,53,奈良,9,4,015896,3,NORMAL,,7,3,4,1250,5
20260911_奈良_9R,20260911,53,奈良,9,8,014081,4,NORMAL,,7,3,4,1250,5
20260911_奈良_9R,20260911,53,奈良,9,2,013656,5,NORMAL,,7,3,4,1250,5
20260911_奈良_9R,20260911,53,奈良,9,5,014883,6,NORMAL,,7,3,4,1250,5
20260911_奈良_9R,20260911,53,奈良,9,1,014700,7,NORMAL,,7,3,4,1250,5
20260911_奈良_9R,20260911,53,奈良,9,9,015628,8,NORMAL,,7,3,4,1250,5
20260911_奈良_9R,20260911,53,奈良,9,6,013864,9,NORMAL,,7,3,4,1250,5
20260911_奈良_10R,20260911,53,奈良,10,7,015272,1,NORMAL,,7,6,8,622330,328
20260911_奈良_10R,20260911,53,奈良,10,6,014142,2,NORMAL,,7,6,8,622330,328
20260911_奈良_10R,20260911,53,奈良,10,8,014512,3,NORMAL,,7,6,8,622330,328
20260911_奈良_10R,20260911,53,奈良,10,9,015464,4,NORMAL,,7,6,8,622330,328
20260911_奈良_10R,20260911,53,奈良,10,5,013962,5,NORMAL,,7,6,8,622330,328
20260911_奈良_10R,20260911,53,奈良,10,2,015004,6,NORMAL,,7,6,8,622330,328
20260911_奈良_10R,20260911,53,奈良,10,1,014553,7,NORMAL,,7,6,8,622330,328
20260911_奈良_10R,20260911,53,奈良,10,3,014196,8,NORMAL,,7,6,8,622330,328
