race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta_1st,trifecta_2nd,trifecta_3rd,trifecta_payout,popularity
20260923_青森_1R,20260923,12,青森,1,2,013608,1,NORMAL,,2,3,7,8400,20
20260923_青森_1R,20260923,12,青森,1,3,014061,2,NORMAL,,2,3,7,8400,20
20260923_青森_1R,20260923,12,青森,1,7,013838,3,NORMAL,,2,3,7,8400,20
20260923_青森_1R,20260923,12,青森,1,5,015506,4,NORMAL,,2,3,7,8400,20
20260923_青森_1R,20260923,12,青森,1,1,015903,5,NORMAL,,2,3,7,8400,20
20260923_青森_1R,20260923,12,青森,1,4,013209,6,NORMAL,,2,3,7,8400,20
20260923_青森_1R,20260923,12,青森,1,6,014335,7,NORMAL,,2,3,7,8400,20
20260923_青森_2R,20260923,12,青森,2,2,014181,1,NORMAL,,2,4,7,990,1
20260923_青森_2R,20260923,12,青森,2,4,014556,2,NORMAL,,2,4,7,990,1
20260923_青森_2R,20260923,12,青森,2,7,013888,3,NORMAL,,2,4,7,990,1
20260923_青森_2R,20260923,12,青森,2,5,013006,4,NORMAL,,2,4,7,990,1
20260923_青森_2R,20260923,12,青森,2,1,012336,5,NORMAL,,2,4,7,990,1
20260923_青森_2R,20260923,12,青森,2,3,014782,6,NORMAL,,2,4,7,990,1
20260923_青森_2R,20260923,12,青森,2,6,015115,7,NORMAL,,2,4,7,990,1
20260923_青森_3R,20260923,12,青森,3,4,014119,1,NORMAL,,4,2,6,1190,2
20260923_青森_3R,20260923,12,青森,3,2,015752,2,NORMAL,,4,2,6,1190,2
20260923_青森_3R,20260923,12,青森,3,6,014843,3,NORMAL,,4,2,6,1190,2
20260923_青森_3R,20260923,12,青森,3,3,015057,4,NORMAL,,4,2,6,1190,2
20260923_青森_3R,20260923,12,青森,3,7,013645,5,NORMAL,,4,2,6,1190,2
20260923_青森_3R,20260923,12,青森,3,5,013834,6,NORMAL,,4,2,6,1190,2
20260923_青森_3R,20260923,12,青森,3,1,014822,7,NORMAL,,4,2,6,1190,2
20260923_青森_4R,20260923,12,青森,4,2,013924,1,NORMAL,,2,4,1,53040,100
20260923_青森_4R,20260923,12,青森,4,4,013576,2,NORMAL,,2,4,1,53040,100
20260923_青森_4R,20260923,12,青森,4,1,013971,3,NORMAL,,2,4,1,53040,100
20260923_青森_4R,20260923,12,青森,4,3,014614,4,NORMAL,,2,4,1,53040,100
20260923_青森_4R,20260923,12,青森,4,7,015332,5,NORMAL,,2,4,1,53040,100
20260923_青森_4R,20260923,12,青森,4,6,013506,6,NORMAL,,2,4,1,53040,100
20260923_青森_4R,20260923,12,青森,4,5,015748,7,NORMAL,,2,4,1,53040,100
20260923_青森_5R,20260923,12,青森,5,5,015161,1,NORMAL,,5,4,1,3610,14
20260923_青森_5R,20260923,12,青森,5,4,015333,2,NORMAL,,5,4,1,3610,14
20260923_青森_5R,20260923,12,青森,5,1,014221,3,NORMAL,,5,4,1,3610,14
20260923_青森_5R,20260923,12,青森,5,3,014307,4,NORMAL,,5,4,1,3610,14
20260923_青森_5R,20260923,12,青森,5,2,013230,5,NORMAL,,5,4,1,3610,14
20260923_青森_5R,20260923,12,青森,5,6,013722,6,NORMAL,,5,4,1,3610,14
20260923_青森_6R,20260923,12,青森,6,2,014350,1,NORMAL,,2,3,6,36360,88
20260923_青森_6R,20260923,12,青森,6,3,014929,2,NORMAL,,2,3,6,36360,88
20260923_青森_6R,20260923,12,青森,6,6,015524,3,NORMAL,,2,3,6,36360,88
20260923_青森_6R,20260923,12,青森,6,5,015468,4,NORMAL,,2,3,6,36360,88
20260923_青森_6R,20260923,12,青森,6,7,014478,5,NORMAL,,2,3,6,36360,88
20260923_青森_6R,20260923,12,青森,6,1,013966,6,NORMAL,,2,3,6,36360,88
20260923_青森_6R,20260923,12,青森,6,4,015325,7,NORMAL,,2,3,6,36360,88
20260923_青森_7R,20260923,12,青森,7,2,015877,1,NORMAL,,2,1,7,7800,28
20260923_青森_7R,20260923,12,青森,7,1,015067,2,NORMAL,,2,1,7,7800,28
20260923_青森_7R,20260923,12,青森,7,7,015430,3,NORMAL,,2,1,7,7800,28
20260923_青森_7R,20260923,12,青森,7,4,014691,4,NORMAL,,2,1,7,7800,28
20260923_青森_7R,20260923,12,青森,7,6,012786,5,NORMAL,,2,1,7,7800,28
20260923_青森_7R,20260923,12,青森,7,5,013357,6,NORMAL,,2,1,7,7800,28
20260923_青森_7R,20260923,12,青森,7,3,015198,7,NORMAL,,2,1,7,7800,28
20260923_青森_8R,20260923,12,青森,8,4,015363,1,NORMAL,,4,7,1,3830,11
20260923_青森_8R,20260923,12,青森,8,7,015609,2,NORMAL,,4,7,1,3830,11
20260923_青森_8R,20260923,12,青森,8,1,015106,3,NORMAL,,4,7,1,3830,11
20260923_青森_8R,20260923,12,青森,8,3,015124,4,NORMAL,,4,7,1,3830,11
20260923_青森_8R,20260923,12,青森,8,5,014617,5,NORMAL,,4,7,1,3830,11
20260923_青森_8R,20260923,12,青森,8,2,014372,6,NORMAL,,4,7,1,3830,11
20260923_青森_8R,20260923,12,青森,8,6,014313,7,NORMAL,,4,7,1,3830,11
20260923_青森_9R,20260923,12,青森,9,7,015179,1,NORMAL,,7,3,1,950,1
20260923_青森_9R,20260923,12,青森,9,3,015822,2,NORMAL,,7,3,1,950,1
20260923_青森_9R,20260923,12,青森,9,1,015066,3,NORMAL,,7,3,1,950,1
20260923_青森_9R,20260923,12,青森,9,6,015236,4,NORMAL,,7,3,1,950,1
20260923_青森_9R,20260923,12,青森,9,4,013410,5,NORMAL,,7,3,1,950,1
20260923_青森_9R,20260923,12,青森,9,2,014800,6,NORMAL,,7,3,1,950,1
20260923_青森_9R,20260923,12,青森,9,5,014558,7,NORMAL,,7,3,1,950,1
20260923_青森_10R,20260923,12,青森,10,5,013921,1,NORMAL,,5,2,4,1330,1
20260923_青森_10R,20260923,12,青森,10,2,014574,2,NORMAL,,5,2,4,1330,1
20260923_青森_10R,20260923,12,青森,10,4,013737,3,NORMAL,,5,2,4,1330,1
20260923_青森_10R,20260923,12,青森,10,6,013944,4,NORMAL,,5,2,4,1330,1
20260923_青森_10R,20260923,12,青森,10,1,014004,5,NORMAL,,5,2,4,1330,1
20260923_青森_10R,20260923,12,青森,10,3,015370,6,NORMAL,,5,2,4,1330,1
20260923_青森_10R,20260923,12,青森,10,7,015703,7,NORMAL,,5,2,4,1330,1
20260923_青森_11R,20260923,12,青森,11,2,015162,1,NORMAL,,2,5,7,6270,25
20260923_青森_11R,20260923,12,青森,11,5,013199,2,NORMAL,,2,5,7,6270,25
20260923_青森_11R,20260923,12,青森,11,7,014740,3,NORMAL,,2,5,7,6270,25
20260923_青森_11R,20260923,12,青森,11,1,013747,4,NORMAL,,2,5,7,6270,25
20260923_青森_11R,20260923,12,青森,11,3,015626,5,NORMAL,,2,5,7,6270,25
20260923_青森_11R,20260923,12,青森,11,6,014115,6,NORMAL,,2,5,7,6270,25
20260923_青森_11R,20260923,12,青森,11,4,015788,7,NORMAL,,2,5,7,6270,25
20260923_青森_12R,20260923,12,青森,12,7,015063,1,NORMAL,,7,5,3,4050,13
20260923_青森_12R,20260923,12,青森,12,5,014441,2,NORMAL,,7,5,3,4050,13
20260923_青森_12R,20260923,12,青森,12,3,014505,3,NORMAL,,7,5,3,4050,13
20260923_青森_12R,20260923,12,青森,12,6,014134,4,NORMAL,,7,5,3,4050,13
20260923_青森_12R,20260923,12,青森,12,4,013961,5,NORMAL,,7,5,3,4050,13
20260923_青森_12R,20260923,12,青森,12,1,012339,6,NORMAL,,7,5,3,4050,13
20260923_青森_12R,20260923,12,青森,12,2,015476,7,NORMAL,,7,5,3,4050,13
20260923_立川_1R,20260923,28,立川,1,3,012326,1,NORMAL,,3,7,2,1950,7
20260923_立川_1R,20260923,28,立川,1,7,015617,2,NORMAL,,3,7,2,1950,7
20260923_立川_1R,20260923,28,立川,1,2,015699,3,NORMAL,,3,7,2,1950,7
20260923_立川_1R,20260923,28,立川,1,5,013556,4,NORMAL,,3,7,2,1950,7
20260923_立川_1R,20260923,28,立川,1,4,012298,5,NORMAL,,3,7,2,1950,7
20260923_立川_1R,20260923,28,立川,1,1,014037,6,NORMAL,,3,7,2,1950,7
20260923_立川_1R,20260923,28,立川,1,6,012242,7,NORMAL,,3,7,2,1950,7
20260923_立川_2R,20260923,28,立川,2,1,013400,1,NORMAL,,1,4,2,1120,2
20260923_立川_2R,20260923,28,立川,2,4,012544,2,NORMAL,,1,4,2,1120,2
20260923_立川_2R,20260923,28,立川,2,2,013908,3,NORMAL,,1,4,2,1120,2
20260923_立川_2R,20260923,28,立川,2,3,012216,4,NORMAL,,1,4,2,1120,2
20260923_立川_2R,20260923,28,立川,2,7,011907,5,NORMAL,,1,4,2,1120,2
20260923_立川_2R,20260923,28,立川,2,6,014366,6,NORMAL,,1,4,2,1120,2
20260923_立川_2R,20260923,28,立川,2,5,013183,7,NORMAL,,1,4,2,1120,2
20260923_立川_3R,20260923,28,立川,3,4,015926,1,NORMAL,,4,7,1,2460,8
20260923_立川_3R,20260923,28,立川,3,7,014080,2,NORMAL,,4,7,1,2460,8
20260923_立川_3R,20260923,28,立川,3,1,014646,3,NORMAL,,4,7,1,2460,8
20260923_立川_3R,20260923,28,立川,3,2,015432,4,NORMAL,,4,7,1,2460,8
20260923_立川_3R,20260923,28,立川,3,3,012747,5,NORMAL,,4,7,1,2460,8
20260923_立川_3R,20260923,28,立川,3,5,015659,6,NORMAL,,4,7,1,2460,8
20260923_立川_3R,20260923,28,立川,3,6,015885,7,NORMAL,,4,7,1,2460,8
20260923_立川_4R,20260923,28,立川,4,1,015995,1,NORMAL,,1,4,2,2480,7
20260923_立川_4R,20260923,28,立川,4,4,015700,2,NORMAL,,1,4,2,2480,7
20260923_立川_4R,20260923,28,立川,4,2,014144,3,NORMAL,,1,4,2,2480,7
20260923_立川_4R,20260923,28,立川,4,7,015182,4,NORMAL,,1,4,2,2480,7
20260923_立川_4R,20260923,28,立川,4,5,012261,5,NORMAL,,1,4,2,2480,7
20260923_立川_4R,20260923,28,立川,4,3,014950,6,NORMAL,,1,4,2,2480,7
20260923_立川_4R,20260923,28,立川,4,6,014951,7,NORMAL,,1,4,2,2480,7
20260923_立川_5R,20260923,28,立川,5,1,015433,1,NORMAL,,1,7,2,9040,32
20260923_立川_5R,20260923,28,立川,5,7,013638,2,NORMAL,,1,7,2,9040,32
20260923_立川_5R,20260923,28,立川,5,2,015278,3,NORMAL,,1,7,2,9040,32
20260923_立川_5R,20260923,28,立川,5,6,013246,4,NORMAL,,1,7,2,9040,32
20260923_立川_5R,20260923,28,立川,5,3,015811,5,NORMAL,,1,7,2,9040,32
20260923_立川_5R,20260923,28,立川,5,4,012380,6,NORMAL,,1,7,2,9040,32
20260923_立川_5R,20260923,28,立川,5,5,014003,7,NORMAL,,1,7,2,9040,32
20260923_立川_6R,20260923,28,立川,6,7,014582,1,NORMAL,,7,3,1,14330,46
20260923_立川_6R,20260923,28,立川,6,3,013618,2,NORMAL,,7,3,1,14330,46
20260923_立川_6R,20260923,28,立川,6,1,014043,3,NORMAL,,7,3,1,14330,46
20260923_立川_6R,20260923,28,立川,6,2,013765,4,NORMAL,,7,3,1,14330,46
20260923_立川_6R,20260923,28,立川,6,4,013976,5,NORMAL,,7,3,1,14330,46
20260923_立川_6R,20260923,28,立川,6,6,014978,6,NORMAL,,7,3,1,14330,46
20260923_立川_6R,20260923,28,立川,6,5,015244,7,NORMAL,,7,3,1,14330,46
20260923_立川_7R,20260923,28,立川,7,5,015610,1,NORMAL,,5,2,6,37330,90
20260923_立川_7R,20260923,28,立川,7,2,014883,2,NORMAL,,5,2,6,37330,90
20260923_立川_7R,20260923,28,立川,7,6,012478,3,NORMAL,,5,2,6,37330,90
20260923_立川_7R,20260923,28,立川,7,7,014286,4,NORMAL,,5,2,6,37330,90
20260923_立川_7R,20260923,28,立川,7,3,014292,5,NORMAL,,5,2,6,37330,90
20260923_立川_7R,20260923,28,立川,7,4,015733,,落車棄権,,5,2,6,37330,90
20260923_立川_7R,20260923,28,立川,7,1,014232,,失格,外帯線内進入,5,2,6,37330,90
20260923_立川_8R,20260923,28,立川,8,4,015169,1,NORMAL,,4,2,7,2720,8
20260923_立川_8R,20260923,28,立川,8,2,014017,2,NORMAL,,4,2,7,2720,8
20260923_立川_8R,20260923,28,立川,8,7,014613,3,NORMAL,,4,2,7,2720,8
