レースキー,開催日,競輪場,レース番号,車番,登録番号,着順,結果ステータス,3連単組番,3連単払戻,人気,払戻分類,is_20000_plus,is_50000_plus
20260713_宇都宮_7R,20260713,宇都宮,7,6,014372,,NORMAL,2-3-7,5460,(18),UNDER_10000,0,0
20260713_宇都宮_7R,20260713,宇都宮,7,4,015519,,NORMAL,2-3-7,5460,(18),UNDER_10000,0,0
20260713_宇都宮_8R,20260713,宇都宮,8,7,014318,,NORMAL,7-3-1,14240,(49),10000_TO_19999,0,0
20260713_宇都宮_8R,20260713,宇都宮,8,3,015745,,NORMAL,7-3-1,14240,(49),10000_TO_19999,0,0
20260713_宇都宮_8R,20260713,宇都宮,8,1,014942,,NORMAL,7-3-1,14240,(49),10000_TO_19999,0,0
20260713_宇都宮_8R,20260713,宇都宮,8,6,013537,,NORMAL,7-3-1,14240,(49),10000_TO_19999,0,0
20260713_宇都宮_8R,20260713,宇都宮,8,2,014511,,NORMAL,7-3-1,14240,(49),10000_TO_19999,0,0
20260713_宇都宮_8R,20260713,宇都宮,8,4,014137,,NORMAL,7-3-1,14240,(49),10000_TO_19999,0,0
20260713_宇都宮_8R,20260713,宇都宮,8,5,015610,,NORMAL,7-3-1,14240,(49),10000_TO_19999,0,0
20260713_宇都宮_9R,20260713,宇都宮,9,2,014588,,NORMAL,2-4-5,1160,(1),UNDER_10000,0,0
20260713_宇都宮_9R,20260713,宇都宮,9,4,015605,,NORMAL,2-4-5,1160,(1),UNDER_10000,0,0
20260713_宇都宮_9R,20260713,宇都宮,9,5,014399,,NORMAL,2-4-5,1160,(1),UNDER_10000,0,0
20260713_宇都宮_9R,20260713,宇都宮,9,1,013498,,NORMAL,2-4-5,1160,(1),UNDER_10000,0,0
20260713_宇都宮_9R,20260713,宇都宮,9,6,015729,,NORMAL,2-4-5,1160,(1),UNDER_10000,0,0
20260713_宇都宮_9R,20260713,宇都宮,9,3,015123,,NORMAL,2-4-5,1160,(1),UNDER_10000,0,0
20260713_宇都宮_9R,20260713,宇都宮,9,7,015717,,NORMAL,2-4-5,1160,(1),UNDER_10000,0,0
20260713_宇都宮_10R,20260713,宇都宮,10,2,014177,,NORMAL,2-5-3,25300,(55),20000_TO_49999,1,0
20260713_宇都宮_10R,20260713,宇都宮,10,5,015840,,NORMAL,2-5-3,25300,(55),20000_TO_49999,1,0
20260713_宇都宮_10R,20260713,宇都宮,10,3,013252,,NORMAL,2-5-3,25300,(55),20000_TO_49999,1,0
20260713_宇都宮_10R,20260713,宇都宮,10,6,014710,,NORMAL,2-5-3,25300,(55),20000_TO_49999,1,0
20260713_宇都宮_10R,20260713,宇都宮,10,7,014599,,NORMAL,2-5-3,25300,(55),20000_TO_49999,1,0
20260713_宇都宮_10R,20260713,宇都宮,10,4,015619,,NORMAL,2-5-3,25300,(55),20000_TO_49999,1,0
20260713_宇都宮_10R,20260713,宇都宮,10,1,013443,,NORMAL,2-5-3,25300,(55),20000_TO_49999,1,0
20260713_宇都宮_11R,20260713,宇都宮,11,4,014141,,NORMAL,4-1-6,590,(2),UNDER_10000,0,0
20260713_宇都宮_11R,20260713,宇都宮,11,1,015440,,NORMAL,4-1-6,590,(2),UNDER_10000,0,0
20260713_宇都宮_11R,20260713,宇都宮,11,6,014068,,NORMAL,4-1-6,590,(2),UNDER_10000,0,0
20260713_宇都宮_11R,20260713,宇都宮,11,2,015064,,NORMAL,4-1-6,590,(2),UNDER_10000,0,0
20260713_宇都宮_11R,20260713,宇都宮,11,7,013357,,NORMAL,4-1-6,590,(2),UNDER_10000,0,0
20260713_宇都宮_11R,20260713,宇都宮,11,5,014571,,NORMAL,4-1-6,590,(2),UNDER_10000,0,0
20260713_宇都宮_11R,20260713,宇都宮,11,3,013230,,NORMAL,4-1-6,590,(2),UNDER_10000,0,0
20260713_宇都宮_12R,20260713,宇都宮,12,7,015439,,NORMAL,7-5-2,20840,(78),20000_TO_49999,1,0
20260713_宇都宮_12R,20260713,宇都宮,12,5,015186,,NORMAL,7-5-2,20840,(78),20000_TO_49999,1,0
20260713_宇都宮_12R,20260713,宇都宮,12,2,015475,,NORMAL,7-5-2,20840,(78),20000_TO_49999,1,0
20260713_宇都宮_12R,20260713,宇都宮,12,3,015235,,NORMAL,7-5-2,20840,(78),20000_TO_49999,1,0
20260713_宇都宮_12R,20260713,宇都宮,12,4,012450,,NORMAL,7-5-2,20840,(78),20000_TO_49999,1,0
20260713_宇都宮_12R,20260713,宇都宮,12,1,014505,,NORMAL,7-5-2,20840,(78),20000_TO_49999,1,0
20260713_宇都宮_12R,20260713,宇都宮,12,6,012987,,NORMAL,7-5-2,20840,(78),20000_TO_49999,1,0
20260713_岐阜_1R,20260713,岐阜,1,3,014749,,NORMAL,3-7-5,12130,(32),10000_TO_19999,0,0
20260713_岐阜_1R,20260713,岐阜,1,7,015265,,NORMAL,3-7-5,12130,(32),10000_TO_19999,0,0
20260713_岐阜_1R,20260713,岐阜,1,5,013086,,NORMAL,3-7-5,12130,(32),10000_TO_19999,0,0
20260713_岐阜_1R,20260713,岐阜,1,6,012879,,NORMAL,3-7-5,12130,(32),10000_TO_19999,0,0
20260713_岐阜_1R,20260713,岐阜,1,1,012164,,NORMAL,3-7-5,12130,(32),10000_TO_19999,0,0
20260713_岐阜_1R,20260713,岐阜,1,2,015906,,NORMAL,3-7-5,12130,(32),10000_TO_19999,0,0
20260713_岐阜_1R,20260713,岐阜,1,4,013668,,NORMAL,3-7-5,12130,(32),10000_TO_19999,0,0
20260713_岐阜_2R,20260713,岐阜,2,7,015929,,NORMAL,7-6-2,13550,(33),10000_TO_19999,0,0
20260713_岐阜_2R,20260713,岐阜,2,6,014386,,NORMAL,7-6-2,13550,(33),10000_TO_19999,0,0
20260713_岐阜_2R,20260713,岐阜,2,2,013233,,NORMAL,7-6-2,13550,(33),10000_TO_19999,0,0
20260713_岐阜_2R,20260713,岐阜,2,4,014676,,NORMAL,7-6-2,13550,(33),10000_TO_19999,0,0
20260713_岐阜_2R,20260713,岐阜,2,3,015091,,NORMAL,7-6-2,13550,(33),10000_TO_19999,0,0
20260713_岐阜_2R,20260713,岐阜,2,5,012718,,NORMAL,7-6-2,13550,(33),10000_TO_19999,0,0
20260713_岐阜_2R,20260713,岐阜,2,1,015287,,NORMAL,7-6-2,13550,(33),10000_TO_19999,0,0
20260713_岐阜_3R,20260713,岐阜,3,2,015131,,NORMAL,2-3-4,34010,(100),20000_TO_49999,1,0
20260713_岐阜_3R,20260713,岐阜,3,3,011477,,NORMAL,2-3-4,34010,(100),20000_TO_49999,1,0
20260713_岐阜_3R,20260713,岐阜,3,4,015603,,NORMAL,2-3-4,34010,(100),20000_TO_49999,1,0
20260713_岐阜_3R,20260713,岐阜,3,6,014614,,NORMAL,2-3-4,34010,(100),20000_TO_49999,1,0
20260713_岐阜_3R,20260713,岐阜,3,7,013479,,NORMAL,2-3-4,34010,(100),20000_TO_49999,1,0
20260713_岐阜_3R,20260713,岐阜,3,1,014997,,NORMAL,2-3-4,34010,(100),20000_TO_49999,1,0
20260713_岐阜_3R,20260713,岐阜,3,5,015359,,NORMAL,2-3-4,34010,(100),20000_TO_49999,1,0
20260713_岐阜_4R,20260713,岐阜,4,4,015633,,NORMAL,4-1-7,3440,(13),UNDER_10000,0,0
20260713_岐阜_4R,20260713,岐阜,4,1,013645,,NORMAL,4-1-7,3440,(13),UNDER_10000,0,0
20260713_岐阜_4R,20260713,岐阜,4,7,015550,,NORMAL,4-1-7,3440,(13),UNDER_10000,0,0
20260713_岐阜_4R,20260713,岐阜,4,2,013382,,NORMAL,4-1-7,3440,(13),UNDER_10000,0,0
20260713_岐阜_4R,20260713,岐阜,4,3,012678,,NORMAL,4-1-7,3440,(13),UNDER_10000,0,0
20260713_岐阜_4R,20260713,岐阜,4,6,014169,,NORMAL,4-1-7,3440,(13),UNDER_10000,0,0
20260713_岐阜_4R,20260713,岐阜,4,5,013729,,NORMAL,4-1-7,3440,(13),UNDER_10000,0,0
20260713_岐阜_5R,20260713,岐阜,5,6,015624,,NORMAL,6-2-4,5300,(18),UNDER_10000,0,0
20260713_岐阜_5R,20260713,岐阜,5,2,014839,,NORMAL,6-2-4,5300,(18),UNDER_10000,0,0
20260713_岐阜_5R,20260713,岐阜,5,4,013045,,NORMAL,6-2-4,5300,(18),UNDER_10000,0,0
20260713_岐阜_5R,20260713,岐阜,5,5,014440,,NORMAL,6-2-4,5300,(18),UNDER_10000,0,0
20260713_岐阜_5R,20260713,岐阜,5,1,015713,,NORMAL,6-2-4,5300,(18),UNDER_10000,0,0
20260713_岐阜_5R,20260713,岐阜,5,3,015326,,NORMAL,6-2-4,5300,(18),UNDER_10000,0,0
20260713_岐阜_6R,20260713,岐阜,6,5,015366,,NORMAL,5-3-2,9750,(33),UNDER_10000,0,0
20260713_岐阜_6R,20260713,岐阜,6,3,014286,,NORMAL,5-3-2,9750,(33),UNDER_10000,0,0
20260713_岐阜_6R,20260713,岐阜,6,2,014310,,NORMAL,5-3-2,9750,(33),UNDER_10000,0,0
20260713_岐阜_6R,20260713,岐阜,6,6,014163,,NORMAL,5-3-2,9750,(33),UNDER_10000,0,0
20260713_岐阜_6R,20260713,岐阜,6,4,014465,,NORMAL,5-3-2,9750,(33),UNDER_10000,0,0
20260713_岐阜_6R,20260713,岐阜,6,7,015420,,NORMAL,5-3-2,9750,(33),UNDER_10000,0,0
20260713_岐阜_6R,20260713,岐阜,6,1,013912,,NORMAL,5-3-2,9750,(33),UNDER_10000,0,0
20260713_岐阜_7R,20260713,岐阜,7,3,015793,,NORMAL,3-4-6,590,(1),UNDER_10000,0,0
20260713_岐阜_7R,20260713,岐阜,7,4,014582,,NORMAL,3-4-6,590,(1),UNDER_10000,0,0
20260713_岐阜_7R,20260713,岐阜,7,6,013762,,NORMAL,3-4-6,590,(1),UNDER_10000,0,0
20260713_岐阜_7R,20260713,岐阜,7,5,013642,,NORMAL,3-4-6,590,(1),UNDER_10000,0,0
20260713_岐阜_7R,20260713,岐阜,7,1,014248,,NORMAL,3-4-6,590,(1),UNDER_10000,0,0
20260713_岐阜_7R,20260713,岐阜,7,7,014330,,NORMAL,3-4-6,590,(1),UNDER_10000,0,0
20260713_岐阜_7R,20260713,岐阜,7,2,014889,,NORMAL,3-4-6,590,(1),UNDER_10000,0,0
20260713_岐阜_8R,20260713,岐阜,8,7,013737,,NORMAL,7-1-5,28110,(98),20000_TO_49999,1,0
20260713_岐阜_8R,20260713,岐阜,8,1,015361,,NORMAL,7-1-5,28110,(98),20000_TO_49999,1,0
20260713_岐阜_8R,20260713,岐阜,8,5,014246,,NORMAL,7-1-5,28110,(98),20000_TO_49999,1,0
20260713_岐阜_8R,20260713,岐阜,8,4,014175,,NORMAL,7-1-5,28110,(98),20000_TO_49999,1,0
20260713_岐阜_8R,20260713,岐阜,8,2,015477,,NORMAL,7-1-5,28110,(98),20000_TO_49999,1,0
20260713_岐阜_8R,20260713,岐阜,8,3,014523,,NORMAL,7-1-5,28110,(98),20000_TO_49999,1,0
20260713_岐阜_8R,20260713,岐阜,8,6,015174,,NORMAL,7-1-5,28110,(98),20000_TO_49999,1,0
20260713_岐阜_9R,20260713,岐阜,9,4,015528,,NORMAL,4-2-7,23930,(90),20000_TO_49999,1,0
20260713_岐阜_9R,20260713,岐阜,9,2,014996,,NORMAL,4-2-7,23930,(90),20000_TO_49999,1,0
20260713_岐阜_9R,20260713,岐阜,9,7,014769,,NORMAL,4-2-7,23930,(90),20000_TO_49999,1,0
20260713_岐阜_9R,20260713,岐阜,9,1,013328,,NORMAL,4-2-7,23930,(90),20000_TO_49999,1,0
20260713_岐阜_9R,20260713,岐阜,9,6,013803,,NORMAL,4-2-7,23930,(90),20000_TO_49999,1,0
20260713_岐阜_9R,20260713,岐阜,9,5,014945,,NORMAL,4-2-7,23930,(90),20000_TO_49999,1,0
20260713_岐阜_9R,20260713,岐阜,9,3,015728,,NORMAL,4-2-7,23930,(90),20000_TO_49999,1,0
20260713_岐阜_10R,20260713,岐阜,10,4,013619,,NORMAL,4-2-7,1190,(1),UNDER_10000,0,0
20260713_岐阜_10R,20260713,岐阜,10,2,015347,,NORMAL,4-2-7,1190,(1),UNDER_10000,0,0
20260713_岐阜_10R,20260713,岐阜,10,7,013990,,NORMAL,4-2-7,1190,(1),UNDER_10000,0,0
20260713_岐阜_10R,20260713,岐阜,10,1,014552,,NORMAL,4-2-7,1190,(1),UNDER_10000,0,0
20260713_岐阜_10R,20260713,岐阜,10,3,015195,,NORMAL,4-2-7,1190,(1),UNDER_10000,0,0
20260713_岐阜_10R,20260713,岐阜,10,6,015570,,NORMAL,4-2-7,1190,(1),UNDER_10000,0,0
20260713_岐阜_10R,20260713,岐阜,10,5,015197,,NORMAL,4-2-7,1190,(1),UNDER_10000,0,0
20260713_岐阜_11R,20260713,岐阜,11,3,015442,,NORMAL,3-4-2,1300,(1),UNDER_10000,0,0
20260713_岐阜_11R,20260713,岐阜,11,4,015790,,NORMAL,3-4-2,1300,(1),UNDER_10000,0,0
20260713_岐阜_11R,20260713,岐阜,11,2,014136,,NORMAL,3-4-2,1300,(1),UNDER_10000,0,0
20260713_岐阜_11R,20260713,岐阜,11,5,015331,,NORMAL,3-4-2,1300,(1),UNDER_10000,0,0
20260713_岐阜_11R,20260713,岐阜,11,7,014404,,NORMAL,3-4-2,1300,(1),UNDER_10000,0,0
20260713_岐阜_11R,20260713,岐阜,11,1,013146,,NORMAL,3-4-2,1300,(1),UNDER_10000,0,0
20260713_岐阜_11R,20260713,岐阜,11,6,015754,,NORMAL,3-4-2,1300,(1),UNDER_10000,0,0
20260713_岐阜_12R,20260713,岐阜,12,1,015537,,NORMAL,1-6-3,3170,(5),UNDER_10000,0,0
20260713_岐阜_12R,20260713,岐阜,12,6,015826,,NORMAL,1-6-3,3170,(5),UNDER_10000,0,0
20260713_岐阜_12R,20260713,岐阜,12,3,013140,,NORMAL,1-6-3,3170,(5),UNDER_10000,0,0
20260713_岐阜_12R,20260713,岐阜,12,2,014930,,NORMAL,1-6-3,3170,(5),UNDER_10000,0,0
20260713_岐阜_12R,20260713,岐阜,12,5,015297,,NORMAL,1-6-3,3170,(5),UNDER_10000,0,0
20260713_岐阜_12R,20260713,岐阜,12,4,015381,,NORMAL,1-6-3,3170,(5),UNDER_10000,0,0
20260713_岐阜_12R,20260713,岐阜,12,7,015891,,NORMAL,1-6-3,3170,(5),UNDER_10000,0,0
20260713_佐世保_1R,20260713,佐世保,1,5,014455,,NORMAL,5-1-3,4990,(17),UNDER_10000,0,0
20260713_佐世保_1R,20260713,佐世保,1,1,014116,,NORMAL,5-1-3,4990,(17),UNDER_10000,0,0
20260713_佐世保_1R,20260713,佐世保,1,3,015600,,NORMAL,5-1-3,4990,(17),UNDER_10000,0,0
20260713_佐世保_1R,20260713,佐世保,1,2,014704,,NORMAL,5-1-3,4990,(17),UNDER_10000,0,0
20260713_佐世保_1R,20260713,佐世保,1,7,013659,,NORMAL,5-1-3,4990,(17),UNDER_10000,0,0
20260713_佐世保_1R,20260713,佐世保,1,4,015843,,NORMAL,5-1-3,4990,(17),UNDER_10000,0,0
20260713_佐世保_1R,20260713,佐世保,1,6,015736,,NORMAL,5-1-3,4990,(17),UNDER_10000,0,0
20260713_佐世保_2R,20260713,佐世保,2,4,015060,,NORMAL,4-1-5,1140,(4),UNDER_10000,0,0
20260713_佐世保_2R,20260713,佐世保,2,1,014181,,NORMAL,4-1-5,1140,(4),UNDER_10000,0,0
20260713_佐世保_2R,20260713,佐世保,2,5,014684,,NORMAL,4-1-5,1140,(4),UNDER_10000,0,0
20260713_佐世保_2R,20260713,佐世保,2,2,013271,,NORMAL,4-1-5,1140,(4),UNDER_10000,0,0
20260713_佐世保_2R,20260713,佐世保,2,6,014021,,NORMAL,4-1-5,1140,(4),UNDER_10000,0,0
20260713_佐世保_2R,20260713,佐世保,2,3,012602,,NORMAL,4-1-5,1140,(4),UNDER_10000,0,0
20260713_佐世保_2R,20260713,佐世保,2,7,015813,,NORMAL,4-1-5,1140,(4),UNDER_10000,0,0
20260713_佐世保_3R,20260713,佐世保,3,4,015471,,NORMAL,4-1-5,3610,(14),UNDER_10000,0,0
20260713_佐世保_3R,20260713,佐世保,3,1,015294,,NORMAL,4-1-5,3610,(14),UNDER_10000,0,0
20260713_佐世保_3R,20260713,佐世保,3,5,013112,,NORMAL,4-1-5,3610,(14),UNDER_10000,0,0
20260713_佐世保_3R,20260713,佐世保,3,2,014205,,NORMAL,4-1-5,3610,(14),UNDER_10000,0,0
20260713_佐世保_3R,20260713,佐世保,3,3,014303,,NORMAL,4-1-5,3610,(14),UNDER_10000,0,0
20260713_佐世保_3R,20260713,佐世保,3,7,013910,,NORMAL,4-1-5,3610,(14),UNDER_10000,0,0
20260713_佐世保_3R,20260713,佐世保,3,6,014227,,NORMAL,4-1-5,3610,(14),UNDER_10000,0,0
20260713_佐世保_4R,20260713,佐世保,4,5,015835,,NORMAL,5-2-3,590,(1),UNDER_10000,0,0
20260713_佐世保_4R,20260713,佐世保,4,2,013363,,NORMAL,5-2-3,590,(1),UNDER_10000,0,0
20260713_佐世保_4R,20260713,佐世保,4,3,013370,,NORMAL,5-2-3,590,(1),UNDER_10000,0,0
20260713_佐世保_4R,20260713,佐世保,4,1,013473,,NORMAL,5-2-3,590,(1),UNDER_10000,0,0
20260713_佐世保_4R,20260713,佐世保,4,7,013384,,NORMAL,5-2-3,590,(1),UNDER_10000,0,0
20260713_佐世保_4R,20260713,佐世保,4,6,012603,,NORMAL,5-2-3,590,(1),UNDER_10000,0,0
20260713_佐世保_4R,20260713,佐世保,4,4,014457,,NORMAL,5-2-3,590,(1),UNDER_10000,0,0
20260713_佐世保_5R,20260713,佐世保,5,2,015842,,NORMAL,2-5-3,8120,(29),UNDER_10000,0,0
20260713_佐世保_5R,20260713,佐世保,5,5,015817,,NORMAL,2-5-3,8120,(29),UNDER_10000,0,0
20260713_佐世保_5R,20260713,佐世保,5,3,015433,,NORMAL,2-5-3,8120,(29),UNDER_10000,0,0
20260713_佐世保_5R,20260713,佐世保,5,4,014187,,NORMAL,2-5-3,8120,(29),UNDER_10000,0,0
20260713_佐世保_5R,20260713,佐世保,5,1,014145,,NORMAL,2-5-3,8120,(29),UNDER_10000,0,0
20260713_佐世保_5R,20260713,佐世保,5,6,013445,,NORMAL,2-5-3,8120,(29),UNDER_10000,0,0
20260713_佐世保_5R,20260713,佐世保,5,7,012421,,NORMAL,2-5-3,8120,(29),UNDER_10000,0,0
20260713_佐世保_6R,20260713,佐世保,6,5,015220,,NORMAL,5-7-2,730,(3),UNDER_10000,0,0
20260713_佐世保_6R,20260713,佐世保,6,7,015320,,NORMAL,5-7-2,730,(3),UNDER_10000,0,0
20260713_佐世保_6R,20260713,佐世保,6,2,015069,,NORMAL,5-7-2,730,(3),UNDER_10000,0,0
20260713_佐世保_6R,20260713,佐世保,6,4,015074,,NORMAL,5-7-2,730,(3),UNDER_10000,0,0
20260713_佐世保_6R,20260713,佐世保,6,3,015943,,NORMAL,5-7-2,730,(3),UNDER_10000,0,0
20260713_佐世保_6R,20260713,佐世保,6,6,015226,,NORMAL,5-7-2,730,(3),UNDER_10000,0,0
20260713_佐世保_6R,20260713,佐世保,6,1,015945,,NORMAL,5-7-2,730,(3),UNDER_10000,0,0
20260713_佐世保_7R,20260713,佐世保,7,1,014900,,NORMAL,1-3-6,300,(1),UNDER_10000,0,0
20260713_佐世保_7R,20260713,佐世保,7,3,015224,,NORMAL,1-3-6,300,(1),UNDER_10000,0,0
20260713_佐世保_7R,20260713,佐世保,7,6,015863,,NORMAL,1-3-6,300,(1),UNDER_10000,0,0
20260713_佐世保_7R,20260713,佐世保,7,4,015017,,NORMAL,1-3-6,300,(1),UNDER_10000,0,0
20260713_佐世保_7R,20260713,佐世保,7,5,015307,,NORMAL,1-3-6,300,(1),UNDER_10000,0,0
20260713_佐世保_7R,20260713,佐世保,7,2,015761,,NORMAL,1-3-6,300,(1),UNDER_10000,0,0
20260713_佐世保_7R,20260713,佐世保,7,7,015133,,NORMAL,1-3-6,300,(1),UNDER_10000,0,0
20260713_佐世保_8R,20260713,佐世保,8,4,015169,,NORMAL,4-5-3,2060,(3),UNDER_10000,0,0
20260713_佐世保_8R,20260713,佐世保,8,5,014754,,NORMAL,4-5-3,2060,(3),UNDER_10000,0,0
20260713_佐世保_8R,20260713,佐世保,8,3,014081,,NORMAL,4-5-3,2060,(3),UNDER_10000,0,0
20260713_佐世保_8R,20260713,佐世保,8,7,014752,,NORMAL,4-5-3,2060,(3),UNDER_10000,0,0
20260713_佐世保_8R,20260713,佐世保,8,6,013670,,NORMAL,4-5-3,2060,(3),UNDER_10000,0,0
20260713_佐世保_8R,20260713,佐世保,8,1,013204,,NORMAL,4-5-3,2060,(3),UNDER_10000,0,0
20260713_佐世保_8R,20260713,佐世保,8,2,014982,,NORMAL,4-5-3,2060,(3),UNDER_10000,0,0
20260713_佐世保_9R,20260713,佐世保,9,2,014221,,NORMAL,2-5-1,14700,(50),10000_TO_19999,0,0
20260713_佐世保_9R,20260713,佐世保,9,5,015252,,NORMAL,2-5-1,14700,(50),10000_TO_19999,0,0
20260713_佐世保_9R,20260713,佐世保,9,1,015066,,NORMAL,2-5-1,14700,(50),10000_TO_19999,0,0
20260713_佐世保_9R,20260713,佐世保,9,4,013514,,NORMAL,2-5-1,14700,(50),10000_TO_19999,0,0
20260713_佐世保_9R,20260713,佐世保,9,3,014613,,NORMAL,2-5-1,14700,(50),10000_TO_19999,0,0
20260713_佐世保_9R,20260713,佐世保,9,6,015727,,NORMAL,2-5-1,14700,(50),10000_TO_19999,0,0
20260713_佐世保_9R,20260713,佐世保,9,7,012478,,NORMAL,2-5-1,14700,(50),10000_TO_19999,0,0
20260713_佐世保_10R,20260713,佐世保,10,2,015509,,NORMAL,2-6-4,87790,(160),50000_PLUS,1,1
