レースキー,開催日,競輪場,レース番号,車番,登録番号,着順,結果ステータス,結果理由,3連単組番,3連単払戻,人気,払戻分類,is_20000_plus,is_50000_plus
20260719_高知_4R,20260719,高知,4,4,015324,9,NORMAL,,1-6-3,10180,(24),10000_TO_19999,0,0
20260719_高知_5R,20260719,高知,5,1,014129,1,NORMAL,,1-9-3,5490,(12),UNDER_10000,0,0
20260719_高知_5R,20260719,高知,5,9,014152,2,NORMAL,,1-9-3,5490,(12),UNDER_10000,0,0
20260719_高知_5R,20260719,高知,5,3,015516,3,NORMAL,,1-9-3,5490,(12),UNDER_10000,0,0
20260719_高知_5R,20260719,高知,5,6,014730,4,NORMAL,,1-9-3,5490,(12),UNDER_10000,0,0
20260719_高知_5R,20260719,高知,5,5,014210,5,NORMAL,,1-9-3,5490,(12),UNDER_10000,0,0
20260719_高知_5R,20260719,高知,5,8,014682,6,NORMAL,,1-9-3,5490,(12),UNDER_10000,0,0
20260719_高知_5R,20260719,高知,5,4,014852,7,NORMAL,,1-9-3,5490,(12),UNDER_10000,0,0
20260719_高知_5R,20260719,高知,5,7,014837,8,NORMAL,,1-9-3,5490,(12),UNDER_10000,0,0
20260719_高知_5R,20260719,高知,5,2,014545,9,NORMAL,,1-9-3,5490,(12),UNDER_10000,0,0
20260719_高知_6R,20260719,高知,6,9,015272,1,NORMAL,,9-3-1,4200,(7),UNDER_10000,0,0
20260719_高知_6R,20260719,高知,6,3,014484,2,NORMAL,,9-3-1,4200,(7),UNDER_10000,0,0
20260719_高知_6R,20260719,高知,6,1,014462,3,NORMAL,,9-3-1,4200,(7),UNDER_10000,0,0
20260719_高知_6R,20260719,高知,6,7,015094,4,NORMAL,,9-3-1,4200,(7),UNDER_10000,0,0
20260719_高知_6R,20260719,高知,6,2,014317,5,NORMAL,,9-3-1,4200,(7),UNDER_10000,0,0
20260719_高知_6R,20260719,高知,6,5,014055,6,NORMAL,,9-3-1,4200,(7),UNDER_10000,0,0
20260719_高知_6R,20260719,高知,6,4,013815,7,NORMAL,,9-3-1,4200,(7),UNDER_10000,0,0
20260719_高知_6R,20260719,高知,6,8,015282,8,NORMAL,,9-3-1,4200,(7),UNDER_10000,0,0
20260719_高知_6R,20260719,高知,6,6,014846,9,NORMAL,,9-3-1,4200,(7),UNDER_10000,0,0
20260719_高知_7R,20260719,高知,7,2,015779,1,NORMAL,,2-7-4,148520,(422),50000_PLUS,1,1
20260719_高知_7R,20260719,高知,7,7,014659,2,NORMAL,,2-7-4,148520,(422),50000_PLUS,1,1
20260719_高知_7R,20260719,高知,7,4,014935,3,NORMAL,,2-7-4,148520,(422),50000_PLUS,1,1
20260719_高知_7R,20260719,高知,7,9,013904,4,NORMAL,,2-7-4,148520,(422),50000_PLUS,1,1
20260719_高知_7R,20260719,高知,7,6,015868,5,NORMAL,,2-7-4,148520,(422),50000_PLUS,1,1
20260719_高知_7R,20260719,高知,7,5,014252,6,NORMAL,,2-7-4,148520,(422),50000_PLUS,1,1
20260719_高知_7R,20260719,高知,7,3,015527,7,NORMAL,,2-7-4,148520,(422),50000_PLUS,1,1
20260719_高知_7R,20260719,高知,7,1,015037,8,NORMAL,,2-7-4,148520,(422),50000_PLUS,1,1
20260719_高知_7R,20260719,高知,7,8,014861,9,事故入,,2-7-4,148520,(422),50000_PLUS,1,1
20260719_高知_8R,20260719,高知,8,6,015799,1,NORMAL,,6-1-5,46000,(158),20000_TO_49999,1,0
20260719_高知_8R,20260719,高知,8,1,015009,2,NORMAL,,6-1-5,46000,(158),20000_TO_49999,1,0
20260719_高知_8R,20260719,高知,8,5,015203,3,NORMAL,,6-1-5,46000,(158),20000_TO_49999,1,0
20260719_高知_8R,20260719,高知,8,4,014103,4,NORMAL,,6-1-5,46000,(158),20000_TO_49999,1,0
20260719_高知_8R,20260719,高知,8,9,014417,4,NORMAL,,6-1-5,46000,(158),20000_TO_49999,1,0
20260719_高知_8R,20260719,高知,8,7,014744,6,NORMAL,,6-1-5,46000,(158),20000_TO_49999,1,0
20260719_高知_8R,20260719,高知,8,8,014380,6,NORMAL,,6-1-5,46000,(158),20000_TO_49999,1,0
20260719_高知_8R,20260719,高知,8,3,015362,8,NORMAL,,6-1-5,46000,(158),20000_TO_49999,1,0
20260719_高知_8R,20260719,高知,8,2,014140,9,NORMAL,,6-1-5,46000,(158),20000_TO_49999,1,0
20260719_高知_9R,20260719,高知,9,2,015343,1,NORMAL,,2-3-5,15340,(40),10000_TO_19999,0,0
20260719_高知_9R,20260719,高知,9,3,015451,2,NORMAL,,2-3-5,15340,(40),10000_TO_19999,0,0
20260719_高知_9R,20260719,高知,9,5,015431,3,NORMAL,,2-3-5,15340,(40),10000_TO_19999,0,0
20260719_高知_9R,20260719,高知,9,7,014089,4,NORMAL,,2-3-5,15340,(40),10000_TO_19999,0,0
20260719_高知_9R,20260719,高知,9,1,015035,5,NORMAL,,2-3-5,15340,(40),10000_TO_19999,0,0
20260719_高知_9R,20260719,高知,9,6,015038,6,NORMAL,,2-3-5,15340,(40),10000_TO_19999,0,0
20260719_高知_9R,20260719,高知,9,4,013880,7,NORMAL,,2-3-5,15340,(40),10000_TO_19999,0,0
20260719_高知_9R,20260719,高知,9,8,015789,8,NORMAL,,2-3-5,15340,(40),10000_TO_19999,0,0
20260719_高知_9R,20260719,高知,9,9,015464,9,NORMAL,,2-3-5,15340,(40),10000_TO_19999,0,0
20260719_高知_10R,20260719,高知,10,5,015039,1,NORMAL,,5-3-4,8620,(26),UNDER_10000,0,0
20260719_高知_10R,20260719,高知,10,3,015341,2,NORMAL,,5-3-4,8620,(26),UNDER_10000,0,0
20260719_高知_10R,20260719,高知,10,4,014054,3,NORMAL,,5-3-4,8620,(26),UNDER_10000,0,0
20260719_高知_10R,20260719,高知,10,1,014741,4,NORMAL,,5-3-4,8620,(26),UNDER_10000,0,0
20260719_高知_10R,20260719,高知,10,6,015199,5,NORMAL,,5-3-4,8620,(26),UNDER_10000,0,0
20260719_高知_10R,20260719,高知,10,8,014524,6,NORMAL,,5-3-4,8620,(26),UNDER_10000,0,0
20260719_高知_10R,20260719,高知,10,7,014534,7,NORMAL,,5-3-4,8620,(26),UNDER_10000,0,0
20260719_高知_10R,20260719,高知,10,2,015597,8,NORMAL,,5-3-4,8620,(26),UNDER_10000,0,0
20260719_高知_10R,20260719,高知,10,9,015034,9,NORMAL,,5-3-4,8620,(26),UNDER_10000,0,0
20260719_高知_11R,20260719,高知,11,1,015553,1,NORMAL,,1-2-5,6940,(22),UNDER_10000,0,0
20260719_高知_11R,20260719,高知,11,2,014396,2,NORMAL,,1-2-5,6940,(22),UNDER_10000,0,0
20260719_高知_11R,20260719,高知,11,5,015242,3,NORMAL,,1-2-5,6940,(22),UNDER_10000,0,0
20260719_高知_11R,20260719,高知,11,8,015248,4,NORMAL,,1-2-5,6940,(22),UNDER_10000,0,0
20260719_高知_11R,20260719,高知,11,3,013516,5,NORMAL,,1-2-5,6940,(22),UNDER_10000,0,0
20260719_高知_11R,20260719,高知,11,9,014681,6,NORMAL,,1-2-5,6940,(22),UNDER_10000,0,0
20260719_高知_11R,20260719,高知,11,6,014873,7,NORMAL,,1-2-5,6940,(22),UNDER_10000,0,0
20260719_高知_11R,20260719,高知,11,7,015474,8,NORMAL,,1-2-5,6940,(22),UNDER_10000,0,0
20260719_高知_11R,20260719,高知,11,4,013894,9,NORMAL,,1-2-5,6940,(22),UNDER_10000,0,0
20260719_高知_12R,20260719,高知,12,3,015465,1,NORMAL,,3-2-8,36610,(119),20000_TO_49999,1,0
20260719_高知_12R,20260719,高知,12,2,014838,2,NORMAL,,3-2-8,36610,(119),20000_TO_49999,1,0
20260719_高知_12R,20260719,高知,12,8,014097,3,NORMAL,,3-2-8,36610,(119),20000_TO_49999,1,0
20260719_高知_12R,20260719,高知,12,6,015731,4,NORMAL,,3-2-8,36610,(119),20000_TO_49999,1,0
20260719_高知_12R,20260719,高知,12,9,014002,5,NORMAL,,3-2-8,36610,(119),20000_TO_49999,1,0
20260719_高知_12R,20260719,高知,12,1,015298,6,NORMAL,,3-2-8,36610,(119),20000_TO_49999,1,0
20260719_高知_12R,20260719,高知,12,7,014564,7,NORMAL,,3-2-8,36610,(119),20000_TO_49999,1,0
20260719_高知_12R,20260719,高知,12,5,015261,8,NORMAL,,3-2-8,36610,(119),20000_TO_49999,1,0
20260719_高知_12R,20260719,高知,12,4,015596,9,NORMAL,,3-2-8,36610,(119),20000_TO_49999,1,0
20260719_静岡_1R,20260719,静岡,1,7,014502,1,NORMAL,,7-3-2,1720,(4),UNDER_10000,0,0
20260719_静岡_1R,20260719,静岡,1,3,013916,2,NORMAL,,7-3-2,1720,(4),UNDER_10000,0,0
20260719_静岡_1R,20260719,静岡,1,2,014364,3,NORMAL,,7-3-2,1720,(4),UNDER_10000,0,0
20260719_静岡_1R,20260719,静岡,1,1,015238,4,NORMAL,,7-3-2,1720,(4),UNDER_10000,0,0
20260719_静岡_1R,20260719,静岡,1,5,013952,4,NORMAL,,7-3-2,1720,(4),UNDER_10000,0,0
20260719_静岡_1R,20260719,静岡,1,4,015506,6,NORMAL,,7-3-2,1720,(4),UNDER_10000,0,0
20260719_静岡_1R,20260719,静岡,1,6,014324,7,NORMAL,,7-3-2,1720,(4),UNDER_10000,0,0
20260719_静岡_2R,20260719,静岡,2,1,015102,1,NORMAL,,1-7-4,7820,(21),UNDER_10000,0,0
20260719_静岡_2R,20260719,静岡,2,7,013233,2,NORMAL,,1-7-4,7820,(21),UNDER_10000,0,0
20260719_静岡_2R,20260719,静岡,2,4,014522,3,NORMAL,,1-7-4,7820,(21),UNDER_10000,0,0
20260719_静岡_2R,20260719,静岡,2,5,015563,4,NORMAL,,1-7-4,7820,(21),UNDER_10000,0,0
20260719_静岡_2R,20260719,静岡,2,2,013828,5,NORMAL,,1-7-4,7820,(21),UNDER_10000,0,0
20260719_静岡_2R,20260719,静岡,2,6,012717,6,NORMAL,,1-7-4,7820,(21),UNDER_10000,0,0
20260719_静岡_2R,20260719,静岡,2,3,013298,7,NORMAL,,1-7-4,7820,(21),UNDER_10000,0,0
20260719_静岡_3R,20260719,静岡,3,3,014679,1,NORMAL,,3-1-6,8420,(27),UNDER_10000,0,0
20260719_静岡_3R,20260719,静岡,3,1,015331,2,NORMAL,,3-1-6,8420,(27),UNDER_10000,0,0
20260719_静岡_3R,20260719,静岡,3,6,013192,3,NORMAL,,3-1-6,8420,(27),UNDER_10000,0,0
20260719_静岡_3R,20260719,静岡,3,2,014999,4,NORMAL,,3-1-6,8420,(27),UNDER_10000,0,0
20260719_静岡_3R,20260719,静岡,3,4,015726,5,NORMAL,,3-1-6,8420,(27),UNDER_10000,0,0
20260719_静岡_3R,20260719,静岡,3,7,015351,6,NORMAL,,3-1-6,8420,(27),UNDER_10000,0,0
20260719_静岡_3R,20260719,静岡,3,5,015359,7,NORMAL,,3-1-6,8420,(27),UNDER_10000,0,0
20260719_静岡_4R,20260719,静岡,4,5,015003,1,NORMAL,,5-2-4,13390,(57),10000_TO_19999,0,0
20260719_静岡_4R,20260719,静岡,4,2,015208,2,NORMAL,,5-2-4,13390,(57),10000_TO_19999,0,0
20260719_静岡_4R,20260719,静岡,4,4,014630,3,NORMAL,,5-2-4,13390,(57),10000_TO_19999,0,0
20260719_静岡_4R,20260719,静岡,4,6,013374,4,NORMAL,,5-2-4,13390,(57),10000_TO_19999,0,0
20260719_静岡_4R,20260719,静岡,4,1,015108,5,NORMAL,,5-2-4,13390,(57),10000_TO_19999,0,0
20260719_静岡_4R,20260719,静岡,4,7,015719,6,NORMAL,,5-2-4,13390,(57),10000_TO_19999,0,0
20260719_静岡_4R,20260719,静岡,4,3,013863,,落車棄権,,5-2-4,13390,(57),10000_TO_19999,0,0
20260719_静岡_5R,20260719,静岡,5,5,015902,1,NORMAL,,5-2-4,1560,(4),UNDER_10000,0,0
20260719_静岡_5R,20260719,静岡,5,2,014139,2,NORMAL,,5-2-4,1560,(4),UNDER_10000,0,0
20260719_静岡_5R,20260719,静岡,5,4,012886,3,NORMAL,,5-2-4,1560,(4),UNDER_10000,0,0
20260719_静岡_5R,20260719,静岡,5,7,014581,4,NORMAL,,5-2-4,1560,(4),UNDER_10000,0,0
20260719_静岡_5R,20260719,静岡,5,6,014110,5,NORMAL,,5-2-4,1560,(4),UNDER_10000,0,0
20260719_静岡_5R,20260719,静岡,5,3,015833,6,NORMAL,,5-2-4,1560,(4),UNDER_10000,0,0
20260719_静岡_5R,20260719,静岡,5,1,013859,,失格,内側追い抜き,5-2-4,1560,(4),UNDER_10000,0,0
20260719_静岡_6R,20260719,静岡,6,3,015392,1,NORMAL,,3-6-2,1410,(4),UNDER_10000,0,0
20260719_静岡_6R,20260719,静岡,6,6,015220,2,NORMAL,,3-6-2,1410,(4),UNDER_10000,0,0
20260719_静岡_6R,20260719,静岡,6,2,015018,3,NORMAL,,3-6-2,1410,(4),UNDER_10000,0,0
20260719_静岡_6R,20260719,静岡,6,1,016034,4,NORMAL,,3-6-2,1410,(4),UNDER_10000,0,0
20260719_静岡_6R,20260719,静岡,6,7,015321,5,NORMAL,,3-6-2,1410,(4),UNDER_10000,0,0
20260719_静岡_6R,20260719,静岡,6,5,015849,6,NORMAL,,3-6-2,1410,(4),UNDER_10000,0,0
20260719_静岡_6R,20260719,静岡,6,4,015078,7,NORMAL,,3-6-2,1410,(4),UNDER_10000,0,0
20260719_静岡_7R,20260719,静岡,7,2,016031,1,NORMAL,,2-4-1,4310,(15),UNDER_10000,0,0
20260719_静岡_7R,20260719,静岡,7,4,015144,2,NORMAL,,2-4-1,4310,(15),UNDER_10000,0,0
20260719_静岡_7R,20260719,静岡,7,1,015147,3,NORMAL,,2-4-1,4310,(15),UNDER_10000,0,0
20260719_静岡_7R,20260719,静岡,7,6,015397,4,NORMAL,,2-4-1,4310,(15),UNDER_10000,0,0
20260719_静岡_7R,20260719,静岡,7,5,015854,5,NORMAL,,2-4-1,4310,(15),UNDER_10000,0,0
20260719_静岡_7R,20260719,静岡,7,3,015313,6,NORMAL,,2-4-1,4310,(15),UNDER_10000,0,0
20260719_静岡_7R,20260719,静岡,7,7,015670,7,NORMAL,,2-4-1,4310,(15),UNDER_10000,0,0
20260719_静岡_8R,20260719,静岡,8,7,012533,1,NORMAL,,7-4-3,12980,(52),10000_TO_19999,0,0
20260719_静岡_8R,20260719,静岡,8,4,015036,2,NORMAL,,7-4-3,12980,(52),10000_TO_19999,0,0
20260719_静岡_8R,20260719,静岡,8,3,015540,3,NORMAL,,7-4-3,12980,(52),10000_TO_19999,0,0
20260719_静岡_8R,20260719,静岡,8,5,014143,4,NORMAL,,7-4-3,12980,(52),10000_TO_19999,0,0
20260719_静岡_8R,20260719,静岡,8,1,015694,5,NORMAL,,7-4-3,12980,(52),10000_TO_19999,0,0
20260719_静岡_8R,20260719,静岡,8,2,014889,6,NORMAL,,7-4-3,12980,(52),10000_TO_19999,0,0
20260719_静岡_8R,20260719,静岡,8,6,013803,7,NORMAL,,7-4-3,12980,(52),10000_TO_19999,0,0
20260719_静岡_9R,20260719,静岡,9,5,014504,1,NORMAL,,5-4-7,12660,(41),10000_TO_19999,0,0
20260719_静岡_9R,20260719,静岡,9,4,013878,2,NORMAL,,5-4-7,12660,(41),10000_TO_19999,0,0
20260719_静岡_9R,20260719,静岡,9,7,015525,3,NORMAL,,5-4-7,12660,(41),10000_TO_19999,0,0
20260719_静岡_9R,20260719,静岡,9,1,013864,4,NORMAL,,5-4-7,12660,(41),10000_TO_19999,0,0
20260719_静岡_9R,20260719,静岡,9,3,014888,5,NORMAL,,5-4-7,12660,(41),10000_TO_19999,0,0
20260719_静岡_9R,20260719,静岡,9,2,015171,6,NORMAL,,5-4-7,12660,(41),10000_TO_19999,0,0
20260719_静岡_9R,20260719,静岡,9,6,015191,7,NORMAL,,5-4-7,12660,(41),10000_TO_19999,0,0
20260719_静岡_10R,20260719,静岡,10,1,015837,1,NORMAL,,1-5-2,16540,(81),10000_TO_19999,0,0
20260719_静岡_10R,20260719,静岡,10,5,015613,2,NORMAL,,1-5-2,16540,(81),10000_TO_19999,0,0
20260719_静岡_10R,20260719,静岡,10,2,015049,3,NORMAL,,1-5-2,16540,(81),10000_TO_19999,0,0
20260719_静岡_10R,20260719,静岡,10,4,015246,4,NORMAL,,1-5-2,16540,(81),10000_TO_19999,0,0
20260719_静岡_10R,20260719,静岡,10,3,015620,5,NORMAL,,1-5-2,16540,(81),10000_TO_19999,0,0
20260719_静岡_10R,20260719,静岡,10,7,014945,6,NORMAL,,1-5-2,16540,(81),10000_TO_19999,0,0
20260719_静岡_10R,20260719,静岡,10,6,015528,7,NORMAL,,1-5-2,16540,(81),10000_TO_19999,0,0
20260719_静岡_11R,20260719,静岡,11,5,014995,1,NORMAL,,5-3-4,13420,(63),10000_TO_19999,0,0
20260719_静岡_11R,20260719,静岡,11,3,014421,2,NORMAL,,5-3-4,13420,(63),10000_TO_19999,0,0
20260719_静岡_11R,20260719,静岡,11,4,015749,3,NORMAL,,5-3-4,13420,(63),10000_TO_19999,0,0
20260719_静岡_11R,20260719,静岡,11,6,014558,4,NORMAL,,5-3-4,13420,(63),10000_TO_19999,0,0
20260719_静岡_11R,20260719,静岡,11,7,014664,5,NORMAL,,5-3-4,13420,(63),10000_TO_19999,0,0
20260719_静岡_11R,20260719,静岡,11,1,015417,6,NORMAL,,5-3-4,13420,(63),10000_TO_19999,0,0
20260719_静岡_11R,20260719,静岡,11,2,015692,7,NORMAL,,5-3-4,13420,(63),10000_TO_19999,0,0
20260719_静岡_12R,20260719,静岡,12,1,013772,1,NORMAL,,1-7-4,790,(1),UNDER_10000,0,0
20260719_静岡_12R,20260719,静岡,12,7,015896,2,NORMAL,,1-7-4,790,(1),UNDER_10000,0,0
20260719_静岡_12R,20260719,静岡,12,4,013115,3,NORMAL,,1-7-4,790,(1),UNDER_10000,0,0
20260719_静岡_12R,20260719,静岡,12,6,013726,4,NORMAL,,1-7-4,790,(1),UNDER_10000,0,0
20260719_静岡_12R,20260719,静岡,12,2,013737,,落車棄権,,1-7-4,790,(1),UNDER_10000,0,0
20260719_静岡_12R,20260719,静岡,12,5,015647,,落車棄権,,1-7-4,790,(1),UNDER_10000,0,0
20260719_静岡_12R,20260719,静岡,12,3,014253,,失格,押圧,1-7-4,790,(1),UNDER_10000,0,0
20260719_弥彦_1R,20260719,弥彦,1,7,013676,1,NORMAL,,7-3-4,40520,(88),20000_TO_49999,1,0
20260719_弥彦_1R,20260719,弥彦,1,3,013037,2,NORMAL,,7-3-4,40520,(88),20000_TO_49999,1,0
20260719_弥彦_1R,20260719,弥彦,1,4,014578,3,NORMAL,,7-3-4,40520,(88),20000_TO_49999,1,0
20260719_弥彦_1R,20260719,弥彦,1,6,014931,4,NORMAL,,7-3-4,40520,(88),20000_TO_49999,1,0
20260719_弥彦_1R,20260719,弥彦,1,2,013926,5,NORMAL,,7-3-4,40520,(88),20000_TO_49999,1,0
20260719_弥彦_1R,20260719,弥彦,1,5,015972,6,NORMAL,,7-3-4,40520,(88),20000_TO_49999,1,0
20260719_弥彦_1R,20260719,弥彦,1,1,012930,7,NORMAL,,7-3-4,40520,(88),20000_TO_49999,1,0
20260719_弥彦_2R,20260719,弥彦,2,1,014064,1,NORMAL,,1-7-5,460,(1),UNDER_10000,0,0
20260719_弥彦_2R,20260719,弥彦,2,7,015970,2,NORMAL,,1-7-5,460,(1),UNDER_10000,0,0
20260719_弥彦_2R,20260719,弥彦,2,5,013692,3,NORMAL,,1-7-5,460,(1),UNDER_10000,0,0
20260719_弥彦_2R,20260719,弥彦,2,4,013145,4,NORMAL,,1-7-5,460,(1),UNDER_10000,0,0
20260719_弥彦_2R,20260719,弥彦,2,2,013109,5,NORMAL,,1-7-5,460,(1),UNDER_10000,0,0
20260719_弥彦_2R,20260719,弥彦,2,3,014842,6,NORMAL,,1-7-5,460,(1),UNDER_10000,0,0
20260719_弥彦_2R,20260719,弥彦,2,6,012277,7,NORMAL,,1-7-5,460,(1),UNDER_10000,0,0
20260719_弥彦_3R,20260719,弥彦,3,2,015981,1,NORMAL,,2-4-1,6100,(19),UNDER_10000,0,0
20260719_弥彦_3R,20260719,弥彦,3,4,013551,2,NORMAL,,2-4-1,6100,(19),UNDER_10000,0,0
20260719_弥彦_3R,20260719,弥彦,3,1,014735,3,NORMAL,,2-4-1,6100,(19),UNDER_10000,0,0
20260719_弥彦_3R,20260719,弥彦,3,5,012092,4,NORMAL,,2-4-1,6100,(19),UNDER_10000,0,0
20260719_弥彦_3R,20260719,弥彦,3,3,013663,5,NORMAL,,2-4-1,6100,(19),UNDER_10000,0,0
20260719_弥彦_3R,20260719,弥彦,3,6,014719,6,NORMAL,,2-4-1,6100,(19),UNDER_10000,0,0
20260719_弥彦_3R,20260719,弥彦,3,7,015887,7,NORMAL,,2-4-1,6100,(19),UNDER_10000,0,0
20260719_弥彦_4R,20260719,弥彦,4,2,015222,1,NORMAL,,2-4-7,2790,(4),UNDER_10000,0,0
20260719_弥彦_4R,20260719,弥彦,4,4,015766,2,NORMAL,,2-4-7,2790,(4),UNDER_10000,0,0
20260719_弥彦_4R,20260719,弥彦,4,7,015852,3,NORMAL,,2-4-7,2790,(4),UNDER_10000,0,0
20260719_弥彦_4R,20260719,弥彦,4,1,014904,4,NORMAL,,2-4-7,2790,(4),UNDER_10000,0,0
20260719_弥彦_4R,20260719,弥彦,4,3,015310,5,NORMAL,,2-4-7,2790,(4),UNDER_10000,0,0
20260719_弥彦_4R,20260719,弥彦,4,5,015956,6,NORMAL,,2-4-7,2790,(4),UNDER_10000,0,0
20260719_弥彦_4R,20260719,弥彦,4,6,015856,7,NORMAL,,2-4-7,2790,(4),UNDER_10000,0,0
20260719_弥彦_5R,20260719,弥彦,5,4,014851,1,NORMAL,,4-1-7,1650,(2),UNDER_10000,0,0
20260719_弥彦_5R,20260719,弥彦,5,1,012845,2,NORMAL,,4-1-7,1650,(2),UNDER_10000,0,0
20260719_弥彦_5R,20260719,弥彦,5,7,012298,3,NORMAL,,4-1-7,1650,(2),UNDER_10000,0,0
20260719_弥彦_5R,20260719,弥彦,5,3,015531,4,NORMAL,,4-1-7,1650,(2),UNDER_10000,0,0
20260719_弥彦_5R,20260719,弥彦,5,6,014513,5,NORMAL,,4-1-7,1650,(2),UNDER_10000,0,0
20260719_弥彦_5R,20260719,弥彦,5,2,014366,6,NORMAL,,4-1-7,1650,(2),UNDER_10000,0,0
20260719_弥彦_5R,20260719,弥彦,5,5,014296,7,NORMAL,,4-1-7,1650,(2),UNDER_10000,0,0
20260719_弥彦_6R,20260719,弥彦,6,3,013535,1,NORMAL,,3-7-6,16750,(66),10000_TO_19999,0,0
20260719_弥彦_6R,20260719,弥彦,6,7,015163,2,NORMAL,,3-7-6,16750,(66),10000_TO_19999,0,0
20260719_弥彦_6R,20260719,弥彦,6,6,012242,3,NORMAL,,3-7-6,16750,(66),10000_TO_19999,0,0
20260719_弥彦_6R,20260719,弥彦,6,4,014615,4,NORMAL,,3-7-6,16750,(66),10000_TO_19999,0,0
20260719_弥彦_6R,20260719,弥彦,6,2,015925,5,NORMAL,,3-7-6,16750,(66),10000_TO_19999,0,0
20260719_弥彦_6R,20260719,弥彦,6,1,014938,6,NORMAL,,3-7-6,16750,(66),10000_TO_19999,0,0
20260719_弥彦_6R,20260719,弥彦,6,5,014335,7,NORMAL,,3-7-6,16750,(66),10000_TO_19999,0,0
20260719_弥彦_7R,20260719,弥彦,7,3,013929,1,NORMAL,,3-7-2,14400,(34),10000_TO_19999,0,0
