race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta,trifecta_payout,popularity
20260810_立川_1R,20260810,28,立川,1,7,013896,1,NORMAL,,7-1-3,1080,3
20260810_立川_1R,20260810,28,立川,1,1,015565,2,NORMAL,,7-1-3,1080,3
20260810_立川_1R,20260810,28,立川,1,3,014410,3,NORMAL,,7-1-3,1080,3
20260810_立川_1R,20260810,28,立川,1,5,013469,4,NORMAL,,7-1-3,1080,3
20260810_立川_1R,20260810,28,立川,1,4,013494,5,NORMAL,,7-1-3,1080,3
20260810_立川_1R,20260810,28,立川,1,2,014226,6,NORMAL,,7-1-3,1080,3
20260810_立川_1R,20260810,28,立川,1,6,013587,7,NORMAL,,7-1-3,1080,3
20260810_立川_2R,20260810,28,立川,2,2,015632,1,NORMAL,,2-4-3,1080,2
20260810_立川_2R,20260810,28,立川,2,4,014749,2,NORMAL,,2-4-3,1080,2
20260810_立川_2R,20260810,28,立川,2,3,013915,3,NORMAL,,2-4-3,1080,2
20260810_立川_2R,20260810,28,立川,2,7,014845,4,NORMAL,,2-4-3,1080,2
20260810_立川_2R,20260810,28,立川,2,6,014303,5,NORMAL,,2-4-3,1080,2
20260810_立川_2R,20260810,28,立川,2,5,014403,6,NORMAL,,2-4-3,1080,2
20260810_立川_2R,20260810,28,立川,2,1,015287,7,NORMAL,,2-4-3,1080,2
20260810_立川_3R,20260810,28,立川,3,2,013924,1,NORMAL,,2-7-1,1750,4
20260810_立川_3R,20260810,28,立川,3,7,015879,2,NORMAL,,2-7-1,1750,4
20260810_立川_3R,20260810,28,立川,3,1,013955,3,NORMAL,,2-7-1,1750,4
20260810_立川_3R,20260810,28,立川,3,4,011619,4,NORMAL,,2-7-1,1750,4
20260810_立川_3R,20260810,28,立川,3,3,013668,5,NORMAL,,2-7-1,1750,4
20260810_立川_3R,20260810,28,立川,3,5,012809,6,NORMAL,,2-7-1,1750,4
20260810_立川_3R,20260810,28,立川,3,6,015722,7,NORMAL,,2-7-1,1750,4
20260810_立川_4R,20260810,28,立川,4,5,015332,1,NORMAL,,5-4-1,12520,42
20260810_立川_4R,20260810,28,立川,4,4,015798,2,NORMAL,,5-4-1,12520,42
20260810_立川_4R,20260810,28,立川,4,1,014528,3,NORMAL,,5-4-1,12520,42
20260810_立川_4R,20260810,28,立川,4,2,013555,4,NORMAL,,5-4-1,12520,42
20260810_立川_4R,20260810,28,立川,4,6,014075,5,NORMAL,,5-4-1,12520,42
20260810_立川_4R,20260810,28,立川,4,3,014044,6,NORMAL,,5-4-1,12520,42
20260810_立川_4R,20260810,28,立川,4,7,015847,7,NORMAL,,5-4-1,12520,42
20260810_立川_5R,20260810,28,立川,5,3,015168,1,NORMAL,,3-1-5,450,1
20260810_立川_5R,20260810,28,立川,5,1,015097,2,NORMAL,,3-1-5,450,1
20260810_立川_5R,20260810,28,立川,5,5,013245,3,NORMAL,,3-1-5,450,1
20260810_立川_5R,20260810,28,立川,5,4,013274,4,NORMAL,,3-1-5,450,1
20260810_立川_5R,20260810,28,立川,5,2,015178,5,NORMAL,,3-1-5,450,1
20260810_立川_6R,20260810,28,立川,6,3,015174,1,NORMAL,,3-5-4,2930,11
20260810_立川_6R,20260810,28,立川,6,5,014399,2,NORMAL,,3-5-4,2930,11
20260810_立川_6R,20260810,28,立川,6,4,013790,3,NORMAL,,3-5-4,2930,11
20260810_立川_6R,20260810,28,立川,6,2,013410,4,NORMAL,,3-5-4,2930,11
20260810_立川_6R,20260810,28,立川,6,1,015543,5,NORMAL,,3-5-4,2930,11
20260810_立川_7R,20260810,28,立川,7,5,014394,1,NORMAL,,5-4-6,7640,25
20260810_立川_7R,20260810,28,立川,7,4,013622,2,NORMAL,,5-4-6,7640,25
20260810_立川_7R,20260810,28,立川,7,6,014825,3,NORMAL,,5-4-6,7640,25
20260810_立川_7R,20260810,28,立川,7,2,015453,4,NORMAL,,5-4-6,7640,25
20260810_立川_7R,20260810,28,立川,7,3,013798,5,NORMAL,,5-4-6,7640,25
20260810_立川_7R,20260810,28,立川,7,1,013497,6,NORMAL,,5-4-6,7640,25
20260810_立川_8R,20260810,28,立川,8,5,015919,1,NORMAL,,5-2-4,34110,116
20260810_立川_8R,20260810,28,立川,8,2,014178,2,NORMAL,,5-2-4,34110,116
20260810_立川_8R,20260810,28,立川,8,4,015902,3,NORMAL,,5-2-4,34110,116
20260810_立川_8R,20260810,28,立川,8,7,015116,4,NORMAL,,5-2-4,34110,116
20260810_立川_8R,20260810,28,立川,8,1,015254,5,NORMAL,,5-2-4,34110,116
20260810_立川_8R,20260810,28,立川,8,6,015893,6,NORMAL,,5-2-4,34110,116
20260810_立川_8R,20260810,28,立川,8,3,013382,7,NORMAL,,5-2-4,34110,116
20260810_立川_9R,20260810,28,立川,9,4,014977,1,NORMAL,,4-3-6,13960,52
20260810_立川_9R,20260810,28,立川,9,3,013295,2,NORMAL,,4-3-6,13960,52
20260810_立川_9R,20260810,28,立川,9,6,013357,3,NORMAL,,4-3-6,13960,52
20260810_立川_9R,20260810,28,立川,9,5,015170,4,NORMAL,,4-3-6,13960,52
20260810_立川_9R,20260810,28,立川,9,1,015329,5,NORMAL,,4-3-6,13960,52
20260810_立川_9R,20260810,28,立川,9,7,013230,6,NORMAL,,4-3-6,13960,52
20260810_立川_9R,20260810,28,立川,9,2,015361,7,NORMAL,,4-3-6,13960,52
20260810_立川_10R,20260810,28,立川,10,3,015322,1,NORMAL,,3-1-7,2290,6
20260810_立川_10R,20260810,28,立川,10,1,014045,2,NORMAL,,3-1-7,2290,6
20260810_立川_10R,20260810,28,立川,10,7,014792,3,NORMAL,,3-1-7,2290,6
20260810_立川_10R,20260810,28,立川,10,5,014691,4,NORMAL,,3-1-7,2290,6
20260810_立川_10R,20260810,28,立川,10,6,015738,5,NORMAL,,3-1-7,2290,6
20260810_立川_10R,20260810,28,立川,10,4,015340,6,NORMAL,,3-1-7,2290,6
20260810_立川_10R,20260810,28,立川,10,2,014004,7,NORMAL,,3-1-7,2290,6
20260810_立川_11R,20260810,28,立川,11,5,013737,1,NORMAL,,5-3-4,7730,16
20260810_立川_11R,20260810,28,立川,11,3,014854,2,NORMAL,,5-3-4,7730,16
20260810_立川_11R,20260810,28,立川,11,4,014617,3,NORMAL,,5-3-4,7730,16
20260810_立川_11R,20260810,28,立川,11,1,015121,4,NORMAL,,5-3-4,7730,16
20260810_立川_11R,20260810,28,立川,11,2,014371,5,NORMAL,,5-3-4,7730,16
20260810_立川_11R,20260810,28,立川,11,6,015206,6,NORMAL,,5-3-4,7730,16
20260810_立川_11R,20260810,28,立川,11,7,015426,7,NORMAL,,5-3-4,7730,16
20260810_立川_12R,20260810,28,立川,12,3,014552,1,NORMAL,,3-6-5,2710,2
20260810_立川_12R,20260810,28,立川,12,6,015555,2,NORMAL,,3-6-5,2710,2
20260810_立川_12R,20260810,28,立川,12,5,013886,3,NORMAL,,3-6-5,2710,2
20260810_立川_12R,20260810,28,立川,12,2,013532,4,NORMAL,,3-6-5,2710,2
20260810_立川_12R,20260810,28,立川,12,4,014757,5,NORMAL,,3-6-5,2710,2
20260810_立川_12R,20260810,28,立川,12,1,015043,6,NORMAL,,3-6-5,2710,2
20260810_立川_12R,20260810,28,立川,12,7,015323,7,NORMAL,,3-6-5,2710,2
20260810_前橋_1R,20260810,22,前橋,1,1,014931,1,NORMAL,,1-7-4,7080,24
20260810_前橋_1R,20260810,22,前橋,1,7,013105,2,NORMAL,,1-7-4,7080,24
20260810_前橋_1R,20260810,22,前橋,1,4,014986,3,NORMAL,,1-7-4,7080,24
20260810_前橋_1R,20260810,22,前橋,1,2,013525,4,NORMAL,,1-7-4,7080,24
20260810_前橋_1R,20260810,22,前橋,1,3,013023,5,NORMAL,,1-7-4,7080,24
20260810_前橋_1R,20260810,22,前橋,1,5,013176,6,NORMAL,,1-7-4,7080,24
20260810_前橋_1R,20260810,22,前橋,1,6,015710,7,NORMAL,,1-7-4,7080,24
20260810_前橋_2R,20260810,22,前橋,2,5,015977,1,NORMAL,,5-2-4,310,1
20260810_前橋_2R,20260810,22,前橋,2,2,013551,2,NORMAL,,5-2-4,310,1
20260810_前橋_2R,20260810,22,前橋,2,4,014289,3,NORMAL,,5-2-4,310,1
20260810_前橋_2R,20260810,22,前橋,2,7,015047,4,NORMAL,,5-2-4,310,1
20260810_前橋_2R,20260810,22,前橋,2,1,014932,5,NORMAL,,5-2-4,310,1
20260810_前橋_2R,20260810,22,前橋,2,3,013454,6,NORMAL,,5-2-4,310,1
20260810_前橋_2R,20260810,22,前橋,2,6,013531,7,NORMAL,,5-2-4,310,1
20260810_前橋_3R,20260810,22,前橋,3,5,015961,1,NORMAL,,5-7-3,1280,2
20260810_前橋_3R,20260810,22,前橋,3,7,015257,2,NORMAL,,5-7-3,1280,2
20260810_前橋_3R,20260810,22,前橋,3,3,015044,3,NORMAL,,5-7-3,1280,2
20260810_前橋_3R,20260810,22,前橋,3,1,015166,4,NORMAL,,5-7-3,1280,2
20260810_前橋_3R,20260810,22,前橋,3,6,013324,5,NORMAL,,5-7-3,1280,2
20260810_前橋_3R,20260810,22,前橋,3,2,013452,6,NORMAL,,5-7-3,1280,2
20260810_前橋_3R,20260810,22,前橋,3,4,013378,7,NORMAL,,5-7-3,1280,2
20260810_前橋_4R,20260810,22,前橋,4,4,015884,1,NORMAL,,4-2-7,210,1
20260810_前橋_4R,20260810,22,前橋,4,2,012649,2,NORMAL,,4-2-7,210,1
20260810_前橋_4R,20260810,22,前橋,4,7,012634,3,NORMAL,,4-2-7,210,1
20260810_前橋_4R,20260810,22,前橋,4,5,015984,4,NORMAL,,4-2-7,210,1
20260810_前橋_4R,20260810,22,前橋,4,1,013303,5,NORMAL,,4-2-7,210,1
20260810_前橋_4R,20260810,22,前橋,4,3,013413,6,NORMAL,,4-2-7,210,1
20260810_前橋_4R,20260810,22,前橋,4,6,014987,7,NORMAL,,4-2-7,210,1
20260810_前橋_5R,20260810,22,前橋,5,2,014218,1,NORMAL,,2-5-3,1820,6
20260810_前橋_5R,20260810,22,前橋,5,5,015511,2,NORMAL,,2-5-3,1820,6
20260810_前橋_5R,20260810,22,前橋,5,3,015970,3,NORMAL,,2-5-3,1820,6
20260810_前橋_5R,20260810,22,前橋,5,4,014209,4,NORMAL,,2-5-3,1820,6
20260810_前橋_5R,20260810,22,前橋,5,1,013398,5,NORMAL,,2-5-3,1820,6
20260810_前橋_5R,20260810,22,前橋,5,6,011803,6,NORMAL,,2-5-3,1820,6
20260810_前橋_5R,20260810,22,前橋,5,7,013927,7,NORMAL,,2-5-3,1820,6
20260810_前橋_6R,20260810,22,前橋,6,2,014813,1,NORMAL,,2-4-3,2340,8
20260810_前橋_6R,20260810,22,前橋,6,4,015871,2,NORMAL,,2-4-3,2340,8
20260810_前橋_6R,20260810,22,前橋,6,3,013839,3,NORMAL,,2-4-3,2340,8
20260810_前橋_6R,20260810,22,前橋,6,5,012718,4,NORMAL,,2-4-3,2340,8
20260810_前橋_6R,20260810,22,前橋,6,1,013385,5,NORMAL,,2-4-3,2340,8
20260810_前橋_6R,20260810,22,前橋,6,6,015085,6,NORMAL,,2-4-3,2340,8
20260810_前橋_7R,20260810,22,前橋,7,3,014144,1,NORMAL,,3-4-5,2250,4
20260810_前橋_7R,20260810,22,前橋,7,4,012417,2,NORMAL,,3-4-5,2250,4
20260810_前橋_7R,20260810,22,前橋,7,5,012794,3,NORMAL,,3-4-5,2250,4
20260810_前橋_7R,20260810,22,前橋,7,2,014532,4,NORMAL,,3-4-5,2250,4
20260810_前橋_7R,20260810,22,前橋,7,1,015351,5,NORMAL,,3-4-5,2250,4
20260810_前橋_7R,20260810,22,前橋,7,6,014243,6,NORMAL,,3-4-5,2250,4
20260810_前橋_8R,20260810,22,前橋,8,4,013899,1,NORMAL,,4-1-2,14870,40
20260810_前橋_8R,20260810,22,前橋,8,1,015234,2,NORMAL,,4-1-2,14870,40
20260810_前橋_8R,20260810,22,前橋,8,2,014012,3,NORMAL,,4-1-2,14870,40
20260810_前橋_8R,20260810,22,前橋,8,7,013246,4,NORMAL,,4-1-2,14870,40
20260810_前橋_8R,20260810,22,前橋,8,6,014816,5,NORMAL,,4-1-2,14870,40
20260810_前橋_8R,20260810,22,前橋,8,3,013547,6,NORMAL,,4-1-2,14870,40
20260810_前橋_8R,20260810,22,前橋,8,5,014366,7,NORMAL,,4-1-2,14870,40
20260810_前橋_9R,20260810,22,前橋,9,4,015421,1,NORMAL,,4-3-5,30770,97
20260810_前橋_9R,20260810,22,前橋,9,3,013916,2,NORMAL,,4-3-5,30770,97
20260810_前橋_9R,20260810,22,前橋,9,5,015712,3,NORMAL,,4-3-5,30770,97
20260810_前橋_9R,20260810,22,前橋,9,6,014387,4,NORMAL,,4-3-5,30770,97
20260810_前橋_9R,20260810,22,前橋,9,7,015513,5,NORMAL,,4-3-5,30770,97
20260810_前橋_9R,20260810,22,前橋,9,1,013766,,落車棄権,,4-3-5,30770,97
20260810_前橋_9R,20260810,22,前橋,9,2,013550,,落車棄権,,4-3-5,30770,97
20260810_前橋_10R,20260810,22,前橋,10,2,014714,1,NORMAL,,2-5-4,14510,42
20260810_前橋_10R,20260810,22,前橋,10,5,012960,2,NORMAL,,2-5-4,14510,42
20260810_前橋_10R,20260810,22,前橋,10,4,013535,3,NORMAL,,2-5-4,14510,42
20260810_前橋_10R,20260810,22,前橋,10,1,015607,4,NORMAL,,2-5-4,14510,42
20260810_前橋_10R,20260810,22,前橋,10,3,014590,5,NORMAL,,2-5-4,14510,42
20260810_前橋_10R,20260810,22,前橋,10,7,012953,6,NORMAL,,2-5-4,14510,42
20260810_前橋_10R,20260810,22,前橋,10,6,013468,7,NORMAL,,2-5-4,14510,42
20260810_前橋_11R,20260810,22,前橋,11,7,015878,1,NORMAL,,7-1-5,6280,24
20260810_前橋_11R,20260810,22,前橋,11,1,013996,2,NORMAL,,7-1-5,6280,24
20260810_前橋_11R,20260810,22,前橋,11,5,014669,3,NORMAL,,7-1-5,6280,24
20260810_前橋_11R,20260810,22,前橋,11,4,015327,4,NORMAL,,7-1-5,6280,24
20260810_前橋_11R,20260810,22,前橋,11,3,014822,5,NORMAL,,7-1-5,6280,24
20260810_前橋_11R,20260810,22,前橋,11,2,014731,6,NORMAL,,7-1-5,6280,24
20260810_前橋_11R,20260810,22,前橋,11,6,014823,7,NORMAL,,7-1-5,6280,24
20260810_川崎_1R,20260810,34,川崎,1,3,015149,1,NORMAL,,3-6-4,43750,65
20260810_川崎_1R,20260810,34,川崎,1,6,015314,2,NORMAL,,3-6-4,43750,65
20260810_川崎_1R,20260810,34,川崎,1,4,015954,3,NORMAL,,3-6-4,43750,65
20260810_川崎_1R,20260810,34,川崎,1,5,015943,4,NORMAL,,3-6-4,43750,65
20260810_川崎_1R,20260810,34,川崎,1,7,015145,5,NORMAL,,3-6-4,43750,65
20260810_川崎_1R,20260810,34,川崎,1,2,015941,,落車棄権,,3-6-4,43750,65
20260810_川崎_1R,20260810,34,川崎,1,1,015667,,失格,斜行,3-6-4,43750,65
20260810_川崎_2R,20260810,34,川崎,2,1,015495,1,NORMAL,,1-5-2,1530,6
20260810_川崎_2R,20260810,34,川崎,2,5,014896,2,NORMAL,,1-5-2,1530,6
20260810_川崎_2R,20260810,34,川崎,2,2,015139,3,NORMAL,,1-5-2,1530,6
20260810_川崎_2R,20260810,34,川崎,2,6,015682,4,NORMAL,,1-5-2,1530,6
20260810_川崎_2R,20260810,34,川崎,2,3,015498,5,NORMAL,,1-5-2,1530,6
20260810_川崎_2R,20260810,34,川崎,2,7,015133,6,NORMAL,,1-5-2,1530,6
20260810_川崎_2R,20260810,34,川崎,2,4,015074,7,NORMAL,,1-5-2,1530,6
20260810_川崎_3R,20260810,34,川崎,3,6,014021,1,事故入,,6-5-7,79910,123
20260810_川崎_3R,20260810,34,川崎,3,5,015623,2,NORMAL,,6-5-7,79910,123
20260810_川崎_3R,20260810,34,川崎,3,7,014242,3,NORMAL,,6-5-7,79910,123
20260810_川崎_3R,20260810,34,川崎,3,4,013953,4,NORMAL,,6-5-7,79910,123
20260810_川崎_3R,20260810,34,川崎,3,3,015045,5,NORMAL,,6-5-7,79910,123
20260810_川崎_3R,20260810,34,川崎,3,2,015455,6,NORMAL,,6-5-7,79910,123
20260810_川崎_3R,20260810,34,川崎,3,1,015189,,落車棄権,,6-5-7,79910,123
20260810_川崎_4R,20260810,34,川崎,4,1,015107,1,NORMAL,,1-2-7,690,1
20260810_川崎_4R,20260810,34,川崎,4,2,013942,2,NORMAL,,1-2-7,690,1
20260810_川崎_4R,20260810,34,川崎,4,7,014386,3,NORMAL,,1-2-7,690,1
20260810_川崎_4R,20260810,34,川崎,4,3,015088,4,NORMAL,,1-2-7,690,1
