race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta,trifecta_payout,popularity
20260726_豊橋_1R,20260726,45,豊橋,1,1,015198,1,NORMAL,,1-2-7,9250,28
20260726_豊橋_1R,20260726,45,豊橋,1,2,013618,2,NORMAL,,1-2-7,9250,28
20260726_豊橋_1R,20260726,45,豊橋,1,7,015117,3,NORMAL,,1-2-7,9250,28
20260726_豊橋_1R,20260726,45,豊橋,1,8,015615,4,NORMAL,,1-2-7,9250,28
20260726_豊橋_1R,20260726,45,豊橋,1,4,014292,5,NORMAL,,1-2-7,9250,28
20260726_豊橋_1R,20260726,45,豊橋,1,3,015171,6,NORMAL,,1-2-7,9250,28
20260726_豊橋_1R,20260726,45,豊橋,1,5,012813,7,NORMAL,,1-2-7,9250,28
20260726_豊橋_1R,20260726,45,豊橋,1,6,013537,8,NORMAL,,1-2-7,9250,28
20260726_豊橋_2R,20260726,45,豊橋,2,4,014465,1,NORMAL,,4-7-2,4130,8
20260726_豊橋_2R,20260726,45,豊橋,2,7,013945,2,NORMAL,,4-7-2,4130,8
20260726_豊橋_2R,20260726,45,豊橋,2,2,014052,3,NORMAL,,4-7-2,4130,8
20260726_豊橋_2R,20260726,45,豊橋,2,3,014325,4,NORMAL,,4-7-2,4130,8
20260726_豊橋_2R,20260726,45,豊橋,2,5,015333,5,NORMAL,,4-7-2,4130,8
20260726_豊橋_2R,20260726,45,豊橋,2,6,015723,6,NORMAL,,4-7-2,4130,8
20260726_豊橋_2R,20260726,45,豊橋,2,8,015201,7,NORMAL,,4-7-2,4130,8
20260726_豊橋_2R,20260726,45,豊橋,2,1,013726,8,NORMAL,,4-7-2,4130,8
20260726_豊橋_3R,20260726,45,豊橋,3,3,015520,1,NORMAL,,3-5-4,3600,13
20260726_豊橋_3R,20260726,45,豊橋,3,5,015610,2,NORMAL,,3-5-4,3600,13
20260726_豊橋_3R,20260726,45,豊橋,3,4,014558,3,NORMAL,,3-5-4,3600,13
20260726_豊橋_3R,20260726,45,豊橋,3,1,014211,4,NORMAL,,3-5-4,3600,13
