race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta_1st,trifecta_2nd,trifecta_3rd,trifecta_payout,popularity
20260904_青森_1R,20260904,12,青森,1,2,014944,1,NORMAL,,2,1,5,24500,72
20260904_青森_1R,20260904,12,青森,1,1,013765,2,NORMAL,,2,1,5,24500,72
20260904_青森_1R,20260904,12,青森,1,5,015630,3,NORMAL,,2,1,5,24500,72
20260904_青森_1R,20260904,12,青森,1,3,014955,4,NORMAL,,2,1,5,24500,72
20260904_青森_1R,20260904,12,青森,1,7,015525,5,NORMAL,,2,1,5,24500,72
20260904_青森_1R,20260904,12,青森,1,8,013798,6,NORMAL,,2,1,5,24500,72
20260904_青森_1R,20260904,12,青森,1,4,013420,7,NORMAL,,2,1,5,24500,72
20260904_青森_1R,20260904,12,青森,1,9,014956,8,NORMAL,,2,1,5,24500,72
20260904_青森_1R,20260904,12,青森,1,6,013805,9,NORMAL,,2,1,5,24500,72
20260904_青森_2R,20260904,12,青森,2,1,014182,1,NORMAL,,1,5,9,430,1
20260904_青森_2R,20260904,12,青森,2,5,015836,2,NORMAL,,1,5,9,430,1
20260904_青森_2R,20260904,12,青森,2,9,014786,3,NORMAL,,1,5,9,430,1
20260904_青森_2R,20260904,12,青森,2,8,015782,4,NORMAL,,1,5,9,430,1
20260904_青森_2R,20260904,12,青森,2,2,013306,5,NORMAL,,1,5,9,430,1
20260904_青森_2R,20260904,12,青森,2,7,013679,6,NORMAL,,1,5,9,430,1
20260904_青森_2R,20260904,12,青森,2,6,015178,7,NORMAL,,1,5,9,430,1
20260904_青森_2R,20260904,12,青森,2,3,012592,8,NORMAL,,1,5,9,430,1
20260904_青森_2R,20260904,12,青森,2,4,014264,9,NORMAL,,1,5,9,430,1
20260904_青森_3R,20260904,12,青森,3,7,014767,1,NORMAL,,7,2,1,8000,21
20260904_青森_3R,20260904,12,青森,3,2,014545,2,NORMAL,,7,2,1,8000,21
20260904_青森_3R,20260904,12,青森,3,1,014791,3,NORMAL,,7,2,1,8000,21
20260904_青森_3R,20260904,12,青森,3,3,014232,4,NORMAL,,7,2,1,8000,21
20260904_青森_3R,20260904,12,青森,3,6,014882,5,NORMAL,,7,2,1,8000,21
20260904_青森_3R,20260904,12,青森,3,9,013533,6,NORMAL,,7,2,1,8000,21
20260904_青森_3R,20260904,12,青森,3,4,014683,7,NORMAL,,7,2,1,8000,21
20260904_青森_3R,20260904,12,青森,3,8,015201,8,NORMAL,,7,2,1,8000,21
20260904_青森_3R,20260904,12,青森,3,5,015361,9,NORMAL,,7,2,1,8000,21
20260904_青森_4R,20260904,12,青森,4,2,014873,1,NORMAL,,2,7,3,980,1
20260904_青森_4R,20260904,12,青森,4,7,013724,2,NORMAL,,2,7,3,980,1
20260904_青森_4R,20260904,12,青森,4,3,013115,3,NORMAL,,2,7,3,980,1
20260904_青森_4R,20260904,12,青森,4,9,014465,4,NORMAL,,2,7,3,980,1
20260904_青森_4R,20260904,12,青森,4,8,014881,5,NORMAL,,2,7,3,980,1
20260904_青森_4R,20260904,12,青森,4,5,012889,6,NORMAL,,2,7,3,980,1
20260904_青森_4R,20260904,12,青森,4,4,013070,7,NORMAL,,2,7,3,980,1
20260904_青森_4R,20260904,12,青森,4,6,015191,8,NORMAL,,2,7,3,980,1
20260904_青森_4R,20260904,12,青森,4,1,015651,9,NORMAL,,2,7,3,980,1
20260904_青森_5R,20260904,12,青森,5,2,015324,1,NORMAL,,2,9,5,2150,6
