race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta_1st,trifecta_2nd,trifecta_3rd,trifecta_payout,popularity
20260825_松戸_1R,20260825,31,松戸,1,4,013498,1,NORMAL,,4,1,5,6890,21
20260825_松戸_1R,20260825,31,松戸,1,1,015728,2,NORMAL,,4,1,5,6890,21
20260825_松戸_1R,20260825,31,松戸,1,5,013240,3,NORMAL,,4,1,5,6890,21
20260825_松戸_1R,20260825,31,松戸,1,2,014710,4,NORMAL,,4,1,5,6890,21
20260825_松戸_1R,20260825,31,松戸,1,3,015610,5,NORMAL,,4,1,5,6890,21
20260825_松戸_1R,20260825,31,松戸,1,6,015258,6,NORMAL,,4,1,5,6890,21
20260825_松戸_2R,20260825,31,松戸,2,7,015654,1,NORMAL,,7,4,1,6580,27
20260825_松戸_2R,20260825,31,松戸,2,4,015745,2,NORMAL,,7,4,1,6580,27
20260825_松戸_2R,20260825,31,松戸,2,1,012786,3,NORMAL,,7,4,1,6580,27
20260825_松戸_2R,20260825,31,松戸,2,3,013803,4,NORMAL,,7,4,1,6580,27
20260825_松戸_2R,20260825,31,松戸,2,5,015041,5,NORMAL,,7,4,1,6580,27
20260825_松戸_2R,20260825,31,松戸,2,2,014053,6,NORMAL,,7,4,1,6580,27
20260825_松戸_2R,20260825,31,松戸,2,6,015595,7,NORMAL,,7,4,1,6580,27
20260825_松戸_3R,20260825,31,松戸,3,4,014177,1,NORMAL,,4,7,3,2390,3
20260825_松戸_3R,20260825,31,松戸,3,7,015543,2,NORMAL,,4,7,3,2390,3
20260825_松戸_3R,20260825,31,松戸,3,3,015615,3,NORMAL,,4,7,3,2390,3
20260825_松戸_3R,20260825,31,松戸,3,5,014142,4,NORMAL,,4,7,3,2390,3
20260825_松戸_3R,20260825,31,松戸,3,2,014348,5,NORMAL,,4,7,3,2390,3
20260825_松戸_3R,20260825,31,松戸,3,1,014448,6,NORMAL,,4,7,3,2390,3
20260825_松戸_3R,20260825,31,松戸,3,6,014982,7,NORMAL,,4,7,3,2390,3
20260825_松戸_4R,20260825,31,松戸,4,2,015417,1,NORMAL,,2,1,5,28900,85
20260825_松戸_4R,20260825,31,松戸,4,1,015733,2,NORMAL,,2,1,5,28900,85
20260825_松戸_4R,20260825,31,松戸,4,5,015130,3,NORMAL,,2,1,5,28900,85
20260825_松戸_4R,20260825,31,松戸,4,4,015552,4,NORMAL,,2,1,5,28900,85
20260825_松戸_4R,20260825,31,松戸,4,6,015612,5,NORMAL,,2,1,5,28900,85
20260825_松戸_4R,20260825,31,松戸,4,8,014043,6,NORMAL,,2,1,5,28900,85
20260825_松戸_4R,20260825,31,松戸,4,3,014143,7,NORMAL,,2,1,5,28900,85
20260825_松戸_4R,20260825,31,松戸,4,7,015046,,事故棄権,,2,1,5,28900,85
20260825_松戸_4R,20260825,31,松戸,4,9,015703,,事故棄権,,2,1,5,28900,85
20260825_松戸_5R,20260825,31,松戸,5,3,014138,1,NORMAL,,3,7,5,13280,42
20260825_松戸_5R,20260825,31,松戸,5,7,015326,2,NORMAL,,3,7,5,13280,42
20260825_松戸_5R,20260825,31,松戸,5,5,015614,3,NORMAL,,3,7,5,13280,42
20260825_松戸_5R,20260825,31,松戸,5,6,014512,4,NORMAL,,3,7,5,13280,42
20260825_松戸_5R,20260825,31,松戸,5,2,015641,5,NORMAL,,3,7,5,13280,42
20260825_松戸_5R,20260825,31,松戸,5,1,013744,6,NORMAL,,3,7,5,13280,42
20260825_松戸_5R,20260825,31,松戸,5,4,013976,7,NORMAL,,3,7,5,13280,42
20260825_松戸_5R,20260825,31,松戸,5,9,015385,8,NORMAL,,3,7,5,13280,42
20260825_松戸_5R,20260825,31,松戸,5,8,015727,9,NORMAL,,3,7,5,13280,42
20260825_松戸_6R,20260825,31,松戸,6,7,013685,1,NORMAL,,7,6,1,119570,240
20260825_松戸_6R,20260825,31,松戸,6,6,015818,2,NORMAL,,7,6,1,119570,240
20260825_松戸_6R,20260825,31,松戸,6,1,014830,3,NORMAL,,7,6,1,119570,240
20260825_松戸_6R,20260825,31,松戸,6,8,014208,4,NORMAL,,7,6,1,119570,240
20260825_松戸_6R,20260825,31,松戸,6,9,012592,5,NORMAL,,7,6,1,119570,240
20260825_松戸_6R,20260825,31,松戸,6,5,015706,6,NORMAL,,7,6,1,119570,240
20260825_松戸_6R,20260825,31,松戸,6,3,015249,7,NORMAL,,7,6,1,119570,240
20260825_松戸_6R,20260825,31,松戸,6,2,014239,,落車棄権,,7,6,1,119570,240
20260825_松戸_6R,20260825,31,松戸,6,4,014371,,落車棄権,,7,6,1,119570,240
20260825_松戸_7R,20260825,31,松戸,7,3,015418,1,NORMAL,,3,8,5,164600,221
20260825_松戸_7R,20260825,31,松戸,7,8,014574,2,NORMAL,,3,8,5,164600,221
20260825_松戸_7R,20260825,31,松戸,7,5,013355,3,NORMAL,,3,8,5,164600,221
20260825_松戸_7R,20260825,31,松戸,7,1,012887,4,NORMAL,,3,8,5,164600,221
20260825_松戸_7R,20260825,31,松戸,7,6,013306,5,NORMAL,,3,8,5,164600,221
20260825_松戸_7R,20260825,31,松戸,7,2,015378,6,NORMAL,,3,8,5,164600,221
20260825_松戸_7R,20260825,31,松戸,7,9,015268,7,NORMAL,,3,8,5,164600,221
