race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta_1st,trifecta_2nd,trifecta_3rd,trifecta_payout,popularity
20260831_宇都宮_1R,20260831,24,宇都宮,1,3,014634,1,NORMAL,,3,7,4,1520,3
20260831_宇都宮_1R,20260831,24,宇都宮,1,7,015845,2,NORMAL,,3,7,4,1520,3
20260831_宇都宮_1R,20260831,24,宇都宮,1,4,014758,3,NORMAL,,3,7,4,1520,3
20260831_宇都宮_1R,20260831,24,宇都宮,1,1,015459,4,NORMAL,,3,7,4,1520,3
20260831_宇都宮_1R,20260831,24,宇都宮,1,6,014393,5,NORMAL,,3,7,4,1520,3
20260831_宇都宮_1R,20260831,24,宇都宮,1,2,013695,6,NORMAL,,3,7,4,1520,3
20260831_宇都宮_1R,20260831,24,宇都宮,1,5,014459,7,NORMAL,,3,7,4,1520,3
20260831_宇都宮_2R,20260831,24,宇都宮,2,3,015159,1,NORMAL,,3,7,4,2070,7
20260831_宇都宮_2R,20260831,24,宇都宮,2,7,013915,2,NORMAL,,3,7,4,2070,7
20260831_宇都宮_2R,20260831,24,宇都宮,2,4,015926,3,NORMAL,,3,7,4,2070,7
20260831_宇都宮_2R,20260831,24,宇都宮,2,6,015885,4,NORMAL,,3,7,4,2070,7
20260831_宇都宮_2R,20260831,24,宇都宮,2,2,013932,5,NORMAL,,3,7,4,2070,7
20260831_宇都宮_2R,20260831,24,宇都宮,2,1,014320,6,NORMAL,,3,7,4,2070,7
20260831_宇都宮_2R,20260831,24,宇都宮,2,5,014324,7,NORMAL,,3,7,4,2070,7
20260831_宇都宮_3R,20260831,24,宇都宮,3,7,013568,1,NORMAL,,7,1,4,23580,68
20260831_宇都宮_3R,20260831,24,宇都宮,3,1,013112,2,NORMAL,,7,1,4,23580,68
20260831_宇都宮_3R,20260831,24,宇都宮,3,4,014887,3,NORMAL,,7,1,4,23580,68
20260831_宇都宮_3R,20260831,24,宇都宮,3,2,014040,4,NORMAL,,7,1,4,23580,68
20260831_宇都宮_3R,20260831,24,宇都宮,3,3,015737,5,NORMAL,,7,1,4,23580,68
20260831_宇都宮_3R,20260831,24,宇都宮,3,6,015506,6,NORMAL,,7,1,4,23580,68
20260831_宇都宮_3R,20260831,24,宇都宮,3,5,014422,7,NORMAL,,7,1,4,23580,68
20260831_宇都宮_4R,20260831,24,宇都宮,4,1,015803,1,NORMAL,,1,7,5,350,1
20260831_宇都宮_4R,20260831,24,宇都宮,4,7,014364,2,NORMAL,,1,7,5,350,1
20260831_宇都宮_4R,20260831,24,宇都宮,4,5,012861,3,NORMAL,,1,7,5,350,1
20260831_宇都宮_4R,20260831,24,宇都宮,4,2,014161,4,NORMAL,,1,7,5,350,1
20260831_宇都宮_4R,20260831,24,宇都宮,4,6,015167,5,NORMAL,,1,7,5,350,1
20260831_宇都宮_4R,20260831,24,宇都宮,4,3,013197,6,NORMAL,,1,7,5,350,1
20260831_宇都宮_4R,20260831,24,宇都宮,4,4,015180,7,NORMAL,,1,7,5,350,1
20260831_宇都宮_5R,20260831,24,宇都宮,5,2,015285,1,NORMAL,,2,1,3,6430,14
20260831_宇都宮_5R,20260831,24,宇都宮,5,1,014059,2,NORMAL,,2,1,3,6430,14
20260831_宇都宮_5R,20260831,24,宇都宮,5,3,015536,3,NORMAL,,2,1,3,6430,14
20260831_宇都宮_5R,20260831,24,宇都宮,5,7,015176,4,NORMAL,,2,1,3,6430,14
20260831_宇都宮_5R,20260831,24,宇都宮,5,6,013650,5,NORMAL,,2,1,3,6430,14
20260831_宇都宮_5R,20260831,24,宇都宮,5,5,015332,6,NORMAL,,2,1,3,6430,14
20260831_宇都宮_5R,20260831,24,宇都宮,5,4,015059,7,NORMAL,,2,1,3,6430,14
20260831_宇都宮_6R,20260831,24,宇都宮,6,6,014982,1,NORMAL,,6,5,1,55120,111
20260831_宇都宮_6R,20260831,24,宇都宮,6,5,015466,2,NORMAL,,6,5,1,55120,111
20260831_宇都宮_6R,20260831,24,宇都宮,6,1,015378,3,NORMAL,,6,5,1,55120,111
20260831_宇都宮_6R,20260831,24,宇都宮,6,4,014108,4,NORMAL,,6,5,1,55120,111
20260831_宇都宮_6R,20260831,24,宇都宮,6,2,013976,5,NORMAL,,6,5,1,55120,111
20260831_宇都宮_6R,20260831,24,宇都宮,6,3,015256,6,NORMAL,,6,5,1,55120,111
20260831_宇都宮_6R,20260831,24,宇都宮,6,7,014582,7,NORMAL,,6,5,1,55120,111
20260831_宇都宮_7R,20260831,24,宇都宮,7,5,015551,1,NORMAL,,5,7,2,5850,22
20260831_宇都宮_7R,20260831,24,宇都宮,7,7,014523,2,NORMAL,,5,7,2,5850,22
20260831_宇都宮_7R,20260831,24,宇都宮,7,2,015529,3,NORMAL,,5,7,2,5850,22
20260831_宇都宮_7R,20260831,24,宇都宮,7,1,014945,4,NORMAL,,5,7,2,5850,22
20260831_宇都宮_7R,20260831,24,宇都宮,7,6,014026,5,NORMAL,,5,7,2,5850,22
20260831_宇都宮_7R,20260831,24,宇都宮,7,3,014259,,落車棄権,,5,7,2,5850,22
20260831_宇都宮_7R,20260831,24,宇都宮,7,4,014839,,落車棄権,,5,7,2,5850,22
20260831_宇都宮_8R,20260831,24,宇都宮,8,1,015661,1,NORMAL,,1,7,2,1510,2
20260831_宇都宮_8R,20260831,24,宇都宮,8,7,014854,2,NORMAL,,1,7,2,1510,2
20260831_宇都宮_8R,20260831,24,宇都宮,8,2,012887,3,NORMAL,,1,7,2,1510,2
20260831_宇都宮_8R,20260831,24,宇都宮,8,3,014448,4,NORMAL,,1,7,2,1510,2
20260831_宇都宮_8R,20260831,24,宇都宮,8,4,015417,5,NORMAL,,1,7,2,1510,2
20260831_宇都宮_8R,20260831,24,宇都宮,8,5,012813,6,NORMAL,,1,7,2,1510,2
20260831_宇都宮_8R,20260831,24,宇都宮,8,6,015430,7,NORMAL,,1,7,2,1510,2
20260831_宇都宮_9R,20260831,24,宇都宮,9,2,015692,1,NORMAL,,2,5,6,770,1
20260831_宇都宮_9R,20260831,24,宇都宮,9,5,014004,2,NORMAL,,2,5,6,770,1
20260831_宇都宮_9R,20260831,24,宇都宮,9,6,014208,3,NORMAL,,2,5,6,770,1
20260831_宇都宮_9R,20260831,24,宇都宮,9,4,015660,4,NORMAL,,2,5,6,770,1
20260831_宇都宮_9R,20260831,24,宇都宮,9,3,014043,5,NORMAL,,2,5,6,770,1
20260831_宇都宮_9R,20260831,24,宇都宮,9,1,014175,6,NORMAL,,2,5,6,770,1
20260831_宇都宮_9R,20260831,24,宇都宮,9,7,014606,7,NORMAL,,2,5,6,770,1
20260831_宇都宮_10R,20260831,24,宇都宮,10,2,015269,1,NORMAL,,2,4,5,6040,19
20260831_宇都宮_10R,20260831,24,宇都宮,10,4,013921,2,NORMAL,,2,4,5,6040,19
20260831_宇都宮_10R,20260831,24,宇都宮,10,5,015186,3,NORMAL,,2,4,5,6040,19
20260831_宇都宮_10R,20260831,24,宇都宮,10,1,015328,4,NORMAL,,2,4,5,6040,19
20260831_宇都宮_10R,20260831,24,宇都宮,10,7,012834,5,NORMAL,,2,4,5,6040,19
20260831_宇都宮_10R,20260831,24,宇都宮,10,3,013328,6,NORMAL,,2,4,5,6040,19
20260831_宇都宮_10R,20260831,24,宇都宮,10,6,015615,7,NORMAL,,2,4,5,6040,19
20260831_宇都宮_11R,20260831,24,宇都宮,11,5,015793,1,NORMAL,,5,7,2,1850,4
20260831_宇都宮_11R,20260831,24,宇都宮,11,7,014053,2,NORMAL,,5,7,2,1850,4
20260831_宇都宮_11R,20260831,24,宇都宮,11,2,014122,3,NORMAL,,5,7,2,1850,4
20260831_宇都宮_11R,20260831,24,宇都宮,11,6,015816,4,NORMAL,,5,7,2,1850,4
20260831_宇都宮_11R,20260831,24,宇都宮,11,3,015358,5,NORMAL,,5,7,2,1850,4
20260831_宇都宮_11R,20260831,24,宇都宮,11,4,015477,6,NORMAL,,5,7,2,1850,4
20260831_宇都宮_11R,20260831,24,宇都宮,11,1,013670,7,NORMAL,,5,7,2,1850,4
20260831_宇都宮_12R,20260831,24,宇都宮,12,1,015090,1,NORMAL,,1,4,7,3280,6
20260831_宇都宮_12R,20260831,24,宇都宮,12,4,013162,2,NORMAL,,1,4,7,3280,6
20260831_宇都宮_12R,20260831,24,宇都宮,12,7,014038,3,NORMAL,,1,4,7,3280,6
20260831_宇都宮_12R,20260831,24,宇都宮,12,5,014861,4,NORMAL,,1,4,7,3280,6
20260831_宇都宮_12R,20260831,24,宇都宮,12,2,013387,5,NORMAL,,1,4,7,3280,6
20260831_宇都宮_12R,20260831,24,宇都宮,12,6,014020,6,NORMAL,,1,4,7,3280,6
20260831_宇都宮_12R,20260831,24,宇都宮,12,3,014472,7,NORMAL,,1,4,7,3280,6
20260831_川崎_1R,20260831,34,川崎,1,5,013809,1,NORMAL,,5,7,3,22060,89
20260831_川崎_1R,20260831,34,川崎,1,7,015157,2,NORMAL,,5,7,3,22060,89
20260831_川崎_1R,20260831,34,川崎,1,3,013468,3,NORMAL,,5,7,3,22060,89
20260831_川崎_1R,20260831,34,川崎,1,1,013271,4,NORMAL,,5,7,3,22060,89
20260831_川崎_1R,20260831,34,川崎,1,2,013621,5,NORMAL,,5,7,3,22060,89
