race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta_1st,trifecta_2nd,trifecta_3rd,trifecta_payout,popularity
20260826_岐阜_1R,20260826,43,岐阜,1,4,014891,1,NORMAL,,4,2,6,153010,173
20260826_岐阜_1R,20260826,43,岐阜,1,2,015357,2,NORMAL,,4,2,6,153010,173
20260826_岐阜_1R,20260826,43,岐阜,1,6,014596,3,NORMAL,,4,2,6,153010,173
20260826_岐阜_1R,20260826,43,岐阜,1,3,014587,4,NORMAL,,4,2,6,153010,173
20260826_岐阜_1R,20260826,43,岐阜,1,5,015281,5,NORMAL,,4,2,6,153010,173
20260826_岐阜_1R,20260826,43,岐阜,1,7,014859,6,NORMAL,,4,2,6,153010,173
20260826_岐阜_1R,20260826,43,岐阜,1,1,014119,7,NORMAL,,4,2,6,153010,173
20260826_岐阜_2R,20260826,43,岐阜,2,5,014087,1,NORMAL,,5,7,1,113260,148
20260826_岐阜_2R,20260826,43,岐阜,2,7,015792,2,NORMAL,,5,7,1,113260,148
20260826_岐阜_2R,20260826,43,岐阜,2,1,014320,3,NORMAL,,5,7,1,113260,148
20260826_岐阜_2R,20260826,43,岐阜,2,3,012861,4,NORMAL,,5,7,1,113260,148
20260826_岐阜_2R,20260826,43,岐阜,2,4,013146,5,NORMAL,,5,7,1,113260,148
20260826_岐阜_2R,20260826,43,岐阜,2,2,013196,6,NORMAL,,5,7,1,113260,148
20260826_岐阜_2R,20260826,43,岐阜,2,6,013738,7,NORMAL,,5,7,1,113260,148
20260826_岐阜_3R,20260826,43,岐阜,3,6,013616,1,NORMAL,,6,5,2,188200,210
20260826_岐阜_3R,20260826,43,岐阜,3,5,014193,2,NORMAL,,6,5,2,188200,210
20260826_岐阜_3R,20260826,43,岐阜,3,2,015845,3,NORMAL,,6,5,2,188200,210
20260826_岐阜_3R,20260826,43,岐阜,3,4,015095,4,NORMAL,,6,5,2,188200,210
20260826_岐阜_3R,20260826,43,岐阜,3,3,014933,5,NORMAL,,6,5,2,188200,210
20260826_岐阜_3R,20260826,43,岐阜,3,1,014731,6,NORMAL,,6,5,2,188200,210
20260826_岐阜_3R,20260826,43,岐阜,3,7,014180,7,NORMAL,,6,5,2,188200,210
20260826_岐阜_4R,20260826,43,岐阜,4,3,015233,1,NORMAL,,3,4,5,6640,22
20260826_岐阜_4R,20260826,43,岐阜,4,4,015901,2,NORMAL,,3,4,5,6640,22
20260826_岐阜_4R,20260826,43,岐阜,4,5,015414,3,NORMAL,,3,4,5,6640,22
20260826_岐阜_4R,20260826,43,岐阜,4,2,012283,4,NORMAL,,3,4,5,6640,22
20260826_岐阜_4R,20260826,43,岐阜,4,7,013601,5,NORMAL,,3,4,5,6640,22
20260826_岐阜_4R,20260826,43,岐阜,4,1,014204,6,NORMAL,,3,4,5,6640,22
20260826_岐阜_4R,20260826,43,岐阜,4,6,013285,7,NORMAL,,3,4,5,6640,22
20260826_岐阜_5R,20260826,43,岐阜,5,6,015854,1,NORMAL,,6,4,2,12830,39
20260826_岐阜_5R,20260826,43,岐阜,5,4,015147,2,NORMAL,,6,4,2,12830,39
20260826_岐阜_5R,20260826,43,岐阜,5,2,015954,3,NORMAL,,6,4,2,12830,39
20260826_岐阜_5R,20260826,43,岐阜,5,5,015671,4,NORMAL,,6,4,2,12830,39
20260826_岐阜_5R,20260826,43,岐阜,5,3,014909,5,NORMAL,,6,4,2,12830,39
20260826_岐阜_5R,20260826,43,岐阜,5,1,015314,6,NORMAL,,6,4,2,12830,39
20260826_岐阜_5R,20260826,43,岐阜,5,7,015953,,落車棄権,,6,4,2,12830,39
20260826_岐阜_6R,20260826,43,岐阜,6,5,014767,1,NORMAL,,5,7,2,1240,2
20260826_岐阜_6R,20260826,43,岐阜,6,7,014750,2,NORMAL,,5,7,2,1240,2
20260826_岐阜_6R,20260826,43,岐阜,6,2,015540,3,NORMAL,,5,7,2,1240,2
20260826_岐阜_6R,20260826,43,岐阜,6,3,013497,4,NORMAL,,5,7,2,1240,2
20260826_岐阜_6R,20260826,43,岐阜,6,6,013537,5,NORMAL,,5,7,2,1240,2
20260826_岐阜_6R,20260826,43,岐阜,6,1,015329,6,NORMAL,,5,7,2,1240,2
20260826_岐阜_6R,20260826,43,岐阜,6,4,014137,7,NORMAL,,5,7,2,1240,2
20260826_岐阜_7R,20260826,43,岐阜,7,4,014370,1,NORMAL,,4,1,5,4500,12
20260826_岐阜_7R,20260826,43,岐阜,7,1,012834,2,NORMAL,,4,1,5,4500,12
20260826_岐阜_7R,20260826,43,岐阜,7,5,014051,3,NORMAL,,4,1,5,4500,12
20260826_岐阜_7R,20260826,43,岐阜,7,6,014313,4,NORMAL,,4,1,5,4500,12
