race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta,trifecta_payout,popularity
20260814_松山_1R,20260814,75,松山,1,1,014112,1,NORMAL,,1-8-7,6050,13
20260814_松山_1R,20260814,75,松山,1,8,014322,2,NORMAL,,1-8-7,6050,13
20260814_松山_1R,20260814,75,松山,1,7,015272,3,NORMAL,,1-8-7,6050,13
20260814_松山_1R,20260814,75,松山,1,2,015449,4,NORMAL,,1-8-7,6050,13
20260814_松山_1R,20260814,75,松山,1,5,014940,5,NORMAL,,1-8-7,6050,13
20260814_松山_1R,20260814,75,松山,1,3,014152,6,NORMAL,,1-8-7,6050,13
20260814_松山_1R,20260814,75,松山,1,4,014996,7,NORMAL,,1-8-7,6050,13
20260814_松山_1R,20260814,75,松山,1,9,014472,8,NORMAL,,1-8-7,6050,13
20260814_松山_1R,20260814,75,松山,1,6,015608,9,NORMAL,,1-8-7,6050,13
20260814_松山_2R,20260814,75,松山,2,7,013656,1,NORMAL,,7-9-6,6870,18
20260814_松山_2R,20260814,75,松山,2,9,015243,2,NORMAL,,7-9-6,6870,18
20260814_松山_2R,20260814,75,松山,2,6,013815,3,NORMAL,,7-9-6,6870,18
20260814_松山_2R,20260814,75,松山,2,4,015179,4,NORMAL,,7-9-6,6870,18
20260814_松山_2R,20260814,75,松山,2,2,014020,5,NORMAL,,7-9-6,6870,18
20260814_松山_2R,20260814,75,松山,2,3,014029,6,NORMAL,,7-9-6,6870,18
20260814_松山_2R,20260814,75,松山,2,5,012596,7,NORMAL,,7-9-6,6870,18
20260814_松山_2R,20260814,75,松山,2,1,015730,8,NORMAL,,7-9-6,6870,18
20260814_松山_2R,20260814,75,松山,2,8,015268,9,NORMAL,,7-9-6,6870,18
20260814_松山_3R,20260814,75,松山,3,7,015444,1,NORMAL,,7-1-9,4900,9
20260814_松山_3R,20260814,75,松山,3,1,014462,2,NORMAL,,7-1-9,4900,9
20260814_松山_3R,20260814,75,松山,3,9,014545,3,NORMAL,,7-1-9,4900,9
20260814_松山_3R,20260814,75,松山,3,5,014484,4,NORMAL,,7-1-9,4900,9
20260814_松山_3R,20260814,75,松山,3,8,014588,5,NORMAL,,7-1-9,4900,9
20260814_松山_3R,20260814,75,松山,3,3,015814,6,NORMAL,,7-1-9,4900,9
20260814_松山_3R,20260814,75,松山,3,6,013923,7,NORMAL,,7-1-9,4900,9
20260814_松山_3R,20260814,75,松山,3,4,014318,,落車棄権,,7-1-9,4900,9
20260814_松山_3R,20260814,75,松山,3,2,014554,,失格,過失走行,7-1-9,4900,9
20260814_松山_4R,20260814,75,松山,4,6,015479,1,NORMAL,,6-3-1,8730,22
20260814_松山_4R,20260814,75,松山,4,3,015731,2,NORMAL,,6-3-1,8730,22
20260814_松山_4R,20260814,75,松山,4,1,015649,3,NORMAL,,6-3-1,8730,22
20260814_松山_4R,20260814,75,松山,4,7,013963,4,NORMAL,,6-3-1,8730,22
20260814_松山_4R,20260814,75,松山,4,2,015235,5,NORMAL,,6-3-1,8730,22
20260814_松山_4R,20260814,75,松山,4,4,014930,6,NORMAL,,6-3-1,8730,22
