race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta,trifecta_payout,popularity
20260813_松山_1R,20260813,75,松山,1,9,014564,1,NORMAL,,9-4-7,189190,297
20260813_松山_1R,20260813,75,松山,1,4,014055,2,NORMAL,,9-4-7,189190,297
20260813_松山_1R,20260813,75,松山,1,7,015814,3,NORMAL,,9-4-7,189190,297
20260813_松山_1R,20260813,75,松山,1,3,015649,4,NORMAL,,9-4-7,189190,297
20260813_松山_1R,20260813,75,松山,1,5,013821,5,NORMAL,,9-4-7,189190,297
20260813_松山_1R,20260813,75,松山,1,8,015199,6,NORMAL,,9-4-7,189190,297
20260813_松山_1R,20260813,75,松山,1,1,014152,7,NORMAL,,9-4-7,189190,297
20260813_松山_1R,20260813,75,松山,1,2,014940,8,NORMAL,,9-4-7,189190,297
20260813_松山_1R,20260813,75,松山,1,6,015417,9,NORMAL,,9-4-7,189190,297
20260813_松山_2R,20260813,75,松山,2,5,014462,1,NORMAL,,5-1-6,1720,1
20260813_松山_2R,20260813,75,松山,2,1,014377,2,NORMAL,,5-1-6,1720,1
20260813_松山_2R,20260813,75,松山,2,6,013923,3,NORMAL,,5-1-6,1720,1
20260813_松山_2R,20260813,75,松山,2,9,015235,4,NORMAL,,5-1-6,1720,1
20260813_松山_2R,20260813,75,松山,2,4,014052,5,NORMAL,,5-1-6,1720,1
20260813_松山_2R,20260813,75,松山,2,3,014210,6,NORMAL,,5-1-6,1720,1
20260813_松山_2R,20260813,75,松山,2,2,014112,7,NORMAL,,5-1-6,1720,1
20260813_松山_2R,20260813,75,松山,2,8,013815,8,NORMAL,,5-1-6,1720,1
20260813_松山_2R,20260813,75,松山,2,7,015730,9,NORMAL,,5-1-6,1720,1
20260813_松山_3R,20260813,75,松山,3,2,014140,1,NORMAL,,2-9-1,26830,94
20260813_松山_3R,20260813,75,松山,3,9,014930,2,NORMAL,,2-9-1,26830,94
20260813_松山_3R,20260813,75,松山,3,1,015480,3,NORMAL,,2-9-1,26830,94
20260813_松山_3R,20260813,75,松山,3,7,014545,4,NORMAL,,2-9-1,26830,94
20260813_松山_3R,20260813,75,松山,3,3,015822,5,NORMAL,,2-9-1,26830,94
20260813_松山_3R,20260813,75,松山,3,4,013656,6,NORMAL,,2-9-1,26830,94
20260813_松山_3R,20260813,75,松山,3,5,015243,7,NORMAL,,2-9-1,26830,94
20260813_松山_3R,20260813,75,松山,3,8,014322,8,NORMAL,,2-9-1,26830,94
20260813_松山_3R,20260813,75,松山,3,6,015807,9,NORMAL,,2-9-1,26830,94
20260813_松山_4R,20260813,75,松山,4,2,015090,1,NORMAL,,2-9-5,19930,73
20260813_松山_4R,20260813,75,松山,4,9,015444,2,NORMAL,,2-9-5,19930,73
20260813_松山_4R,20260813,75,松山,4,5,014317,3,NORMAL,,2-9-5,19930,73
20260813_松山_4R,20260813,75,松山,4,6,014588,4,NORMAL,,2-9-5,19930,73
20260813_松山_4R,20260813,75,松山,4,8,015518,5,NORMAL,,2-9-5,19930,73
20260813_松山_4R,20260813,75,松山,4,4,015383,6,NORMAL,,2-9-5,19930,73
20260813_松山_4R,20260813,75,松山,4,3,015272,7,NORMAL,,2-9-5,19930,73
20260813_松山_4R,20260813,75,松山,4,1,012596,8,NORMAL,,2-9-5,19930,73
20260813_松山_4R,20260813,75,松山,4,7,015449,9,NORMAL,,2-9-5,19930,73
20260813_松山_5R,20260813,75,松山,5,3,015213,1,NORMAL,,3-2-7,85140,169
20260813_松山_5R,20260813,75,松山,5,2,013962,2,NORMAL,,3-2-7,85140,169
20260813_松山_5R,20260813,75,松山,5,7,013249,3,NORMAL,,3-2-7,85140,169
20260813_松山_5R,20260813,75,松山,5,6,015620,4,NORMAL,,3-2-7,85140,169
20260813_松山_5R,20260813,75,松山,5,8,014507,5,NORMAL,,3-2-7,85140,169
20260813_松山_5R,20260813,75,松山,5,1,014054,,落車棄権,,3-2-7,85140,169
