race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta,trifecta_payout,popularity
20260721_富山_1R,20260721,46,富山,1,1,013439,1,NORMAL,,1-7-4,2650,7
20260721_富山_1R,20260721,46,富山,1,7,015639,2,NORMAL,,1-7-4,2650,7
20260721_富山_1R,20260721,46,富山,1,4,014304,3,NORMAL,,1-7-4,2650,7
20260721_富山_1R,20260721,46,富山,1,3,015107,4,NORMAL,,1-7-4,2650,7
20260721_富山_1R,20260721,46,富山,1,5,013042,5,NORMAL,,1-7-4,2650,7
20260721_富山_1R,20260721,46,富山,1,2,015533,6,NORMAL,,1-7-4,2650,7
20260721_富山_1R,20260721,46,富山,1,6,011800,7,NORMAL,,1-7-4,2650,7
20260721_富山_2R,20260721,46,富山,2,7,014510,1,NORMAL,,7-2-4,320,1
20260721_富山_2R,20260721,46,富山,2,2,015880,2,NORMAL,,7-2-4,320,1
20260721_富山_2R,20260721,46,富山,2,4,013690,3,NORMAL,,7-2-4,320,1
20260721_富山_2R,20260721,46,富山,2,5,014688,4,NORMAL,,7-2-4,320,1
20260721_富山_2R,20260721,46,富山,2,1,015382,5,NORMAL,,7-2-4,320,1
20260721_富山_2R,20260721,46,富山,2,3,013953,6,NORMAL,,7-2-4,320,1
20260721_富山_2R,20260721,46,富山,2,6,015112,7,NORMAL,,7-2-4,320,1
20260721_富山_3R,20260721,46,富山,3,7,014048,1,NORMAL,,7-3-1,13750,37
20260721_富山_3R,20260721,46,富山,3,3,015662,2,NORMAL,,7-3-1,13750,37
20260721_富山_3R,20260721,46,富山,3,1,014361,3,NORMAL,,7-3-1,13750,37
20260721_富山_3R,20260721,46,富山,3,6,013142,4,NORMAL,,7-3-1,13750,37
20260721_富山_3R,20260721,46,富山,3,5,013601,5,NORMAL,,7-3-1,13750,37
20260721_富山_3R,20260721,46,富山,3,2,013957,6,NORMAL,,7-3-1,13750,37
20260721_富山_3R,20260721,46,富山,3,4,014255,7,NORMAL,,7-3-1,13750,37
20260721_富山_4R,20260721,46,富山,4,1,015182,1,NORMAL,,1-5-7,1220,3
20260721_富山_4R,20260721,46,富山,4,5,013482,2,NORMAL,,1-5-7,1220,3
20260721_富山_4R,20260721,46,富山,4,7,014003,3,NORMAL,,1-5-7,1220,3
20260721_富山_4R,20260721,46,富山,4,6,013270,4,NORMAL,,1-5-7,1220,3
20260721_富山_4R,20260721,46,富山,4,3,013507,5,NORMAL,,1-5-7,1220,3
20260721_富山_4R,20260721,46,富山,4,2,014438,6,NORMAL,,1-5-7,1220,3
20260721_富山_4R,20260721,46,富山,4,4,014412,7,NORMAL,,1-5-7,1220,3
20260721_富山_5R,20260721,46,富山,5,7,014477,1,NORMAL,,7-2-1,3150,7
20260721_富山_5R,20260721,46,富山,5,2,015741,2,NORMAL,,7-2-1,3150,7
20260721_富山_5R,20260721,46,富山,5,1,015632,3,NORMAL,,7-2-1,3150,7
20260721_富山_5R,20260721,46,富山,5,4,012972,4,NORMAL,,7-2-1,3150,7
20260721_富山_5R,20260721,46,富山,5,3,015510,5,NORMAL,,7-2-1,3150,7
20260721_富山_5R,20260721,46,富山,5,5,014527,6,NORMAL,,7-2-1,3150,7
20260721_富山_5R,20260721,46,富山,5,6,014807,7,NORMAL,,7-2-1,3150,7
20260721_富山_6R,20260721,46,富山,6,4,015363,1,NORMAL,,4-2-1,1990,7
20260721_富山_6R,20260721,46,富山,6,2,015004,2,NORMAL,,4-2-1,1990,7
20260721_富山_6R,20260721,46,富山,6,1,015426,3,NORMAL,,4-2-1,1990,7
20260721_富山_6R,20260721,46,富山,6,5,014712,4,NORMAL,,4-2-1,1990,7
20260721_富山_6R,20260721,46,富山,6,3,015325,5,NORMAL,,4-2-1,1990,7
20260721_富山_6R,20260721,46,富山,6,6,013722,6,NORMAL,,4-2-1,1990,7
20260721_富山_6R,20260721,46,富山,6,7,014009,,落車棄権,,4-2-1,1990,7
20260721_富山_7R,20260721,46,富山,7,4,015323,1,NORMAL,,4-3-5,4320,10
20260721_富山_7R,20260721,46,富山,7,3,015706,2,NORMAL,,4-3-5,4320,10
20260721_富山_7R,20260721,46,富山,7,5,013783,3,NORMAL,,4-3-5,4320,10
20260721_富山_7R,20260721,46,富山,7,1,015450,4,NORMAL,,4-3-5,4320,10
20260721_富山_7R,20260721,46,富山,7,6,014090,5,NORMAL,,4-3-5,4320,10
20260721_富山_7R,20260721,46,富山,7,2,013744,6,NORMAL,,4-3-5,4320,10
20260721_富山_7R,20260721,46,富山,7,7,015745,7,NORMAL,,4-3-5,4320,10
20260721_富山_8R,20260721,46,富山,8,4,015256,1,NORMAL,,4-7-3,3810,12
20260721_富山_8R,20260721,46,富山,8,7,015660,2,NORMAL,,4-7-3,3810,12
20260721_富山_8R,20260721,46,富山,8,3,015342,3,NORMAL,,4-7-3,3810,12
20260721_富山_8R,20260721,46,富山,8,5,014186,4,NORMAL,,4-7-3,3810,12
20260721_富山_8R,20260721,46,富山,8,2,014571,5,NORMAL,,4-7-3,3810,12
20260721_富山_8R,20260721,46,富山,8,6,014208,6,NORMAL,,4-7-3,3810,12
20260721_富山_8R,20260721,46,富山,8,1,015014,,落車棄権,,4-7-3,3810,12
20260721_富山_9R,20260721,46,富山,9,1,014767,1,NORMAL,,1-5-2,20180,47
20260721_富山_9R,20260721,46,富山,9,5,015646,2,NORMAL,,1-5-2,20180,47
20260721_富山_9R,20260721,46,富山,9,2,014071,3,NORMAL,,1-5-2,20180,47
20260721_富山_9R,20260721,46,富山,9,4,015334,4,NORMAL,,1-5-2,20180,47
20260721_富山_9R,20260721,46,富山,9,3,015064,5,NORMAL,,1-5-2,20180,47
20260721_富山_9R,20260721,46,富山,9,7,015244,6,NORMAL,,1-5-2,20180,47
20260721_富山_9R,20260721,46,富山,9,6,013204,7,NORMAL,,1-5-2,20180,47
20260721_富山_10R,20260721,46,富山,10,2,015173,1,NORMAL,,2-5-4,2580,8
20260721_富山_10R,20260721,46,富山,10,5,015466,2,NORMAL,,2-5-4,2580,8
20260721_富山_10R,20260721,46,富山,10,4,013679,3,NORMAL,,2-5-4,2580,8
20260721_富山_10R,20260721,46,富山,10,1,013883,4,NORMAL,,2-5-4,2580,8
20260721_富山_10R,20260721,46,富山,10,6,013622,5,NORMAL,,2-5-4,2580,8
20260721_富山_10R,20260721,46,富山,10,3,013074,6,NORMAL,,2-5-4,2580,8
20260721_富山_10R,20260721,46,富山,10,7,015205,7,NORMAL,,2-5-4,2580,8
20260721_富山_11R,20260721,46,富山,11,5,013855,1,NORMAL,,5-1-6,1670,5
20260721_富山_11R,20260721,46,富山,11,1,015891,2,NORMAL,,5-1-6,1670,5
20260721_富山_11R,20260721,46,富山,11,6,012881,3,NORMAL,,5-1-6,1670,5
20260721_富山_11R,20260721,46,富山,11,3,014551,4,NORMAL,,5-1-6,1670,5
20260721_富山_11R,20260721,46,富山,11,7,013497,5,NORMAL,,5-1-6,1670,5
20260721_富山_11R,20260721,46,富山,11,4,015269,6,NORMAL,,5-1-6,1670,5
20260721_富山_11R,20260721,46,富山,11,2,014946,7,NORMAL,,5-1-6,1670,5
20260721_富山_12R,20260721,46,富山,12,2,012596,1,NORMAL,,2-7-1,7760,28
20260721_富山_12R,20260721,46,富山,12,7,015475,2,NORMAL,,2-7-1,7760,28
20260721_富山_12R,20260721,46,富山,12,1,013673,3,NORMAL,,2-7-1,7760,28
20260721_富山_12R,20260721,46,富山,12,5,015628,4,NORMAL,,2-7-1,7760,28
20260721_富山_12R,20260721,46,富山,12,6,015186,5,NORMAL,,2-7-1,7760,28
20260721_富山_12R,20260721,46,富山,12,3,014117,6,NORMAL,,2-7-1,7760,28
20260721_富山_12R,20260721,46,富山,12,4,014138,7,NORMAL,,2-7-1,7760,28
20260721_岸和田_1R,20260721,56,岸和田,1,4,015658,1,NORMAL,,4-7-1,4030,17
20260721_岸和田_1R,20260721,56,岸和田,1,7,013983,2,NORMAL,,4-7-1,4030,17
20260721_岸和田_1R,20260721,56,岸和田,1,1,014985,3,NORMAL,,4-7-1,4030,17
20260721_岸和田_1R,20260721,56,岸和田,1,2,014563,4,NORMAL,,4-7-1,4030,17
20260721_岸和田_1R,20260721,56,岸和田,1,5,014695,5,NORMAL,,4-7-1,4030,17
20260721_岸和田_1R,20260721,56,岸和田,1,6,014533,6,NORMAL,,4-7-1,4030,17
20260721_岸和田_1R,20260721,56,岸和田,1,3,014755,7,NORMAL,,4-7-1,4030,17
20260721_岸和田_2R,20260721,56,岸和田,2,5,015892,1,NORMAL,,5-1-7,7580,34
