race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta_1st,trifecta_2nd,trifecta_3rd,trifecta_payout,popularity
20260903_青森_1R,20260903,12,青森,1,9,015645,1,NORMAL,,9,7,1,8420,22
20260903_青森_1R,20260903,12,青森,1,7,013637,2,NORMAL,,9,7,1,8420,22
20260903_青森_1R,20260903,12,青森,1,1,015537,3,NORMAL,,9,7,1,8420,22
20260903_青森_1R,20260903,12,青森,1,2,013059,4,NORMAL,,9,7,1,8420,22
20260903_青森_1R,20260903,12,青森,1,5,014177,5,NORMAL,,9,7,1,8420,22
20260903_青森_1R,20260903,12,青森,1,4,013115,6,NORMAL,,9,7,1,8420,22
20260903_青森_1R,20260903,12,青森,1,8,013679,7,NORMAL,,9,7,1,8420,22
20260903_青森_1R,20260903,12,青森,1,6,015201,8,NORMAL,,9,7,1,8420,22
20260903_青森_1R,20260903,12,青森,1,3,015525,9,NORMAL,,9,7,1,8420,22
20260903_青森_2R,20260903,12,青森,2,1,013880,1,NORMAL,,1,5,9,580,1
20260903_青森_2R,20260903,12,青森,2,5,015832,2,NORMAL,,1,5,9,580,1
20260903_青森_2R,20260903,12,青森,2,9,014184,3,NORMAL,,1,5,9,580,1
20260903_青森_2R,20260903,12,青森,2,3,015170,4,NORMAL,,1,5,9,580,1
20260903_青森_2R,20260903,12,青森,2,4,013850,5,NORMAL,,1,5,9,580,1
20260903_青森_2R,20260903,12,青森,2,6,015612,6,NORMAL,,1,5,9,580,1
20260903_青森_2R,20260903,12,青森,2,7,013619,7,NORMAL,,1,5,9,580,1
20260903_青森_2R,20260903,12,青森,2,2,014791,8,NORMAL,,1,5,9,580,1
20260903_青森_2R,20260903,12,青森,2,8,014350,9,NORMAL,,1,5,9,580,1
20260903_青森_3R,20260903,12,青森,3,5,015516,1,NORMAL,,5,9,8,120470,196
20260903_青森_3R,20260903,12,青森,3,9,014599,2,NORMAL,,5,9,8,120470,196
20260903_青森_3R,20260903,12,青森,3,8,015745,3,NORMAL,,5,9,8,120470,196
20260903_青森_3R,20260903,12,青森,3,1,014809,4,NORMAL,,5,9,8,120470,196
20260903_青森_3R,20260903,12,青森,3,3,015049,5,NORMAL,,5,9,8,120470,196
20260903_青森_3R,20260903,12,青森,3,2,014955,6,NORMAL,,5,9,8,120470,196
20260903_青森_3R,20260903,12,青森,3,4,012592,7,NORMAL,,5,9,8,120470,196
20260903_青森_3R,20260903,12,青森,3,7,013765,8,NORMAL,,5,9,8,120470,196
