レースキー,開催日,競輪場,レース番号,車番,登録番号,着順,結果ステータス,結果理由,3連単組番,3連単払戻,人気,払戻分類,is_20000_plus,is_50000_plus
20260722_前橋_11R,20260722,前橋,11,6,015383,7,NORMAL,,8-3-2,45370,(166),20000_TO_49999,1,0
20260722_前橋_11R,20260722,前橋,11,4,014174,8,NORMAL,,8-3-2,45370,(166),20000_TO_49999,1,0
20260722_前橋_11R,20260722,前橋,11,5,015086,9,NORMAL,,8-3-2,45370,(166),20000_TO_49999,1,0
20260722_富山_1R,20260722,富山,1,1,014255,1,NORMAL,,1-7-4,1190,(2),UNDER_10000,0,0
20260722_富山_1R,20260722,富山,1,7,013957,2,NORMAL,,1-7-4,1190,(2),UNDER_10000,0,0
20260722_富山_1R,20260722,富山,1,4,013953,3,NORMAL,,1-7-4,1190,(2),UNDER_10000,0,0
20260722_富山_1R,20260722,富山,1,3,013601,4,NORMAL,,1-7-4,1190,(2),UNDER_10000,0,0
20260722_富山_1R,20260722,富山,1,5,014438,5,NORMAL,,1-7-4,1190,(2),UNDER_10000,0,0
20260722_富山_1R,20260722,富山,1,2,014412,6,NORMAL,,1-7-4,1190,(2),UNDER_10000,0,0
20260722_富山_1R,20260722,富山,1,6,013142,7,NORMAL,,1-7-4,1190,(2),UNDER_10000,0,0
20260722_富山_2R,20260722,富山,2,7,015533,1,NORMAL,,7-2-4,1910,(5),UNDER_10000,0,0
20260722_富山_2R,20260722,富山,2,2,013042,2,NORMAL,,7-2-4,1910,(5),UNDER_10000,0,0
20260722_富山_2R,20260722,富山,2,4,013270,3,NORMAL,,7-2-4,1910,(5),UNDER_10000,0,0
20260722_富山_2R,20260722,富山,2,1,013507,4,NORMAL,,7-2-4,1910,(5),UNDER_10000,0,0
20260722_富山_2R,20260722,富山,2,3,011800,5,NORMAL,,7-2-4,1910,(5),UNDER_10000,0,0
20260722_富山_2R,20260722,富山,2,5,015382,6,NORMAL,,7-2-4,1910,(5),UNDER_10000,0,0
20260722_富山_2R,20260722,富山,2,6,015112,7,NORMAL,,7-2-4,1910,(5),UNDER_10000,0,0
20260722_富山_3R,20260722,富山,3,6,015662,1,NORMAL,,6-1-3,90530,(112),50000_PLUS,1,1
20260722_富山_3R,20260722,富山,3,1,014807,2,NORMAL,,6-1-3,90530,(112),50000_PLUS,1,1
20260722_富山_3R,20260722,富山,3,3,014048,3,NORMAL,,6-1-3,90530,(112),50000_PLUS,1,1
20260722_富山_3R,20260722,富山,3,4,014510,4,NORMAL,,6-1-3,90530,(112),50000_PLUS,1,1
20260722_富山_3R,20260722,富山,3,5,015632,5,NORMAL,,6-1-3,90530,(112),50000_PLUS,1,1
20260722_富山_3R,20260722,富山,3,2,012972,6,NORMAL,,6-1-3,90530,(112),50000_PLUS,1,1
20260722_富山_3R,20260722,富山,3,7,015880,7,NORMAL,,6-1-3,90530,(112),50000_PLUS,1,1
20260722_富山_4R,20260722,富山,4,3,014361,1,NORMAL,,3-5-6,89190,(113),50000_PLUS,1,1
20260722_富山_4R,20260722,富山,4,5,013439,2,NORMAL,,3-5-6,89190,(113),50000_PLUS,1,1
20260722_富山_4R,20260722,富山,4,6,013690,3,NORMAL,,3-5-6,89190,(113),50000_PLUS,1,1
20260722_富山_4R,20260722,富山,4,7,015510,4,NORMAL,,3-5-6,89190,(113),50000_PLUS,1,1
20260722_富山_4R,20260722,富山,4,4,014003,5,NORMAL,,3-5-6,89190,(113),50000_PLUS,1,1
20260722_富山_4R,20260722,富山,4,2,014477,6,NORMAL,,3-5-6,89190,(113),50000_PLUS,1,1
20260722_富山_4R,20260722,富山,4,1,015639,7,NORMAL,,3-5-6,89190,(113),50000_PLUS,1,1
20260722_富山_5R,20260722,富山,5,7,015741,1,NORMAL,,7-3-1,1580,(1),UNDER_10000,0,0
20260722_富山_5R,20260722,富山,5,3,014688,2,NORMAL,,7-3-1,1580,(1),UNDER_10000,0,0
20260722_富山_5R,20260722,富山,5,1,015182,3,NORMAL,,7-3-1,1580,(1),UNDER_10000,0,0
20260722_富山_5R,20260722,富山,5,2,014527,4,NORMAL,,7-3-1,1580,(1),UNDER_10000,0,0
20260722_富山_5R,20260722,富山,5,6,013482,5,NORMAL,,7-3-1,1580,(1),UNDER_10000,0,0
20260722_富山_5R,20260722,富山,5,4,015107,6,NORMAL,,7-3-1,1580,(1),UNDER_10000,0,0
20260722_富山_5R,20260722,富山,5,5,014304,7,NORMAL,,7-3-1,1580,(1),UNDER_10000,0,0
20260722_富山_6R,20260722,富山,6,1,015205,1,NORMAL,,1-4-2,5260,(20),UNDER_10000,0,0
20260722_富山_6R,20260722,富山,6,4,014946,2,NORMAL,,1-4-2,5260,(20),UNDER_10000,0,0
20260722_富山_6R,20260722,富山,6,2,015269,3,NORMAL,,1-4-2,5260,(20),UNDER_10000,0,0
20260722_富山_6R,20260722,富山,6,6,013744,4,NORMAL,,1-4-2,5260,(20),UNDER_10000,0,0
20260722_富山_6R,20260722,富山,6,3,014208,5,NORMAL,,1-4-2,5260,(20),UNDER_10000,0,0
20260722_富山_6R,20260722,富山,6,5,013204,6,NORMAL,,1-4-2,5260,(20),UNDER_10000,0,0
20260722_富山_7R,20260722,富山,7,1,013335,1,NORMAL,,1-6-2,5940,(21),UNDER_10000,0,0
20260722_富山_7R,20260722,富山,7,6,014090,2,NORMAL,,1-6-2,5940,(21),UNDER_10000,0,0
20260722_富山_7R,20260722,富山,7,2,013622,3,NORMAL,,1-6-2,5940,(21),UNDER_10000,0,0
20260722_富山_7R,20260722,富山,7,4,013722,4,NORMAL,,1-6-2,5940,(21),UNDER_10000,0,0
20260722_富山_7R,20260722,富山,7,3,015745,5,NORMAL,,1-6-2,5940,(21),UNDER_10000,0,0
20260722_富山_7R,20260722,富山,7,5,015244,6,NORMAL,,1-6-2,5940,(21),UNDER_10000,0,0
20260722_富山_7R,20260722,富山,7,7,013074,7,NORMAL,,1-6-2,5940,(21),UNDER_10000,0,0
20260722_富山_8R,20260722,富山,8,3,014712,1,NORMAL,,3-4-6,2040,(2),UNDER_10000,0,0
20260722_富山_8R,20260722,富山,8,4,015426,2,NORMAL,,3-4-6,2040,(2),UNDER_10000,0,0
20260722_富山_8R,20260722,富山,8,6,012881,3,NORMAL,,3-4-6,2040,(2),UNDER_10000,0,0
20260722_富山_8R,20260722,富山,8,1,014551,4,NORMAL,,3-4-6,2040,(2),UNDER_10000,0,0
20260722_富山_8R,20260722,富山,8,5,013883,5,NORMAL,,3-4-6,2040,(2),UNDER_10000,0,0
20260722_富山_8R,20260722,富山,8,2,013783,6,NORMAL,,3-4-6,2040,(2),UNDER_10000,0,0
20260722_富山_8R,20260722,富山,8,7,015450,7,NORMAL,,3-4-6,2040,(2),UNDER_10000,0,0
20260722_富山_9R,20260722,富山,9,2,013679,1,NORMAL,,2-1-5,11980,(37),10000_TO_19999,0,0
20260722_富山_9R,20260722,富山,9,1,015325,2,NORMAL,,2-1-5,11980,(37),10000_TO_19999,0,0
20260722_富山_9R,20260722,富山,9,5,015334,3,NORMAL,,2-1-5,11980,(37),10000_TO_19999,0,0
20260722_富山_9R,20260722,富山,9,3,014186,4,NORMAL,,2-1-5,11980,(37),10000_TO_19999,0,0
20260722_富山_9R,20260722,富山,9,7,014571,5,NORMAL,,2-1-5,11980,(37),10000_TO_19999,0,0
20260722_富山_9R,20260722,富山,9,6,013497,6,NORMAL,,2-1-5,11980,(37),10000_TO_19999,0,0
20260722_富山_9R,20260722,富山,9,4,015064,7,NORMAL,,2-1-5,11980,(37),10000_TO_19999,0,0
20260722_富山_10R,20260722,富山,10,7,013673,1,NORMAL,,7-4-3,3340,(6),UNDER_10000,0,0
20260722_富山_10R,20260722,富山,10,4,015891,2,NORMAL,,7-4-3,3340,(6),UNDER_10000,0,0
20260722_富山_10R,20260722,富山,10,3,014138,3,NORMAL,,7-4-3,3340,(6),UNDER_10000,0,0
20260722_富山_10R,20260722,富山,10,6,015004,4,NORMAL,,7-4-3,3340,(6),UNDER_10000,0,0
20260722_富山_10R,20260722,富山,10,1,015323,5,NORMAL,,7-4-3,3340,(6),UNDER_10000,0,0
20260722_富山_10R,20260722,富山,10,2,015186,6,NORMAL,,7-4-3,3340,(6),UNDER_10000,0,0
20260722_富山_10R,20260722,富山,10,5,015256,7,NORMAL,,7-4-3,3340,(6),UNDER_10000,0,0
20260722_富山_11R,20260722,富山,11,1,015475,1,NORMAL,,1-3-5,1020,(3),UNDER_10000,0,0
20260722_富山_11R,20260722,富山,11,3,015466,2,NORMAL,,1-3-5,1020,(3),UNDER_10000,0,0
20260722_富山_11R,20260722,富山,11,5,014117,3,NORMAL,,1-3-5,1020,(3),UNDER_10000,0,0
20260722_富山_11R,20260722,富山,11,2,015342,4,NORMAL,,1-3-5,1020,(3),UNDER_10000,0,0
20260722_富山_11R,20260722,富山,11,4,014071,5,NORMAL,,1-3-5,1020,(3),UNDER_10000,0,0
20260722_富山_11R,20260722,富山,11,6,015646,6,NORMAL,,1-3-5,1020,(3),UNDER_10000,0,0
20260722_富山_11R,20260722,富山,11,7,015173,7,NORMAL,,1-3-5,1020,(3),UNDER_10000,0,0
20260722_富山_12R,20260722,富山,12,1,012596,1,NORMAL,,1-4-5,1130,(1),UNDER_10000,0,0
20260722_富山_12R,20260722,富山,12,4,015628,2,NORMAL,,1-4-5,1130,(1),UNDER_10000,0,0
20260722_富山_12R,20260722,富山,12,5,015660,3,NORMAL,,1-4-5,1130,(1),UNDER_10000,0,0
20260722_富山_12R,20260722,富山,12,7,015706,4,NORMAL,,1-4-5,1130,(1),UNDER_10000,0,0
20260722_富山_12R,20260722,富山,12,2,013855,5,NORMAL,,1-4-5,1130,(1),UNDER_10000,0,0
20260722_富山_12R,20260722,富山,12,3,015363,6,NORMAL,,1-4-5,1130,(1),UNDER_10000,0,0
20260722_富山_12R,20260722,富山,12,6,014767,7,NORMAL,,1-4-5,1130,(1),UNDER_10000,0,0
20260722_岸和田_1R,20260722,岸和田,1,4,014985,1,NORMAL,,4-1-5,3500,(12),UNDER_10000,0,0
20260722_岸和田_1R,20260722,岸和田,1,1,013695,2,NORMAL,,4-1-5,3500,(12),UNDER_10000,0,0
20260722_岸和田_1R,20260722,岸和田,1,5,015650,3,NORMAL,,4-1-5,3500,(12),UNDER_10000,0,0
20260722_岸和田_1R,20260722,岸和田,1,7,014755,4,NORMAL,,4-1-5,3500,(12),UNDER_10000,0,0
20260722_岸和田_1R,20260722,岸和田,1,2,014603,5,NORMAL,,4-1-5,3500,(12),UNDER_10000,0,0
20260722_岸和田_1R,20260722,岸和田,1,3,014563,6,NORMAL,,4-1-5,3500,(12),UNDER_10000,0,0
20260722_岸和田_1R,20260722,岸和田,1,6,011372,7,NORMAL,,4-1-5,3500,(12),UNDER_10000,0,0
20260722_岸和田_2R,20260722,岸和田,2,3,014572,1,NORMAL,,3-1-2,12660,(31),10000_TO_19999,0,0
20260722_岸和田_2R,20260722,岸和田,2,1,013983,2,NORMAL,,3-1-2,12660,(31),10000_TO_19999,0,0
20260722_岸和田_2R,20260722,岸和田,2,2,013196,3,NORMAL,,3-1-2,12660,(31),10000_TO_19999,0,0
20260722_岸和田_2R,20260722,岸和田,2,5,014314,4,NORMAL,,3-1-2,12660,(31),10000_TO_19999,0,0
20260722_岸和田_2R,20260722,岸和田,2,6,014533,5,NORMAL,,3-1-2,12660,(31),10000_TO_19999,0,0
20260722_岸和田_2R,20260722,岸和田,2,4,014732,6,NORMAL,,3-1-2,12660,(31),10000_TO_19999,0,0
20260722_岸和田_2R,20260722,岸和田,2,7,014695,7,NORMAL,,3-1-2,12660,(31),10000_TO_19999,0,0
20260722_岸和田_3R,20260722,岸和田,3,3,014331,1,NORMAL,,3-7-1,32520,(107),20000_TO_49999,1,0
20260722_岸和田_3R,20260722,岸和田,3,7,015740,2,NORMAL,,3-7-1,32520,(107),20000_TO_49999,1,0
20260722_岸和田_3R,20260722,岸和田,3,1,013582,3,NORMAL,,3-7-1,32520,(107),20000_TO_49999,1,0
20260722_岸和田_3R,20260722,岸和田,3,2,014530,4,NORMAL,,3-7-1,32520,(107),20000_TO_49999,1,0
20260722_岸和田_3R,20260722,岸和田,3,5,014258,5,NORMAL,,3-7-1,32520,(107),20000_TO_49999,1,0
20260722_岸和田_3R,20260722,岸和田,3,6,015892,6,NORMAL,,3-7-1,32520,(107),20000_TO_49999,1,0
20260722_岸和田_3R,20260722,岸和田,3,4,015084,7,NORMAL,,3-7-1,32520,(107),20000_TO_49999,1,0
20260722_岸和田_4R,20260722,岸和田,4,1,014858,1,NORMAL,,1-5-4,5640,(13),UNDER_10000,0,0
20260722_岸和田_4R,20260722,岸和田,4,5,013423,2,NORMAL,,1-5-4,5640,(13),UNDER_10000,0,0
20260722_岸和田_4R,20260722,岸和田,4,4,014862,3,NORMAL,,1-5-4,5640,(13),UNDER_10000,0,0
20260722_岸和田_4R,20260722,岸和田,4,3,014597,4,NORMAL,,1-5-4,5640,(13),UNDER_10000,0,0
20260722_岸和田_4R,20260722,岸和田,4,7,013434,5,NORMAL,,1-5-4,5640,(13),UNDER_10000,0,0
20260722_岸和田_4R,20260722,岸和田,4,6,014494,6,NORMAL,,1-5-4,5640,(13),UNDER_10000,0,0
20260722_岸和田_4R,20260722,岸和田,4,2,015658,7,NORMAL,,1-5-4,5640,(13),UNDER_10000,0,0
20260722_岸和田_5R,20260722,岸和田,5,1,015074,1,NORMAL,,1-5-2,7910,(32),UNDER_10000,0,0
20260722_岸和田_5R,20260722,岸和田,5,5,015951,2,NORMAL,,1-5-2,7910,(32),UNDER_10000,0,0
20260722_岸和田_5R,20260722,岸和田,5,2,015761,3,NORMAL,,1-5-2,7910,(32),UNDER_10000,0,0
20260722_岸和田_5R,20260722,岸和田,5,3,015494,4,NORMAL,,1-5-2,7910,(32),UNDER_10000,0,0
20260722_岸和田_5R,20260722,岸和田,5,7,015133,5,NORMAL,,1-5-2,7910,(32),UNDER_10000,0,0
20260722_岸和田_5R,20260722,岸和田,5,4,014909,6,NORMAL,,1-5-2,7910,(32),UNDER_10000,0,0
20260722_岸和田_5R,20260722,岸和田,5,6,015140,7,NORMAL,,1-5-2,7910,(32),UNDER_10000,0,0
20260722_岸和田_6R,20260722,岸和田,6,7,014942,1,NORMAL,,7-1-2,15280,(42),10000_TO_19999,0,0
20260722_岸和田_6R,20260722,岸和田,6,1,013230,2,NORMAL,,7-1-2,15280,(42),10000_TO_19999,0,0
20260722_岸和田_6R,20260722,岸和田,6,2,015519,3,NORMAL,,7-1-2,15280,(42),10000_TO_19999,0,0
20260722_岸和田_6R,20260722,岸和田,6,4,015046,4,NORMAL,,7-1-2,15280,(42),10000_TO_19999,0,0
20260722_岸和田_6R,20260722,岸和田,6,3,015724,5,NORMAL,,7-1-2,15280,(42),10000_TO_19999,0,0
20260722_岸和田_6R,20260722,岸和田,6,5,015552,6,NORMAL,,7-1-2,15280,(42),10000_TO_19999,0,0
20260722_岸和田_6R,20260722,岸和田,6,6,014982,7,NORMAL,,7-1-2,15280,(42),10000_TO_19999,0,0
20260722_岸和田_7R,20260722,岸和田,7,7,015473,1,NORMAL,,7-5-2,320,(1),UNDER_10000,0,0
20260722_岸和田_7R,20260722,岸和田,7,5,014622,2,NORMAL,,7-5-2,320,(1),UNDER_10000,0,0
20260722_岸和田_7R,20260722,岸和田,7,2,013357,3,NORMAL,,7-5-2,320,(1),UNDER_10000,0,0
20260722_岸和田_7R,20260722,岸和田,7,4,013798,4,NORMAL,,7-5-2,320,(1),UNDER_10000,0,0
20260722_岸和田_7R,20260722,岸和田,7,6,014512,5,NORMAL,,7-5-2,320,(1),UNDER_10000,0,0
20260722_岸和田_7R,20260722,岸和田,7,1,013762,6,NORMAL,,7-5-2,320,(1),UNDER_10000,0,0
20260722_岸和田_7R,20260722,岸和田,7,3,014053,7,NORMAL,,7-5-2,320,(1),UNDER_10000,0,0
20260722_岸和田_8R,20260722,岸和田,8,2,015917,1,NORMAL,,2-7-1,1630,(1),UNDER_10000,0,0
20260722_岸和田_8R,20260722,岸和田,8,7,014680,2,NORMAL,,2-7-1,1630,(1),UNDER_10000,0,0
20260722_岸和田_8R,20260722,岸和田,8,1,014588,3,NORMAL,,2-7-1,1630,(1),UNDER_10000,0,0
20260722_岸和田_8R,20260722,岸和田,8,4,014175,4,NORMAL,,2-7-1,1630,(1),UNDER_10000,0,0
20260722_岸和田_8R,20260722,岸和田,8,6,014752,5,NORMAL,,2-7-1,1630,(1),UNDER_10000,0,0
20260722_岸和田_8R,20260722,岸和田,8,3,013637,6,NORMAL,,2-7-1,1630,(1),UNDER_10000,0,0
20260722_岸和田_8R,20260722,岸和田,8,5,015614,7,NORMAL,,2-7-1,1630,(1),UNDER_10000,0,0
20260722_岸和田_9R,20260722,岸和田,9,2,014020,1,NORMAL,,2-7-4,2400,(7),UNDER_10000,0,0
20260722_岸和田_9R,20260722,岸和田,9,7,014081,2,NORMAL,,2-7-4,2400,(7),UNDER_10000,0,0
20260722_岸和田_9R,20260722,岸和田,9,4,015106,3,NORMAL,,2-7-4,2400,(7),UNDER_10000,0,0
20260722_岸和田_9R,20260722,岸和田,9,5,014633,4,NORMAL,,2-7-4,2400,(7),UNDER_10000,0,0
