race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta,trifecta_payout,popularity
20260725_豊橋_1R,20260725,45,豊橋,1,9,013619,1,NORMAL,,9-4-8,32630,79
20260725_豊橋_1R,20260725,45,豊橋,1,4,014956,2,NORMAL,,9-4-8,32630,79
20260725_豊橋_1R,20260725,45,豊橋,1,8,014889,3,NORMAL,,9-4-8,32630,79
20260725_豊橋_1R,20260725,45,豊橋,1,2,014212,4,NORMAL,,9-4-8,32630,79
20260725_豊橋_1R,20260725,45,豊橋,1,3,014791,5,NORMAL,,9-4-8,32630,79
20260725_豊橋_1R,20260725,45,豊橋,1,7,015520,6,NORMAL,,9-4-8,32630,79
20260725_豊橋_1R,20260725,45,豊橋,1,1,015521,7,NORMAL,,9-4-8,32630,79
20260725_豊橋_1R,20260725,45,豊橋,1,6,014325,8,NORMAL,,9-4-8,32630,79
20260725_豊橋_1R,20260725,45,豊橋,1,5,014221,9,NORMAL,,9-4-8,32630,79
20260725_豊橋_2R,20260725,45,豊橋,2,3,014231,1,NORMAL,,3-7-1,2420,7
20260725_豊橋_2R,20260725,45,豊橋,2,7,015517,2,NORMAL,,3-7-1,2420,7
20260725_豊橋_2R,20260725,45,豊橋,2,1,014757,3,NORMAL,,3-7-1,2420,7
20260725_豊橋_2R,20260725,45,豊橋,2,5,015362,4,NORMAL,,3-7-1,2420,7
20260725_豊橋_2R,20260725,45,豊橋,2,4,014232,5,NORMAL,,3-7-1,2420,7
20260725_豊橋_2R,20260725,45,豊橋,2,9,013726,6,NORMAL,,3-7-1,2420,7
20260725_豊橋_2R,20260725,45,豊橋,2,2,013115,7,NORMAL,,3-7-1,2420,7
20260725_豊橋_2R,20260725,45,豊橋,2,6,015615,8,NORMAL,,3-7-1,2420,7
20260725_豊橋_2R,20260725,45,豊橋,2,8,015171,9,NORMAL,,3-7-1,2420,7
20260725_豊橋_3R,20260725,45,豊橋,3,5,013118,1,NORMAL,,5-3-4,49410,146
20260725_豊橋_3R,20260725,45,豊橋,3,3,015715,2,NORMAL,,5-3-4,49410,146
20260725_豊橋_3R,20260725,45,豊橋,3,4,014617,3,NORMAL,,5-3-4,49410,146
20260725_豊橋_3R,20260725,45,豊橋,3,1,014552,4,NORMAL,,5-3-4,49410,146
20260725_豊橋_3R,20260725,45,豊橋,3,2,014499,5,NORMAL,,5-3-4,49410,146
20260725_豊橋_3R,20260725,45,豊橋,3,6,013976,6,NORMAL,,5-3-4,49410,146
20260725_豊橋_3R,20260725,45,豊橋,3,8,014313,7,NORMAL,,5-3-4,49410,146
20260725_豊橋_3R,20260725,45,豊橋,3,7,015198,8,NORMAL,,5-3-4,49410,146
20260725_豊橋_3R,20260725,45,豊橋,3,9,014127,,落車棄権,,5-3-4,49410,146
20260725_豊橋_4R,20260725,45,豊橋,4,2,015417,1,NORMAL,,2-1-5,28230,64
20260725_豊橋_4R,20260725,45,豊橋,4,1,014846,2,NORMAL,,2-1-5,28230,64
20260725_豊橋_4R,20260725,45,豊橋,4,5,014501,3,NORMAL,,2-1-5,28230,64
20260725_豊橋_4R,20260725,45,豊橋,4,9,014553,4,NORMAL,,2-1-5,28230,64
20260725_豊橋_4R,20260725,45,豊橋,4,7,014641,5,NORMAL,,2-1-5,28230,64
20260725_豊橋_4R,20260725,45,豊橋,4,3,015117,6,NORMAL,,2-1-5,28230,64
20260725_豊橋_4R,20260725,45,豊橋,4,4,012533,7,NORMAL,,2-1-5,28230,64
20260725_豊橋_4R,20260725,45,豊橋,4,8,012688,8,NORMAL,,2-1-5,28230,64
