race_key,date,jo_code,jo_name,race_no,car_no,player_id,finish_order,result_status,result_reason,trifecta,trifecta_payout,popularity
20260804_小田原_1R,20260804,36,小田原,1,1,014811,1,NORMAL,,1-5-4,220,1
20260804_小田原_1R,20260804,36,小田原,1,5,012487,2,NORMAL,,1-5-4,220,1
20260804_小田原_1R,20260804,36,小田原,1,4,013070,3,NORMAL,,1-5-4,220,1
20260804_小田原_1R,20260804,36,小田原,1,2,013074,4,NORMAL,,1-5-4,220,1
20260804_小田原_1R,20260804,36,小田原,1,3,013357,5,NORMAL,,1-5-4,220,1
20260804_小田原_2R,20260804,36,小田原,2,1,012834,1,NORMAL,,1-3-4,2460,10
20260804_小田原_2R,20260804,36,小田原,2,3,014831,2,NORMAL,,1-3-4,2460,10
20260804_小田原_2R,20260804,36,小田原,2,4,014481,3,NORMAL,,1-3-4,2460,10
20260804_小田原_2R,20260804,36,小田原,2,5,012889,4,NORMAL,,1-3-4,2460,10
20260804_小田原_2R,20260804,36,小田原,2,2,015420,5,NORMAL,,1-3-4,2460,10
20260804_小田原_3R,20260804,36,小田原,3,1,015807,1,NORMAL,,1-8-5,47270,119
20260804_小田原_3R,20260804,36,小田原,3,8,015519,2,NORMAL,,1-8-5,47270,119
20260804_小田原_3R,20260804,36,小田原,3,5,014613,3,NORMAL,,1-8-5,47270,119
20260804_小田原_3R,20260804,36,小田原,3,2,014588,4,NORMAL,,1-8-5,47270,119
20260804_小田原_3R,20260804,36,小田原,3,6,014750,5,NORMAL,,1-8-5,47270,119
20260804_小田原_3R,20260804,36,小田原,3,4,014292,6,NORMAL,,1-8-5,47270,119
20260804_小田原_3R,20260804,36,小田原,3,7,014645,7,NORMAL,,1-8-5,47270,119
20260804_小田原_3R,20260804,36,小田原,3,3,015837,8,NORMAL,,1-8-5,47270,119
20260804_小田原_4R,20260804,36,小田原,4,4,015540,1,NORMAL,,4-6-2,93130,243
20260804_小田原_4R,20260804,36,小田原,4,6,015615,2,NORMAL,,4-6-2,93130,243
20260804_小田原_4R,20260804,36,小田原,4,2,014081,3,NORMAL,,4-6-2,93130,243
20260804_小田原_4R,20260804,36,小田原,4,9,014055,4,NORMAL,,4-6-2,93130,243
20260804_小田原_4R,20260804,36,小田原,4,7,013679,5,NORMAL,,4-6-2,93130,243
20260804_小田原_4R,20260804,36,小田原,4,8,014307,6,NORMAL,,4-6-2,93130,243
20260804_小田原_4R,20260804,36,小田原,4,3,015509,7,NORMAL,,4-6-2,93130,243
20260804_小田原_4R,20260804,36,小田原,4,1,015334,8,NORMAL,,4-6-2,93130,243
20260804_小田原_4R,20260804,36,小田原,4,5,013230,9,NORMAL,,4-6-2,93130,243
20260804_小田原_5R,20260804,36,小田原,5,4,014051,1,NORMAL,,4-7-3,30530,79
20260804_小田原_5R,20260804,36,小田原,5,7,013618,2,NORMAL,,4-7-3,30530,79
20260804_小田原_5R,20260804,36,小田原,5,3,015661,3,NORMAL,,4-7-3,30530,79
20260804_小田原_5R,20260804,36,小田原,5,5,013808,4,NORMAL,,4-7-3,30530,79
20260804_小田原_5R,20260804,36,小田原,5,1,014137,5,NORMAL,,4-7-3,30530,79
20260804_小田原_5R,20260804,36,小田原,5,8,015430,6,NORMAL,,4-7-3,30530,79
20260804_小田原_5R,20260804,36,小田原,5,2,014511,7,NORMAL,,4-7-3,30530,79
20260804_小田原_5R,20260804,36,小田原,5,9,015713,8,NORMAL,,4-7-3,30530,79
20260804_小田原_5R,20260804,36,小田原,5,6,014982,9,NORMAL,,4-7-3,30530,79
20260804_小田原_6R,20260804,36,小田原,6,6,015529,1,NORMAL,,6-2-5,5210,10
20260804_小田原_6R,20260804,36,小田原,6,2,015891,2,NORMAL,,6-2-5,5210,10
20260804_小田原_6R,20260804,36,小田原,6,5,015660,3,NORMAL,,6-2-5,5210,10
20260804_小田原_6R,20260804,36,小田原,6,3,014188,4,NORMAL,,6-2-5,5210,10
20260804_小田原_6R,20260804,36,小田原,6,1,014754,5,NORMAL,,6-2-5,5210,10
20260804_小田原_6R,20260804,36,小田原,6,8,014622,6,NORMAL,,6-2-5,5210,10
20260804_小田原_6R,20260804,36,小田原,6,7,014945,7,NORMAL,,6-2-5,5210,10
20260804_小田原_6R,20260804,36,小田原,6,4,014017,8,NORMAL,,6-2-5,5210,10
20260804_小田原_6R,20260804,36,小田原,6,9,014175,9,NORMAL,,6-2-5,5210,10
20260804_小田原_7R,20260804,36,小田原,7,2,015527,1,NORMAL,,2-9-7,7640,26
20260804_小田原_7R,20260804,36,小田原,7,9,014507,2,NORMAL,,2-9-7,7640,26
20260804_小田原_7R,20260804,36,小田原,7,7,014004,3,NORMAL,,2-9-7,7640,26
20260804_小田原_7R,20260804,36,小田原,7,5,015328,4,NORMAL,,2-9-7,7640,26
20260804_小田原_7R,20260804,36,小田原,7,3,014640,5,NORMAL,,2-9-7,7640,26
20260804_小田原_7R,20260804,36,小田原,7,1,015347,6,NORMAL,,2-9-7,7640,26
20260804_小田原_7R,20260804,36,小田原,7,6,013798,7,NORMAL,,2-9-7,7640,26
20260804_小田原_7R,20260804,36,小田原,7,4,012533,8,NORMAL,,2-9-7,7640,26
20260804_小田原_7R,20260804,36,小田原,7,8,015539,9,NORMAL,,2-9-7,7640,26
20260804_小田原_8R,20260804,36,小田原,8,2,015441,1,NORMAL,,2-8-1,12210,41
20260804_小田原_8R,20260804,36,小田原,8,8,014592,2,NORMAL,,2-8-1,12210,41
20260804_小田原_8R,20260804,36,小田原,8,1,014795,3,NORMAL,,2-8-1,12210,41
20260804_小田原_8R,20260804,36,小田原,8,4,014148,4,NORMAL,,2-8-1,12210,41
20260804_小田原_8R,20260804,36,小田原,8,7,013140,5,NORMAL,,2-8-1,12210,41
20260804_小田原_8R,20260804,36,小田原,8,6,014262,6,NORMAL,,2-8-1,12210,41
20260804_小田原_8R,20260804,36,小田原,8,9,014576,7,NORMAL,,2-8-1,12210,41
20260804_小田原_8R,20260804,36,小田原,8,3,015274,8,NORMAL,,2-8-1,12210,41
20260804_小田原_8R,20260804,36,小田原,8,5,015169,9,NORMAL,,2-8-1,12210,41
20260804_小田原_9R,20260804,36,小田原,9,2,014940,1,NORMAL,,2-9-7,35710,131
20260804_小田原_9R,20260804,36,小田原,9,9,014935,2,NORMAL,,2-9-7,35710,131
20260804_小田原_9R,20260804,36,小田原,9,7,014103,3,NORMAL,,2-9-7,35710,131
20260804_小田原_9R,20260804,36,小田原,9,8,015832,4,NORMAL,,2-9-7,35710,131
20260804_小田原_9R,20260804,36,小田原,9,4,015620,5,NORMAL,,2-9-7,35710,131
20260804_小田原_9R,20260804,36,小田原,9,5,014833,6,NORMAL,,2-9-7,35710,131
20260804_小田原_9R,20260804,36,小田原,9,6,013966,7,NORMAL,,2-9-7,35710,131
20260804_小田原_9R,20260804,36,小田原,9,1,014744,,落車棄権,,2-9-7,35710,131
20260804_小田原_9R,20260804,36,小田原,9,3,014038,,落車棄権,,2-9-7,35710,131
20260804_小田原_10R,20260804,36,小田原,10,9,015451,1,NORMAL,,9-2-5,8180,25
20260804_小田原_10R,20260804,36,小田原,10,2,013963,2,NORMAL,,9-2-5,8180,25
20260804_小田原_10R,20260804,36,小田原,10,5,014852,3,NORMAL,,9-2-5,8180,25
20260804_小田原_10R,20260804,36,小田原,10,8,014523,4,NORMAL,,9-2-5,8180,25
20260804_小田原_10R,20260804,36,小田原,10,7,014484,5,NORMAL,,9-2-5,8180,25
20260804_小田原_10R,20260804,36,小田原,10,1,014252,6,NORMAL,,9-2-5,8180,25
20260804_小田原_10R,20260804,36,小田原,10,3,013673,7,NORMAL,,9-2-5,8180,25
20260804_小田原_10R,20260804,36,小田原,10,4,015322,8,NORMAL,,9-2-5,8180,25
20260804_小田原_10R,20260804,36,小田原,10,6,015804,9,NORMAL,,9-2-5,8180,25
20260804_小田原_11R,20260804,36,小田原,11,1,014741,1,NORMAL,,1-5-4,13020,39
20260804_小田原_11R,20260804,36,小田原,11,5,015037,2,NORMAL,,1-5-4,13020,39
20260804_小田原_11R,20260804,36,小田原,11,4,015789,3,NORMAL,,1-5-4,13020,39
20260804_小田原_11R,20260804,36,小田原,11,2,015475,4,NORMAL,,1-5-4,13020,39
20260804_小田原_11R,20260804,36,小田原,11,7,015094,5,NORMAL,,1-5-4,13020,39
20260804_小田原_11R,20260804,36,小田原,11,9,014129,6,NORMAL,,1-5-4,13020,39
20260804_小田原_11R,20260804,36,小田原,11,6,015653,7,NORMAL,,1-5-4,13020,39
20260804_小田原_11R,20260804,36,小田原,11,8,014930,8,NORMAL,,1-5-4,13020,39
20260804_小田原_11R,20260804,36,小田原,11,3,015356,9,NORMAL,,1-5-4,13020,39
20260804_西武園_1R,20260804,26,西武園,1,4,014674,1,NORMAL,,4-3-1,3300,10
20260804_西武園_1R,20260804,26,西武園,1,3,014784,2,NORMAL,,4-3-1,3300,10
20260804_西武園_1R,20260804,26,西武園,1,1,014166,3,NORMAL,,4-3-1,3300,10
20260804_西武園_1R,20260804,26,西武園,1,7,013068,4,NORMAL,,4-3-1,3300,10
20260804_西武園_1R,20260804,26,西武園,1,5,014615,5,NORMAL,,4-3-1,3300,10
20260804_西武園_1R,20260804,26,西武園,1,6,013086,6,NORMAL,,4-3-1,3300,10
20260804_西武園_1R,20260804,26,西武園,1,2,015414,7,NORMAL,,4-3-1,3300,10
20260804_西武園_2R,20260804,26,西武園,2,3,015447,1,NORMAL,,3-1-6,10920,43
20260804_西武園_2R,20260804,26,西武園,2,1,014988,2,NORMAL,,3-1-6,10920,43
