レースキー,開催日,競輪場,レース番号,車番,登録番号,着順,結果ステータス,結果理由,3連単組番,3連単払戻,人気,払戻分類,is_20000_plus,is_50000_plus
20260718_高知_1R,20260718,高知,1,8,014846,1,NORMAL,,8-4-7,39270,(140),20000_TO_49999,1,0
20260718_高知_1R,20260718,高知,1,4,014852,2,NORMAL,,8-4-7,39270,(140),20000_TO_49999,1,0
20260718_高知_1R,20260718,高知,1,7,014317,3,NORMAL,,8-4-7,39270,(140),20000_TO_49999,1,0
20260718_高知_1R,20260718,高知,1,9,015324,4,NORMAL,,8-4-7,39270,(140),20000_TO_49999,1,0
20260718_高知_1R,20260718,高知,1,2,015006,5,NORMAL,,8-4-7,39270,(140),20000_TO_49999,1,0
20260718_高知_1R,20260718,高知,1,3,014356,6,NORMAL,,8-4-7,39270,(140),20000_TO_49999,1,0
20260718_高知_1R,20260718,高知,1,5,014860,,落車棄権,,8-4-7,39270,(140),20000_TO_49999,1,0
20260718_高知_1R,20260718,高知,1,6,015349,,落車棄権,,8-4-7,39270,(140),20000_TO_49999,1,0
20260718_高知_1R,20260718,高知,1,1,015645,,失格,押上げ,8-4-7,39270,(140),20000_TO_49999,1,0
20260718_高知_2R,20260718,高知,2,3,015814,1,NORMAL,,3-2-8,39910,(126),20000_TO_49999,1,0
20260718_高知_2R,20260718,高知,2,2,013917,2,NORMAL,,3-2-8,39910,(126),20000_TO_49999,1,0
20260718_高知_2R,20260718,高知,2,8,014682,3,NORMAL,,3-2-8,39910,(126),20000_TO_49999,1,0
20260718_高知_2R,20260718,高知,2,9,014939,4,NORMAL,,3-2-8,39910,(126),20000_TO_49999,1,0
20260718_高知_2R,20260718,高知,2,5,014462,5,NORMAL,,3-2-8,39910,(126),20000_TO_49999,1,0
20260718_高知_2R,20260718,高知,2,1,015436,6,NORMAL,,3-2-8,39910,(126),20000_TO_49999,1,0
20260718_高知_2R,20260718,高知,2,4,013808,7,NORMAL,,3-2-8,39910,(126),20000_TO_49999,1,0
20260718_高知_2R,20260718,高知,2,7,014458,8,NORMAL,,3-2-8,39910,(126),20000_TO_49999,1,0
20260718_高知_2R,20260718,高知,2,6,015601,9,NORMAL,,3-2-8,39910,(126),20000_TO_49999,1,0
20260718_高知_3R,20260718,高知,3,5,014152,1,NORMAL,,5-1-6,1220,(1),UNDER_10000,0,0
20260718_高知_3R,20260718,高知,3,1,015412,2,NORMAL,,5-1-6,1220,(1),UNDER_10000,0,0
20260718_高知_3R,20260718,高知,3,6,014730,3,NORMAL,,5-1-6,1220,(1),UNDER_10000,0,0
20260718_高知_3R,20260718,高知,3,2,014837,4,NORMAL,,5-1-6,1220,(1),UNDER_10000,0,0
20260718_高知_3R,20260718,高知,3,4,013745,5,NORMAL,,5-1-6,1220,(1),UNDER_10000,0,0
20260718_高知_3R,20260718,高知,3,9,013961,6,NORMAL,,5-1-6,1220,(1),UNDER_10000,0,0
20260718_高知_3R,20260718,高知,3,3,015052,7,NORMAL,,5-1-6,1220,(1),UNDER_10000,0,0
20260718_高知_3R,20260718,高知,3,7,015518,8,NORMAL,,5-1-6,1220,(1),UNDER_10000,0,0
20260718_高知_3R,20260718,高知,3,8,015738,9,NORMAL,,5-1-6,1220,(1),UNDER_10000,0,0
20260718_高知_4R,20260718,高知,4,9,014545,1,NORMAL,,9-3-2,50000,(156),50000_PLUS,1,1
20260718_高知_4R,20260718,高知,4,3,015282,2,NORMAL,,9-3-2,50000,(156),50000_PLUS,1,1
20260718_高知_4R,20260718,高知,4,2,014507,3,NORMAL,,9-3-2,50000,(156),50000_PLUS,1,1
20260718_高知_4R,20260718,高知,4,1,015272,4,NORMAL,,9-3-2,50000,(156),50000_PLUS,1,1
