race_key,date,jo_code,jo_name,race_no,car_no,line_no,line_position,is_seri
20260912_佐世保_10R,20260912,85,佐世保,10,1,1,2,0
20260912_佐世保_10R,20260912,85,佐世保,10,2,2,1,0
20260912_佐世保_10R,20260912,85,佐世保,10,3,3,1,0
20260912_佐世保_10R,20260912,85,佐世保,10,4,1,1,0
20260912_佐世保_10R,20260912,85,佐世保,10,5,2,2,0
20260912_佐世保_10R,20260912,85,佐世保,10,6,3,2,0
20260912_佐世保_10R,20260912,85,佐世保,10,7,1,3,0
20260912_佐世保_10R,20260912,85,佐世保,10,8,,,0
20260912_佐世保_10R,20260912,85,佐世保,10,9,,,0
20260912_佐世保_11R,20260912,85,佐世保,11,1,2,1,0
20260912_佐世保_11R,20260912,85,佐世保,11,2,1,2,0
20260912_佐世保_11R,20260912,85,佐世保,11,3,3,1,0
20260912_佐世保_11R,20260912,85,佐世保,11,4,3,2,0
20260912_佐世保_11R,20260912,85,佐世保,11,5,1,3,0
20260912_佐世保_11R,20260912,85,佐世保,11,6,2,2,0
20260912_佐世保_11R,20260912,85,佐世保,11,7,1,1,0
20260912_佐世保_11R,20260912,85,佐世保,11,8,,,0
20260912_佐世保_11R,20260912,85,佐世保,11,9,,,0
20260912_佐世保_12R,20260912,85,佐世保,12,1,2,2,0
20260912_佐世保_12R,20260912,85,佐世保,12,2,3,1,0
20260912_佐世保_12R,20260912,85,佐世保,12,3,1,2,0
20260912_佐世保_12R,20260912,85,佐世保,12,4,3,3,0
20260912_佐世保_12R,20260912,85,佐世保,12,5,1,1,0
20260912_佐世保_12R,20260912,85,佐世保,12,6,2,1,0
20260912_佐世保_12R,20260912,85,佐世保,12,7,3,2,0
20260912_佐世保_12R,20260912,85,佐世保,12,8,,,0
20260912_佐世保_12R,20260912,85,佐世保,12,9,,,0
20260912_佐世保_1R,20260912,85,佐世保,1,1,1,2,0
20260912_佐世保_1R,20260912,85,佐世保,1,2,2,1,0
20260912_佐世保_1R,20260912,85,佐世保,1,3,3,2,0
20260912_佐世保_1R,20260912,85,佐世保,1,4,1,1,0
20260912_佐世保_1R,20260912,85,佐世保,1,5,1,3,0
20260912_佐世保_1R,20260912,85,佐世保,1,6,3,1,0
20260912_佐世保_1R,20260912,85,佐世保,1,7,2,2,0
20260912_佐世保_1R,20260912,85,佐世保,1,8,,,0
20260912_佐世保_1R,20260912,85,佐世保,1,9,,,0
20260912_佐世保_2R,20260912,85,佐世保,2,1,1,1,0
20260912_佐世保_2R,20260912,85,佐世保,2,2,2,2,0
20260912_佐世保_2R,20260912,85,佐世保,2,3,3,1,0
20260912_佐世保_2R,20260912,85,佐世保,2,4,3,2,0
20260912_佐世保_2R,20260912,85,佐世保,2,5,1,2,0
20260912_佐世保_2R,20260912,85,佐世保,2,6,2,3,0
20260912_佐世保_2R,20260912,85,佐世保,2,7,2,1,0
20260912_佐世保_2R,20260912,85,佐世保,2,8,,,0
20260912_佐世保_2R,20260912,85,佐世保,2,9,,,0
20260912_佐世保_3R,20260912,85,佐世保,3,1,1,1,0
20260912_佐世保_3R,20260912,85,佐世保,3,2,2,2,0
20260912_佐世保_3R,20260912,85,佐世保,3,3,3,2,0
20260912_佐世保_3R,20260912,85,佐世保,3,4,1,2,0
20260912_佐世保_3R,20260912,85,佐世保,3,5,3,1,0
20260912_佐世保_3R,20260912,85,佐世保,3,6,4,1,0
20260912_佐世保_3R,20260912,85,佐世保,3,7,2,1,0
20260912_佐世保_3R,20260912,85,佐世保,3,8,,,0
20260912_佐世保_3R,20260912,85,佐世保,3,9,,,0
20260912_佐世保_4R,20260912,85,佐世保,4,1,2,2,0
20260912_佐世保_4R,20260912,85,佐世保,4,2,1,1,0
20260912_佐世保_4R,20260912,85,佐世保,4,3,3,1,0
20260912_佐世保_4R,20260912,85,佐世保,4,4,1,2,0
20260912_佐世保_4R,20260912,85,佐世保,4,5,3,2,0
20260912_佐世保_4R,20260912,85,佐世保,4,6,2,1,0
20260912_佐世保_4R,20260912,85,佐世保,4,7,3,3,0
20260912_佐世保_4R,20260912,85,佐世保,4,8,,,0
20260912_佐世保_4R,20260912,85,佐世保,4,9,,,0
20260912_佐世保_5R,20260912,85,佐世保,5,1,1,1,0
20260912_佐世保_5R,20260912,85,佐世保,5,2,2,2,0
20260912_佐世保_5R,20260912,85,佐世保,5,3,3,1,0
20260912_佐世保_5R,20260912,85,佐世保,5,4,2,1,0
20260912_佐世保_5R,20260912,85,佐世保,5,5,3,2,0
20260912_佐世保_5R,20260912,85,佐世保,5,6,4,1,0
20260912_佐世保_5R,20260912,85,佐世保,5,7,1,2,0
20260912_佐世保_5R,20260912,85,佐世保,5,8,,,0
20260912_佐世保_5R,20260912,85,佐世保,5,9,,,0
20260912_佐世保_6R,20260912,85,佐世保,6,1,1,1,0
20260912_佐世保_6R,20260912,85,佐世保,6,2,2,2,0
20260912_佐世保_6R,20260912,85,佐世保,6,3,3,2,0
20260912_佐世保_6R,20260912,85,佐世保,6,4,2,1,0
20260912_佐世保_6R,20260912,85,佐世保,6,5,3,1,0
20260912_佐世保_6R,20260912,85,佐世保,6,6,1,3,0
20260912_佐世保_6R,20260912,85,佐世保,6,7,1,2,0
20260912_佐世保_6R,20260912,85,佐世保,6,8,,,0
20260912_佐世保_6R,20260912,85,佐世保,6,9,,,0
20260912_佐世保_7R,20260912,85,佐世保,7,1,1,1,0
20260912_佐世保_7R,20260912,85,佐世保,7,2,2,2,0
20260912_佐世保_7R,20260912,85,佐世保,7,3,3,2,0
20260912_佐世保_7R,20260912,85,佐世保,7,4,1,3,0
20260912_佐世保_7R,20260912,85,佐世保,7,5,1,2,0
20260912_佐世保_7R,20260912,85,佐世保,7,6,2,1,0
20260912_佐世保_7R,20260912,85,佐世保,7,7,3,1,0
20260912_佐世保_7R,20260912,85,佐世保,7,8,,,0
20260912_佐世保_7R,20260912,85,佐世保,7,9,,,0
20260912_佐世保_8R,20260912,85,佐世保,8,1,1,2,0
20260912_佐世保_8R,20260912,85,佐世保,8,2,2,2,0
20260912_佐世保_8R,20260912,85,佐世保,8,3,3,2,0
20260912_佐世保_8R,20260912,85,佐世保,8,4,3,1,0
20260912_佐世保_8R,20260912,85,佐世保,8,5,4,1,0
20260912_佐世保_8R,20260912,85,佐世保,8,6,1,1,0
20260912_佐世保_8R,20260912,85,佐世保,8,7,2,1,0
20260912_佐世保_8R,20260912,85,佐世保,8,8,,,0
20260912_佐世保_8R,20260912,85,佐世保,8,9,,,0
20260912_佐世保_9R,20260912,85,佐世保,9,1,1,1,0
20260912_佐世保_9R,20260912,85,佐世保,9,2,2,2,0
20260912_佐世保_9R,20260912,85,佐世保,9,3,3,2,0
20260912_佐世保_9R,20260912,85,佐世保,9,4,1,2,0
20260912_佐世保_9R,20260912,85,佐世保,9,5,2,1,0
20260912_佐世保_9R,20260912,85,佐世保,9,6,3,1,0
20260912_佐世保_9R,20260912,85,佐世保,9,7,1,3,0
20260912_佐世保_9R,20260912,85,佐世保,9,8,,,0
20260912_佐世保_9R,20260912,85,佐世保,9,9,,,0
20260912_前橋_1R,20260912,22,前橋,1,1,4,1,0
20260912_前橋_1R,20260912,22,前橋,1,2,1,1,0
20260912_前橋_1R,20260912,22,前橋,1,3,3,1,0
20260912_前橋_1R,20260912,22,前橋,1,4,6,1,0
20260912_前橋_1R,20260912,22,前橋,1,5,7,1,0
20260912_前橋_1R,20260912,22,前橋,1,6,2,1,0
20260912_前橋_1R,20260912,22,前橋,1,7,5,1,0
20260912_前橋_1R,20260912,22,前橋,1,8,,,0
20260912_前橋_1R,20260912,22,前橋,1,9,,,0
20260912_前橋_2R,20260912,22,前橋,2,1,2,1,0
20260912_前橋_2R,20260912,22,前橋,2,2,3,1,0
