race_key,date,jo_code,jo_name,race_no,car_no,line_no,line_position,is_seri
20260913_佐世保_10R,20260913,85,佐世保,10,1,1,1,0
20260913_佐世保_10R,20260913,85,佐世保,10,2,2,2,0
20260913_佐世保_10R,20260913,85,佐世保,10,3,3,1,0
20260913_佐世保_10R,20260913,85,佐世保,10,4,2,1,0
20260913_佐世保_10R,20260913,85,佐世保,10,5,2,3,0
20260913_佐世保_10R,20260913,85,佐世保,10,6,1,2,0
20260913_佐世保_10R,20260913,85,佐世保,10,7,1,3,0
20260913_佐世保_10R,20260913,85,佐世保,10,8,,,0
20260913_佐世保_10R,20260913,85,佐世保,10,9,,,0
20260913_佐世保_11R,20260913,85,佐世保,11,1,1,1,0
20260913_佐世保_11R,20260913,85,佐世保,11,2,2,1,0
20260913_佐世保_11R,20260913,85,佐世保,11,3,3,2,0
20260913_佐世保_11R,20260913,85,佐世保,11,4,1,2,0
20260913_佐世保_11R,20260913,85,佐世保,11,5,3,1,0
20260913_佐世保_11R,20260913,85,佐世保,11,6,1,3,0
20260913_佐世保_11R,20260913,85,佐世保,11,7,2,2,0
20260913_佐世保_11R,20260913,85,佐世保,11,8,,,0
20260913_佐世保_11R,20260913,85,佐世保,11,9,,,0
20260913_佐世保_12R,20260913,85,佐世保,12,1,1,1,0
20260913_佐世保_12R,20260913,85,佐世保,12,2,2,1,0
20260913_佐世保_12R,20260913,85,佐世保,12,3,3,2,0
20260913_佐世保_12R,20260913,85,佐世保,12,4,3,1,0
20260913_佐世保_12R,20260913,85,佐世保,12,5,2,3,0
20260913_佐世保_12R,20260913,85,佐世保,12,6,2,2,0
20260913_佐世保_12R,20260913,85,佐世保,12,7,1,2,0
20260913_佐世保_12R,20260913,85,佐世保,12,8,,,0
20260913_佐世保_12R,20260913,85,佐世保,12,9,,,0
20260913_佐世保_1R,20260913,85,佐世保,1,1,1,1,0
20260913_佐世保_1R,20260913,85,佐世保,1,2,2,1,0
20260913_佐世保_1R,20260913,85,佐世保,1,3,3,2,0
20260913_佐世保_1R,20260913,85,佐世保,1,4,1,2,0
20260913_佐世保_1R,20260913,85,佐世保,1,5,3,1,0
20260913_佐世保_1R,20260913,85,佐世保,1,6,4,1,0
20260913_佐世保_1R,20260913,85,佐世保,1,7,2,2,0
20260913_佐世保_1R,20260913,85,佐世保,1,8,,,0
20260913_佐世保_1R,20260913,85,佐世保,1,9,,,0
20260913_佐世保_2R,20260913,85,佐世保,2,1,1,2,0
