race_key,date,jo_code,jo_name,race_no,car_no,line_no,line_position,is_seri
20260727_取手_1R,20260727,23,取手,1,1,2,1,0
20260727_取手_1R,20260727,23,取手,1,2,1,1,0
20260727_取手_1R,20260727,23,取手,1,3,1,3,0
20260727_取手_1R,20260727,23,取手,1,4,3,1,0
20260727_取手_1R,20260727,23,取手,1,5,1,2,0
20260727_取手_1R,20260727,23,取手,1,6,4,1,0
20260727_取手_1R,20260727,23,取手,1,7,,,0
20260727_取手_1R,20260727,23,取手,1,8,,,0
20260727_取手_1R,20260727,23,取手,1,9,,,0
20260727_取手_2R,20260727,23,取手,2,1,2,1,0
20260727_取手_2R,20260727,23,取手,2,2,3,2,0
20260727_取手_2R,20260727,23,取手,2,3,1,1,0
20260727_取手_2R,20260727,23,取手,2,4,3,1,0
20260727_取手_2R,20260727,23,取手,2,5,1,2,0
20260727_取手_2R,20260727,23,取手,2,6,1,3,0
20260727_取手_2R,20260727,23,取手,2,7,4,1,0
20260727_取手_2R,20260727,23,取手,2,8,,,0
20260727_取手_2R,20260727,23,取手,2,9,,,0
20260727_取手_3R,20260727,23,取手,3,1,1,3,0
20260727_取手_3R,20260727,23,取手,3,2,3,2,0
20260727_取手_3R,20260727,23,取手,3,3,1,1,0
20260727_取手_3R,20260727,23,取手,3,4,3,1,0
20260727_取手_3R,20260727,23,取手,3,5,1,2,0
20260727_取手_3R,20260727,23,取手,3,6,2,1,0
20260727_取手_3R,20260727,23,取手,3,7,3,3,0
20260727_取手_3R,20260727,23,取手,3,8,,,0
20260727_取手_3R,20260727,23,取手,3,9,,,0
20260727_取手_4R,20260727,23,取手,4,1,1,2,1
20260727_取手_4R,20260727,23,取手,4,2,1,1,0
20260727_取手_4R,20260727,23,取手,4,3,1,3,0
20260727_取手_4R,20260727,23,取手,4,4,2,1,0
20260727_取手_4R,20260727,23,取手,4,5,1,5,0
20260727_取手_4R,20260727,23,取手,4,6,1,4,0
20260727_取手_4R,20260727,23,取手,4,7,1,2,1
20260727_取手_4R,20260727,23,取手,4,8,,,0
20260727_取手_4R,20260727,23,取手,4,9,,,0
20260727_取手_5R,20260727,23,取手,5,1,1,1,0
20260727_取手_5R,20260727,23,取手,5,2,2,2,0
20260727_取手_5R,20260727,23,取手,5,3,3,1,0
20260727_取手_5R,20260727,23,取手,5,4,1,3,0
20260727_取手_5R,20260727,23,取手,5,5,2,1,0
20260727_取手_5R,20260727,23,取手,5,6,1,2,0
20260727_取手_5R,20260727,23,取手,5,7,3,2,0
20260727_取手_5R,20260727,23,取手,5,8,,,0
20260727_取手_5R,20260727,23,取手,5,9,,,0
20260727_取手_6R,20260727,23,取手,6,1,3,2,0
20260727_取手_6R,20260727,23,取手,6,2,1,1,0
20260727_取手_6R,20260727,23,取手,6,3,2,1,0
20260727_取手_6R,20260727,23,取手,6,4,1,2,0
20260727_取手_6R,20260727,23,取手,6,5,3,1,0
20260727_取手_6R,20260727,23,取手,6,6,2,2,0
20260727_取手_6R,20260727,23,取手,6,7,1,3,0
20260727_取手_6R,20260727,23,取手,6,8,,,0
20260727_取手_6R,20260727,23,取手,6,9,,,0
20260727_取手_7R,20260727,23,取手,7,1,1,2,0
20260727_取手_7R,20260727,23,取手,7,2,2,2,0
20260727_取手_7R,20260727,23,取手,7,3,3,2,0
20260727_取手_7R,20260727,23,取手,7,4,1,1,0
20260727_取手_7R,20260727,23,取手,7,5,3,1,0
20260727_取手_7R,20260727,23,取手,7,6,2,1,0
20260727_取手_7R,20260727,23,取手,7,7,1,3,0
20260727_取手_7R,20260727,23,取手,7,8,,,0
20260727_取手_7R,20260727,23,取手,7,9,,,0
20260727_奈良_10R,20260727,53,奈良,10,1,3,1,0
20260727_奈良_10R,20260727,53,奈良,10,2,4,1,0
20260727_奈良_10R,20260727,53,奈良,10,3,5,1,0
20260727_奈良_10R,20260727,53,奈良,10,4,2,1,0
20260727_奈良_10R,20260727,53,奈良,10,5,6,1,0
20260727_奈良_10R,20260727,53,奈良,10,6,1,1,0
20260727_奈良_10R,20260727,53,奈良,10,7,7,1,0
20260727_奈良_10R,20260727,53,奈良,10,8,,,0
20260727_奈良_10R,20260727,53,奈良,10,9,,,0
20260727_奈良_11R,20260727,53,奈良,11,1,3,2,0
20260727_奈良_11R,20260727,53,奈良,11,2,1,2,0
20260727_奈良_11R,20260727,53,奈良,11,3,3,3,0
20260727_奈良_11R,20260727,53,奈良,11,4,2,1,0
20260727_奈良_11R,20260727,53,奈良,11,5,3,4,0
20260727_奈良_11R,20260727,53,奈良,11,6,1,1,0
20260727_奈良_11R,20260727,53,奈良,11,7,3,1,0
20260727_奈良_11R,20260727,53,奈良,11,8,,,0
20260727_奈良_11R,20260727,53,奈良,11,9,,,0
20260727_奈良_12R,20260727,53,奈良,12,1,1,2,0
20260727_奈良_12R,20260727,53,奈良,12,2,2,3,0
20260727_奈良_12R,20260727,53,奈良,12,3,3,2,0
20260727_奈良_12R,20260727,53,奈良,12,4,2,1,0
20260727_奈良_12R,20260727,53,奈良,12,5,2,2,0
20260727_奈良_12R,20260727,53,奈良,12,6,3,1,0
20260727_奈良_12R,20260727,53,奈良,12,7,1,1,0
20260727_奈良_12R,20260727,53,奈良,12,8,,,0
20260727_奈良_12R,20260727,53,奈良,12,9,,,0
20260727_奈良_1R,20260727,53,奈良,1,1,3,2,0
20260727_奈良_1R,20260727,53,奈良,1,2,1,2,0
20260727_奈良_1R,20260727,53,奈良,1,3,2,1,0
20260727_奈良_1R,20260727,53,奈良,1,4,1,1,0
20260727_奈良_1R,20260727,53,奈良,1,5,4,1,0
20260727_奈良_1R,20260727,53,奈良,1,6,2,2,0
20260727_奈良_1R,20260727,53,奈良,1,7,3,1,0
20260727_奈良_1R,20260727,53,奈良,1,8,,,0
20260727_奈良_1R,20260727,53,奈良,1,9,,,0
20260727_奈良_2R,20260727,53,奈良,2,1,1,2,0
20260727_奈良_2R,20260727,53,奈良,2,2,2,1,0
20260727_奈良_2R,20260727,53,奈良,2,3,3,1,0
20260727_奈良_2R,20260727,53,奈良,2,4,4,1,0
20260727_奈良_2R,20260727,53,奈良,2,5,1,3,0
20260727_奈良_2R,20260727,53,奈良,2,6,3,2,0
20260727_奈良_2R,20260727,53,奈良,2,7,1,1,0
20260727_奈良_2R,20260727,53,奈良,2,8,,,0
20260727_奈良_2R,20260727,53,奈良,2,9,,,0
20260727_奈良_3R,20260727,53,奈良,3,1,3,1,0
20260727_奈良_3R,20260727,53,奈良,3,2,1,2,0
20260727_奈良_3R,20260727,53,奈良,3,3,2,1,0
20260727_奈良_3R,20260727,53,奈良,3,4,1,3,0
20260727_奈良_3R,20260727,53,奈良,3,5,4,1,0
20260727_奈良_3R,20260727,53,奈良,3,6,1,1,0
20260727_奈良_3R,20260727,53,奈良,3,7,5,1,0
20260727_奈良_3R,20260727,53,奈良,3,8,,,0
20260727_奈良_3R,20260727,53,奈良,3,9,,,0
20260727_奈良_4R,20260727,53,奈良,4,1,1,1,0
20260727_奈良_4R,20260727,53,奈良,4,2,2,2,0
20260727_奈良_4R,20260727,53,奈良,4,3,3,1,0
20260727_奈良_4R,20260727,53,奈良,4,4,1,3,0
20260727_奈良_4R,20260727,53,奈良,4,5,2,1,0
20260727_奈良_4R,20260727,53,奈良,4,6,3,2,0
20260727_奈良_4R,20260727,53,奈良,4,7,1,2,0
20260727_奈良_4R,20260727,53,奈良,4,8,,,0
20260727_奈良_4R,20260727,53,奈良,4,9,,,0
20260727_奈良_5R,20260727,53,奈良,5,1,2,1,0
20260727_奈良_5R,20260727,53,奈良,5,2,6,1,0
20260727_奈良_5R,20260727,53,奈良,5,3,1,1,0
20260727_奈良_5R,20260727,53,奈良,5,4,4,1,0
20260727_奈良_5R,20260727,53,奈良,5,5,3,1,0
20260727_奈良_5R,20260727,53,奈良,5,6,7,1,0
20260727_奈良_5R,20260727,53,奈良,5,7,5,1,0
20260727_奈良_5R,20260727,53,奈良,5,8,,,0
20260727_奈良_5R,20260727,53,奈良,5,9,,,0
20260727_奈良_6R,20260727,53,奈良,6,1,1,2,0
20260727_奈良_6R,20260727,53,奈良,6,2,2,1,0
20260727_奈良_6R,20260727,53,奈良,6,3,3,1,0
20260727_奈良_6R,20260727,53,奈良,6,4,2,2,0
20260727_奈良_6R,20260727,53,奈良,6,5,1,1,0
20260727_奈良_6R,20260727,53,奈良,6,6,2,3,0
20260727_奈良_6R,20260727,53,奈良,6,7,,,0
20260727_奈良_6R,20260727,53,奈良,6,8,,,0
20260727_奈良_6R,20260727,53,奈良,6,9,,,0
20260727_奈良_7R,20260727,53,奈良,7,1,2,2,0
20260727_奈良_7R,20260727,53,奈良,7,2,3,1,0
20260727_奈良_7R,20260727,53,奈良,7,3,1,2,0
20260727_奈良_7R,20260727,53,奈良,7,4,2,1,0
20260727_奈良_7R,20260727,53,奈良,7,5,1,1,0
20260727_奈良_7R,20260727,53,奈良,7,6,3,2,0
20260727_奈良_7R,20260727,53,奈良,7,7,1,3,0
20260727_奈良_7R,20260727,53,奈良,7,8,,,0
20260727_奈良_7R,20260727,53,奈良,7,9,,,0
20260727_奈良_8R,20260727,53,奈良,8,1,2,1,0
20260727_奈良_8R,20260727,53,奈良,8,2,3,1,0
20260727_奈良_8R,20260727,53,奈良,8,3,1,2,0
20260727_奈良_8R,20260727,53,奈良,8,4,3,3,0
20260727_奈良_8R,20260727,53,奈良,8,5,3,2,0
20260727_奈良_8R,20260727,53,奈良,8,6,1,1,0
20260727_奈良_8R,20260727,53,奈良,8,7,2,2,0
20260727_奈良_8R,20260727,53,奈良,8,8,,,0
20260727_奈良_8R,20260727,53,奈良,8,9,,,0
20260727_奈良_9R,20260727,53,奈良,9,1,1,1,0
20260727_奈良_9R,20260727,53,奈良,9,2,3,2,0
20260727_奈良_9R,20260727,53,奈良,9,3,2,1,0
20260727_奈良_9R,20260727,53,奈良,9,4,4,1,0
20260727_奈良_9R,20260727,53,奈良,9,5,5,1,0
20260727_奈良_9R,20260727,53,奈良,9,6,1,2,0
20260727_奈良_9R,20260727,53,奈良,9,7,3,1,0
20260727_奈良_9R,20260727,53,奈良,9,8,,,0
20260727_奈良_9R,20260727,53,奈良,9,9,,,0
20260727_広島_1R,20260727,62,広島,1,1,2,1,0
20260727_広島_1R,20260727,62,広島,1,2,1,2,0
20260727_広島_1R,20260727,62,広島,1,3,3,2,0
20260727_広島_1R,20260727,62,広島,1,4,3,1,0
20260727_広島_1R,20260727,62,広島,1,5,2,2,0
20260727_広島_1R,20260727,62,広島,1,6,3,3,0
20260727_広島_1R,20260727,62,広島,1,7,1,1,0
20260727_広島_1R,20260727,62,広島,1,8,,,0
20260727_広島_1R,20260727,62,広島,1,9,,,0
20260727_広島_2R,20260727,62,広島,2,1,1,2,0
20260727_広島_2R,20260727,62,広島,2,2,2,2,0
20260727_広島_2R,20260727,62,広島,2,3,2,3,0
20260727_広島_2R,20260727,62,広島,2,4,1,1,0
20260727_広島_2R,20260727,62,広島,2,5,2,1,0
20260727_広島_2R,20260727,62,広島,2,6,1,3,0
20260727_広島_2R,20260727,62,広島,2,7,3,1,0
20260727_広島_2R,20260727,62,広島,2,8,,,0
20260727_広島_2R,20260727,62,広島,2,9,,,0
20260727_広島_3R,20260727,62,広島,3,1,1,2,0
20260727_広島_3R,20260727,62,広島,3,2,2,2,0
20260727_広島_3R,20260727,62,広島,3,3,3,2,0
20260727_広島_3R,20260727,62,広島,3,4,3,1,0
20260727_広島_3R,20260727,62,広島,3,5,1,1,0
20260727_広島_3R,20260727,62,広島,3,6,2,1,0
20260727_広島_3R,20260727,62,広島,3,7,1,3,0
20260727_広島_3R,20260727,62,広島,3,8,,,0
20260727_広島_3R,20260727,62,広島,3,9,,,0
20260727_広島_4R,20260727,62,広島,4,1,2,2,0
20260727_広島_4R,20260727,62,広島,4,2,1,1,0
20260727_広島_4R,20260727,62,広島,4,3,3,2,0
20260727_広島_4R,20260727,62,広島,4,4,1,2,0
20260727_広島_4R,20260727,62,広島,4,5,2,1,0
20260727_広島_4R,20260727,62,広島,4,6,2,3,0
20260727_広島_4R,20260727,62,広島,4,7,3,1,0
20260727_広島_4R,20260727,62,広島,4,8,,,0
20260727_広島_4R,20260727,62,広島,4,9,,,0
20260727_広島_5R,20260727,62,広島,5,1,1,1,0
20260727_広島_5R,20260727,62,広島,5,2,2,2,0
20260727_広島_5R,20260727,62,広島,5,3,2,3,0
20260727_広島_5R,20260727,62,広島,5,4,3,1,0
20260727_広島_5R,20260727,62,広島,5,5,3,2,0
20260727_広島_5R,20260727,62,広島,5,6,1,2,0
20260727_広島_5R,20260727,62,広島,5,7,2,1,0
20260727_広島_5R,20260727,62,広島,5,8,,,0
20260727_広島_5R,20260727,62,広島,5,9,,,0
20260727_広島_6R,20260727,62,広島,6,1,1,1,0
20260727_広島_6R,20260727,62,広島,6,2,3,1,0
20260727_広島_6R,20260727,62,広島,6,3,4,1,0
20260727_広島_6R,20260727,62,広島,6,4,2,1,0
20260727_広島_6R,20260727,62,広島,6,5,6,1,0
20260727_広島_6R,20260727,62,広島,6,6,5,1,0
20260727_広島_6R,20260727,62,広島,6,7,,,0
20260727_広島_6R,20260727,62,広島,6,8,,,0
20260727_広島_6R,20260727,62,広島,6,9,,,0
20260727_広島_7R,20260727,62,広島,7,1,6,1,0
20260727_広島_7R,20260727,62,広島,7,2,3,1,0
20260727_広島_7R,20260727,62,広島,7,3,7,1,0
20260727_広島_7R,20260727,62,広島,7,4,4,1,0
20260727_広島_7R,20260727,62,広島,7,5,1,1,0
20260727_広島_7R,20260727,62,広島,7,6,2,1,0
20260727_広島_7R,20260727,62,広島,7,7,5,1,0
20260727_広島_7R,20260727,62,広島,7,8,,,0
20260727_広島_7R,20260727,62,広島,7,9,,,0
20260727_松山_1R,20260727,75,松山,1,1,1,2,0
20260727_松山_1R,20260727,75,松山,1,2,3,2,0
20260727_松山_1R,20260727,75,松山,1,3,3,1,0
20260727_松山_1R,20260727,75,松山,1,4,1,1,0
20260727_松山_1R,20260727,75,松山,1,5,1,3,0
20260727_松山_1R,20260727,75,松山,1,6,3,3,0
20260727_松山_1R,20260727,75,松山,1,7,2,1,0
20260727_松山_1R,20260727,75,松山,1,8,,,0
20260727_松山_1R,20260727,75,松山,1,9,,,0
20260727_松山_2R,20260727,75,松山,2,1,1,2,0
20260727_松山_2R,20260727,75,松山,2,2,1,1,0
20260727_松山_2R,20260727,75,松山,2,3,2,1,0
20260727_松山_2R,20260727,75,松山,2,4,2,2,0
