transformed_feature,original_feature,importance
p4_prefecture_山 梨,p4_prefecture,8.802184743960328e-05
p3_prefecture_高 知,p3_prefecture,8.791724982090012e-05
p7_prefecture_福 井,p7_prefecture,8.732923129999953e-05
p4_prefecture_岩 手,p4_prefecture,8.509193286768317e-05
p3_prefecture_新 潟,p3_prefecture,8.439494516594039e-05
p3_prefecture_富 山,p3_prefecture,8.079415285354881e-05
p2_prefecture_京 都,p2_prefecture,8.038403802890226e-05
p8_prefecture_福 島,p8_prefecture,7.990669401507363e-05
p4_prefecture_福 井,p4_prefecture,7.979507073896822e-05
p9_prefecture_神奈川,p9_prefecture,7.945782049457865e-05
p2_prefecture_佐 賀,p2_prefecture,7.899200128485649e-05
p4_prefecture_宮 崎,p4_prefecture,7.844324374303266e-05
p7_prefecture_秋 田,p7_prefecture,7.771696439455728e-05
p1_prefecture_沖 縄,p1_prefecture,7.744630567799496e-05
p9_prefecture_茨 城,p9_prefecture,7.709652041096064e-05
p4_prefecture_石 川,p4_prefecture,7.70856967067572e-05
p1_prefecture_大 分,p1_prefecture,7.501779213203154e-05
p5_prefecture_高 知,p5_prefecture,7.36745376096396e-05
p1_prefecture_宮 崎,p1_prefecture,7.332935228061187e-05
p5_prefecture_鹿児島,p5_prefecture,7.330282554083183e-05
p1_class_SS,p1_class,7.311025170356337e-05
p4_previous_class_L1,p4_previous_class,7.21215991834444e-05
p7_prefecture_岩 手,p7_prefecture,6.992615246179106e-05
p5_prefecture_香 川,p5_prefecture,6.979542976766994e-05
p6_prefecture___MISSING__,p6_prefecture,6.968588383860898e-05
p2_prefecture_山 梨,p2_prefecture,6.955574684102326e-05
p1_prefecture_香 川,p1_prefecture,6.82927366496574e-05
p1_prefecture_奈 良,p1_prefecture,6.805752673147892e-05
p5_prefecture_北海道,p5_prefecture,6.745463423836222e-05
p9_previous_class_SS,p9_previous_class,6.701678439323705e-05
p8_prefecture_埼 玉,p8_prefecture,6.692484447723913e-05
p6_prefecture_富 山,p6_prefecture,6.487453299629853e-05
p1_prefecture_高 知,p1_prefecture,6.365223251743718e-05
p7_prefecture_京 都,p7_prefecture,6.361836708024097e-05
p8_prefecture_熊 本,p8_prefecture,6.235572800786666e-05
p4_prefecture_長 崎,p4_prefecture,6.194372456348114e-05
p9_prefecture_栃 木,p9_prefecture,6.19127472517906e-05
p2_prefecture_奈 良,p2_prefecture,6.091918305619285e-05
p3_prefecture_香 川,p3_prefecture,6.0460098954155146e-05
p1_prefecture_岩 手,p1_prefecture,5.715088056432191e-05
p1_prefecture_福 井,p1_prefecture,5.589317473124106e-05
p1_previous_class_SS,p1_previous_class,5.570900364710937e-05
p7_prefecture_長 崎,p7_prefecture,5.52220291577594e-05
p3_prefecture_石 川,p3_prefecture,5.361960469162896e-05
p8_prefecture_栃 木,p8_prefecture,5.2817940386283864e-05
p4_prefecture_香 川,p4_prefecture,5.279137043725017e-05
p8_prefecture_佐 賀,p8_prefecture,5.2539883467361415e-05
p9_class_SS,p9_class,5.202608690684005e-05
p3_prefecture_山 口,p3_prefecture,5.1809043385538805e-05
p7_prefecture_徳 島,p7_prefecture,4.969733387719109e-05
p3_prefecture_大 分,p3_prefecture,4.882802282790003e-05
p2_prefecture_山 口,p2_prefecture,4.861094526159901e-05
p4_prefecture_山 口,p4_prefecture,4.826604559000948e-05
p1_prefecture_石 川,p1_prefecture,4.742638368318316e-05
p2_prefecture_福 井,p2_prefecture,4.722763170261673e-05
p8_prefecture_愛 媛,p8_prefecture,4.682423513040793e-05
p1_prefecture_佐 賀,p1_prefecture,4.622371313434718e-05
p6_prefecture_奈 良,p6_prefecture,4.575306682680166e-05
p6_prefecture_大 分,p6_prefecture,4.5745616235155714e-05
p6_prefecture_山 口,p6_prefecture,4.519063606198564e-05
p7_previous_class_SS,p7_previous_class,4.476041339450273e-05
p8_prefecture_岡 山,p8_prefecture,4.4696123279008956e-05
p6_prefecture_京 都,p6_prefecture,4.4495817225146516e-05
p8_prefecture_東 京,p8_prefecture,4.4055375239064326e-05
p3_prefecture_沖 縄,p3_prefecture,4.376808996198525e-05
p9_prefecture_岡 山,p9_prefecture,4.336690185415183e-05
p2_prefecture_北海道,p2_prefecture,4.217307135453279e-05
p2_prefecture_長 崎,p2_prefecture,4.181984634001795e-05
p8_prefecture_和歌山,p8_prefecture,4.118320265780793e-05
p8_prefecture_大 阪,p8_prefecture,4.1048025360662515e-05
p7_prefecture_佐 賀,p7_prefecture,3.9883303480805025e-05
p9_prefecture_愛 知,p9_prefecture,3.860754619430017e-05
p7_prefecture_石 川,p7_prefecture,3.852250777222125e-05
p8_prefecture_愛 知,p8_prefecture,3.808790714753181e-05
p4_prefecture_北海道,p4_prefecture,3.7495488707367556e-05
p7_prefecture_長 野,p7_prefecture,3.735246479459491e-05
p3_class_SS,p3_class,3.7187339179780204e-05
p7_prefecture_山 梨,p7_prefecture,3.695896566453331e-05
p7_prefecture_山 口,p7_prefecture,3.5968796193879475e-05
p8_prefecture_静 岡,p8_prefecture,3.561601821452859e-05
p6_prefecture_長 野,p6_prefecture,3.5590900147049275e-05
p9_prefecture_和歌山,p9_prefecture,3.5207455867308146e-05
p2_prefecture_高 知,p2_prefecture,3.427041338927311e-05
p5_prefecture_秋 田,p5_prefecture,3.324201446308788e-05
p2_prefecture_岩 手,p2_prefecture,3.292326174805601e-05
p9_prefecture_群 馬,p9_prefecture,3.255189322081703e-05
p3_prefecture_京 都,p3_prefecture,3.2351940531832743e-05
p1_prefecture_新 潟,p1_prefecture,3.080230625199994e-05
p9_prefecture_福 岡,p9_prefecture,2.9728539396859552e-05
p3_prefecture_山 梨,p3_prefecture,2.9027668969612237e-05
p8_prefecture_広 島,p8_prefecture,2.8423777128105603e-05
p8_prefecture_徳 島,p8_prefecture,2.835077153699494e-05
p2_previous_class___MISSING__,p2_previous_class,2.80051094521523e-05
p8_prefecture_千 葉,p8_prefecture,2.7344379527311662e-05
p4_prefecture_富 山,p4_prefecture,2.632613041129207e-05
p7_prefecture_沖 縄,p7_prefecture,2.6058573110138028e-05
p7_prefecture_和歌山,p7_prefecture,2.543677237137494e-05
p4_previous_class___MISSING__,p4_previous_class,2.525605411241781e-05
p2_prefecture_富 山,p2_prefecture,2.425833234834189e-05
p9_prefecture_大 分,p9_prefecture,2.385699188942516e-05
p4_prefecture_秋 田,p4_prefecture,2.3524781918163403e-05
p6_prefecture_山 梨,p6_prefecture,2.2919083317176768e-05
p3_previous_class___MISSING__,p3_previous_class,2.2766063146413214e-05
p2_prefecture_長 野,p2_prefecture,2.1997810386444225e-05
p9_prefecture_佐 賀,p9_prefecture,2.063313430922996e-05
p5_prefecture_石 川,p5_prefecture,2.0238193704312642e-05
p1_prefecture_山 梨,p1_prefecture,1.9706057618370714e-05
p3_prefecture_宮 崎,p3_prefecture,1.9285457263955293e-05
p5_previous_class___MISSING__,p5_previous_class,1.8965807582604125e-05
p9_prefecture_広 島,p9_prefecture,1.8925866100996822e-05
p9_prefecture_大 阪,p9_prefecture,1.8868855835984926e-05
p8_prefecture_福 岡,p8_prefecture,1.8452214480066674e-05
p9_previous_class_A2,p9_previous_class,1.823758334099153e-05
p7_prefecture_香 川,p7_prefecture,1.8192688358429252e-05
p2_prefecture_鹿児島,p2_prefecture,1.7215653815480983e-05
p3_prefecture_秋 田,p3_prefecture,1.5937025312250726e-05
p2_prefecture_宮 崎,p2_prefecture,1.5739772788847847e-05
p3_prefecture_滋 賀,p3_prefecture,1.560335747690097e-05
p8_prefecture_神奈川,p8_prefecture,1.552506468326731e-05
p1_prefecture_秋 田,p1_prefecture,1.4934050433476561e-05
p4_prefecture_鹿児島,p4_prefecture,1.4890326686056463e-05
p3_previous_class_SS,p3_previous_class,1.4592682535221175e-05
p8_prefecture_石 川,p8_prefecture,1.3521313363422198e-05
p5_prefecture_山 梨,p5_prefecture,1.3254337197690951e-05
p5_prefecture_富 山,p5_prefecture,1.3150847763551657e-05
p6_prefecture_秋 田,p6_prefecture,1.22399607832694e-05
p5_prefecture_岩 手,p5_prefecture,1.2026251683293802e-05
p4_prefecture_高 知,p4_prefecture,1.1910381755674811e-05
p7_prefecture_滋 賀,p7_prefecture,1.1796410480875614e-05
p8_prefecture_山 梨,p8_prefecture,1.1714929046861067e-05
p9_prefecture_埼 玉,p9_prefecture,1.1684849408374375e-05
p9_prefecture_香 川,p9_prefecture,1.1633210443095533e-05
p9_prefecture_福 井,p9_prefecture,1.0751036319380103e-05
p4_prefecture_沖 縄,p4_prefecture,1.0580913853140102e-05
p8_prefecture_京 都,p8_prefecture,1.0538764277706412e-05
p5_prefecture_長 野,p5_prefecture,1.046522616410214e-05
p2_prefecture_滋 賀,p2_prefecture,1.0410608381499276e-05
p5_prefecture_滋 賀,p5_prefecture,1.0230008449892557e-05
p9_prefecture_千 葉,p9_prefecture,1.0114123487477302e-05
p8_prefecture_長 崎,p8_prefecture,9.891374234944985e-06
p3_prefecture_長 崎,p3_prefecture,9.735149644049187e-06
p3_prefecture_長 野,p3_prefecture,9.406786586066729e-06
p7_class_SS,p7_class,8.731146291995316e-06
p9_prefecture_三 重,p9_prefecture,8.130630466032745e-06
p8_prefecture_奈 良,p8_prefecture,7.249865343328027e-06
p2_prefecture_新 潟,p2_prefecture,7.033730831374179e-06
p8_prefecture_宮 城,p8_prefecture,6.513802644026464e-06
p9_prefecture_長 崎,p9_prefecture,6.475688547965666e-06
p8_prefecture_茨 城,p8_prefecture,6.4255349913286896e-06
p8_prefecture_香 川,p8_prefecture,5.976067859613099e-06
p3_prefecture_岩 手,p3_prefecture,5.831964561920793e-06
p1_prefecture_滋 賀,p1_prefecture,5.132800401643025e-06
p7_prefecture_鹿児島,p7_prefecture,5.073817554192532e-06
p5_prefecture_宮 崎,p5_prefecture,4.82981905503516e-06
p9_prefecture_青 森,p9_prefecture,4.817850747199241e-06
p9_prefecture_岐 阜,p9_prefecture,4.6923152094202134e-06
p2_class_SS,p2_class,4.39842996437447e-06
p2_previous_class_SS,p2_previous_class,3.175720820822134e-06
p9_prefecture_愛 媛,p9_prefecture,2.121269154194217e-06
p9_prefecture_東 京,p9_prefecture,1.4373459972865532e-06
p9_prefecture_奈 良,p9_prefecture,1.4340207447407047e-06
p9_prefecture_岩 手,p9_prefecture,1.203706123343773e-06
p9_prefecture_京 都,p9_prefecture,1.1576857635262335e-06
p8_prefecture_青 森,p8_prefecture,1.0379306558081876e-06
p9_prefecture_徳 島,p9_prefecture,8.02855113320864e-07
p1_previous_class___MISSING__,p1_previous_class,4.3978865496334077e-07
p1_prefecture_長 野,p1_prefecture,0.0
p1_prefecture_鹿児島,p1_prefecture,0.0
p2_prefecture_フラン,p2_prefecture,0.0
p2_prefecture_和歌山,p2_prefecture,0.0
p3_prefecture_イギリ,p3_prefecture,0.0
p3_prefecture_オラン,p3_prefecture,0.0
p3_prefecture_ニュー,p3_prefecture,0.0
p3_prefecture_フラン,p3_prefecture,0.0
p3_prefecture_山 形,p3_prefecture,0.0
p3_prefecture_鹿児島,p3_prefecture,0.0
p4_prefecture_イギリ,p4_prefecture,0.0
p4_prefecture_オラン,p4_prefecture,0.0
p4_prefecture_ニュー,p4_prefecture,0.0
p4_prefecture_滋 賀,p4_prefecture,0.0
p5_prefecture_イギリ,p5_prefecture,0.0
p5_prefecture_オラン,p5_prefecture,0.0
p5_prefecture_ニュー,p5_prefecture,0.0
p5_prefecture_フラン,p5_prefecture,0.0
p5_prefecture_山 形,p5_prefecture,0.0
p6_prefecture_オラン,p6_prefecture,0.0
p6_prefecture_滋 賀,p6_prefecture,0.0
p7_prefecture_宮 崎,p7_prefecture,0.0
p7_prefecture_山 形,p7_prefecture,0.0
p8_prefecture_三 重,p8_prefecture,0.0
p8_prefecture_兵 庫,p8_prefecture,0.0
p8_prefecture_北海道,p8_prefecture,0.0
p8_prefecture_大 分,p8_prefecture,0.0
p8_prefecture_宮 崎,p8_prefecture,0.0
p8_prefecture_富 山,p8_prefecture,0.0
p8_prefecture_岐 阜,p8_prefecture,0.0
p8_prefecture_福 井,p8_prefecture,0.0
p8_prefecture_秋 田,p8_prefecture,0.0
p8_prefecture_群 馬,p8_prefecture,0.0
p8_prefecture_長 野,p8_prefecture,0.0
p8_previous_class_A2,p8_previous_class,0.0
p8_class_A1,p8_class,0.0
p9_prefecture_兵 庫,p9_prefecture,0.0
p9_prefecture_北海道,p9_prefecture,0.0
p9_prefecture_山 口,p9_prefecture,0.0
p9_prefecture_山 梨,p9_prefecture,0.0
p9_prefecture_滋 賀,p9_prefecture,0.0
p9_prefecture_熊 本,p9_prefecture,0.0
p9_prefecture_秋 田,p9_prefecture,0.0
p9_prefecture_長 野,p9_prefecture,0.0
p9_prefecture_静 岡,p9_prefecture,0.0
p9_prefecture_鹿児島,p9_prefecture,0.0
p9_class_A1,p9_class,0.0
