transformed_feature,original_feature,coefficient,absolute_coefficient,direction
p5_start_count,p5_start_count,-0.04862656005156196,0.04862656005156196,LOW_RISK
p7_home_count,p7_home_count,0.04812082999515242,0.04812082999515242,HIGH_RISK
p8_makuri_count,p8_makuri_count,0.045937664429073016,0.045937664429073016,HIGH_RISK
p7_prefecture_宮 崎,p7_prefecture,-0.045386469059567724,0.045386469059567724,LOW_RISK
p1_age,p1_age,0.04524895023069848,0.04524895023069848,HIGH_RISK
p3_recent_finish_3,p3_recent_finish_3,-0.04467260975115793,0.04467260975115793,LOW_RISK
p8_start_count,p8_start_count,0.04446642566097086,0.04446642566097086,HIGH_RISK
p1_class_A1,p1_class,0.04292089060733986,0.04292089060733986,HIGH_RISK
p4_prefecture_兵 庫,p4_prefecture,0.04200852633980053,0.04200852633980053,HIGH_RISK
p6_prefecture___MISSING__,p6_prefecture,-0.04154201386517212,0.04154201386517212,LOW_RISK
p6_class___MISSING__,p6_class,-0.04154201386517212,0.04154201386517212,LOW_RISK
p6_riding_style___MISSING__,p6_riding_style,-0.04154201386517212,0.04154201386517212,LOW_RISK
p4_graduation_term,p4_graduation_term,-0.04139871119705611,0.04139871119705611,LOW_RISK
p1_recent_finish_2,p1_recent_finish_2,0.04133037570722508,0.04133037570722508,HIGH_RISK
p6_recent_finish_3,p6_recent_finish_3,-0.04122391993562226,0.04122391993562226,LOW_RISK
p3_riding_style_追,p3_riding_style,-0.04004241440920358,0.04004241440920358,LOW_RISK
p2_age,p2_age,0.03989060386621688,0.03989060386621688,HIGH_RISK
p5_sashi_count,p5_sashi_count,-0.038911149327424066,0.038911149327424066,LOW_RISK
p5_graduation_term,p5_graduation_term,0.03865662642393399,0.03865662642393399,HIGH_RISK
p5_prefecture_フラン,p5_prefecture,-0.03860587594714795,0.03860587594714795,LOW_RISK
p2_prefecture_沖 縄,p2_prefecture,-0.03762580562408223,0.03762580562408223,LOW_RISK
p3_prefecture_佐 賀,p3_prefecture,0.0372538566926693,0.0372538566926693,HIGH_RISK
p4_sashi_count,p4_sashi_count,-0.03686908528136932,0.03686908528136932,LOW_RISK
p4_race_score,p4_race_score,-0.03591945358930692,0.03591945358930692,LOW_RISK
p7_race_score,p7_race_score,-0.034975256503884264,0.034975256503884264,LOW_RISK
p1_prefecture_青 森,p1_prefecture,-0.03478956410756501,0.03478956410756501,LOW_RISK
p3_recent_finish_2,p3_recent_finish_2,0.03475978490965618,0.03475978490965618,HIGH_RISK
p4_mark_count,p4_mark_count,-0.033390526431687426,0.033390526431687426,LOW_RISK
p4_home_count,p4_home_count,-0.033231732646214526,0.033231732646214526,LOW_RISK
p4_prefecture_埼 玉,p4_prefecture,0.03204987429287799,0.03204987429287799,HIGH_RISK
p7_recent_finish_2,p7_recent_finish_2,-0.030664012116224396,0.030664012116224396,LOW_RISK
p1_prefecture_群 馬,p1_prefecture,-0.03028192935945663,0.03028192935945663,LOW_RISK
p3_graduation_term,p3_graduation_term,-0.02978904905331763,0.02978904905331763,LOW_RISK
p4_start_count,p4_start_count,0.029112618702977395,0.029112618702977395,HIGH_RISK
p4_recent_finish_2,p4_recent_finish_2,0.02824630802823668,0.02824630802823668,HIGH_RISK
p2_top2_rate,p2_top2_rate,-0.028193044374353736,0.028193044374353736,LOW_RISK
p2_prefecture_フラン,p2_prefecture,-0.02818660738350877,0.02818660738350877,LOW_RISK
p5_recent_finish_1,p5_recent_finish_1,-0.02803195170682105,0.02803195170682105,LOW_RISK
p3_race_score,p3_race_score,-0.027940790554543682,0.027940790554543682,LOW_RISK
p2_recent_finish_1,p2_recent_finish_1,0.027823114681508172,0.027823114681508172,HIGH_RISK
p7_graduation_term,p7_graduation_term,0.027639600222004304,0.027639600222004304,HIGH_RISK
p3_previous_class_L1,p3_previous_class,0.027409950130835792,0.027409950130835792,HIGH_RISK
p3_start_count,p3_start_count,0.02718686948483371,0.02718686948483371,HIGH_RISK
p2_race_score,p2_race_score,0.026933031618223607,0.026933031618223607,HIGH_RISK
p3_prefecture_山 形,p3_prefecture,-0.02678520857556156,0.02678520857556156,LOW_RISK
p7_top2_rate,p7_top2_rate,0.026347390392586024,0.026347390392586024,HIGH_RISK
p7_riding_style_追,p7_riding_style,0.025700079772106612,0.025700079772106612,HIGH_RISK
p2_home_count,p2_home_count,0.02500300170023276,0.02500300170023276,HIGH_RISK
p4_makuri_count,p4_makuri_count,-0.024922516838754842,0.024922516838754842,LOW_RISK
p2_start_count,p2_start_count,-0.024119415754736268,0.024119415754736268,LOW_RISK
p6_age,p6_age,0.024108686338116227,0.024108686338116227,HIGH_RISK
p3_prefecture_フラン,p3_prefecture,-0.024023512498176504,0.024023512498176504,LOW_RISK
p3_prefecture_岩 手,p3_prefecture,0.023721098013644904,0.023721098013644904,HIGH_RISK
p3_class_A2,p3_class,0.02355688349269878,0.02355688349269878,HIGH_RISK
p4_top3_rate,p4_top3_rate,0.022866466300816075,0.022866466300816075,HIGH_RISK
p8_prefecture_宮 城,p8_prefecture,0.022746355533963897,0.022746355533963897,HIGH_RISK
p5_mark_count,p5_mark_count,-0.02274469893949267,0.02274469893949267,LOW_RISK
p2_previous_class___MISSING__,p2_previous_class,0.02272238189870413,0.02272238189870413,HIGH_RISK
p5_top2_rate,p5_top2_rate,0.022455881730000165,0.022455881730000165,HIGH_RISK
p9_prefecture_岩 手,p9_prefecture,-0.02202078937753969,0.02202078937753969,LOW_RISK
p5_riding_style_追,p5_riding_style,0.021347299598722586,0.021347299598722586,HIGH_RISK
p7_prefecture_岐 阜,p7_prefecture,0.020107768373314037,0.020107768373314037,HIGH_RISK
p9_prefecture_静 岡,p9_prefecture,-0.02005345052802987,0.02005345052802987,LOW_RISK
p2_prefecture_富 山,p2_prefecture,-0.01955549943412405,0.01955549943412405,LOW_RISK
p6_mark_count,p6_mark_count,0.019101173235442012,0.019101173235442012,HIGH_RISK
p1_graduation_term,p1_graduation_term,0.01905581430686451,0.01905581430686451,HIGH_RISK
p5_prefecture_山 形,p5_prefecture,-0.018443327228504287,0.018443327228504287,LOW_RISK
p7_makuri_count,p7_makuri_count,0.017530691131470207,0.017530691131470207,HIGH_RISK
p4_class_A2,p4_class,-0.01731172327972084,0.01731172327972084,LOW_RISK
p1_prefecture_宮 崎,p1_prefecture,0.017114947270086188,0.017114947270086188,HIGH_RISK
p7_start_count,p7_start_count,0.01643966377786107,0.01643966377786107,HIGH_RISK
p2_back_count,p2_back_count,-0.01630580767538789,0.01630580767538789,LOW_RISK
p2_prefecture_埼 玉,p2_prefecture,0.01615629727888234,0.01615629727888234,HIGH_RISK
p1_top2_rate,p1_top2_rate,-0.01602949052360466,0.01602949052360466,LOW_RISK
p9_recent_finish_1,p9_recent_finish_1,-0.01582579935118181,0.01582579935118181,LOW_RISK
p6_prefecture_奈 良,p6_prefecture,-0.015777305220840757,0.015777305220840757,LOW_RISK
p5_home_count,p5_home_count,-0.015584642395678678,0.015584642395678678,LOW_RISK
p5_makuri_count,p5_makuri_count,-0.015517943329349013,0.015517943329349013,LOW_RISK
p2_nige_count,p2_nige_count,0.015515533766381179,0.015515533766381179,HIGH_RISK
p8_prefecture_群 馬,p8_prefecture,-0.015460349320915872,0.015460349320915872,LOW_RISK
p2_top3_rate,p2_top3_rate,0.015227557125711848,0.015227557125711848,HIGH_RISK
p7_prefecture_徳 島,p7_prefecture,0.014647074869532007,0.014647074869532007,HIGH_RISK
p1_win_rate,p1_win_rate,0.013959198247493625,0.013959198247493625,HIGH_RISK
p8_previous_class_S2,p8_previous_class,-0.013041034112636156,0.013041034112636156,LOW_RISK
p4_top2_rate,p4_top2_rate,0.012741658086002942,0.012741658086002942,HIGH_RISK
p1_mark_count,p1_mark_count,0.012256693101306426,0.012256693101306426,HIGH_RISK
p2_graduation_term,p2_graduation_term,0.012069048565214568,0.012069048565214568,HIGH_RISK
p6_prefecture_岐 阜,p6_prefecture,0.011353612091311893,0.011353612091311893,HIGH_RISK
p6_win_rate,p6_win_rate,0.011342147243854711,0.011342147243854711,HIGH_RISK
p7_back_count,p7_back_count,-0.01117198790594774,0.01117198790594774,LOW_RISK
p6_graduation_term,p6_graduation_term,0.010884321716370009,0.010884321716370009,HIGH_RISK
p7_top3_rate,p7_top3_rate,0.010757616066812945,0.010757616066812945,HIGH_RISK
p9_recent_finish_2,p9_recent_finish_2,-0.010736832170209001,0.010736832170209001,LOW_RISK
p9_prefecture_愛 媛,p9_prefecture,0.010453257888957611,0.010453257888957611,HIGH_RISK
p6_top3_rate,p6_top3_rate,-0.0102223391874062,0.0102223391874062,LOW_RISK
p3_mark_count,p3_mark_count,0.009999006817407353,0.009999006817407353,HIGH_RISK
p2_recent_finish_2,p2_recent_finish_2,0.009340855382795967,0.009340855382795967,HIGH_RISK
p6_race_score,p6_race_score,0.009291457224707133,0.009291457224707133,HIGH_RISK
p1_prefecture_栃 木,p1_prefecture,0.009088834200353186,0.009088834200353186,HIGH_RISK
p2_win_rate,p2_win_rate,0.008290337626967693,0.008290337626967693,HIGH_RISK
p6_prefecture_高 知,p6_prefecture,0.0077324259058605535,0.0077324259058605535,HIGH_RISK
p8_recent_finish_1,p8_recent_finish_1,0.007426621084910871,0.007426621084910871,HIGH_RISK
p5_top3_rate,p5_top3_rate,-0.0071245042307078125,0.0071245042307078125,LOW_RISK
p8_previous_class_A2,p8_previous_class,0.0070018705012223036,0.0070018705012223036,HIGH_RISK
p1_nige_count,p1_nige_count,0.00694785526650892,0.00694785526650892,HIGH_RISK
p7_prefecture_宮 城,p7_prefecture,-0.006942478010380119,0.006942478010380119,LOW_RISK
p3_prefecture_沖 縄,p3_prefecture,-0.006923485001695406,0.006923485001695406,LOW_RISK
p3_top2_rate,p3_top2_rate,0.006238996663057512,0.006238996663057512,HIGH_RISK
p1_start_count,p1_start_count,0.005755328362591828,0.005755328362591828,HIGH_RISK
p4_win_rate,p4_win_rate,-0.005081632430592457,0.005081632430592457,LOW_RISK
p6_start_count,p6_start_count,0.004715221728239056,0.004715221728239056,HIGH_RISK
p7_prefecture_埼 玉,p7_prefecture,0.0033213777883645025,0.0033213777883645025,HIGH_RISK
p6_makuri_count,p6_makuri_count,0.0030834813566520338,0.0030834813566520338,HIGH_RISK
p5_race_score,p5_race_score,0.0028325025174400107,0.0028325025174400107,HIGH_RISK
p3_makuri_count,p3_makuri_count,0.002654978587068043,0.002654978587068043,HIGH_RISK
p7_win_rate,p7_win_rate,-0.002605726885609495,0.002605726885609495,LOW_RISK
p3_top3_rate,p3_top3_rate,-0.002375010014589129,0.002375010014589129,LOW_RISK
p6_top2_rate,p6_top2_rate,0.002182098846955211,0.002182098846955211,HIGH_RISK
p5_prefecture_神奈川,p5_prefecture,0.00216726213275307,0.00216726213275307,HIGH_RISK
p3_class_S1,p3_class,-0.001912442540776079,0.001912442540776079,LOW_RISK
p9_previous_class_S1,p9_previous_class,0.001737259197665693,0.001737259197665693,HIGH_RISK
p5_win_rate,p5_win_rate,0.001455060036502046,0.001455060036502046,HIGH_RISK
p3_win_rate,p3_win_rate,-0.0014311738921728792,0.0014311738921728792,LOW_RISK
p1_top3_rate,p1_top3_rate,0.0005395323014592621,0.0005395323014592621,HIGH_RISK
p6_previous_class_L1,p6_previous_class,-0.00046643193653935443,0.00046643193653935443,LOW_RISK
p3_previous_class_A2,p3_previous_class,-4.2479326631359436e-05,4.2479326631359436e-05,LOW_RISK
