race_key,date,jo_code,jo_name,race_no,1-2-3,1-2-4,1-2-5,1-2-6,1-2-7,1-2-8,1-2-9,1-3-2,1-3-4,1-3-5,1-3-6,1-3-7,1-3-8,1-3-9,1-4-2,1-4-3,1-4-5,1-4-6,1-4-7,1-4-8,1-4-9,1-5-2,1-5-3,1-5-4,1-5-6,1-5-7,1-5-8,1-5-9,1-6-2,1-6-3,1-6-4,1-6-5,1-6-7,1-6-8,1-6-9,1-7-2,1-7-3,1-7-4,1-7-5,1-7-6,1-7-8,1-7-9,1-8-2,1-8-3,1-8-4,1-8-5,1-8-6,1-8-7,1-8-9,1-9-2,1-9-3,1-9-4,1-9-5,1-9-6,1-9-7,1-9-8,2-1-3,2-1-4,2-1-5,2-1-6,2-1-7,2-1-8,2-1-9,2-3-1,2-3-4,2-3-5,2-3-6,2-3-7,2-3-8,2-3-9,2-4-1,2-4-3,2-4-5,2-4-6,2-4-7,2-4-8,2-4-9,2-5-1,2-5-3,2-5-4,2-5-6,2-5-7,2-5-8,2-5-9,2-6-1,2-6-3,2-6-4,2-6-5,2-6-7,2-6-8,2-6-9,2-7-1,2-7-3,2-7-4,2-7-5,2-7-6,2-7-8,2-7-9,2-8-1,2-8-3,2-8-4,2-8-5,2-8-6,2-8-7,2-8-9,2-9-1,2-9-3,2-9-4,2-9-5,2-9-6,2-9-7,2-9-8,3-1-2,3-1-4,3-1-5,3-1-6,3-1-7,3-1-8,3-1-9,3-2-1,3-2-4,3-2-5,3-2-6,3-2-7,3-2-8,3-2-9,3-4-1,3-4-2,3-4-5,3-4-6,3-4-7,3-4-8,3-4-9,3-5-1,3-5-2,3-5-4,3-5-6,3-5-7,3-5-8,3-5-9,3-6-1,3-6-2,3-6-4,3-6-5,3-6-7,3-6-8,3-6-9,3-7-1,3-7-2,3-7-4,3-7-5,3-7-6,3-7-8,3-7-9,3-8-1,3-8-2,3-8-4,3-8-5,3-8-6,3-8-7,3-8-9,3-9-1,3-9-2,3-9-4,3-9-5,3-9-6,3-9-7,3-9-8,4-1-2,4-1-3,4-1-5,4-1-6,4-1-7,4-1-8,4-1-9,4-2-1,4-2-3,4-2-5,4-2-6,4-2-7,4-2-8,4-2-9,4-3-1,4-3-2,4-3-5,4-3-6,4-3-7,4-3-8,4-3-9,4-5-1,4-5-2,4-5-3,4-5-6,4-5-7,4-5-8,4-5-9,4-6-1,4-6-2,4-6-3,4-6-5,4-6-7,4-6-8,4-6-9,4-7-1,4-7-2,4-7-3,4-7-5,4-7-6,4-7-8,4-7-9,4-8-1,4-8-2,4-8-3,4-8-5,4-8-6,4-8-7,4-8-9,4-9-1,4-9-2,4-9-3,4-9-5,4-9-6,4-9-7,4-9-8,5-1-2,5-1-3,5-1-4,5-1-6,5-1-7,5-1-8,5-1-9,5-2-1,5-2-3,5-2-4,5-2-6,5-2-7,5-2-8,5-2-9,5-3-1,5-3-2,5-3-4,5-3-6,5-3-7,5-3-8,5-3-9,5-4-1,5-4-2,5-4-3,5-4-6,5-4-7,5-4-8,5-4-9,5-6-1,5-6-2,5-6-3,5-6-4,5-6-7,5-6-8,5-6-9,5-7-1,5-7-2,5-7-3,5-7-4,5-7-6,5-7-8,5-7-9,5-8-1,5-8-2,5-8-3,5-8-4,5-8-6,5-8-7,5-8-9,5-9-1,5-9-2,5-9-3,5-9-4,5-9-6,5-9-7,5-9-8,6-1-2,6-1-3,6-1-4,6-1-5,6-1-7,6-1-8,6-1-9,6-2-1,6-2-3,6-2-4,6-2-5,6-2-7,6-2-8,6-2-9,6-3-1,6-3-2,6-3-4,6-3-5,6-3-7,6-3-8,6-3-9,6-4-1,6-4-2,6-4-3,6-4-5,6-4-7,6-4-8,6-4-9,6-5-1,6-5-2,6-5-3,6-5-4,6-5-7,6-5-8,6-5-9,6-7-1,6-7-2,6-7-3,6-7-4,6-7-5,6-7-8,6-7-9,6-8-1,6-8-2,6-8-3,6-8-4,6-8-5,6-8-7,6-8-9,6-9-1,6-9-2,6-9-3,6-9-4,6-9-5,6-9-7,6-9-8,7-1-2,7-1-3,7-1-4,7-1-5,7-1-6,7-1-8,7-1-9,7-2-1,7-2-3,7-2-4,7-2-5,7-2-6,7-2-8,7-2-9,7-3-1,7-3-2,7-3-4,7-3-5,7-3-6,7-3-8,7-3-9,7-4-1,7-4-2,7-4-3,7-4-5,7-4-6,7-4-8,7-4-9,7-5-1,7-5-2,7-5-3,7-5-4,7-5-6,7-5-8,7-5-9,7-6-1,7-6-2,7-6-3,7-6-4,7-6-5,7-6-8,7-6-9,7-8-1,7-8-2,7-8-3,7-8-4,7-8-5,7-8-6,7-8-9,7-9-1,7-9-2,7-9-3,7-9-4,7-9-5,7-9-6,7-9-8,8-1-2,8-1-3,8-1-4,8-1-5,8-1-6,8-1-7,8-1-9,8-2-1,8-2-3,8-2-4,8-2-5,8-2-6,8-2-7,8-2-9,8-3-1,8-3-2,8-3-4,8-3-5,8-3-6,8-3-7,8-3-9,8-4-1,8-4-2,8-4-3,8-4-5,8-4-6,8-4-7,8-4-9,8-5-1,8-5-2,8-5-3,8-5-4,8-5-6,8-5-7,8-5-9,8-6-1,8-6-2,8-6-3,8-6-4,8-6-5,8-6-7,8-6-9,8-7-1,8-7-2,8-7-3,8-7-4,8-7-5,8-7-6,8-7-9,8-9-1,8-9-2,8-9-3,8-9-4,8-9-5,8-9-6,8-9-7,9-1-2,9-1-3,9-1-4,9-1-5,9-1-6,9-1-7,9-1-8,9-2-1,9-2-3,9-2-4,9-2-5,9-2-6,9-2-7,9-2-8,9-3-1,9-3-2,9-3-4,9-3-5,9-3-6,9-3-7,9-3-8,9-4-1,9-4-2,9-4-3,9-4-5,9-4-6,9-4-7,9-4-8,9-5-1,9-5-2,9-5-3,9-5-4,9-5-6,9-5-7,9-5-8,9-6-1,9-6-2,9-6-3,9-6-4,9-6-5,9-6-7,9-6-8,9-7-1,9-7-2,9-7-3,9-7-4,9-7-5,9-7-6,9-7-8,9-8-1,9-8-2,9-8-3,9-8-4,9-8-5,9-8-6,9-8-7
20260917_いわき平_1R,20260917,13,いわき平,1,1381.7,1829.9,1381.7,3224.1,2943.8,,,573.7,275.2,94.3,778.2,744.0,,,1651.4,568.9,588.7,2115.8,1692.6,,,1025.8,146.8,448.3,953.6,1574.5,,,3563.5,1381.7,2821.1,1991.4,5208.2,,,1410.5,3563.5,3077.6,2418.1,6155.2,,,,,,,,,,,,,,,,,1612.0,1880.7,1504.6,3982.8,2604.1,,,663.8,778.2,428.5,2821.1,2334.7,,,1471.9,890.8,599.1,1736.0,1504.6,,,599.1,362.0,509.0,1781.7,1209.0,,,8463.4,7523.0,7523.0,7523.0,4513.8,,,2821.1,2418.1,2418.1,2115.8,4513.8,,,,,,,,,,,,,,,,,168.4,98.1,23.5,242.6,403.0,,,289.3,380.3,181.0,1354.1,1277.5,,,116.5,232.6,46.0,448.3,439.6,,,4.0,35.9,16.1,93.1,118.3,,,728.0,3077.6,1692.6,403.0,3982.8,,,769.4,1651.4,1167.3,434.0,2256.9,,,,,,,,,,,,,,,,,1128.4,391.3,448.3,1354.1,1327.6,,,940.3,728.0,431.2,2051.7,1327.6,,,207.0,512.9,85.4,1092.0,778.2,,,243.5,310.5,113.2,690.8,564.2,,,3761.5,5208.2,2418.1,2115.8,4231.7,,,1574.5,1128.4,1880.7,953.6,1934.5,,,,,,,,,,,,,,,,,179.1,32.9,84.0,256.4,356.3,,,63.5,92.2,43.3,460.5,325.5,,,2.7,21.4,14.6,101.0,99.4,,,39.8,33.2,40.4,317.8,221.2,,,981.2,1410.5,460.5,1128.4,1538.8,,,632.7,487.1,405.4,512.9,1128.4,,,,,,,,,,,,,,,,,6770.7,2943.8,3761.5,3761.5,7523.0,,,7523.0,7523.0,6155.2,4836.2,5208.2,,,1253.8,6770.7,3224.1,1327.6,6155.2,,,5642.3,6770.7,3761.5,2708.3,4231.7,,,2821.1,5208.2,1209.0,2115.8,5208.2,,,7523.0,8463.4,8463.4,5642.3,6770.7,,,,,,,,,,,,,,,,,3563.5,3761.5,3077.6,3761.5,4836.2,,,3761.5,3077.6,2821.1,2507.6,3761.5,,,1187.8,3982.8,2708.3,995.7,3982.8,,,2604.1,2943.8,3077.6,2115.8,2604.1,,,2604.1,2334.7,815.7,1651.4,3385.3,,,3563.5,6155.2,4231.7,4231.7,4836.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260917_いわき平_2R,20260917,13,いわき平,2,379.4,233.6,204.5,346.5,80.2,,,690.4,493.6,377.8,1874.0,566.8,,,53.7,107.6,5.0,304.0,31.7,,,141.7,89.2,12.1,395.8,41.3,,,2135.5,1732.5,1224.3,1913.0,1530.4,,,20.4,106.6,45.9,28.4,234.8,,,,,,,,,,,,,,,,,2481.8,998.1,1611.0,1434.8,326.7,,,2962.1,3992.5,1505.3,1996.2,2086.9,,,758.9,1639.7,850.2,858.2,746.5,,,1350.4,1953.7,1434.8,1765.9,966.6,,,2623.6,3166.4,2186.3,2295.6,784.8,,,162.5,435.2,292.4,269.2,173.9,,,,,,,,,,,,,,,,,2962.1,1611.0,1224.3,4833.0,1457.5,,,3673.1,4591.3,3531.8,2481.8,2782.6,,,1556.4,3826.1,1009.0,3166.4,1996.2,,,1009.0,2962.1,987.3,3992.5,1370.5,,,7652.3,8347.9,8347.9,9999.9,4591.3,,,1669.5,2040.6,2481.8,1700.5,3992.5,,,,,,,,,,,,,,,,,67.1,106.2,7.5,566.8,42.4,,,226.1,1224.3,314.4,1275.3,409.9,,,336.3,1583.2,385.8,3279.5,670.2,,,15.3,192.1,81.5,771.6,84.0,,,3673.1,3673.1,6559.1,2239.7,3673.1,,,86.2,187.0,373.2,105.0,1177.2,,,,,,,,,,,,,,,,,337.6,128.7,29.1,998.1,129.1,,,812.6,784.8,765.2,1700.5,670.2,,,329.1,740.5,282.5,1457.5,493.6,,,18.9,214.0,87.6,805.5,112.3,,,3060.9,4173.9,3401.0,3166.4,2623.6,,,151.0,310.2,346.5,165.4,1119.8,,,,,,,,,,,,,,,,,5101.5,7063.6,3992.5,7063.6,4833.0,,,4173.9,5401.6,5401.6,5101.5,1583.2,,,6121.8,9999.9,4173.9,4591.3,5739.2,,,5401.6,9999.9,3279.5,1800.5,7652.3,,,5401.6,5401.6,2700.8,2623.6,7063.6,,,2782.6,2135.5,5739.2,7652.3,5739.2,,,,,,,,,,,,,,,,,41.1,221.8,61.3,55.4,435.2,,,44.6,93.9,65.1,64.9,58.3,,,504.5,530.7,812.6,812.6,1583.2,,,89.1,130.4,329.1,81.5,642.1,,,93.3,149.8,200.4,112.3,642.1,,,1275.3,842.4,1874.0,1996.2,2481.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260917_いわき平_3R,20260917,13,いわき平,3,351.7,108.8,166.1,415.5,108.1,,,636.6,1040.0,833.0,518.4,411.4,,,172.8,694.8,389.4,370.4,81.1,,,305.5,973.5,534.9,1278.2,266.6,,,940.7,672.4,558.1,1820.1,613.3,,,72.1,190.2,21.7,120.2,217.7,,,,,,,,,,,,,,,,,337.5,76.2,124.6,311.8,60.6,,,561.9,641.5,349.5,364.8,488.1,,,126.8,471.6,86.1,202.7,79.4,,,62.1,128.4,19.6,64.4,19.4,,,479.7,470.3,201.5,213.8,302.2,,,53.5,248.8,18.6,38.1,168.1,,,,,,,,,,,,,,,,,905.1,1170.9,1222.2,617.8,456.2,,,967.9,1213.4,824.8,654.0,920.0,,,1969.9,1350.3,1902.8,1407.1,915.0,,,1213.4,876.6,1657.9,1268.5,973.5,,,543.6,403.4,400.5,885.9,447.7,,,558.1,715.5,450.1,951.4,940.7,,,,,,,,,,,,,,,,,277.6,973.5,493.9,1027.2,94.4,,,299.0,1059.8,380.5,925.1,185.6,,,1781.3,2146.7,2426.8,2093.1,962.3,,,816.8,492.4,1657.9,1522.2,460.0,,,1993.4,1268.5,1744.2,1969.9,1027.2,,,53.4,103.5,317.7,159.6,431.5,,,,,,,,,,,,,,,,,428.2,1231.2,659.2,1625.7,393.9,,,175.1,227.8,82.5,226.2,73.0,,,890.6,677.9,1456.0,935.4,1053.1,,,793.5,382.3,1278.2,1278.2,445.3,,,2576.1,1014.8,1726.2,1431.1,1924.7,,,279.5,146.2,805.0,214.1,863.1,,,,,,,,,,,,,,,,,1146.9,1641.6,709.5,3100.9,1094.4,,,1053.1,764.6,370.4,624.8,789.8,,,979.2,376.2,341.0,979.2,876.6,,,812.8,534.9,841.4,1187.5,600.1,,,2745.0,1059.8,2392.1,967.9,2325.6,,,1495.0,805.0,1419.0,304.4,1947.0,,,,,,,,,,,,,,,,,23.6,105.8,7.8,54.3,195.3,,,36.1,211.6,25.8,50.9,228.7,,,274.5,424.9,265.3,513.6,608.9,,,9.6,16.5,88.9,31.5,85.7,,,126.1,109.8,382.3,93.2,501.3,,,604.5,434.9,935.4,195.1,895.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260917_いわき平_4R,20260917,13,いわき平,4,1505.6,1129.2,2304.5,1636.5,3702.4,,,1724.0,1402.7,1963.8,1724.0,4032.9,,,1402.7,1240.9,798.0,668.1,3226.3,,,2377.3,1998.6,1778.3,1851.2,3764.1,,,1590.4,1360.5,1096.3,1685.4,3764.1,,,3764.1,4343.2,4428.3,3474.5,4428.3,,,,,,,,,,,,,,,,,1152.2,757.8,1466.5,1050.4,2537.6,,,602.2,147.4,266.9,170.8,1411.5,,,320.3,92.2,113.3,63.0,723.8,,,714.7,335.0,231.8,282.3,1234.1,,,446.3,118.3,75.2,147.9,792.4,,,2721.0,2657.0,2281.2,2428.4,2454.8,,,,,,,,,,,,,,,,,1026.5,842.7,1003.7,948.9,2721.0,,,588.1,142.9,285.5,181.5,1234.1,,,236.9,89.0,66.0,51.6,658.4,,,487.7,230.4,109.6,111.8,969.3,,,356.7,114.7,62.1,80.9,821.2,,,3273.1,2566.4,2150.9,2034.6,2192.6,,,,,,,,,,,,,,,,,235.9,271.4,233.7,158.1,1050.4,,,120.8,60.6,57.3,26.8,299.1,,,134.9,55.6,32.3,24.8,320.3,,,142.5,57.1,42.5,29.9,281.2,,,77.8,22.8,20.6,21.2,237.9,,,1515.7,941.0,1188.6,1021.9,770.8,,,,,,,,,,,,,,,,,903.3,798.0,454.4,740.4,1821.3,,,564.6,218.4,182.7,179.6,965.1,,,360.2,155.9,88.5,80.8,786.9,,,178.8,82.0,49.4,42.9,372.6,,,228.5,84.6,49.1,41.3,331.6,,,2454.8,1836.1,1590.4,1385.5,1275.9,,,,,,,,,,,,,,,,,366.6,439.3,215.0,425.3,1360.5,,,161.8,72.8,27.3,60.5,412.1,,,181.6,73.3,35.7,53.3,524.0,,,62.9,19.5,21.4,19.1,227.4,,,172.1,57.9,45.0,29.9,408.4,,,1247.7,488.8,521.5,375.1,461.8,,,,,,,,,,,,,,,,,4032.9,5646.1,3893.9,5018.8,4261.2,,,4909.7,4428.3,3226.3,2895.4,3584.8,,,4609.1,4343.2,3584.8,3642.7,3827.9,,,3584.8,2754.2,3051.9,2626.1,2236.1,,,5018.8,3764.1,3226.3,3093.8,2454.8,,,4261.2,3474.5,3273.1,2091.1,2377.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260917_いわき平_5R,20260917,13,いわき平,5,1120.4,572.9,2425.1,2902.2,839.0,,,1164.7,621.1,2058.5,1670.1,1188.1,,,227.2,239.8,368.8,160.5,228.1,,,3471.2,3105.8,1229.4,3612.9,2682.3,,,3052.3,2269.6,719.6,3848.6,3766.7,,,831.1,1383.0,630.0,1580.6,3161.3,,,,,,,,,,,,,,,,,903.2,385.6,1238.0,1735.6,491.7,,,616.8,148.6,502.9,716.7,134.2,,,176.6,94.2,123.4,226.3,36.7,,,1180.2,722.5,339.8,1060.0,293.1,,,2529.0,1513.1,734.5,1539.4,912.5,,,218.8,98.7,38.7,91.5,291.1,,,,,,,,,,,,,,,,,1047.5,539.7,1500.3,1624.1,863.5,,,831.1,243.1,708.1,898.6,220.7,,,229.0,118.3,185.3,210.7,116.9,,,1670.1,978.0,541.3,1301.7,962.1,,,2565.7,1806.4,804.7,2212.9,1825.1,,,801.0,240.5,297.5,773.0,1157.0,,,,,,,,,,,,,,,,,40.2,44.5,69.1,17.5,46.3,,,46.1,25.3,39.0,56.2,9.5,,,36.3,15.7,33.7,13.6,18.4,,,111.3,49.7,78.4,67.3,61.9,,,64.8,58.0,64.5,57.5,83.5,,,60.3,13.3,36.6,43.5,79.1,,,,,,,,,,,,,,,,,2240.9,1989.1,790.3,2855.4,1351.4,,,1331.0,978.0,474.6,1752.8,472.0,,,1566.6,967.4,582.3,1989.1,889.6,,,544.7,280.5,345.0,477.1,290.6,,,3161.3,1924.3,2682.3,956.9,1552.9,,,1416.2,487.7,1099.6,445.9,1526.1,,,,,,,,,,,,,,,,,3612.9,2902.2,1120.4,3612.9,3688.2,,,3688.2,2299.1,1157.0,2855.4,2011.7,,,2766.1,2212.9,1099.6,3471.2,2682.3,,,680.9,831.1,797.4,912.5,978.0,,,4117.1,3105.8,3540.7,1157.0,2950.6,,,3540.7,1989.1,3052.3,1282.8,2766.1,,,,,,,,,,,,,,,,,562.0,936.6,372.7,1220.9,1924.3,,,248.2,117.8,49.9,103.8,335.9,,,737.6,208.2,259.2,632.2,936.6,,,233.8,66.0,137.0,159.4,343.7,,,1086.1,289.7,525.3,257.3,962.1,,,2360.4,1127.6,1788.2,867.8,1654.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260917_いわき平_6R,20260917,13,いわき平,6,1102.0,370.3,986.9,585.1,745.3,,,1618.2,1056.6,1633.0,1425.6,950.4,,,279.3,554.4,816.5,504.5,193.7,,,1403.3,2273.8,1392.4,1056.6,2138.4,,,784.4,1360.8,930.7,945.4,1102.0,,,677.8,643.8,349.4,1230.3,986.9,,,,,,,,,,,,,,,,,935.5,295.9,835.4,564.8,600.7,,,1062.9,380.5,1603.8,1062.9,534.6,,,77.3,129.3,57.8,28.6,43.0,,,628.0,1562.0,327.7,170.9,757.9,,,209.1,471.4,42.7,31.2,137.9,,,414.8,264.9,92.5,537.8,277.2,,,,,,,,,,,,,,,,,1414.4,781.0,545.9,519.1,409.1,,,1205.5,471.4,2018.3,1484.5,693.5,,,384.6,395.6,835.4,623.7,98.7,,,1910.9,3097.0,1647.9,2113.2,1694.6,,,547.6,1548.5,1283.0,594.8,534.6,,,305.4,503.1,113.3,528.3,421.6,,,,,,,,,,,,,,,,,102.2,223.1,198.9,202.9,97.1,,,34.7,53.6,42.4,13.4,18.6,,,206.7,141.6,378.1,261.0,42.8,,,180.8,142.3,617.2,133.6,178.3,,,137.0,33.7,270.9,44.8,84.8,,,30.7,10.6,7.8,40.5,24.0,,,,,,,,,,,,,,,,,1535.3,2530.0,1247.4,1330.5,1910.9,,,1548.5,1778.5,871.9,397.4,1603.8,,,2851.2,3991.7,2302.9,3389.2,3151.4,,,1350.6,1158.9,2088.7,911.8,1095.3,,,871.9,254.0,2681.0,823.9,986.9,,,3097.0,2721.6,2763.5,1230.3,1871.1,,,,,,,,,,,,,,,,,712.8,1472.3,955.4,575.7,1136.9,,,272.9,619.4,66.1,32.4,165.1,,,1796.3,1460.4,1437.0,1371.2,1256.1,,,572.0,96.5,916.4,116.6,222.8,,,236.0,67.1,1166.4,204.8,325.4,,,981.5,407.3,889.2,380.5,442.4,,,,,,,,,,,,,,,,,712.8,596.7,246.4,1548.5,986.9,,,333.2,215.3,89.8,613.0,333.8,,,328.9,301.3,95.2,787.8,504.5,,,69.1,39.4,24.7,140.7,83.3,,,2217.6,1761.0,1392.4,685.6,1381.7,,,791.3,600.7,639.2,329.5,798.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260917_いわき平_7R,20260917,13,いわき平,7,114.9,117.0,102.1,128.9,56.4,,,93.6,124.7,26.3,92.6,142.4,,,152.8,183.3,135.7,171.5,240.5,,,67.9,18.0,87.1,65.4,76.9,,,85.7,73.1,86.8,65.2,141.8,,,49.2,170.9,245.5,102.9,201.6,,,,,,,,,,,,,,,,,300.7,278.8,264.3,354.7,112.8,,,372.3,668.7,342.2,1224.6,415.7,,,381.4,614.1,470.5,813.1,231.2,,,320.6,287.9,476.0,996.5,316.6,,,741.9,1588.2,1278.5,1708.3,1123.1,,,103.7,239.1,183.3,198.3,560.0,,,,,,,,,,,,,,,,,189.1,221.2,41.6,192.1,327.3,,,347.5,505.7,245.5,857.7,479.4,,,377.8,508.2,198.7,689.1,701.0,,,31.8,74.6,73.7,147.6,112.6,,,386.4,895.5,1064.3,436.2,1294.8,,,529.4,472.7,755.7,328.4,1098.8,,,,,,,,,,,,,,,,,123.7,204.1,149.9,231.2,227.6,,,156.6,320.1,208.9,525.3,166.7,,,343.9,368.2,202.0,752.9,542.1,,,180.5,188.2,142.8,566.2,278.1,,,556.9,903.5,972.6,1135.7,1320.0,,,411.5,248.5,718.3,617.9,1110.8,,,,,,,,,,,,,,,,,68.8,21.8,104.4,73.7,107.3,,,117.9,70.6,176.4,495.8,141.5,,,8.9,18.4,24.1,43.0,34.1,,,202.8,255.0,101.3,645.3,407.4,,,217.6,651.5,227.9,854.1,736.5,,,155.1,63.1,88.0,425.2,668.7,,,,,,,,,,,,,,,,,345.7,287.1,370.2,289.1,616.0,,,720.8,1517.1,1540.0,2233.9,1767.7,,,522.6,1462.5,1563.7,775.9,2420.1,,,813.1,1815.1,1815.1,1993.0,2509.7,,,503.1,1917.8,623.5,1917.8,2032.9,,,1110.8,1328.7,1917.8,2310.1,2284.1,,,,,,,,,,,,,,,,,98.0,292.5,427.9,266.0,401.7,,,47.1,95.3,157.9,79.8,331.6,,,395.5,251.5,919.8,358.5,1483.8,,,649.4,428.8,1092.9,816.4,1462.5,,,269.6,127.9,185.6,655.7,1006.3,,,764.2,1042.5,1917.8,1848.1,1382.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260917_いわき平_8R,20260917,13,いわき平,8,120.2,146.0,82.3,632.7,146.5,,,112.2,81.0,158.7,556.9,112.0,,,205.6,146.8,282.2,468.7,216.7,,,112.4,205.6,280.5,986.1,215.3,,,1560.3,1231.3,1180.3,1765.9,1560.3,,,97.5,103.2,138.8,153.6,480.6,,,,,,,,,,,,,,,,,133.2,142.2,64.7,650.8,140.1,,,130.8,72.6,68.4,483.6,302.9,,,218.6,128.3,144.3,449.3,475.5,,,35.0,51.5,80.0,297.3,77.6,,,1414.9,1441.8,1156.3,893.3,1914.3,,,195.5,413.4,597.9,214.5,1272.6,,,,,,,,,,,,,,,,,62.2,41.1,78.6,260.0,81.4,,,52.3,27.9,33.3,202.6,165.4,,,12.4,11.3,16.7,19.6,48.4,,,93.3,54.6,49.9,290.9,198.7,,,543.6,634.5,217.5,591.7,999.1,,,124.3,263.0,157.8,348.3,645.3,,,,,,,,,,,,,,,,,236.8,117.6,324.5,395.4,344.6,,,228.4,123.8,239.5,445.8,562.4,,,33.8,36.2,51.7,49.5,103.1,,,335.0,259.4,159.3,453.7,563.8,,,634.5,624.1,221.8,645.3,759.3,,,507.3,804.9,357.6,831.4,819.4,,,,,,,,,,,,,,,,,93.1,221.1,176.1,478.5,203.3,,,31.5,63.2,93.7,269.9,85.0,,,127.3,109.3,93.7,581.1,400.3,,,249.2,211.5,177.4,316.8,632.7,,,1441.8,1021.5,1156.3,872.8,1488.9,,,220.7,273.8,612.3,799.3,1279.8,,,,,,,,,,,,,,,,,2531.1,2531.1,2129.0,3037.4,3615.9,,,2423.4,2618.4,2015.9,2559.6,3927.6,,,1930.5,2397.9,604.2,2033.9,3861.1,,,1372.3,1432.7,548.9,1238.0,2255.4,,,3120.6,2423.4,2233.3,1205.3,3078.4,,,3163.9,3451.5,4298.2,2680.0,3615.9,,,,,,,,,,,,,,,,,183.4,159.5,258.5,304.9,714.1,,,268.9,596.3,1044.9,450.2,1837.1,,,384.1,896.8,531.0,907.5,1898.3,,,576.7,1144.7,643.5,1198.9,1174.2,,,324.9,556.9,813.5,1156.3,1807.9,,,2015.9,2958.5,3350.0,1837.1,2559.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
