race_key,player_count,p1_prefecture,p1_previous_class,p1_class,p1_riding_style,p1_graduation_term,p1_age,p1_race_score,p1_nige_count,p1_makuri_count,p1_sashi_count,p1_mark_count,p1_back_count,p1_home_count,p1_start_count,p1_win_rate,p1_top2_rate,p1_top3_rate,p1_recent_finish_1,p1_recent_finish_2,p1_recent_finish_3,p1_recent_venue_code,p1_recent_grade,p2_prefecture,p2_previous_class,p2_class,p2_riding_style,p2_graduation_term,p2_age,p2_race_score,p2_nige_count,p2_makuri_count,p2_sashi_count,p2_mark_count,p2_back_count,p2_home_count,p2_start_count,p2_win_rate,p2_top2_rate,p2_top3_rate,p2_recent_finish_1,p2_recent_finish_2,p2_recent_finish_3,p2_recent_venue_code,p2_recent_grade,p3_prefecture,p3_previous_class,p3_class,p3_riding_style,p3_graduation_term,p3_age,p3_race_score,p3_nige_count,p3_makuri_count,p3_sashi_count,p3_mark_count,p3_back_count,p3_home_count,p3_start_count,p3_win_rate,p3_top2_rate,p3_top3_rate,p3_recent_finish_1,p3_recent_finish_2,p3_recent_finish_3,p3_recent_venue_code,p3_recent_grade,p4_prefecture,p4_previous_class,p4_class,p4_riding_style,p4_graduation_term,p4_age,p4_race_score,p4_nige_count,p4_makuri_count,p4_sashi_count,p4_mark_count,p4_back_count,p4_home_count,p4_start_count,p4_win_rate,p4_top2_rate,p4_top3_rate,p4_recent_finish_1,p4_recent_finish_2,p4_recent_finish_3,p4_recent_venue_code,p4_recent_grade,p5_prefecture,p5_previous_class,p5_class,p5_riding_style,p5_graduation_term,p5_age,p5_race_score,p5_nige_count,p5_makuri_count,p5_sashi_count,p5_mark_count,p5_back_count,p5_home_count,p5_start_count,p5_win_rate,p5_top2_rate,p5_top3_rate,p5_recent_finish_1,p5_recent_finish_2,p5_recent_finish_3,p5_recent_venue_code,p5_recent_grade,p6_prefecture,p6_previous_class,p6_class,p6_riding_style,p6_graduation_term,p6_age,p6_race_score,p6_nige_count,p6_makuri_count,p6_sashi_count,p6_mark_count,p6_back_count,p6_home_count,p6_start_count,p6_win_rate,p6_top2_rate,p6_top3_rate,p6_recent_finish_1,p6_recent_finish_2,p6_recent_finish_3,p6_recent_venue_code,p6_recent_grade,p7_prefecture,p7_previous_class,p7_class,p7_riding_style,p7_graduation_term,p7_age,p7_race_score,p7_nige_count,p7_makuri_count,p7_sashi_count,p7_mark_count,p7_back_count,p7_home_count,p7_start_count,p7_win_rate,p7_top2_rate,p7_top3_rate,p7_recent_finish_1,p7_recent_finish_2,p7_recent_finish_3,p7_recent_venue_code,p7_recent_grade,trifecta_combination,trifecta_payout,payout_class_4,is_20000_plus,is_50000_plus
20260706_取手_8R,7,宮 崎,A1,A2,両,121,27,85.7,0,2,1,1,0,0,1,4.0,16.0,50.0,3,3,1,62,Ｆ２,静 岡,A3,A2,逃,127,23,75.0,10,4,1,0,12,10,14,39.0,65.0,65.0,2,1,1,37,Ｆ２,青 森,A1,A1,追,88,43,86.95,0,0,2,2,0,0,4,4.0,19.0,38.0,3,5,4,46,Ｆ１,大 分,A1,A2,追,87,45,83.08,0,0,3,0,0,0,4,0.0,12.0,41.0,5,2,7,74,Ｆ１,神奈川,A2,A2,追,96,38,81.05,0,0,2,1,0,0,0,0.0,15.0,21.0,,,,43,Ｆ２,高 知,A3,A2,追,74,52,67.55,1,0,5,2,1,1,0,13.0,27.0,37.0,,2,2,73,Ｆ２,岩 手,A1,A1,逃,121,24,86.4,4,5,0,0,10,11,2,18.0,33.0,62.0,2,3,7,24,Ｆ２,1-2-5,6170,UNDER_10000,0,0
20260706_取手_9R,7,千 葉,A2,A2,両,95,39,83.22,1,2,3,1,4,3,0,11.0,25.0,40.0,,,7,31,Ｆ１,広 島,A2,A1,追,87,45,84.85,0,0,3,3,0,1,2,14.0,28.0,57.0,5,3,2,35,Ｆ１,埼 玉,A1,A1,逃,117,27,84.1,2,2,1,1,6,2,1,4.0,28.0,38.0,2,2,6,35,Ｆ１,栃 木,A2,A2,追,73,52,83.45,0,0,2,1,0,0,0,4.0,12.0,16.0,3,5,4,62,Ｆ２,広 島,A2,A2,追,68,56,82.4,0,0,0,3,0,0,0,0.0,30.0,50.0,,,,81,Ｆ１,神奈川,A2,A2,追,89,47,78.59,0,0,1,1,1,1,1,3.0,7.0,18.0,,2,7,35,Ｆ１,岡 山,A1,A1,逃,123,25,88.95,9,3,0,2,10,11,12,20.0,58.0,58.0,2,2,6,11,Ｆ１,7-2-3,1030,UNDER_10000,0,0
20260706_取手_10R,7,埼 玉,A1,A1,逃,123,27,89.33,7,3,1,0,8,9,2,23.0,52.0,61.0,3,4,2,24,Ｆ２,岡 山,A2,A2,追,91,40,82.7,0,0,1,2,0,0,1,3.0,11.0,37.0,3,5,3,62,Ｆ２,福 島,A2,A2,逃,95,42,82.78,0,7,0,0,0,0,0,17.0,25.0,35.0,2,1,5,62,Ｆ２,茨 城,A2,A2,追,89,41,85.66,0,0,4,2,2,1,1,9.0,28.0,38.0,5,2,3,21,Ｆ２,福 岡,A2,A2,両,95,42,81.96,0,0,3,1,4,4,4,12.0,16.0,20.0,4,7,4,62,Ｆ２,栃 木,A3,A2,追,72,54,74.03,0,0,5,8,0,0,1,7.0,48.0,70.0,3,3,3,37,Ｆ２,福 島,A1,A1,追,94,37,84.73,0,0,4,1,0,0,8,10.0,25.0,40.0,1,5,4,84,Ｆ１,1-4-6,560,UNDER_10000,0,0
20260706_取手_11R,7,東 京,S2,A1,逃,115,27,104.3,0,1,1,2,0,0,0,20.0,40.0,50.0,,,,46,Ｆ１,徳 島,A1,A1,追,83,46,91.17,0,0,2,4,0,0,2,5.0,33.0,50.0,2,2,3,62,Ｆ２,千 葉,S2,A1,追,90,43,97.5,0,0,1,4,0,0,4,3.0,18.0,40.0,3,7,3,74,Ｆ１,群 馬,A1,A1,追,91,40,90.66,0,0,3,2,0,0,1,16.0,27.0,50.0,4,3,5,11,Ｆ１,熊 本,S2,A1,逃,119,28,94.41,3,1,0,1,14,17,2,6.0,17.0,27.0,7,7,7,84,Ｆ１,茨 城,A1,A1,追,80,50,90.36,0,0,8,1,0,0,2,21.0,39.0,60.0,7,1,1,35,Ｆ１,岡 山,A1,A1,追,87,48,90.58,0,0,1,2,0,0,3,0.0,25.0,41.0,,,,81,Ｆ１,4-1-6,1970,UNDER_10000,0,0
20260706_和歌山_1R,7,茨 城,A1,A2,両,95,42,85.58,1,3,1,4,6,8,1,12.0,36.0,48.0,3,,,81,Ｆ１,岐 阜,A2,A2,両,115,30,83.04,0,1,3,1,2,2,1,9.0,23.0,33.0,5,4,2,31,Ｆ２,神奈川,A2,A2,両,96,36,80.76,1,0,1,0,1,1,0,4.0,9.0,27.0,5,2,6,46,Ｆ１,高 知,A3,A2,追,63,57,73.6,0,0,3,3,0,0,0,13.0,40.0,60.0,2,3,2,73,Ｆ２,茨 城,A2,A2,追,92,41,83.52,0,0,1,4,0,0,6,0.0,20.0,32.0,6,5,4,81,Ｆ２,山 口,A3,A2,追,93,50,69.5,0,1,0,0,0,0,0,16.0,16.0,16.0,,,,85,Ｆ２,北海道,A3,A2,追,72,53,73.4,0,0,2,4,0,0,0,6.0,37.0,50.0,3,2,3,12,Ｆ２,7-6-3,41870,20000_TO_49999,1,0
20260706_和歌山_2R,7,佐 賀,A2,A2,追,91,39,80.39,0,0,2,0,0,0,1,4.0,8.0,13.0,4,4,1,61,Ｆ２,群 馬,A3,A2,追,90,44,71.04,0,0,2,4,1,1,3,4.0,27.0,50.0,5,1,6,21,Ｆ２,石 川,A2,A1,追,77,51,83.04,0,0,2,3,0,0,0,4.0,20.0,37.0,4,2,6,43,Ｆ２,福 岡,A2,A1,両,83,48,82.64,0,3,1,0,0,1,0,16.0,16.0,28.0,7,5,7,46,Ｆ１,静 岡,A2,A2,追,96,38,79.84,0,0,1,1,0,0,3,0.0,13.0,26.0,4,,,43,Ｆ２,宮 城,A3,A2,両,109,44,70.22,1,1,3,2,3,7,1,22.0,38.0,55.0,1,3,2,37,Ｆ２,富 山,A3,A2,逃,127,24,75.62,8,3,1,1,12,10,11,40.0,52.0,64.0,1,1,5,37,Ｆ２,7-5-3,15700,10000_TO_19999,0,0
20260706_和歌山_3R,7,宮 城,S2,A1,逃,119,32,92.78,0,2,0,0,8,8,10,3.0,7.0,14.0,9,8,5,23,Ｇ３,大 阪,A2,A2,逃,111,44,87.64,1,4,1,0,3,3,0,22.0,33.0,50.0,3,1,3,43,Ｆ２,岡 山,A2,A1,逃,113,30,92.51,2,11,5,1,10,4,1,37.0,70.0,88.0,2,1,4,61,Ｆ２,愛 知,A1,A1,追,87,48,90.46,0,0,3,3,0,0,0,6.0,37.0,50.0,5,7,2,36,Ｆ１,広 島,A1,A1,追,81,50,87.58,0,0,0,8,0,0,0,0.0,44.0,55.0,2,3,2,81,Ｆ２,北海道,A2,A2,逃,127,21,79.86,15,5,1,0,18,14,15,81.0,95.0,95.0,2,,,23,Ｆ２,大 阪,A1,A1,逃,98,38,83.16,5,0,0,0,5,7,1,15.0,38.0,38.0,2,7,2,46,Ｆ１,6-3-2,4250,UNDER_10000,0,0
20260706_和歌山_4R,7,岡 山,A2,A2,逃,127,23,94.08,14,6,0,0,18,13,1,75.0,83.0,87.0,1,1,5,84,Ｆ２,兵 庫,A1,A2,追,94,43,84.84,0,0,5,2,0,0,1,16.0,28.0,32.0,5,7,2,43,Ｆ２,埼 玉,A2,A1,逃,125,25,90.75,10,4,0,0,16,16,8,33.0,58.0,62.0,3,1,6,37,Ｆ２,福 島,A1,A1,追,115,27,86.04,0,1,3,1,0,0,3,12.0,20.0,33.0,2,5,4,43,Ｆ２,高 知,A1,A1,両,99,35,94.8,0,1,6,3,0,0,5,35.0,58.0,70.0,6,2,1,61,Ｆ２,兵 庫,A3,A2,逃,103,36,78.0,3,4,2,1,6,3,0,53.0,76.0,84.0,9,,,23,Ｆ２,埼 玉,S2,A1,追,90,41,96.62,1,0,2,0,1,1,2,8.0,8.0,20.0,7,4,5,23,Ｇ３,4-1-5,102640,50000_PLUS,1,1
20260706_和歌山_5R,7,大 阪,A1,A1,逃,117,26,95.94,0,12,1,0,5,1,3,68.0,68.0,84.0,3,1,1,31,Ｆ１,神奈川,A1,A1,追,82,51,88.57,0,0,3,1,0,0,1,4.0,19.0,38.0,5,5,2,86,Ｆ１,福 岡,A2,A1,逃,119,28,86.95,5,0,1,0,8,6,6,20.0,30.0,50.0,,1,2,83,Ｆ１,和歌山,S2,A1,両,115,35,98.83,0,5,2,1,1,1,6,16.0,33.0,41.0,,,,23,Ｇ３,徳 島,A1,A1,両,98,35,88.19,2,3,2,1,10,8,6,14.0,29.0,48.0,1,7,2,62,Ｆ２,和歌山,A2,A2,追,99,36,84.42,0,0,2,3,0,0,2,0.0,23.0,38.0,6,2,4,83,Ｆ１,神奈川,A1,A1,逃,119,32,86.25,3,3,2,0,11,13,9,25.0,33.0,50.0,1,6,7,21,Ｆ２,4-1-5,870,UNDER_10000,0,0
20260706_和歌山_6R,7,大 阪,A1,S2,両,109,30,89.47,1,4,5,0,3,3,9,38.0,47.0,47.0,4,5,1,81,Ｆ１,岐 阜,S1,S1,追,98,36,104.48,0,0,4,5,0,0,2,10.0,32.0,46.0,2,6,3,84,Ｆ１,茨 城,S1,S2,追,99,42,103.27,0,0,1,0,0,0,2,5.0,5.0,30.0,6,5,6,36,Ｆ１,埼 玉,A1,S2,追,99,39,90.58,0,0,1,2,0,0,0,0.0,23.0,30.0,4,2,7,87,Ｆ２,佐 賀,S2,S2,逃,121,28,100.6,5,4,0,0,15,17,1,20.0,36.0,44.0,5,1,2,46,Ｆ１,大 阪,S1,S1,追,73,52,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,46,Ｆ１,群 馬,A1,S2,逃,121,26,91.5,0,3,0,3,1,5,5,21.0,42.0,57.0,4,7,,24,Ｆ２,2-5-3,680,UNDER_10000,0,0
20260706_和歌山_7R,7,静 岡,S2,S2,逃,127,20,104.25,6,6,0,0,12,9,3,36.0,48.0,68.0,3,6,9,23,Ｇ３,三 重,A1,S2,逃,117,31,92.44,2,4,0,1,9,6,3,11.0,38.0,61.0,4,2,4,43,Ｆ２,愛 媛,A1,S2,逃,119,23,96.1,6,6,3,0,12,6,1,52.0,78.0,84.0,3,2,1,74,Ｆ１,福 井,S2,S2,追,85,46,101.53,0,0,5,4,0,0,3,7.0,32.0,42.0,5,4,1,35,Ｆ１,神奈川,S2,S2,追,111,35,94.76,0,0,0,3,0,0,1,0.0,9.0,32.0,9,7,3,23,Ｇ３,岡 山,A1,S2,逃,123,26,84.66,3,1,0,1,9,9,2,6.0,33.0,73.0,2,3,3,81,Ｆ１,埼 玉,A1,S2,追,90,41,91.1,0,1,2,3,0,0,1,10.0,30.0,50.0,5,2,3,87,Ｆ２,1-7-3,21840,20000_TO_49999,1,0
20260706_和歌山_8R,7,宮 城,S1,S1,追,100,38,104.95,0,0,3,3,0,0,9,4.0,25.0,45.0,4,3,,81,Ｆ１,徳 島,S1,S2,逃,111,31,103.42,2,3,1,0,4,4,2,13.0,40.0,40.0,6,5,1,86,Ｆ１,兵 庫,S2,S2,追,69,53,92.33,0,0,0,0,0,0,0,0.0,0.0,0.0,6,7,4,46,Ｆ１,福 井,S2,S2,逃,115,26,96.46,6,0,0,0,15,18,4,10.0,21.0,32.0,7,3,1,46,Ｆ１,埼 玉,S2,S2,逃,121,24,103.25,3,1,2,0,4,6,0,25.0,37.0,56.0,1,3,7,46,Ｆ１,香 川,A1,S2,追,80,48,92.09,0,0,3,4,0,0,0,14.0,33.0,61.0,6,2,3,81,Ｆ１,福 島,A1,S2,追,95,38,92.77,0,0,3,6,0,0,1,11.0,50.0,66.0,3,2,2,62,Ｆ２,4-2-1,14830,10000_TO_19999,0,0
20260706_和歌山_9R,7,香 川,S2,S1,追,96,40,99.43,0,0,1,4,0,0,3,4.0,21.0,30.0,4,3,5,74,Ｆ１,宮 城,S2,S2,逃,119,24,99.57,4,3,2,0,14,14,11,19.0,34.0,42.0,1,6,4,81,Ｆ１,東 京,S2,S2,追,92,40,99.0,0,0,1,1,0,0,2,4.0,9.0,22.0,3,7,5,23,Ｇ３,広 島,S1,S2,逃,123,26,108.75,3,4,0,0,7,5,6,22.0,38.0,50.0,2,,,81,Ｆ１,青 森,S2,S2,追,79,51,97.6,0,0,2,2,0,0,0,0.0,15.0,23.0,4,2,6,36,Ｆ１,三 重,S2,S2,両,100,34,97.46,0,3,3,0,4,3,3,7.0,22.0,37.0,4,3,4,81,Ｆ１,埼 玉,S2,S2,逃,100,34,98.5,3,1,1,0,3,4,0,12.0,31.0,43.0,7,2,2,23,Ｇ３,1-5-6,85580,50000_PLUS,1,1
20260706_和歌山_10R,7,福 岡,S1,S1,逃,111,29,103.68,0,4,1,0,3,2,0,17.0,21.0,39.0,3,3,4,81,Ｆ１,和歌山,S2,S2,両,119,24,104.46,0,2,3,0,0,3,0,23.0,38.0,53.0,,,,23,Ｇ３,福 島,S1,S1,逃,109,30,108.16,0,4,1,1,10,9,1,16.0,33.0,33.0,9,9,4,56,Ｇ１,茨 城,S1,S1,両,107,36,108.0,0,1,4,2,1,2,3,12.0,29.0,54.0,2,4,7,23,Ｇ３,福 島,S1,S1,追,88,47,113.63,0,0,3,4,0,0,6,10.0,36.0,57.0,3,3,2,23,Ｇ３,熊 本,S2,S2,両,99,37,99.0,1,3,1,1,2,1,10,16.0,19.0,35.0,,4,2,84,Ｆ１,福 井,S2,S2,逃,117,28,100.05,0,3,2,0,3,6,2,10.0,26.0,31.0,,,,81,Ｆ１,4-5-3,2130,UNDER_10000,0,0
20260706_和歌山_11R,7,岐 阜,S2,S1,逃,117,26,108.81,5,6,1,0,5,6,1,45.0,54.0,68.0,3,1,7,46,Ｆ１,千 葉,S2,S2,逃,115,29,102.52,8,4,0,0,17,16,1,28.0,48.0,56.0,2,3,1,31,Ｆ１,長 崎,S2,S2,両,92,40,104.59,3,6,2,0,5,5,7,22.0,40.0,55.0,5,8,5,23,Ｇ３,岡 山,S1,S1,追,87,44,110.53,0,0,7,5,0,0,2,21.0,36.0,45.0,2,4,8,23,Ｇ３,和歌山,S1,S1,追,85,46,107.85,0,0,4,0,0,0,3,13.0,17.0,26.0,1,6,1,23,Ｇ３,宮 城,S2,S2,追,69,53,100.16,0,0,3,1,0,0,0,5.0,21.0,31.0,7,2,4,61,Ｇ３,千 葉,S2,S2,追,90,40,100.93,0,1,7,2,0,0,12,17.0,34.0,51.0,4,1,2,31,Ｆ１,1-5-2,5510,UNDER_10000,0,0
20260706_和歌山_12R,7,千 葉,S1,S1,両,94,42,112.04,5,1,3,0,7,8,0,28.0,36.0,36.0,9,1,1,23,Ｇ３,愛 知,S2,S2,両,91,40,102.29,2,1,3,1,3,3,3,12.0,28.0,44.0,3,7,3,23,Ｇ３,熊 本,S1,S1,両,117,26,108.04,0,3,2,0,1,2,4,14.0,23.0,47.0,9,5,3,56,Ｇ１,東 京,S2,S1,追,92,43,104.36,0,0,8,3,0,0,6,24.0,44.0,52.0,1,4,5,11,Ｆ１,福 岡,S2,S1,両,81,47,102.95,0,5,2,1,0,0,0,13.0,36.0,45.0,3,9,2,23,Ｇ３,北海道,A2,S2,追,89,45,91.69,0,0,11,8,0,0,0,30.0,73.0,80.0,1,1,5,31,Ｆ１,宮 崎,S2,S2,両,100,35,106.12,0,1,11,1,0,0,4,36.0,52.0,64.0,5,1,2,81,Ｆ１,1-5-3,2550,UNDER_10000,0,0
20260706_岸和田_1R,6,青 森,A3,A3,追,94,43,71.33,0,0,0,4,0,0,5,0.0,22.0,33.0,2,4,3,12,Ｆ２,神奈川,A3,A3,追,63,56,69.17,0,0,3,1,0,0,0,7.0,14.0,39.0,4,4,1,12,Ｆ２,神奈川,A3,A3,追,82,48,68.65,0,0,0,2,0,0,0,0.0,9.0,23.0,3,7,5,27,Ｆ２,福 島,A3,A3,両,94,40,67.44,1,6,0,0,6,6,5,14.0,25.0,33.0,7,4,2,81,Ｆ２,和歌山,A3,A3,追,86,49,66.9,0,0,0,0,0,0,0,0.0,0.0,30.0,,,,12,Ｆ２,愛 知,A3,A3,追,57,59,62.46,0,0,0,0,0,0,0,0.0,0.0,0.0,7,7,7,37,Ｆ２,,,,,,,,,,,,,,,,,,,,,,,4-1-2,370,UNDER_10000,0,0
20260706_岸和田_2R,6,青 森,A2,A3,追,82,48,76.8,0,0,0,0,0,0,0,0.0,0.0,0.0,6,6,5,43,Ｆ２,埼 玉,A3,A3,両,98,36,68.21,2,1,0,1,6,8,1,7.0,14.0,28.0,4,6,7,12,Ｆ２,宮 城,A3,A3,追,77,51,68.17,0,0,2,0,1,0,2,4.0,8.0,34.0,3,5,4,12,Ｆ２,和歌山,A3,A3,追,115,27,67.33,0,0,0,0,1,2,0,0.0,0.0,22.0,7,5,,73,Ｆ２,秋 田,A3,A3,追,75,51,67.06,0,0,1,1,0,0,1,0.0,13.0,13.0,6,2,4,12,Ｆ２,福 井,A3,A3,追,61,58,66.03,0,0,2,2,0,0,1,3.0,14.0,22.0,6,5,5,12,Ｆ２,,,,,,,,,,,,,,,,,,,,,,,2-1-3,560,UNDER_10000,0,0
20260706_岸和田_3R,6,岐 阜,A3,A3,追,82,50,70.62,0,0,0,3,0,0,0,0.0,11.0,37.0,3,4,7,44,Ｆ２,静 岡,A3,A3,追,74,53,69.2,0,0,0,1,0,0,3,0.0,6.0,40.0,,,,36,Ｆ２,富 山,A3,A3,追,87,46,69.1,0,0,1,1,0,0,1,0.0,20.0,40.0,7,7,5,12,Ｆ２,愛 知,A3,A3,両,97,41,68.74,1,8,0,1,10,5,3,33.0,37.0,44.0,,,1,44,Ｆ２,長 野,A3,A3,逃,98,37,67.83,4,1,0,0,8,8,2,8.0,20.0,29.0,7,5,1,44,Ｆ２,福 島,A3,A3,追,92,43,67.61,0,0,1,2,0,0,3,0.0,21.0,28.0,,,,84,Ｆ２,,,,,,,,,,,,,,,,,,,,,,,4-1-3,420,UNDER_10000,0,0
20260706_岸和田_4R,7,岐 阜,A2,A3,追,94,39,80.33,0,0,2,2,0,0,2,9.0,19.0,19.0,6,7,6,37,Ｆ２,栃 木,A2,A3,追,81,49,79.7,0,0,0,0,0,0,2,0.0,0.0,11.0,6,7,,44,Ｆ２,千 葉,A2,A3,追,68,56,78.35,0,0,0,0,0,0,1,0.0,0.0,17.0,5,6,,31,Ｆ１,千 葉,A2,A3,逃,111,33,75.25,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,36,Ｆ１,埼 玉,A3,A3,逃,129,20,72.77,0,0,1,1,0,1,1,0.0,22.0,33.0,4,6,4,53,Ｆ２,富 山,A3,A3,逃,127,24,72.57,4,0,1,1,6,7,3,5.0,31.0,57.0,,,,21,Ｆ２,兵 庫,A3,A3,追,95,40,70.2,0,0,2,2,0,0,2,4.0,16.0,41.0,5,6,7,73,Ｆ２,5-4-2,19530,10000_TO_19999,0,0
20260706_岸和田_5R,7,兵 庫,A2,A3,両,100,40,80.33,0,0,1,1,0,0,6,4.0,8.0,20.0,5,4,4,37,Ｆ２,宮 城,A2,A3,追,74,53,79.66,0,0,0,0,0,0,0,0.0,0.0,0.0,4,6,7,47,Ｆ２,神奈川,A3,A3,逃,127,27,75.74,12,2,0,0,17,19,2,29.0,51.0,74.0,2,1,1,27,Ｆ２,宮 城,A3,A3,逃,129,20,73.0,0,1,0,1,1,1,4,11.0,22.0,44.0,3,4,1,35,Ｆ２,神奈川,A3,A3,両,99,42,72.08,2,10,3,3,6,4,3,38.0,52.0,58.0,6,4,2,37,Ｆ２,和歌山,A3,A3,逃,109,30,71.65,5,2,1,1,7,11,10,17.0,39.0,56.0,3,2,6,37,Ｆ２,神奈川,A3,A3,追,86,47,71.54,0,0,3,0,0,0,1,18.0,27.0,36.0,,,,12,Ｆ２,6-1-2,13970,10000_TO_19999,0,0
20260706_岸和田_6R,7,京 都,A2,A3,両,93,39,81.26,0,0,1,1,0,0,3,5.0,10.0,36.0,7,,,24,Ｆ２,愛 知,A2,A3,追,65,56,79.88,0,0,0,1,0,0,0,0.0,11.0,22.0,,,,43,Ｆ２,福 島,A3,A3,両,92,39,75.79,2,11,2,0,2,2,9,50.0,62.0,75.0,1,5,1,12,Ｆ２,大 阪,A3,A3,逃,129,24,74.0,1,0,0,1,0,0,0,0.0,33.0,50.0,4,5,2,53,Ｆ２,静 岡,A3,A3,両,77,50,71.27,5,4,0,2,6,8,3,10.0,37.0,55.0,2,5,3,21,Ｆ２,静 岡,A3,A3,逃,74,51,69.09,4,0,0,1,4,5,3,4.0,22.0,27.0,2,6,4,85,Ｆ２,新 潟,A3,A3,追,85,47,67.86,0,1,2,0,0,0,0,13.0,13.0,26.0,5,4,6,12,Ｆ２,3-7-1,4140,UNDER_10000,0,0
20260706_岸和田_7R,7,東 京,A2,A3,追,71,52,83.32,0,0,3,3,0,0,1,8.0,24.0,32.0,2,4,7,27,Ｆ２,千 葉,A2,A3,逃,96,41,81.57,0,0,1,1,0,0,2,4.0,9.0,33.0,4,4,4,37,Ｆ２,宮 城,A2,A3,逃,111,28,80.45,3,1,1,0,7,8,4,0.0,20.0,29.0,6,2,5,55,Ｆ１,栃 木,A3,A3,逃,129,27,75.88,1,2,0,1,2,1,0,33.0,44.0,55.0,3,6,1,35,Ｆ２,埼 玉,A3,A3,逃,111,31,73.0,6,3,0,0,16,14,1,15.0,34.0,50.0,2,7,,21,Ｆ２,東 京,A3,A3,逃,129,28,73.0,1,0,1,0,1,2,0,0.0,22.0,44.0,2,3,2,87,Ｆ２,大 阪,A3,A3,両,97,39,72.81,0,1,7,2,0,1,3,25.0,37.0,66.0,7,1,1,11,Ｆ２,4-5-1,2180,UNDER_10000,0,0
20260706_豊橋_1R,7,宮 城,A1,A1,追,87,44,84.85,0,0,2,2,0,0,0,9.0,19.0,42.0,5,1,3,27,Ｆ２,大 分,A2,A2,両,101,40,80.42,0,0,2,0,0,0,0,0.0,10.0,25.0,7,5,2,81,Ｆ１,愛 媛,A2,A2,両,85,47,81.88,2,0,2,2,5,8,4,0.0,22.0,33.0,5,2,3,36,Ｆ１,栃 木,A2,A2,追,74,53,81.58,0,0,0,2,0,0,1,0.0,8.0,16.0,6,2,6,27,Ｆ２,愛 媛,A1,A2,両,101,38,80.08,0,0,0,2,0,1,2,0.0,8.0,8.0,7,6,4,84,Ｆ２,埼 玉,A3,A2,逃,127,21,76.0,9,5,0,1,16,15,11,14.0,55.0,77.0,4,2,3,85,Ｆ２,長 崎,A2,A2,追,79,52,81.05,0,0,1,1,0,0,0,0.0,11.0,22.0,,,,83,Ｆ１,1-3-2,30520,20000_TO_49999,1,0
20260706_豊橋_2R,7,群 馬,A2,A2,追,73,51,81.61,0,0,2,1,0,0,0,5.0,16.0,22.0,,,,11,Ｆ１,石 川,A3,A2,追,61,57,74.33,0,0,8,4,0,0,2,14.0,42.0,60.0,1,2,3,37,Ｆ２,大 分,A1,A1,追,92,44,84.9,0,0,1,3,0,0,1,4.0,19.0,42.0,5,2,6,81,Ｆ１,長 崎,A1,A2,逃,123,23,88.28,4,3,2,0,5,4,1,28.0,42.0,52.0,1,4,4,81,Ｆ２,滋 賀,A2,A2,追,95,39,83.91,0,0,2,1,0,0,2,4.0,12.0,29.0,4,4,4,37,Ｆ２,神奈川,A3,A2,追,92,39,71.78,0,0,1,3,0,0,9,5.0,21.0,52.0,5,,,37,Ｆ２,兵 庫,A3,A2,逃,125,25,78.33,13,8,0,0,17,15,12,66.0,87.0,91.0,1,1,4,44,Ｆ２,5-7-4,5230,UNDER_10000,0,0
20260706_豊橋_3R,7,熊 本,A1,A1,逃,123,23,91.2,0,5,0,0,5,4,8,18.0,31.0,62.0,3,,,83,Ｆ１,三 重,A2,A2,両,115,35,80.5,0,0,1,0,2,5,4,0.0,4.0,22.0,5,7,7,84,Ｆ２,神奈川,A1,A1,両,107,36,90.57,1,11,0,0,7,4,3,30.0,60.0,70.0,2,2,2,24,Ｆ２,青 森,A2,A2,両,92,38,81.28,0,0,1,0,4,6,3,4.0,4.0,33.0,5,4,5,83,Ｆ１,佐 賀,A1,A1,両,111,30,92.87,0,2,10,0,0,2,3,37.0,50.0,66.0,3,1,7,61,Ｆ２,愛 知,A3,A2,逃,127,28,76.69,9,3,1,0,13,11,7,33.0,54.0,79.0,1,3,6,12,Ｆ２,神奈川,A1,A1,追,88,46,86.2,0,0,4,2,0,0,4,13.0,40.0,53.0,6,2,1,43,Ｆ２,7-3-5,4460,UNDER_10000,0,0
20260706_豊橋_4R,7,大 阪,A1,A1,追,79,48,88.9,0,0,4,1,0,0,4,19.0,23.0,38.0,7,4,1,43,Ｆ２,宮 城,S2,A1,逃,99,43,100.31,1,3,1,1,3,2,4,14.0,28.0,33.0,6,2,4,23,Ｇ３,岡 山,A1,A1,逃,103,33,88.8,2,4,2,0,7,10,0,28.0,38.0,57.0,,,,81,Ｆ１,神奈川,A1,A2,追,96,41,84.61,0,0,4,2,0,0,2,14.0,28.0,38.0,5,6,2,37,Ｆ２,広 島,S2,A1,追,103,35,94.03,0,1,0,0,0,0,6,3.0,3.0,13.0,4,5,7,35,Ｆ１,福 島,A2,A2,両,98,35,84.03,0,2,6,1,0,0,2,18.0,33.0,44.0,3,7,2,46,Ｆ１,滋 賀,A1,A1,両,95,37,92.88,0,4,7,0,1,1,2,50.0,61.0,72.0,1,4,4,61,Ｆ２,2-6-7,1680,UNDER_10000,0,0
