race_key,date,jo_code,jo_name,race_no,car_no,player_id,player_name,prefecture,age,term,class,previous_class,style,average_score,win_rate,quinella_rate,trio_rate,escape_count,makuri_count,sashi_count,mark_count,back_count,home_count,start_count
20260901_宇都宮_1R,20260901,24,宇都宮,1,1,014422,前田 義和,鹿児島,42,94,A1,A1,逃,88.61,27.0,38.0,55.0,4,3,0,0,6,5,0
20260901_宇都宮_1R,20260901,24,宇都宮,1,2,014459,根藤 浩二,千 葉,40,95,A2,A2,両,85.8,16.0,28.0,48.0,1,1,4,1,2,4,0
20260901_宇都宮_1R,20260901,24,宇都宮,1,3,015180,下岡 将也,三 重,30,111,A2,A1,逃,80.78,5.0,5.0,21.0,0,0,1,0,2,1,5
20260901_宇都宮_1R,20260901,24,宇都宮,1,4,013932,井上 雄三,埼 玉,43,88,A1,A2,追,81.42,9.0,9.0,23.0,0,0,2,0,0,0,0
20260901_宇都宮_1R,20260901,24,宇都宮,1,5,015459,中村 泰輔,和歌山,33,117,A2,A2,逃,81.22,0.0,16.0,27.0,1,1,0,1,6,4,6
20260901_宇都宮_1R,20260901,24,宇都宮,1,6,014393,柴田 祐也,岐 阜,42,94,A2,A2,追,79.85,4.0,4.0,23.0,0,0,1,0,0,0,0
20260901_宇都宮_1R,20260901,24,宇都宮,1,7,014324,内村 竜也,山 口,50,93,A2,A3,追,80.6,0.0,13.0,20.0,0,1,0,1,0,0,2
20260901_宇都宮_2R,20260901,24,宇都宮,2,1,012794,宇賀神 浩幸,栃 木,52,73,A2,A2,追,83.0,4.0,12.0,29.0,0,0,2,1,0,0,0
20260901_宇都宮_2R,20260901,24,宇都宮,2,2,013197,鈴木 幸紀,三 重,50,78,A1,S2,追,88.61,3.0,7.0,15.0,0,0,1,1,0,0,0
20260901_宇都宮_2R,20260901,24,宇都宮,2,3,015506,佐藤 啓斗,青 森,29,119,A2,A2,逃,79.33,8.0,8.0,20.0,0,2,0,0,9,10,0
20260901_宇都宮_2R,20260901,24,宇都宮,2,4,013695,岡本 英之,千 葉,47,85,A1,A1,追,89.42,19.0,42.0,47.0,0,0,7,2,0,0,4
20260901_宇都宮_2R,20260901,24,宇都宮,2,5,015737,火島 裕輝,愛 媛,23,123,A1,A1,逃,87.3,16.0,33.0,45.0,3,5,0,0,9,10,3
20260901_宇都宮_2R,20260901,24,宇都宮,2,6,015885,五輪 拓巳,東 京,27,127,A2,A3,逃,78.52,9.0,23.0,23.0,4,0,0,1,7,9,0
20260901_宇都宮_2R,20260901,24,宇都宮,2,7,015167,小林 裕一朗,千 葉,32,111,A1,A1,両,79.22,0.0,0.0,0.0,0,0,0,0,0,0,0
20260901_宇都宮_3R,20260901,24,宇都宮,3,1,013650,吉本 哲郎,広 島,46,84,A1,A1,両,91.66,38.0,52.0,61.0,0,0,9,2,0,0,6
20260901_宇都宮_3R,20260901,24,宇都宮,3,2,013915,坂口 卓士,福 島,47,88,A2,A1,追,86.14,14.0,38.0,57.0,0,0,6,2,0,0,0
20260901_宇都宮_3R,20260901,24,宇都宮,3,3,014040,竹内 真一,福 岡,45,89,A2,A2,追,82.11,11.0,14.0,37.0,0,0,4,0,0,0,3
20260901_宇都宮_3R,20260901,24,宇都宮,3,4,013112,佐藤 明,静 岡,51,77,A2,A2,追,82.1,0.0,5.0,26.0,0,0,1,0,0,0,6
20260901_宇都宮_3R,20260901,24,宇都宮,3,5,015059,畝木 努,岡 山,32,107,A1,A1,逃,94.04,19.0,38.0,76.0,3,2,3,0,6,6,4
20260901_宇都宮_3R,20260901,24,宇都宮,3,6,014887,板崎 佑矢,愛 媛,38,101,A2,A1,両,81.29,4.0,12.0,25.0,0,1,0,2,0,0,1
20260901_宇都宮_3R,20260901,24,宇都宮,3,7,015159,坂本 拓也,福 島,40,111,A1,A1,両,87.95,23.0,33.0,57.0,0,3,4,0,5,5,8
20260901_宇都宮_4R,20260901,24,宇都宮,4,1,015803,西村 剛,新 潟,27,125,A1,A2,逃,89.14,23.0,47.0,61.0,8,2,0,0,14,13,2
20260901_宇都宮_4R,20260901,24,宇都宮,4,2,013568,大木 雅也,静 岡,51,83,A1,A1,追,88.62,8.0,33.0,50.0,0,0,3,5,0,0,3
20260901_宇都宮_4R,20260901,24,宇都宮,4,3,015285,久樹 克門,徳 島,34,113,A1,A1,逃,92.76,28.0,42.0,57.0,0,2,6,1,1,0,2
20260901_宇都宮_4R,20260901,24,宇都宮,4,4,014161,藤田 大輔,千 葉,41,91,A1,A1,追,86.85,28.0,38.0,52.0,0,0,6,2,0,0,2
20260901_宇都宮_4R,20260901,24,宇都宮,4,5,015926,諸隈 健太郎,高 知,25,127,A2,A2,逃,90.55,22.0,61.0,66.0,9,2,0,0,15,12,0
20260901_宇都宮_4R,20260901,24,宇都宮,4,6,012861,小坂 敏之,栃 木,53,74,A2,A2,追,81.16,0.0,8.0,20.0,0,0,1,1,0,0,0
20260901_宇都宮_4R,20260901,24,宇都宮,4,7,015176,望月 一成,静 岡,29,111,A1,S2,逃,93.31,4.0,27.0,45.0,4,2,0,0,13,15,5
20260901_宇都宮_5R,20260901,24,宇都宮,5,1,015332,鈴木 涼介,福 島,29,115,A1,S2,逃,92.2,23.0,28.0,28.0,3,3,0,0,12,11,3
20260901_宇都宮_5R,20260901,24,宇都宮,5,2,015845,稲留 敦貴,鹿児島,25,125,A2,A2,逃,88.8,23.0,38.0,71.0,4,1,2,1,11,13,1
20260901_宇都宮_5R,20260901,24,宇都宮,5,3,014758,中野 智公,和歌山,37,99,A2,A2,追,82.77,0.0,22.0,44.0,0,0,3,1,0,0,1
20260901_宇都宮_5R,20260901,24,宇都宮,5,4,014059,高塩 讓次,栃 木,42,90,A1,S2,追,95.52,9.0,38.0,61.0,0,0,6,2,0,0,6
20260901_宇都宮_5R,20260901,24,宇都宮,5,5,015536,疋田 力也,愛 知,25,119,A1,S2,両,93.18,22.0,25.0,33.0,2,3,1,1,5,4,2
20260901_宇都宮_5R,20260901,24,宇都宮,5,6,014364,野間 司,茨 城,40,94,A2,A1,追,82.77,0.0,22.0,50.0,0,0,1,3,0,0,2
20260901_宇都宮_5R,20260901,24,宇都宮,5,7,014634,寺崎 祐樹,熊 本,39,97,A1,A1,追,84.51,22.0,29.0,37.0,0,0,6,2,1,1,7
20260901_宇都宮_6R,20260901,24,宇都宮,6,1,013328,萩原 孝之,静 岡,49,80,S2,S2,追,102.31,10.0,20.0,40.0,0,0,2,2,0,0,2
20260901_宇都宮_6R,20260901,24,宇都宮,6,2,015477,兼本 将太,熊 本,29,117,S2,S1,逃,103.23,11.0,35.0,47.0,1,1,2,2,2,2,0
20260901_宇都宮_6R,20260901,24,宇都宮,6,3,013670,小橋 秀幸,青 森,47,85,S2,A1,追,94.11,7.0,18.0,29.0,0,0,3,2,0,0,10
20260901_宇都宮_6R,20260901,24,宇都宮,6,4,014043,中園 和剛,福 岡,44,89,S2,S2,追,95.96,3.0,6.0,20.0,0,0,1,1,0,0,7
20260901_宇都宮_6R,20260901,24,宇都宮,6,5,015256,中嶋 宣成,長 野,36,113,S2,S2,逃,100.95,14.0,38.0,47.0,6,2,0,0,14,14,1
20260901_宇都宮_6R,20260901,24,宇都宮,6,6,014026,高橋 成英,愛 知,44,89,S2,A1,両,87.4,0.0,3.0,7.0,1,0,0,0,2,2,1
20260901_宇都宮_7R,20260901,24,宇都宮,7,1,014606,稲毛 健太,和歌山,37,97,S2,S2,逃,102.12,6.0,31.0,56.0,2,1,2,0,4,2,2
20260901_宇都宮_7R,20260901,24,宇都宮,7,2,014582,平原 啓多,埼 玉,41,97,S2,S2,追,97.1,7.0,14.0,21.0,0,1,1,2,0,0,0
20260901_宇都宮_7R,20260901,24,宇都宮,7,3,012813,成清 貴之,千 葉,52,73,S2,S2,追,98.96,3.0,10.0,25.0,0,0,2,1,0,0,0
20260901_宇都宮_7R,20260901,24,宇都宮,7,4,014175,柴崎 俊光,三 重,41,91,S2,S2,追,100.73,7.0,19.0,26.0,0,0,3,2,0,0,2
20260901_宇都宮_7R,20260901,24,宇都宮,7,5,015615,荒川 仁,千 葉,28,121,S2,A1,逃,95.0,4.0,20.0,41.0,3,0,0,2,5,5,0
20260901_宇都宮_7R,20260901,24,宇都宮,7,6,015430,岡田 亮太,東 京,25,117,S2,S2,逃,94.55,10.0,15.0,30.0,2,0,1,0,12,13,1
20260901_宇都宮_8R,20260901,24,宇都宮,8,1,015529,塚本 瑠羽,神奈川,28,119,S2,A1,逃,98.63,31.0,40.0,50.0,0,6,2,1,1,3,0
20260901_宇都宮_8R,20260901,24,宇都宮,8,2,014448,相川 永伍,埼 玉,42,95,S2,S2,追,94.77,10.0,10.0,10.0,0,0,2,0,0,0,1
20260901_宇都宮_8R,20260901,24,宇都宮,8,3,012834,松田 治之,大 阪,52,73,S1,S1,追,96.47,10.0,15.0,21.0,0,1,2,0,0,0,2
20260901_宇都宮_8R,20260901,24,宇都宮,8,4,013976,明田 春喜,北海道,45,89,S2,A2,追,96.07,18.0,40.0,51.0,0,0,7,4,0,0,0
20260901_宇都宮_8R,20260901,24,宇都宮,8,5,014945,中井 俊亮,奈 良,33,103,S2,S1,両,101.41,12.0,25.0,41.0,0,2,3,1,3,2,5
20260901_宇都宮_8R,20260901,24,宇都宮,8,6,014208,安部 貴之,宮 城,43,92,S2,S2,追,93.84,0.0,7.0,15.0,0,0,1,0,0,0,1
20260901_宇都宮_8R,20260901,24,宇都宮,8,7,015186,南 潤,和歌山,28,111,S1,S2,逃,102.81,13.0,27.0,31.0,5,0,1,0,11,10,7
20260901_宇都宮_9R,20260901,24,宇都宮,9,1,015358,三浦 貴大,岐 阜,27,115,S2,S2,両,98.47,17.0,35.0,41.0,0,0,5,1,0,0,2
20260901_宇都宮_9R,20260901,24,宇都宮,9,2,015417,櫻井 祐太郎,宮 城,26,117,S1,S1,逃,103.32,14.0,25.0,25.0,5,2,0,0,10,12,6
20260901_宇都宮_9R,20260901,24,宇都宮,9,3,015378,今野 有樹,愛 媛,29,115,S2,S2,追,101.68,0.0,24.0,40.0,0,0,4,2,0,0,4
20260901_宇都宮_9R,20260901,24,宇都宮,9,4,015328,星野 洋輝,福 島,26,115,S1,S2,追,105.04,9.0,13.0,40.0,0,2,1,0,0,0,3
20260901_宇都宮_9R,20260901,24,宇都宮,9,5,015660,河崎 正晴,熊 本,25,121,S2,S2,逃,99.8,11.0,19.0,42.0,1,2,1,1,5,5,0
20260901_宇都宮_9R,20260901,24,宇都宮,9,6,015816,伊東 佑晟,三 重,23,125,S2,S2,逃,93.35,5.0,5.0,15.0,0,0,1,0,2,4,0
20260901_宇都宮_9R,20260901,24,宇都宮,9,7,014108,山中 貴雄,高 知,43,90,S2,S2,追,97.72,0.0,13.0,17.0,0,1,0,2,0,0,2
20260901_宇都宮_10R,20260901,24,宇都宮,10,1,015793,川上 隆義,栃 木,25,125,S2,S2,逃,99.19,19.0,38.0,47.0,7,0,0,1,10,11,1
20260901_宇都宮_10R,20260901,24,宇都宮,10,2,015466,久田 裕也,徳 島,26,117,S2,S1,逃,104.6,17.0,60.0,69.0,5,7,1,1,7,8,2
