レースキー,開催日,競輪場,レース番号,車番,登録番号,選手名,府県,年齢,期別,級班,前級班,脚質,ギヤ倍率,平均競走得点,勝率,２連対率,３連対率,逃げ,捲り,差し,マーク,バック,ホーム,スタート,誘導選手,status
20260720_高知_3R,20260720,高知,3,9,015518,吉田 有希,岐 阜,24,119,S1,S1,逃,,107.9,13.0,31.0,40.0,5,0,2,0,7,10,0,,
20260720_高知_4R,20260720,高知,4,1,015516,木村 皆斗,茨 城,24,119,S1,S1,逃,,108.94,41.0,58.0,64.0,13,6,1,0,20,22,6,,
20260720_高知_4R,20260720,高知,4,2,014252,三谷 将太,奈 良,40,92,S1,S1,追,,112.3,20.0,32.0,56.0,0,0,7,1,0,0,1,,
20260720_高知_4R,20260720,高知,4,3,015051,簗田 一輝,静 岡,30,107,S1,S1,両,,112.23,7.0,33.0,51.0,0,1,5,3,1,1,7,,
20260720_高知_4R,20260720,高知,4,4,014380,根田 空史,千 葉,37,94,S1,S1,逃,,107.96,21.0,46.0,53.0,7,6,0,0,17,13,2,,
20260720_高知_4R,20260720,高知,4,5,014140,神山 拓弥,栃 木,39,91,S1,S1,追,,108.71,6.0,20.0,41.0,0,0,2,4,0,0,2,,
20260720_高知_4R,20260720,高知,4,6,014322,片岡 迪之,岡 山,39,93,S1,S1,両,,105.61,3.0,11.0,40.0,0,1,1,1,0,0,4,,
20260720_高知_4R,20260720,高知,4,7,015362,脇本 勇希,福 井,27,115,S1,S1,逃,,106.11,18.0,33.0,44.0,4,4,1,0,7,6,2,,
20260720_高知_4R,20260720,高知,4,8,015390,伊藤 颯馬,沖 縄,27,115,S1,S1,逃,,107.09,12.0,33.0,66.0,3,5,1,2,12,12,4,,
20260720_高知_4R,20260720,高知,4,9,014507,長島 大介,栃 木,37,96,S1,S1,両,,108.57,25.0,32.0,42.0,0,1,8,0,1,1,3,,
20260720_高知_5R,20260720,高知,5,1,015527,北井 佑季,神奈川,36,119,S2,S2,逃,,105.86,50.0,60.0,73.0,5,12,1,0,12,9,7,,
20260720_高知_5R,20260720,高知,5,2,015464,町田 太我,広 島,26,117,S1,S1,逃,,112.0,18.0,48.0,62.0,9,4,0,0,14,11,3,,
20260720_高知_5R,20260720,高知,5,3,014861,金子 幸央,栃 木,33,101,S1,S2,両,,109.31,22.0,54.0,63.0,0,4,7,1,1,1,6,,
20260720_高知_5R,20260720,高知,5,4,015038,山岸 佳太,茨 城,36,107,S1,S1,両,,108.14,14.0,29.0,55.0,0,1,5,2,1,2,3,,
20260720_高知_5R,20260720,高知,5,5,015094,佐々木 龍,神奈川,35,109,S1,S1,追,,109.33,7.0,29.0,40.0,0,0,3,5,0,0,3,,
20260720_高知_5R,20260720,高知,5,6,014552,福島 武士,香 川,40,96,S1,S2,追,,100.24,10.0,27.0,34.0,0,0,4,4,0,0,4,,
20260720_高知_5R,20260720,高知,5,7,014462,小原 太樹,神奈川,37,95,S1,S1,追,,110.85,17.0,35.0,50.0,0,0,8,2,0,0,14,,
20260720_高知_5R,20260720,高知,5,8,014055,芦澤 大輔,茨 城,44,90,S1,S1,追,,107.14,17.0,21.0,30.0,0,0,4,1,0,0,5,,
20260720_高知_5R,20260720,高知,5,9,013880,岩津 裕介,岡 山,44,87,S1,S1,追,,110.0,19.0,33.0,44.0,0,0,7,5,0,0,3,,
20260720_高知_6R,20260720,高知,6,1,014317,山田 久徳,京 都,38,93,S1,S1,両,,109.95,7.0,22.0,33.0,0,0,4,2,0,0,6,,
20260720_高知_6R,20260720,高知,6,2,015037,鈴木 竜士,東 京,32,107,S1,S1,両,,114.34,30.0,61.0,65.0,2,8,4,2,4,2,9,,
20260720_高知_6R,20260720,高知,6,3,014210,和田 圭,宮 城,40,92,S1,S1,追,,109.57,23.0,30.0,46.0,0,0,7,1,0,0,2,,
20260720_高知_6R,20260720,高知,6,4,015868,市田 龍生都,福 井,24,127,S2,S2,逃,,107.0,50.0,56.0,68.0,7,2,0,0,12,12,1,,
20260720_高知_6R,20260720,高知,6,5,014356,佐藤 一伸,福 島,38,94,S2,S1,両,,110.15,19.0,28.0,57.0,0,4,2,0,2,0,1,,
20260720_高知_6R,20260720,高知,6,6,015378,今野 有樹,愛 媛,29,115,S2,S2,両,,100.05,2.0,22.0,37.0,0,0,4,4,0,1,7,,
20260720_高知_6R,20260720,高知,6,7,015412,菊池 岳仁,長 野,26,117,S1,S1,逃,,108.95,19.0,42.0,57.0,7,2,0,0,12,10,7,,
20260720_高知_6R,20260720,高知,6,8,014682,原田 研太朗,徳 島,35,98,S1,S1,逃,,103.02,27.0,40.0,48.0,5,8,2,0,9,7,6,,
20260720_高知_6R,20260720,高知,6,9,015006,石塚 輪太郎,和歌山,32,105,S2,S1,逃,,108.65,23.0,50.0,60.0,0,11,4,0,5,2,2,,
20260720_高知_7R,20260720,高知,7,1,015061,取鳥 雄吾,岡 山,31,107,S1,S1,逃,,113.2,25.0,50.0,60.0,2,4,4,0,5,7,11,,
20260720_高知_7R,20260720,高知,7,2,015035,阿部 拓真,宮 城,35,107,SS,SS,両,,115.36,7.0,42.0,57.0,0,1,7,3,0,0,6,,
20260720_高知_7R,20260720,高知,7,3,014744,和田 真久留,神奈川,35,99,S1,S1,両,,112.11,7.0,30.0,50.0,0,1,5,2,1,0,6,,
20260720_高知_7R,20260720,高知,7,4,015436,青野 将大,神奈川,32,117,S1,S1,逃,,108.72,20.0,40.0,45.0,3,2,2,1,6,6,0,,
20260720_高知_7R,20260720,高知,7,5,014417,山田 庸平,佐 賀,38,94,S1,S1,両,,114.93,31.0,48.0,62.0,0,1,10,3,0,0,7,,
20260720_高知_7R,20260720,高知,7,6,014730,中田 健太,埼 玉,36,99,S2,A1,追,,96.59,39.0,56.0,86.0,0,0,12,1,0,0,11,,
20260720_高知_7R,20260720,高知,7,7,013851,和田 健太郎,千 葉,45,87,S1,S1,追,,109.57,14.0,32.0,42.0,0,0,8,1,0,0,1,,
20260720_高知_7R,20260720,高知,7,8,015052,渡邉 豪大,福 岡,37,107,S2,S2,追,,106.85,22.0,31.0,50.0,0,0,7,0,0,0,6,,
20260720_高知_7R,20260720,高知,7,9,015789,山崎 歩夢,福 島,21,125,S2,S2,逃,,108.88,52.0,63.0,63.0,8,3,1,0,13,11,5,,
20260720_高知_8R,20260720,高知,8,1,014564,塚本 大樹,熊 本,37,96,S1,S1,追,,110.16,0.0,10.0,31.0,0,0,1,1,0,0,2,,
20260720_高知_8R,20260720,高知,8,2,015009,清水 裕友,山 口,31,105,S1,S1,両,,112.35,25.0,50.0,55.0,2,3,3,2,4,5,3,,
20260720_高知_8R,20260720,高知,8,3,013904,佐藤 友和,岩 手,43,88,S1,S1,両,,109.57,23.0,33.0,42.0,0,0,6,1,0,0,4,,
20260720_高知_8R,20260720,高知,8,4,014935,嶋津 拓弥,神奈川,40,103,S1,S1,追,,111.51,20.0,37.0,55.0,0,1,7,3,0,0,1,,
20260720_高知_8R,20260720,高知,8,5,015034,新山 響平,青 森,32,107,S1,S1,逃,,114.37,33.0,48.0,70.0,5,7,0,1,14,13,4,,
20260720_高知_8R,20260720,高知,8,6,015799,森田 一郎,埼 玉,25,125,S2,S1,逃,,106.34,27.0,37.0,48.0,5,5,1,0,18,19,9,,
20260720_高知_8R,20260720,高知,8,7,015474,阿部 将大,大 分,30,117,S1,S1,逃,,110.27,27.0,54.0,59.0,4,4,3,1,8,6,11,,
20260720_高知_8R,20260720,高知,8,8,014484,河端 朋之,岡 山,41,95,S1,S1,逃,,110.39,29.0,47.0,55.0,3,8,4,1,8,5,8,,
20260720_高知_8R,20260720,高知,8,9,015431,鈴木 玄人,東 京,30,117,S1,S1,両,,112.66,20.0,20.0,40.0,0,0,3,0,0,0,8,,
20260720_高知_9R,20260720,高知,9,1,015597,太田 海也,岡 山,26,121,S1,S1,逃,,116.44,40.0,40.0,50.0,2,2,0,0,6,7,1,,
20260720_高知_9R,20260720,高知,9,2,014534,深谷 知広,静 岡,36,96,S1,S1,逃,,114.59,48.0,62.0,62.0,4,10,2,1,9,8,5,,
20260720_高知_9R,20260720,高知,9,3,014002,渡部 幸訓,福 島,43,89,S1,S1,追,,115.29,11.0,33.0,55.0,0,0,5,1,0,0,5,,
20260720_高知_9R,20260720,高知,9,4,015272,中釜 章成,大 阪,29,113,S1,S1,逃,,111.9,38.0,47.0,71.0,1,6,3,0,9,5,8,,
20260720_高知_9R,20260720,高知,9,5,014524,松谷 秀幸,神奈川,43,96,S1,S1,追,,112.26,32.0,38.0,51.0,0,0,11,1,0,0,5,,
20260720_高知_9R,20260720,高知,9,6,015199,田尾 駿介,高 知,34,111,S1,S1,追,,104.0,13.0,21.0,26.0,0,0,5,0,0,0,4,,
20260720_高知_9R,20260720,高知,9,7,015779,中石 湊,北海道,21,125,S1,S2,逃,,110.14,0.0,14.0,28.0,0,1,0,0,5,3,3,,
20260720_高知_9R,20260720,高知,9,8,014873,三谷 竜生,奈 良,38,101,S1,S1,両,,108.11,11.0,25.0,40.0,1,3,3,0,3,2,4,,
20260720_高知_9R,20260720,高知,9,9,015203,松本 貴治,愛 媛,32,111,S1,S1,両,,110.94,16.0,38.0,44.0,1,3,2,1,2,2,4,,
20260720_高知_10R,20260720,高知,10,1,015343,佐々木 悠葵,群 馬,30,115,S1,S1,両,,114.38,38.0,52.0,57.0,3,3,5,0,4,6,3,,
20260720_高知_10R,20260720,高知,10,2,013516,荒井 崇博,長 崎,48,82,S1,S1,両,,116.84,21.0,36.0,52.0,0,0,5,2,0,0,4,,
20260720_高知_10R,20260720,高知,10,3,015596,中野 慎詞,岩 手,27,121,S1,S1,逃,,114.91,25.0,41.0,50.0,4,0,1,0,8,9,1,,
20260720_高知_10R,20260720,高知,10,4,014152,宿口 陽一,埼 玉,42,91,S1,S1,両,,111.12,16.0,36.0,48.0,0,0,7,2,0,0,5,,
20260720_高知_10R,20260720,高知,10,5,014129,菅田 壱道,宮 城,40,91,S1,S1,両,,112.06,12.0,25.0,37.0,0,0,3,1,0,0,3,,
20260720_高知_10R,20260720,高知,10,6,015814,岩井 芯,岐 阜,21,125,S2,S2,逃,,107.35,45.0,70.0,75.0,7,6,1,0,10,9,1,,
20260720_高知_10R,20260720,高知,10,7,015298,嘉永 泰斗,熊 本,28,113,SS,SS,逃,,116.25,33.0,51.0,59.0,0,14,0,0,2,3,2,,
20260720_高知_10R,20260720,高知,10,8,014103,村田 雅一,兵 庫,42,90,S1,S1,追,,110.65,23.0,38.0,57.0,0,0,8,2,0,0,1,,
20260720_高知_10R,20260720,高知,10,9,014089,浅井 康太,三 重,42,90,S1,S1,両,,112.31,27.0,31.0,55.0,0,2,7,0,0,0,3,,
20260720_高知_11R,20260720,高知,11,1,014741,郡司 浩平,神奈川,35,99,SS,SS,両,,116.56,16.0,44.0,66.0,0,3,5,0,3,4,8,,
20260720_高知_11R,20260720,高知,11,2,015451,山口 拳矢,岐 阜,30,117,S1,S1,両,,111.07,39.0,42.0,57.0,1,8,3,0,3,2,7,,
20260720_高知_11R,20260720,高知,11,3,014681,松浦 悠士,広 島,35,98,S1,S1,両,,115.96,40.0,59.0,65.0,0,6,11,2,2,0,11,,
20260720_高知_11R,20260720,高知,11,4,015731,西田 優大,広 島,28,123,S1,S1,逃,,109.95,13.0,36.0,50.0,4,4,0,0,11,12,6,,
20260720_高知_11R,20260720,高知,11,5,014659,武藤 龍生,埼 玉,35,98,S1,S1,追,,111.57,13.0,31.0,45.0,0,0,5,2,0,0,2,,
20260720_高知_11R,20260720,高知,11,6,014939,長尾 拳太,岐 阜,33,103,S2,S1,両,,104.86,20.0,37.0,48.0,0,2,7,2,0,0,2,,
20260720_高知_11R,20260720,高知,11,7,015261,松井 宏佑,神奈川,33,113,S1,S1,逃,,106.83,20.0,25.0,29.0,1,4,1,0,8,7,1,,
20260720_高知_11R,20260720,高知,11,8,015248,森田 優弥,埼 玉,28,113,S2,S1,逃,,109.85,34.0,43.0,65.0,3,7,0,0,13,7,2,,
20260720_高知_11R,20260720,高知,11,9,013894,園田 匠,福 岡,44,87,S1,S1,追,,110.38,16.0,36.0,52.0,0,0,9,4,0,0,0,,
20260720_高知_12R,20260720,高知,12,1,014396,脇本 雄太,福 井,37,94,SS,SS,逃,,113.8,40.0,40.0,60.0,0,3,1,0,2,0,0,,
20260720_高知_12R,20260720,高知,12,2,015553,犬伏 湧也,徳 島,30,119,S1,S1,逃,,115.33,40.0,56.0,65.0,8,10,0,0,16,8,2,,
20260720_高知_12R,20260720,高知,12,3,015242,眞杉 匠,栃 木,27,113,SS,SS,逃,,117.29,29.0,59.0,74.0,6,7,2,1,12,8,4,,
20260720_高知_12R,20260720,高知,12,4,015465,石原 颯,香 川,26,117,S1,S1,逃,,111.56,25.0,41.0,45.0,5,5,0,0,13,10,1,,
20260720_高知_12R,20260720,高知,12,5,014838,古性 優作,大 阪,35,100,SS,SS,両,,120.56,52.0,78.0,91.0,1,5,11,1,4,0,1,,
20260720_高知_12R,20260720,高知,12,6,014097,稲川 翔,大 阪,41,90,S1,S2,両,,110.72,13.0,40.0,54.0,0,1,5,3,0,0,6,,
20260720_高知_12R,20260720,高知,12,7,015341,坂井 洋,栃 木,31,115,S1,S1,両,,112.16,35.0,45.0,61.0,2,8,4,0,5,3,6,,
20260720_高知_12R,20260720,高知,12,8,014054,新田 祐大,福 島,40,90,S1,S1,両,,112.74,25.0,44.0,62.0,1,7,3,1,5,4,13,,
20260720_高知_12R,20260720,高知,12,9,015039,吉田 拓矢,茨 城,31,107,SS,SS,両,,118.74,44.0,70.0,85.0,1,10,8,0,6,2,4,,
20260720_静岡_1R,20260720,静岡,1,1,015705,鳥海 創,千 葉,24,123,A2,A2,逃,,83.19,23.0,28.0,42.0,6,0,0,0,8,10,1,,
20260720_静岡_1R,20260720,静岡,1,2,013952,東 鉄也,三 重,45,88,A2,A2,両,,84.0,15.0,26.0,30.0,1,2,4,0,5,4,1,,
20260720_静岡_1R,20260720,静岡,1,3,013233,小松 剛之,宮 城,51,79,A2,A1,両,,83.79,0.0,16.0,41.0,0,0,1,3,0,1,12,,
20260720_静岡_1R,20260720,静岡,1,4,015359,山口 聖矢,岐 阜,32,115,A1,A1,両,,86.27,21.0,31.0,42.0,0,2,4,0,0,0,3,,
20260720_静岡_1R,20260720,静岡,1,5,014522,高橋 佑輔,神奈川,38,96,A2,A2,追,,81.52,0.0,12.0,24.0,0,0,2,1,0,0,0,,
20260720_静岡_1R,20260720,静岡,1,6,014324,内村 竜也,山 口,50,93,A2,A3,追,,73.55,11.0,22.0,22.0,0,1,0,1,0,0,0,,
20260720_静岡_1R,20260720,静岡,1,7,015506,佐藤 啓斗,青 森,29,119,A2,A2,逃,,79.76,4.0,12.0,24.0,1,2,0,0,9,8,0,,
20260720_静岡_2R,20260720,静岡,2,1,015563,久保 光司,佐 賀,29,119,A2,A2,逃,,81.28,8.0,16.0,32.0,2,0,2,0,7,13,4,,
20260720_静岡_2R,20260720,静岡,2,2,015707,池邉 聖,神奈川,31,123,A1,A1,逃,,81.66,11.0,22.0,33.0,3,2,1,0,7,8,6,,
20260720_静岡_2R,20260720,静岡,2,3,013828,引地 正人,秋 田,46,87,A1,A2,逃,,86.33,14.0,38.0,52.0,3,5,0,0,6,3,0,,
20260720_静岡_2R,20260720,静岡,2,4,013298,井手 健,長 崎,52,79,A2,A2,追,,80.75,0.0,9.0,19.0,0,0,1,1,0,0,0,,
20260720_静岡_2R,20260720,静岡,2,5,015238,井寺 亮太,長 崎,34,113,A1,A2,両,,80.76,14.0,28.0,28.0,0,2,3,1,1,2,1,,
20260720_静岡_2R,20260720,静岡,2,6,012717,伊藤 一貴,栃 木,54,72,A2,A3,追,,75.33,6.0,43.0,70.0,0,0,5,8,0,0,1,,
20260720_静岡_2R,20260720,静岡,2,7,014364,野間 司,茨 城,40,94,A2,A1,追,,80.55,5.0,5.0,22.0,0,0,1,0,0,0,2,,
20260720_静岡_3R,20260720,静岡,3,1,014581,佐山 俊樹,埼 玉,36,97,A1,A1,追,,85.03,11.0,22.0,44.0,0,1,4,1,1,0,4,,
20260720_静岡_3R,20260720,静岡,3,2,015108,吉田 篤史,奈 良,37,109,A2,A2,両,,87.58,20.0,50.0,62.0,2,4,1,5,6,5,4,,
20260720_静岡_3R,20260720,静岡,3,3,015726,龍野 琳太郎,岡 山,25,123,A1,A1,逃,,89.59,25.0,59.0,62.0,10,4,0,2,11,12,13,,
20260720_静岡_3R,20260720,静岡,3,4,014502,相笠 翔太,福 島,36,96,A2,A2,両,,83.92,22.0,29.0,40.0,0,3,5,0,0,2,1,,
20260720_静岡_3R,20260720,静岡,3,5,015351,宮下 一歩,長 野,33,115,A1,A1,逃,,86.59,18.0,48.0,59.0,11,1,0,1,20,20,7,,
20260720_静岡_3R,20260720,静岡,3,6,014110,廣川 泰昭,愛 媛,43,90,A2,A2,追,,83.71,14.0,23.0,33.0,0,3,2,0,1,0,1,,
20260720_静岡_3R,20260720,静岡,3,7,013916,白石 大輔,福 島,43,88,A1,A1,両,,86.43,13.0,33.0,50.0,0,0,6,4,0,0,5,,
20260720_静岡_4R,20260720,静岡,4,1,015719,出口 謙一郎,岐 阜,27,123,A1,A1,逃,,91.83,37.0,45.0,58.0,4,6,1,0,8,9,0,,
20260720_静岡_4R,20260720,静岡,4,2,015102,奥出 良,新 潟,32,109,A2,A2,逃,,84.29,20.0,29.0,37.0,3,4,0,0,9,11,0,,
20260720_静岡_4R,20260720,静岡,4,3,014630,利根 正明,大 分,36,97,A1,A1,逃,,85.33,14.0,19.0,42.0,2,2,0,0,8,7,13,,
20260720_静岡_4R,20260720,静岡,4,4,015833,野村 賢,山 口,22,125,A1,A2,逃,,87.16,33.0,45.0,54.0,8,2,1,0,15,17,8,,
20260720_静岡_4R,20260720,静岡,4,5,013374,川野 正芳,大 分,49,80,A2,A2,追,,85.13,0.0,12.0,25.0,0,0,1,1,0,0,0,,
20260720_静岡_4R,20260720,静岡,4,6,013192,平田 徹,静 岡,50,78,A2,A2,追,,81.52,4.0,19.0,28.0,0,0,1,3,0,0,0,,
20260720_静岡_4R,20260720,静岡,4,7,014999,水谷 将司,愛 知,38,105,A2,A2,追,,90.85,33.0,59.0,70.0,0,0,13,3,0,0,0,,
20260720_静岡_5R,20260720,静岡,5,1,015078,三宅 玲奈,岡 山,30,108,L1,L1,追,,46.92,3.0,3.0,3.0,0,0,1,0,0,0,0,,
20260720_静岡_5R,20260720,静岡,5,2,015849,佐藤 乃愛,北海道,22,126,L1,L1,両,,46.72,0.0,4.0,8.0,0,0,1,0,1,1,2,,
20260720_静岡_5R,20260720,静岡,5,3,015397,新井 美菜,埼 玉,27,116,L1,L1,追,,47.13,9.0,13.0,22.0,2,1,0,0,6,4,2,,
20260720_静岡_5R,20260720,静岡,5,4,015321,比嘉 真梨代,沖 縄,37,114,L1,L1,追,,50.56,10.0,16.0,36.0,0,1,2,2,1,2,19,,
20260720_静岡_5R,20260720,静岡,5,5,015313,豊岡 英子,大 阪,45,114,L1,L1,両,,50.2,4.0,12.0,37.0,2,0,1,0,3,8,2,,
20260720_静岡_5R,20260720,静岡,5,6,016034,古山 稀絵,静 岡,28,130,L1,L1,両,,48.5,16.0,16.0,33.0,0,1,0,0,0,0,1,,
20260720_静岡_6R,20260720,静岡,6,1,015525,鈴木 浩太,千 葉,29,119,S2,S2,逃,,100.88,23.0,26.0,42.0,4,3,0,0,19,17,3,,
20260720_静岡_6R,20260720,静岡,6,2,014888,佐藤 健太,福 岡,38,101,S2,A1,追,,92.72,9.0,27.0,59.0,0,0,5,1,0,0,5,,
20260720_静岡_6R,20260720,静岡,6,3,015694,浮島 知稀,群 馬,25,123,S2,S2,逃,,95.93,12.0,16.0,25.0,5,0,0,0,12,11,2,,
20260720_静岡_6R,20260720,静岡,6,4,015171,出澤 拓也,神奈川,35,111,S2,S2,追,,94.47,0.0,8.0,27.0,0,0,0,3,0,0,1,,
20260720_静岡_6R,20260720,静岡,6,5,014889,津村 洸次郎,福 岡,35,101,S2,S2,両,,94.28,4.0,16.0,20.0,1,1,0,2,7,10,7,,
20260720_静岡_6R,20260720,静岡,6,6,013864,伊藤 世哉,三 重,45,87,S2,A1,追,,91.23,4.0,19.0,28.0,0,0,1,3,0,0,6,,
20260720_静岡_7R,20260720,静岡,7,1,015540,徳田 匠,京 都,29,119,S2,S2,逃,,98.76,12.0,28.0,32.0,6,1,0,0,11,17,9,,
20260720_静岡_7R,20260720,静岡,7,2,013803,三ツ石 康洋,徳 島,45,86,S2,A1,両,,92.41,12.0,33.0,45.0,0,1,3,4,0,0,0,,
20260720_静岡_7R,20260720,静岡,7,3,014143,天田 裕輝,群 馬,41,91,S2,S2,両,,99.48,20.0,36.0,44.0,0,0,6,3,0,0,0,,
20260720_静岡_7R,20260720,静岡,7,4,015610,永井 哉多,東 京,24,121,S2,A1,逃,,95.96,68.0,72.0,76.0,8,10,0,0,14,11,0,,
20260720_静岡_7R,20260720,静岡,7,5,013878,松岡 健介,兵 庫,48,87,S2,S2,両,,97.85,13.0,20.0,26.0,0,0,3,0,0,0,0,,
20260720_静岡_7R,20260720,静岡,7,6,015191,奥村 諭志,岡 山,32,111,S2,A1,両,,91.12,20.0,29.0,41.0,1,1,4,1,1,1,3,,
20260720_静岡_8R,20260720,静岡,8,1,015528,新村 穣,神奈川,32,119,S2,S2,逃,,101.7,30.0,30.0,40.0,0,1,2,0,1,3,0,,
20260720_静岡_8R,20260720,静岡,8,2,014945,中井 俊亮,奈 良,33,103,S2,S1,両,,103.73,19.0,34.0,46.0,0,2,5,2,1,1,6,,
20260720_静岡_8R,20260720,静岡,8,3,015036,尾形 鉄馬,宮 城,36,107,S2,S2,追,,99.87,4.0,20.0,37.0,0,0,4,1,0,0,7,,
20260720_静岡_8R,20260720,静岡,8,4,014504,杉本 正隆,茨 城,40,96,S1,S2,追,,100.5,15.0,30.0,46.0,0,0,3,1,0,0,2,,
20260720_静岡_8R,20260720,静岡,8,5,013115,望月 永悟,静 岡,49,77,S2,S2,追,,98.92,0.0,15.0,30.0,0,0,1,3,0,0,0,,
20260720_静岡_8R,20260720,静岡,8,6,013726,川村 晃司,京 都,50,85,S2,S2,両,,98.75,9.0,23.0,38.0,0,2,1,2,0,1,3,,
20260720_静岡_8R,20260720,静岡,8,7,015417,櫻井 祐太郎,宮 城,26,117,S1,S1,逃,,105.85,17.0,35.0,39.0,6,2,1,1,9,12,7,,
20260720_静岡_9R,20260720,静岡,9,1,015620,纐纈 洸翔,愛 知,24,121,S1,S1,両,,105.39,8.0,29.0,45.0,1,3,3,0,3,4,0,,
20260720_静岡_9R,20260720,静岡,9,2,014664,志村 龍己,山 梨,39,98,S2,S2,追,,102.38,15.0,30.0,46.0,0,0,6,2,0,0,4,,
20260720_静岡_9R,20260720,静岡,9,3,014558,松尾 透,福 岡,41,96,S2,S2,追,,98.33,3.0,15.0,39.0,0,0,3,2,1,0,5,,
20260720_静岡_9R,20260720,静岡,9,4,015692,松崎 広太,茨 城,27,123,S2,S2,逃,,106.84,30.0,61.0,69.0,9,6,1,0,13,14,3,,
20260720_静岡_9R,20260720,静岡,9,5,015749,佐藤 壮志,熊 本,22,123,S2,S2,逃,,102.64,13.0,31.0,48.0,3,5,0,1,8,6,1,,
