レースキー,開催日,競輪場,レース番号,車番,登録番号,選手名,府県,年齢,期別,級班,前級班,脚質,ギヤ倍率,平均競走得点,勝率,２連対率,３連対率,逃げ,捲り,差し,マーク,バック,ホーム,スタート,誘導選手,status
20260713_宇都宮_10R,20260713,宇都宮,10,7,014599,松岡 篤哉,岐 阜,44,97,S2,S2,両,,100.17,25.0,35.0,46.0,2,2,5,1,3,3,0,,
20260713_宇都宮_11R,20260713,宇都宮,11,1,015440,長田 龍拳,静 岡,25,117,S2,S2,逃,,106.07,23.0,50.0,73.0,10,3,0,0,20,17,5,,
20260713_宇都宮_11R,20260713,宇都宮,11,2,015064,吉武 信太朗,愛 媛,32,107,S2,S2,逃,,96.4,0.0,3.0,28.0,0,0,0,1,2,4,2,,
20260713_宇都宮_11R,20260713,宇都宮,11,3,013230,開坂 秀明,青 森,51,79,S2,S2,追,,97.82,0.0,17.0,24.0,0,0,3,2,0,0,0,,
20260713_宇都宮_11R,20260713,宇都宮,11,4,014141,中川 貴徳,栃 木,42,91,S2,S2,追,,100.27,9.0,22.0,27.0,0,0,4,1,0,0,2,,
20260713_宇都宮_11R,20260713,宇都宮,11,5,014571,根本 哲吏,秋 田,40,97,S2,S2,両,,96.88,0.0,10.0,20.0,0,0,0,1,1,1,0,,
20260713_宇都宮_11R,20260713,宇都宮,11,6,014068,吉田 裕全,埼 玉,41,90,S2,A1,追,,91.54,8.0,30.0,47.0,0,1,2,4,0,0,1,,
20260713_宇都宮_11R,20260713,宇都宮,11,7,013357,近藤 誠二,香 川,48,80,S2,A1,追,,92.52,12.0,29.0,58.0,0,0,3,4,0,0,0,,
20260713_宇都宮_12R,20260713,宇都宮,12,1,014505,雨谷 一樹,栃 木,36,96,S1,S1,両,,109.03,3.0,26.0,30.0,0,1,2,4,0,1,4,,
20260713_宇都宮_12R,20260713,宇都宮,12,2,015475,伊藤 旭,熊 本,26,117,S1,S1,両,,108.45,16.0,25.0,54.0,0,4,2,0,1,2,5,,
20260713_宇都宮_12R,20260713,宇都宮,12,3,015235,嵯峨 昇喜郎,青 森,27,113,S1,S1,両,,108.4,14.0,40.0,51.0,3,6,2,0,7,5,2,,
20260713_宇都宮_12R,20260713,宇都宮,12,4,012450,山口 富生,岐 阜,56,68,S1,S1,追,,105.43,12.0,25.0,50.0,0,0,2,2,0,0,1,,
20260713_宇都宮_12R,20260713,宇都宮,12,5,015186,南 潤,和歌山,28,111,S1,S2,逃,,101.66,25.0,45.0,54.0,6,1,3,1,14,12,7,,
20260713_宇都宮_12R,20260713,宇都宮,12,6,012987,堤 洋,徳 島,50,75,S1,S2,追,,99.03,11.0,23.0,61.0,0,0,5,1,0,0,0,,
20260713_宇都宮_12R,20260713,宇都宮,12,7,015439,佐々木 眞也,神奈川,31,117,S1,S1,両,,111.71,19.0,38.0,42.0,0,1,6,1,0,1,2,,
20260713_岐阜_1R,20260713,岐阜,1,1,012164,堀 政美,茨 城,57,65,A2,A2,追,,85.3,4.0,20.0,45.0,0,0,3,2,0,0,1,,
20260713_岐阜_1R,20260713,岐阜,1,2,015906,林 佳宗依,富 山,24,127,A2,A3,逃,,76.44,39.0,50.0,60.0,8,4,1,1,12,11,12,,
20260713_岐阜_1R,20260713,岐阜,1,3,014749,山田 哲也,愛 知,44,99,A2,A2,追,,81.41,10.0,20.0,27.0,0,3,2,1,0,0,4,,
20260713_岐阜_1R,20260713,岐阜,1,4,013668,佐々木 孝司,青 森,47,84,A2,A2,逃,,81.4,14.0,19.0,33.0,1,3,0,0,5,8,2,,
20260713_岐阜_1R,20260713,岐阜,1,5,013086,坂本 毅,岩 手,54,77,A2,A2,追,,80.14,0.0,4.0,14.0,0,0,0,1,0,0,0,,
20260713_岐阜_1R,20260713,岐阜,1,6,012879,石井 毅,神奈川,52,74,A2,A3,追,,73.46,13.0,43.0,60.0,0,1,7,5,0,0,5,,
20260713_岐阜_1R,20260713,岐阜,1,7,015265,井田 晶之,三 重,35,113,A2,A1,両,,81.62,0.0,7.0,21.0,2,0,0,0,11,12,0,,
20260713_岐阜_2R,20260713,岐阜,2,1,015287,山中 崇弘,高 知,30,113,A2,A2,追,,81.0,0.0,14.0,23.0,0,0,1,2,0,0,4,,
20260713_岐阜_2R,20260713,岐阜,2,2,013233,小松 剛之,宮 城,51,79,A2,A1,両,,84.09,0.0,19.0,38.0,0,0,1,3,0,1,12,,
20260713_岐阜_2R,20260713,岐阜,2,3,015091,樋口 瑛土,東 京,35,109,A2,A2,追,,83.31,11.0,11.0,35.0,0,0,2,0,1,1,2,,
20260713_岐阜_2R,20260713,岐阜,2,4,014676,柳原 司,大 阪,41,98,A2,A2,両,,85.92,14.0,25.0,44.0,0,1,3,3,1,0,2,,
20260713_岐阜_2R,20260713,岐阜,2,5,012718,大橋 徹,栃 木,53,72,A1,A1,追,,87.46,13.0,33.0,40.0,0,0,4,1,0,0,1,,
20260713_岐阜_2R,20260713,岐阜,2,6,014386,伊藤 拓人,静 岡,38,94,A2,A2,追,,78.26,3.0,7.0,11.0,0,0,2,0,0,0,1,,
20260713_岐阜_2R,20260713,岐阜,2,7,015929,鶴 淳志,福 岡,26,127,A2,A2,逃,,87.83,20.0,37.0,58.0,5,3,1,0,13,13,3,,
20260713_岐阜_3R,20260713,岐阜,3,1,014997,下岡 優季,愛 知,36,105,A1,A2,逃,,87.77,18.0,44.0,59.0,8,1,3,0,17,16,5,,
20260713_岐阜_3R,20260713,岐阜,3,2,015131,池部 壮太,大 分,33,109,A1,A1,逃,,84.23,14.0,38.0,47.0,6,1,1,0,13,16,10,,
20260713_岐阜_3R,20260713,岐阜,3,3,011477,川口 満宏,東 京,59,58,A1,S2,追,,94.44,3.0,7.0,21.0,0,0,1,1,0,0,0,,
20260713_岐阜_3R,20260713,岐阜,3,4,015603,小坂 丈,茨 城,30,121,A2,A1,逃,,86.72,11.0,27.0,55.0,1,2,2,0,9,10,6,,
20260713_岐阜_3R,20260713,岐阜,3,5,015359,山口 聖矢,岐 阜,32,115,A1,A1,両,,86.93,18.0,31.0,43.0,0,2,3,0,0,0,2,,
20260713_岐阜_3R,20260713,岐阜,3,6,014614,高橋 清太郎,岡 山,41,97,A1,A1,追,,82.83,12.0,16.0,37.0,0,0,3,1,1,0,1,,
20260713_岐阜_3R,20260713,岐阜,3,7,013479,田中 秀治,岐 阜,49,82,A2,A2,追,,87.0,13.0,26.0,56.0,0,0,4,2,0,0,0,,
20260713_岐阜_4R,20260713,岐阜,4,1,013645,川木 敬大,兵 庫,47,84,A1,A1,追,,83.26,6.0,12.0,56.0,0,0,1,1,0,0,1,,
20260713_岐阜_4R,20260713,岐阜,4,2,013382,成田 直喜,青 森,50,81,A1,A1,追,,90.04,12.0,33.0,45.0,0,0,4,4,0,0,2,,
20260713_岐阜_4R,20260713,岐阜,4,3,012678,舛井 幹雄,三 重,54,71,A1,A1,追,,90.75,20.0,30.0,45.0,0,1,3,2,1,0,5,,
20260713_岐阜_4R,20260713,岐阜,4,4,015633,中釜 健次,大 阪,27,121,A1,A1,逃,,90.4,33.0,37.0,48.0,2,7,1,0,9,7,10,,
20260713_岐阜_4R,20260713,岐阜,4,5,013729,堺 文人,和歌山,47,85,A2,A2,追,,82.44,12.0,16.0,36.0,0,0,3,1,0,0,2,,
20260713_岐阜_4R,20260713,岐阜,4,6,014169,富安 保充,愛 知,43,91,A2,A2,追,,81.95,0.0,8.0,33.0,0,0,2,0,0,0,2,,
20260713_岐阜_4R,20260713,岐阜,4,7,015550,山崎 航,山 口,31,119,A1,A1,逃,,89.87,33.0,54.0,66.0,9,2,1,1,14,14,2,,
20260713_岐阜_5R,20260713,岐阜,5,1,015713,望月 湧世,静 岡,22,123,S2,S2,逃,,98.84,7.0,30.0,38.0,6,1,1,0,15,19,0,,
20260713_岐阜_5R,20260713,岐阜,5,2,014839,山本 巨樹,大 阪,35,100,S2,S2,追,,95.53,0.0,6.0,30.0,0,0,1,1,0,0,2,,
20260713_岐阜_5R,20260713,岐阜,5,3,015326,照井 拓成,岩 手,30,115,S2,S2,逃,,102.57,7.0,28.0,53.0,0,2,4,2,1,3,0,,
20260713_岐阜_5R,20260713,岐阜,5,4,013045,岩本 和也,石 川,51,76,S2,S2,追,,98.4,3.0,10.0,32.0,0,0,2,1,0,0,0,,
20260713_岐阜_5R,20260713,岐阜,5,5,014440,渡辺 正光,福 島,38,95,S2,A1,追,,93.3,9.0,42.0,61.0,0,0,3,6,0,0,1,,
20260713_岐阜_5R,20260713,岐阜,5,6,015624,小西 晴己,三 重,24,121,S2,S2,両,,96.5,30.0,60.0,75.0,2,5,4,1,5,6,11,,
20260713_岐阜_6R,20260713,岐阜,6,1,013912,金成 和幸,福 島,47,88,S2,S2,追,,99.7,3.0,12.0,25.0,0,0,2,2,0,0,1,,
20260713_岐阜_6R,20260713,岐阜,6,2,014310,三谷 政史,奈 良,43,93,S2,A1,追,,93.9,8.0,50.0,66.0,0,0,2,4,0,0,1,,
20260713_岐阜_6R,20260713,岐阜,6,3,014286,関 貴之,茨 城,43,93,S2,S2,追,,97.6,3.0,10.0,39.0,0,0,2,1,0,0,2,,
20260713_岐阜_6R,20260713,岐阜,6,4,014465,村上 直久,神奈川,45,95,S2,S2,両,,101.83,13.0,30.0,40.0,4,3,2,0,8,11,0,,
20260713_岐阜_6R,20260713,岐阜,6,5,015366,張野 幸聖,和歌山,26,115,S2,A1,逃,,93.13,33.0,41.0,41.0,2,6,2,0,5,6,2,,
20260713_岐阜_6R,20260713,岐阜,6,6,014163,内田 英介,東 京,45,91,S2,A1,追,,91.67,10.0,32.0,57.0,0,0,4,5,0,0,20,,
20260713_岐阜_6R,20260713,岐阜,6,7,015420,梁島 邦友,茨 城,27,117,S2,S2,逃,,95.77,0.0,4.0,31.0,1,0,0,0,9,13,7,,
20260713_岐阜_7R,20260713,岐阜,7,1,014248,吉川 起也,富 山,43,92,S2,A1,両,,94.0,42.0,61.0,80.0,0,8,4,1,2,0,5,,
20260713_岐阜_7R,20260713,岐阜,7,2,014889,津村 洸次郎,福 岡,35,101,S2,S2,両,,94.45,4.0,13.0,18.0,1,1,0,1,7,10,5,,
20260713_岐阜_7R,20260713,岐阜,7,3,015793,川上 隆義,栃 木,25,125,S2,S2,逃,,100.95,23.0,38.0,52.0,7,0,0,1,10,12,0,,
20260713_岐阜_7R,20260713,岐阜,7,4,014582,平原 啓多,埼 玉,41,97,S2,S2,追,,97.05,0.0,5.0,22.0,0,0,1,1,0,0,0,,
20260713_岐阜_7R,20260713,岐阜,7,5,013642,西岡 正一,和歌山,49,84,S2,S2,追,,97.36,0.0,26.0,31.0,0,0,4,1,0,0,1,,
20260713_岐阜_7R,20260713,岐阜,7,6,013762,吉田 勇人,埼 玉,47,86,S2,A1,追,,92.12,4.0,25.0,50.0,0,0,4,2,0,0,12,,
20260713_岐阜_7R,20260713,岐阜,7,7,014330,坂田 章,高 知,40,93,S2,A1,追,,93.18,8.0,34.0,56.0,0,0,4,4,0,0,1,,
20260713_岐阜_8R,20260713,岐阜,8,1,015361,高田 修汰,福 井,26,115,S2,S2,逃,,96.96,12.0,22.0,35.0,6,1,0,0,16,20,4,,
20260713_岐阜_8R,20260713,岐阜,8,2,015477,兼本 将太,熊 本,29,117,S2,S1,逃,,101.47,10.0,26.0,31.0,1,3,1,0,3,2,0,,
20260713_岐阜_8R,20260713,岐阜,8,3,014523,東 龍之介,神奈川,36,96,S2,S2,追,,104.34,19.0,50.0,57.0,0,0,8,5,0,0,3,,
20260713_岐阜_8R,20260713,岐阜,8,4,014175,柴崎 俊光,三 重,41,91,S2,S2,追,,100.04,11.0,26.0,34.0,0,0,6,1,0,0,4,,
20260713_岐阜_8R,20260713,岐阜,8,5,014246,森川 大輔,岐 阜,39,92,S2,S2,追,,102.3,7.0,23.0,46.0,0,0,3,3,0,0,3,,
20260713_岐阜_8R,20260713,岐阜,8,6,015174,菊池 竣太朗,静 岡,29,111,S2,A1,両,,94.66,50.0,66.0,83.0,0,4,0,0,1,0,0,,
20260713_岐阜_8R,20260713,岐阜,8,7,013737,筒井 敦史,岡 山,50,85,S2,S1,追,,105.69,26.0,38.0,50.0,0,0,7,3,0,0,2,,
20260713_岐阜_9R,20260713,岐阜,9,1,013328,萩原 孝之,静 岡,48,80,S2,S2,追,,101.45,8.0,16.0,32.0,0,0,2,2,0,0,2,,
20260713_岐阜_9R,20260713,岐阜,9,2,014996,岡本 総,愛 知,38,105,S1,S1,追,,108.21,14.0,35.0,42.0,0,0,8,2,0,0,5,,
20260713_岐阜_9R,20260713,岐阜,9,3,015728,保田 浩輔,岡 山,26,123,S2,A1,逃,,92.13,31.0,40.0,45.0,3,6,0,0,8,5,9,,
20260713_岐阜_9R,20260713,岐阜,9,4,015528,新村 穣,神奈川,32,119,S2,S2,逃,,100.28,14.0,14.0,28.0,0,1,0,0,1,3,0,,
20260713_岐阜_9R,20260713,岐阜,9,5,014945,中井 俊亮,奈 良,33,103,S2,S1,両,,104.08,17.0,34.0,47.0,0,2,4,2,1,1,5,,
20260713_岐阜_9R,20260713,岐阜,9,6,013803,三ツ石 康洋,徳 島,45,86,S2,A1,両,,91.61,9.0,33.0,47.0,0,1,2,4,0,0,0,,
20260713_岐阜_9R,20260713,岐阜,9,7,014769,坂本 修一,岡 山,38,99,S2,S2,追,,99.71,9.0,15.0,40.0,0,0,3,2,1,1,0,,
20260713_岐阜_10R,20260713,岐阜,10,1,014552,福島 武士,香 川,40,96,S1,S2,追,,99.92,7.0,26.0,34.0,0,0,3,4,0,0,3,,
20260713_岐阜_10R,20260713,岐阜,10,2,015347,武田 亮,東 京,27,115,S2,S2,逃,,100.85,22.0,37.0,48.0,5,4,1,0,12,11,4,,
20260713_岐阜_10R,20260713,岐阜,10,3,015195,久保田 泰弘,山 口,31,111,S2,S2,追,,98.12,11.0,11.0,23.0,0,0,2,0,0,0,1,,
20260713_岐阜_10R,20260713,岐阜,10,4,013619,竹内 智彦,宮 城,49,84,S1,S1,追,,106.85,6.0,31.0,50.0,0,0,3,2,0,0,0,,
20260713_岐阜_10R,20260713,岐阜,10,5,015197,川口 雄太,徳 島,29,111,S2,S2,両,,106.58,36.0,46.0,63.0,0,5,6,3,1,0,3,,
20260713_岐阜_10R,20260713,岐阜,10,6,015570,松本 憲斗,熊 本,29,119,S2,A1,逃,,93.82,22.0,38.0,50.0,1,4,2,0,2,1,1,,
20260713_岐阜_10R,20260713,岐阜,10,7,013990,荻原 尚人,宮 城,42,89,S2,S2,追,,97.68,6.0,20.0,27.0,0,0,3,3,0,0,7,,
20260713_岐阜_11R,20260713,岐阜,11,1,013146,八谷 誠賢,福 岡,51,77,A1,A1,逃,,92.09,28.0,47.0,66.0,2,5,3,0,5,4,1,,
20260713_岐阜_11R,20260713,岐阜,11,2,014136,金澤 竜二,福 島,40,91,A1,S2,両,,94.48,6.0,12.0,12.0,0,3,1,0,3,3,0,,
20260713_岐阜_11R,20260713,岐阜,11,3,015442,仁藤 秀,静 岡,27,117,A1,S2,両,,100.26,7.0,23.0,34.0,0,0,3,3,1,1,5,,
20260713_岐阜_11R,20260713,岐阜,11,4,015790,藤田 祐大,茨 城,22,125,A1,A2,逃,,93.36,60.0,65.0,90.0,10,2,0,1,16,16,5,,
20260713_岐阜_11R,20260713,岐阜,11,5,015331,宇佐見 優介,福 島,32,115,A1,A2,追,,92.5,25.0,66.0,83.0,0,0,4,4,0,0,7,,
