レースキー,開催日,競輪場,レース番号,車番,登録番号,選手名,府県,年齢,期別,級班,前級班,脚質,ギヤ倍率,平均競走得点,勝率,２連対率,３連対率,逃げ,捲り,差し,マーク,バック,ホーム,スタート,誘導選手,status
20260716_松阪_12R,20260716,松阪,12,6,014076,志村 太賀,山 梨,43,90,S1,S2,追,,98.47,4.0,21.0,39.0,0,0,5,0,0,0,7,,
20260716_松阪_12R,20260716,松阪,12,7,014174,柴崎 淳,三 重,39,91,S1,S1,両,,106.05,22.0,38.0,50.0,0,1,4,2,0,0,1,,
20260716_玉野_1R,20260716,玉野,1,1,014828,川口 聖翔,三 重,37,100,A2,A2,追,,80.54,4.0,8.0,20.0,0,0,1,1,0,1,3,,
20260716_玉野_1R,20260716,玉野,1,2,013400,稲村 好将,群 馬,50,81,A1,A1,追,,88.83,5.0,33.0,44.0,0,0,5,1,0,0,0,,
20260716_玉野_1R,20260716,玉野,1,3,013892,梶山 裕次郎,福 岡,45,87,A2,A2,追,,80.81,4.0,13.0,27.0,0,1,1,1,0,0,0,,
20260716_玉野_1R,20260716,玉野,1,4,015558,川野 深,福 岡,28,119,A1,A2,逃,,86.86,17.0,30.0,47.0,5,0,1,1,8,7,6,,
20260716_玉野_1R,20260716,玉野,1,5,014832,宮西 翼,石 川,46,100,A2,A2,両,,82.28,0.0,14.0,23.0,0,0,1,2,0,0,1,,
20260716_玉野_1R,20260716,玉野,1,6,012473,清水 邦章,香 川,55,68,A2,A2,追,,77.72,0.0,0.0,11.0,0,0,0,0,0,0,1,,
20260716_玉野_1R,20260716,玉野,1,7,012800,豊田 一馬,群 馬,51,73,A2,A2,追,,81.14,4.0,14.0,19.0,0,0,2,1,0,0,0,,
20260716_玉野_2R,20260716,玉野,2,1,014449,片折 勇輝,福 岡,42,95,A2,A2,両,,81.88,11.0,14.0,18.0,0,0,3,1,4,4,4,,
20260716_玉野_2R,20260716,玉野,2,2,015621,長谷川 裕一,愛 知,40,121,A2,A2,逃,,77.47,5.0,10.0,10.0,1,1,0,0,6,9,0,,
20260716_玉野_2R,20260716,玉野,2,3,013646,日浅 保幸,岡 山,49,84,A2,A2,追,,81.7,3.0,11.0,29.0,0,0,2,1,1,2,1,,
20260716_玉野_2R,20260716,玉野,2,4,014125,坂本 昌宏,青 森,41,91,A2,A2,追,,81.76,0.0,4.0,36.0,0,0,0,1,0,0,0,,
20260716_玉野_2R,20260716,玉野,2,5,013667,田中 洋輔,宮 崎,46,84,A1,A1,追,,85.85,14.0,38.0,52.0,0,1,5,2,0,0,1,,
20260716_玉野_2R,20260716,玉野,2,6,012042,山原 利秀,高 知,57,63,A2,A3,追,,74.5,11.0,33.0,50.0,0,0,3,3,0,0,0,,
20260716_玉野_2R,20260716,玉野,2,7,013822,米原 大輔,沖 縄,46,86,A2,A3,追,,74.59,3.0,40.0,62.0,0,0,2,9,0,0,5,,
20260716_玉野_3R,20260716,玉野,3,1,013985,高橋 陽介,青 森,44,89,A1,A1,追,,88.9,10.0,25.0,45.0,0,0,2,3,0,0,3,,
20260716_玉野_3R,20260716,玉野,3,2,014579,齋藤 一茂,群 馬,37,97,A2,A1,逃,,84.91,29.0,41.0,58.0,10,0,0,0,13,17,0,,
20260716_玉野_3R,20260716,玉野,3,3,013283,小林 卓人,大 阪,48,79,A1,A1,追,,88.66,16.0,20.0,37.0,0,0,4,1,0,0,4,,
20260716_玉野_3R,20260716,玉野,3,4,015513,菊池 翔,福 島,31,119,A2,A1,逃,,82.66,6.0,23.0,33.0,3,1,3,0,11,12,6,,
20260716_玉野_3R,20260716,玉野,3,5,015434,片桐 善也,新 潟,32,117,A1,A1,逃,,92.54,37.0,50.0,62.0,4,2,5,1,5,7,4,,
20260716_玉野_3R,20260716,玉野,3,6,015281,増田 仁,広 島,41,113,A2,A2,逃,,82.64,25.0,32.0,41.0,6,4,0,0,12,13,4,,
20260716_玉野_3R,20260716,玉野,3,7,014818,田口 裕一,千 葉,36,100,A1,A1,追,,88.66,23.0,38.0,61.0,0,1,5,2,0,0,8,,
20260716_玉野_4R,20260716,玉野,4,1,014461,山中 秀将,千 葉,40,95,A1,A1,逃,,93.14,42.0,61.0,76.0,4,8,1,0,10,2,2,,
20260716_玉野_4R,20260716,玉野,4,2,013571,小林 信晴,愛 知,48,83,A1,A1,追,,91.54,8.0,33.0,54.0,0,0,3,5,0,0,9,,
20260716_玉野_4R,20260716,玉野,4,3,015639,松下 綾馬,岡 山,29,121,A1,A1,逃,,83.72,16.0,27.0,38.0,1,3,0,1,7,8,1,,
20260716_玉野_4R,20260716,玉野,4,4,014525,三ッ井 武,神奈川,41,96,A2,A1,追,,84.75,12.0,25.0,37.0,0,0,4,2,0,0,3,,
20260716_玉野_4R,20260716,玉野,4,5,014688,西田 大志,福 岡,35,98,A1,A1,追,,88.29,25.0,54.0,66.0,0,0,6,7,0,0,5,,
20260716_玉野_4R,20260716,玉野,4,6,011487,宮倉 勇,千 葉,61,58,A2,A2,追,,83.12,3.0,7.0,23.0,0,0,1,1,0,0,0,,
20260716_玉野_4R,20260716,玉野,4,7,015657,高橋 優斗,大 分,29,121,A1,A1,逃,,84.86,6.0,13.0,46.0,0,2,0,0,3,3,2,,
20260716_玉野_5R,20260716,玉野,5,1,014043,中園 和剛,福 岡,43,89,S2,S2,追,,95.34,0.0,2.0,14.0,0,0,0,1,0,0,10,,
20260716_玉野_5R,20260716,玉野,5,2,015418,原 大智,宮 城,29,117,S2,S2,逃,,102.64,11.0,23.0,58.0,0,2,1,1,2,2,0,,
20260716_玉野_5R,20260716,玉野,5,3,014978,谷口 明正,三 重,42,103,S2,A1,両,,95.0,0.0,20.0,50.0,0,0,1,1,0,0,2,,
20260716_玉野_5R,20260716,玉野,5,4,014592,小島 歩,神奈川,36,97,S2,S2,追,,99.48,7.0,23.0,42.0,0,0,5,1,0,0,1,,
20260716_玉野_5R,20260716,玉野,5,5,015660,河崎 正晴,熊 本,25,121,S2,S2,逃,,101.57,18.0,21.0,36.0,0,5,1,1,7,7,0,,
20260716_玉野_5R,20260716,玉野,5,6,013335,坂上 樹大,石 川,48,80,S2,A1,追,,90.85,29.0,40.0,48.0,0,0,9,2,0,0,6,,
20260716_玉野_5R,20260716,玉野,5,7,013829,青森 伸也,福 島,49,87,S2,S2,追,,103.4,0.0,25.0,41.0,0,0,1,2,0,0,3,,
20260716_玉野_6R,20260716,玉野,6,1,015539,上杉 嘉槻,福 井,28,119,S2,S2,逃,,94.63,9.0,15.0,27.0,4,1,0,0,16,16,0,,
20260716_玉野_6R,20260716,玉野,6,2,013497,藤田 昌宏,岡 山,52,82,S2,A1,両,,94.0,36.0,50.0,60.0,5,4,4,2,7,9,1,,
20260716_玉野_6R,20260716,玉野,6,3,012813,成清 貴之,千 葉,52,73,S2,S2,追,,100.02,5.0,22.0,33.0,0,0,6,2,0,0,0,,
20260716_玉野_6R,20260716,玉野,6,4,014239,鈴木 裕,千 葉,41,92,S2,S2,両,,99.12,12.0,22.0,41.0,1,2,4,0,5,4,3,,
20260716_玉野_6R,20260716,玉野,6,5,015118,木村 幸希,広 島,34,109,S2,S2,両,,95.52,5.0,5.0,8.0,0,0,2,0,0,0,0,,
20260716_玉野_6R,20260716,玉野,6,6,014325,蓮井 祐輝,香 川,42,93,S2,A1,追,,92.2,6.0,26.0,60.0,0,0,1,3,0,0,2,,
20260716_玉野_6R,20260716,玉野,6,7,013790,稲垣 裕之,京 都,48,86,S2,S2,両,,96.18,6.0,15.0,28.0,0,0,3,2,0,0,6,,
20260716_玉野_7R,20260716,玉野,7,1,015648,森本 桂太郎,愛 媛,27,121,S2,S2,逃,,94.5,0.0,18.0,27.0,1,2,0,1,9,7,1,,
20260716_玉野_7R,20260716,玉野,7,2,014723,石川 裕二,茨 城,42,99,S2,S1,追,,102.09,4.0,4.0,34.0,0,0,1,0,0,0,2,,
20260716_玉野_7R,20260716,玉野,7,3,014350,佐藤 雅春,宮 城,39,94,S2,S2,追,,100.27,10.0,10.0,20.0,0,0,2,0,0,0,1,,
20260716_玉野_7R,20260716,玉野,7,4,014337,佐々木 翔一,佐 賀,39,93,S2,S2,両,,99.56,12.0,16.0,28.0,0,0,4,0,0,0,3,,
20260716_玉野_7R,20260716,玉野,7,5,014548,棚橋 勉,岡 山,45,96,S2,S2,追,,98.26,8.0,14.0,31.0,0,1,3,1,0,0,1,,
20260716_玉野_7R,20260716,玉野,7,6,015612,小榑 佑弥,群 馬,26,121,S2,A1,逃,,91.41,17.0,35.0,47.0,0,3,0,3,1,7,5,,
20260716_玉野_7R,20260716,玉野,7,7,014617,西岡 拓朗,広 島,42,97,S2,S2,追,,96.38,3.0,11.0,19.0,0,0,1,2,0,0,3,,
20260716_玉野_8R,20260716,玉野,8,1,015450,長谷部 龍一,岐 阜,30,117,S2,S2,逃,,100.0,12.0,29.0,33.0,2,4,1,0,4,4,2,,
20260716_玉野_8R,20260716,玉野,8,2,014955,市橋 司優人,福 岡,34,103,S2,S1,両,,102.38,0.0,9.0,19.0,0,0,1,1,1,1,3,,
20260716_玉野_8R,20260716,玉野,8,3,015521,中島 詩音,山 梨,28,119,S2,S2,逃,,106.0,13.0,30.0,56.0,1,5,0,1,2,1,4,,
20260716_玉野_8R,20260716,玉野,8,4,013724,渡辺 十夢,福 井,46,85,S2,S2,追,,100.89,6.0,30.0,40.0,0,0,5,4,0,0,3,,
20260716_玉野_8R,20260716,玉野,8,5,015385,立部 楓真,佐 賀,27,115,S1,S2,逃,,101.89,20.0,37.0,41.0,4,5,2,0,12,6,4,,
20260716_玉野_8R,20260716,玉野,8,6,015609,安倍 大成,埼 玉,27,121,S2,S2,逃,,97.77,13.0,31.0,40.0,2,5,0,0,5,6,4,,
20260716_玉野_8R,20260716,玉野,8,7,015104,中川 勝貴,福 井,30,109,S2,S2,追,,100.16,12.0,32.0,56.0,0,0,7,1,0,0,0,,
20260716_玉野_9R,20260716,玉野,9,1,015438,佐々木 和紀,神奈川,29,117,S2,S2,追,,100.96,0.0,15.0,34.0,0,0,1,3,0,0,2,,
20260716_玉野_9R,20260716,玉野,9,2,013495,友定 祐己,岡 山,47,82,S2,S2,追,,102.43,12.0,25.0,43.0,0,0,3,1,0,0,7,,
20260716_玉野_9R,20260716,玉野,9,3,014641,箱田 優樹,青 森,35,98,S2,S2,追,,102.54,4.0,12.0,36.0,0,0,1,2,0,0,0,,
20260716_玉野_9R,20260716,玉野,9,4,015352,原田 亮太,千 葉,30,115,S2,S2,逃,,102.78,28.0,46.0,57.0,8,5,0,0,18,18,1,,
20260716_玉野_9R,20260716,玉野,9,5,014786,本郷 雄三,熊 本,37,99,S2,S2,両,,99.17,14.0,17.0,35.0,1,3,1,1,2,1,10,,
20260716_玉野_9R,20260716,玉野,9,6,015782,佐々木 亮太,青 森,21,125,S2,A1,逃,,90.81,25.0,37.0,48.0,6,4,0,0,13,13,1,,
20260716_玉野_9R,20260716,玉野,9,7,015551,渡口 勝成,山 口,29,119,S2,S2,逃,,101.85,18.0,33.0,37.0,3,4,2,0,8,6,0,,
20260716_玉野_10R,20260716,玉野,10,1,015598,大川 剛,青 森,27,121,S1,S2,逃,,104.36,30.0,43.0,56.0,6,6,1,0,14,14,9,,
20260716_玉野_10R,20260716,玉野,10,2,014259,戸田 洋平,岡 山,43,92,S2,S2,追,,98.68,0.0,15.0,30.0,0,0,3,0,0,0,0,,
20260716_玉野_10R,20260716,玉野,10,3,015004,畑段 嵐士,京 都,35,105,S2,S2,追,,100.3,6.0,33.0,43.0,0,2,5,3,2,0,5,,
20260716_玉野_10R,20260716,玉野,10,4,014348,坂本 貴史,青 森,37,94,S2,S2,両,,99.75,3.0,39.0,53.0,2,5,3,1,2,4,8,,
20260716_玉野_10R,20260716,玉野,10,5,015815,栗山 和樹,岐 阜,29,125,S2,S2,逃,,108.65,50.0,75.0,79.0,2,12,4,0,3,3,2,,
20260716_玉野_10R,20260716,玉野,10,6,015555,林 昌幸,愛 媛,23,119,S2,A1,逃,,96.13,45.0,68.0,81.0,6,6,3,0,14,7,2,,
20260716_玉野_10R,20260716,玉野,10,7,013744,菅原 晃,大 分,46,85,S2,S2,追,,100.15,0.0,28.0,42.0,0,0,0,6,0,0,1,,
20260716_玉野_11R,20260716,玉野,11,1,015277,高井 流星,岡 山,31,113,A2,A1,逃,,91.2,30.0,57.0,61.0,7,7,0,1,10,11,1,,
20260716_玉野_11R,20260716,玉野,11,2,015634,末廣 快理,兵 庫,28,121,A2,A1,逃,,94.96,40.0,73.0,86.0,8,13,1,0,11,10,9,,
20260716_玉野_11R,20260716,玉野,11,3,013653,森安 崇之,香 川,48,84,A1,S2,追,,95.09,3.0,9.0,18.0,0,0,1,2,0,0,0,,
20260716_玉野_11R,20260716,玉野,11,4,015927,長野 魅切,愛 媛,23,127,A1,A2,逃,,92.66,63.0,63.0,78.0,7,5,0,0,10,4,1,,
20260716_玉野_11R,20260716,玉野,11,5,015512,大高 彰馬,福 島,27,119,A1,A1,逃,,91.16,16.0,50.0,61.0,1,6,2,0,3,2,1,,
20260716_玉野_11R,20260716,玉野,11,6,013507,吉岡 篤志,徳 島,47,82,A1,A2,追,,84.11,0.0,11.0,40.0,0,0,2,1,0,0,0,,
20260716_玉野_11R,20260716,玉野,11,7,014849,宗崎 世連,高 知,35,100,A1,A1,両,,87.91,16.0,50.0,58.0,4,1,0,1,6,7,3,,
20260716_玉野_12R,20260716,玉野,12,1,014485,田中 勇二,岡 山,38,95,S1,S1,追,,102.78,9.0,23.0,42.0,0,0,3,2,0,0,1,,
20260716_玉野_12R,20260716,玉野,12,2,015183,小森 貴大,福 井,36,111,S1,S1,両,,105.42,10.0,30.0,40.0,2,2,1,1,5,5,7,,
20260716_玉野_12R,20260716,玉野,12,3,013249,諸橋 愛,新 潟,48,79,S1,S1,追,,109.93,5.0,11.0,29.0,0,0,2,0,0,0,0,,
20260716_玉野_12R,20260716,玉野,12,4,015718,棚瀬 義大,岐 阜,26,123,S2,S2,逃,,103.21,8.0,39.0,56.0,8,1,0,0,15,15,8,,
20260716_玉野_12R,20260716,玉野,12,5,014890,大西 貴晃,大 分,33,101,S1,S2,両,,102.05,26.0,31.0,42.0,1,1,4,0,2,1,0,,
20260716_玉野_12R,20260716,玉野,12,6,015170,川越 勇星,神奈川,29,111,S2,S2,両,,101.8,15.0,26.0,53.0,3,3,1,0,6,5,4,,
20260716_玉野_12R,20260716,玉野,12,7,013059,香川 雄介,香 川,52,76,S1,S1,追,,105.03,10.0,17.0,27.0,0,0,3,2,0,0,0,,
20260716_いわき平_1R,20260716,いわき平,1,1,015855,大浦 彩瑛,神奈川,30,126,L1,L1,逃,,55.66,41.0,70.0,75.0,2,13,1,1,8,0,4,,
20260716_いわき平_1R,20260716,いわき平,1,2,014963,石井 寛子,東 京,40,104,L1,L1,両,,55.33,60.0,73.0,83.0,1,11,8,2,3,2,0,,
20260716_いわき平_1R,20260716,いわき平,1,3,015756,熊谷 芽緯,岩 手,22,124,L1,L1,逃,,53.85,33.0,52.0,66.0,3,7,0,1,12,7,3,,
20260716_いわき平_1R,20260716,いわき平,1,4,015682,渡部 遥,愛 媛,24,122,L1,L1,両,,50.85,14.0,37.0,48.0,3,0,4,3,3,6,1,,
20260716_いわき平_1R,20260716,いわき平,1,5,016036,鈴木 媛子,愛 知,28,130,L1,L1,両,,49.4,13.0,20.0,40.0,0,2,1,0,1,0,1,,
20260716_いわき平_1R,20260716,いわき平,1,6,015942,齊藤 由莉,神奈川,28,128,L1,L1,両,,49.03,7.0,17.0,39.0,2,0,1,2,5,9,2,,
20260716_いわき平_1R,20260716,いわき平,1,7,015314,向井 円,大 阪,32,114,L1,L1,追,,46.66,0.0,0.0,11.0,0,0,0,0,0,0,16,,
20260716_いわき平_2R,20260716,いわき平,2,1,015225,坂口 楓華,愛 知,28,112,L1,L1,両,,56.55,59.0,77.0,85.0,5,12,3,1,15,6,0,,
20260716_いわき平_2R,20260716,いわき平,2,2,015939,半田 水晶,茨 城,28,128,L1,L1,両,,55.04,50.0,62.0,79.0,13,2,0,0,20,18,3,,
20260716_いわき平_2R,20260716,いわき平,2,3,015491,當銘 沙恵美,愛 知,27,118,L1,L1,両,,52.46,14.0,46.0,57.0,5,2,2,4,11,10,8,,
20260716_いわき平_2R,20260716,いわき平,2,4,015573,蛯原 杏奈,北海道,26,120,L1,L1,追,,50.13,5.0,11.0,41.0,0,0,2,2,0,0,2,,
20260716_いわき平_2R,20260716,いわき平,2,5,015941,川原 未紀,千 葉,27,128,L1,L1,両,,49.85,0.0,13.0,40.0,1,0,2,0,2,6,6,,
20260716_いわき平_2R,20260716,いわき平,2,6,015402,鈴木 樹里,福 島,26,116,L1,L1,両,,49.0,0.0,28.0,28.0,0,0,0,2,0,0,0,,
20260716_いわき平_2R,20260716,いわき平,2,7,015774,金田 舞夏,福 岡,23,124,L1,L1,両,,48.46,7.0,17.0,32.0,0,3,1,1,3,3,1,,
20260716_いわき平_3R,20260716,いわき平,3,1,013471,松坂 英司,神奈川,51,82,A1,A1,追,,88.45,8.0,20.0,37.0,0,0,4,1,0,0,1,,
20260716_いわき平_3R,20260716,いわき平,3,2,014980,田原 宥明,北海道,35,105,A2,A1,両,,87.9,13.0,39.0,60.0,4,0,4,1,5,7,2,,
20260716_いわき平_3R,20260716,いわき平,3,3,015432,水森 湧太,東 京,27,117,A1,A1,両,,87.13,18.0,37.0,50.0,1,1,2,2,2,4,3,,
20260716_いわき平_3R,20260716,いわき平,3,4,014575,鈴木 達也,福 島,41,97,A2,A2,追,,83.24,3.0,10.0,26.0,0,0,2,1,0,0,3,,
20260716_いわき平_3R,20260716,いわき平,3,5,015735,岡本 翔,愛 媛,24,123,A2,A2,逃,,83.16,11.0,33.0,38.0,3,3,0,0,9,9,2,,
20260716_いわき平_3R,20260716,いわき平,3,6,013970,三好 陽一,愛 媛,44,88,A1,A2,両,,82.41,20.0,24.0,34.0,0,1,5,1,1,0,3,,
20260716_いわき平_3R,20260716,いわき平,3,7,014456,亀井 久幸,千 葉,44,95,A2,A1,追,,79.93,0.0,6.0,25.0,0,0,0,1,0,1,0,,
20260716_いわき平_4R,20260716,いわき平,4,1,015279,山崎 駿哉,岡 山,29,113,A2,A1,逃,,88.42,23.0,52.0,61.0,6,3,2,0,12,12,1,,
20260716_いわき平_4R,20260716,いわき平,4,2,014797,佐々木 吉徳,秋 田,38,100,A1,A1,逃,,86.92,11.0,37.0,44.0,6,2,1,1,10,10,1,,
20260716_いわき平_4R,20260716,いわき平,4,3,012766,立石 拓也,福 岡,52,72,A1,A1,両,,85.85,15.0,20.0,40.0,0,2,2,0,1,0,3,,
20260716_いわき平_4R,20260716,いわき平,4,4,015088,神山 尚,栃 木,35,109,A1,A1,両,,82.87,18.0,21.0,40.0,1,1,4,1,4,4,5,,
20260716_いわき平_4R,20260716,いわき平,4,5,014387,佐野 恭太,静 岡,46,94,A2,A2,両,,82.03,0.0,20.0,40.0,1,1,0,4,1,1,0,,
20260716_いわき平_4R,20260716,いわき平,4,6,014353,宇佐見 裕輝,福 島,41,94,A1,A1,両,,80.41,16.0,16.0,16.0,0,2,0,0,0,0,0,,
20260716_いわき平_4R,20260716,いわき平,4,7,012956,鈴木 孝征,埼 玉,53,75,A2,A3,追,,75.16,25.0,50.0,66.0,0,0,4,2,0,0,0,,
20260716_いわき平_5R,20260716,いわき平,5,1,014005,山本 健也,千 葉,45,89,A1,A1,追,,89.87,25.0,41.0,58.0,1,1,5,3,2,0,4,,
20260716_いわき平_5R,20260716,いわき平,5,2,015700,吉田 晏生,埼 玉,27,123,A1,A1,逃,,89.04,25.0,50.0,58.0,8,3,1,0,10,11,3,,
20260716_いわき平_5R,20260716,いわき平,5,3,015617,添田 龍児,神奈川,25,121,A1,A1,逃,,86.89,13.0,37.0,51.0,5,5,0,1,13,12,7,,
20260716_いわき平_5R,20260716,いわき平,5,4,014153,伊藤 太一,山 梨,43,91,A1,A2,追,,86.12,8.0,20.0,45.0,0,0,2,3,0,0,5,,
20260716_いわき平_5R,20260716,いわき平,5,5,015567,北川 大成,熊 本,25,119,A2,A2,逃,,81.76,4.0,23.0,33.0,3,0,2,0,4,5,1,,
20260716_いわき平_5R,20260716,いわき平,5,6,012779,田川 辰二,熊 本,52,72,A2,A2,追,,80.16,5.0,11.0,27.0,0,0,1,1,0,0,1,,
20260716_いわき平_5R,20260716,いわき平,5,7,015743,丸林 駿太,福 岡,24,123,A2,A3,逃,,73.66,28.0,57.0,61.0,10,2,0,0,16,15,1,,
20260716_いわき平_6R,20260716,いわき平,6,1,015691,岡部 伶音,福 島,27,123,A1,A1,逃,,90.44,22.0,55.0,66.0,2,3,0,0,5,5,4,,
20260716_いわき平_6R,20260716,いわき平,6,2,013993,佐藤 朋也,秋 田,46,89,A1,A1,追,,89.53,17.0,41.0,55.0,0,4,4,4,1,0,2,,
20260716_いわき平_6R,20260716,いわき平,6,3,015847,寺師 幸成,鹿児島,34,125,A1,A2,逃,,86.0,22.0,33.0,44.0,2,1,0,0,4,4,0,,
20260716_いわき平_6R,20260716,いわき平,6,4,013660,徳吉 広紀,福 岡,49,84,A2,A2,追,,85.63,6.0,20.0,53.0,0,0,3,3,0,0,9,,
20260716_いわき平_6R,20260716,いわき平,6,5,012861,小坂 敏之,栃 木,53,74,A2,A2,追,,81.22,0.0,7.0,18.0,0,0,0,2,0,0,1,,
20260716_いわき平_6R,20260716,いわき平,6,6,015924,利川 寛太,山 口,27,127,A2,A3,逃,,75.04,28.0,60.0,60.0,13,2,0,0,20,19,8,,
20260716_いわき平_6R,20260716,いわき平,6,7,012914,武市 和人,高 知,52,74,A2,A3,追,,68.31,12.0,25.0,34.0,1,0,5,2,1,1,0,,
20260716_いわき平_7R,20260716,いわき平,7,1,015734,岡崎 陸登,愛 媛,28,123,A1,A1,逃,,90.58,29.0,54.0,66.0,9,2,2,0,10,11,9,,
20260716_いわき平_7R,20260716,いわき平,7,2,015559,神開 一輝,福 岡,32,119,A1,A1,逃,,90.11,35.0,35.0,35.0,0,0,7,0,1,2,6,,
20260716_いわき平_7R,20260716,いわき平,7,3,014024,櫻井 丈,静 岡,44,89,A1,A1,追,,85.44,11.0,19.0,38.0,0,0,5,0,0,0,6,,
20260716_いわき平_7R,20260716,いわき平,7,4,015607,中山 拓人,埼 玉,26,121,A2,A1,逃,,84.4,6.0,13.0,40.0,1,1,0,0,3,3,4,,
20260716_いわき平_7R,20260716,いわき平,7,5,012794,宇賀神 浩幸,栃 木,52,73,A2,A2,追,,83.18,3.0,11.0,14.0,0,0,2,1,0,0,0,,
20260716_いわき平_7R,20260716,いわき平,7,6,013183,坂木田 雄介,千 葉,52,78,A2,A2,逃,,81.82,7.0,21.0,39.0,4,2,0,0,10,12,0,,
20260716_いわき平_7R,20260716,いわき平,7,7,013512,長野 和弘,福 岡,49,82,A2,A2,追,,81.38,3.0,11.0,30.0,0,0,2,1,0,0,4,,
20260716_いわき平_8R,20260716,いわき平,8,1,015876,三神 遼矢,福 島,24,127,A2,A2,逃,,94.0,80.0,86.0,86.0,11,2,0,0,12,12,4,,
20260716_いわき平_8R,20260716,いわき平,8,2,015845,稲留 敦貴,鹿児島,25,125,A2,A2,逃,,85.76,23.0,33.0,57.0,6,1,0,0,13,12,0,,
20260716_いわき平_8R,20260716,いわき平,8,3,014984,會澤 龍,宮 城,36,105,A1,A1,両,,85.63,21.0,36.0,51.0,0,3,7,2,1,0,14,,
20260716_いわき平_8R,20260716,いわき平,8,4,015214,境 啓亨,熊 本,33,111,A2,A2,逃,,82.75,4.0,8.0,29.0,0,0,1,1,1,1,1,,
20260716_いわき平_8R,20260716,いわき平,8,5,013036,深澤 伸介,静 岡,50,76,A2,A2,追,,82.0,0.0,24.0,32.0,0,0,4,2,0,0,2,,
20260716_いわき平_8R,20260716,いわき平,8,6,013385,鎌田 聡,宮 城,48,81,A2,A2,追,,79.9,0.0,0.0,0.0,0,0,0,0,0,0,2,,
20260716_いわき平_8R,20260716,いわき平,8,7,013468,勝俣 亮,神奈川,48,82,A2,A2,両,,79.0,8.0,16.0,25.0,2,2,0,0,3,2,1,,
20260716_いわき平_9R,20260716,いわき平,9,1,013884,守谷 陽介,岡 山,46,87,A1,S2,両,,98.83,7.0,21.0,40.0,0,0,8,1,1,1,0,,
20260716_いわき平_9R,20260716,いわき平,9,2,013901,山田 敦也,北海道,43,88,A1,S2,追,,98.61,9.0,23.0,52.0,0,0,5,0,0,0,0,,
20260716_いわき平_9R,20260716,いわき平,9,3,014298,蒔田 英彦,千 葉,43,93,A1,S2,両,,97.54,4.0,17.0,34.0,0,3,0,1,1,2,3,,
20260716_いわき平_9R,20260716,いわき平,9,4,014454,上原 龍,長 野,41,95,A1,S2,追,,94.8,7.0,15.0,19.0,0,0,3,1,0,0,2,,
20260716_いわき平_9R,20260716,いわき平,9,5,014658,馬場 和広,埼 玉,35,98,A1,A1,両,,93.25,24.0,52.0,64.0,2,3,6,2,5,5,6,,
20260716_いわき平_9R,20260716,いわき平,9,6,015278,田中 和磨,岡 山,30,113,A1,A2,逃,,92.63,33.0,70.0,86.0,2,12,6,1,11,4,1,,
20260716_いわき平_9R,20260716,いわき平,9,7,013936,小埜 正義,千 葉,45,88,A1,A1,追,,91.87,24.0,40.0,64.0,0,0,8,2,0,0,3,,
20260716_取手_1R,20260716,取手,1,1,014986,三浦 綾,宮 城,34,105,A3,A3,逃,,68.09,4.0,4.0,14.0,0,1,0,0,5,6,0,,
20260716_取手_1R,20260716,取手,1,2,015549,阿部 龍也,山 口,33,119,A3,A3,逃,,67.75,16.0,29.0,41.0,5,0,1,1,10,11,6,,
20260716_取手_1R,20260716,取手,1,3,014287,齋藤 昌太,栃 木,39,93,A3,A3,追,,70.62,8.0,25.0,33.0,0,0,4,2,0,0,3,,
20260716_取手_1R,20260716,取手,1,4,013651,井山 和裕,山 口,47,84,A3,A3,追,,72.55,10.0,20.0,60.0,0,0,1,1,0,0,0,,
20260716_取手_1R,20260716,取手,1,5,013847,小林 大能,千 葉,46,87,A3,A3,追,,68.0,6.0,27.0,42.0,1,0,2,6,1,0,6,,
20260716_取手_1R,20260716,取手,1,6,012537,取鳥 敬一,岡 山,54,69,A3,A3,追,,66.18,3.0,14.0,22.0,0,1,1,2,0,0,0,,
20260716_取手_2R,20260716,取手,2,1,015367,南 蓮,和歌山,27,115,A3,A3,追,,67.19,0.0,0.0,19.0,0,0,0,0,1,2,0,,
20260716_取手_2R,20260716,取手,2,2,014382,伊藤 翼,神奈川,40,94,A3,A3,両,,67.5,21.0,25.0,25.0,5,2,1,0,6,5,1,,
20260716_取手_2R,20260716,取手,2,3,014948,斎藤 敦,大 阪,39,103,A3,A3,逃,,71.27,5.0,16.0,33.0,1,0,1,1,5,5,1,,
20260716_取手_2R,20260716,取手,2,4,011142,小林 宏年,静 岡,60,55,A3,A3,追,,67.44,0.0,10.0,31.0,0,0,0,2,0,0,1,,
20260716_取手_2R,20260716,取手,2,5,013080,阿部 利光,宮 城,51,77,A3,A3,追,,68.15,3.0,7.0,38.0,0,0,2,0,1,0,2,,
20260716_取手_2R,20260716,取手,2,6,014416,矢田 晋,福 岡,48,94,A3,A3,両,,66.87,0.0,16.0,20.0,1,2,0,1,3,3,6,,
20260716_取手_3R,20260716,取手,3,1,014349,佐藤 純嘉,青 森,43,94,A3,A3,追,,70.95,0.0,23.0,38.0,0,0,0,5,0,0,6,,
20260716_取手_3R,20260716,取手,3,2,013261,柴田 昌樹,愛 知,50,79,A3,A3,追,,68.1,3.0,16.0,30.0,0,0,2,3,1,1,3,,
20260716_取手_3R,20260716,取手,3,3,015062,大室 翔,岡 山,34,107,A3,A3,逃,,71.45,13.0,26.0,52.0,2,3,0,1,2,3,1,,
