race_key,date,jo_code,jo_name,race_no,car_no,player_id,player_name,prefecture,age,term,class,previous_class,style,average_score,win_rate,quinella_rate,trio_rate,escape_count,makuri_count,sashi_count,mark_count,back_count,home_count,start_count
20260907_いわき平_1R,20260907,13,いわき平,1,1,014749,山田 哲也,愛 知,44,99,A2,A2,追,82.74,18.0,29.0,37.0,0,2,5,1,0,0,4
20260907_いわき平_1R,20260907,13,いわき平,1,2,014412,宮崎 康司,香 川,38,94,A2,A2,両,81.33,14.0,23.0,23.0,0,1,4,0,0,0,0
20260907_いわき平_1R,20260907,13,いわき平,1,3,013041,三浦 稔希,愛 知,50,76,A1,A1,追,84.34,4.0,25.0,33.0,0,0,3,3,0,0,5
20260907_いわき平_1R,20260907,13,いわき平,1,4,015277,高井 流星,岡 山,31,113,A2,A1,逃,89.25,20.0,58.0,62.0,8,4,2,0,11,11,2
20260907_いわき平_1R,20260907,13,いわき平,1,5,012940,小室 貴広,茨 城,52,75,A2,A2,追,82.5,0.0,10.0,32.0,0,0,2,1,0,0,0
20260907_いわき平_1R,20260907,13,いわき平,1,6,015906,林 佳宗依,富 山,25,127,A2,A3,逃,79.33,20.0,33.0,41.0,4,3,1,0,11,12,7
20260907_いわき平_1R,20260907,13,いわき平,1,7,012757,市本 隆司,広 島,55,72,A2,A2,両,89.3,23.0,28.0,47.0,0,0,6,0,0,0,4
20260907_いわき平_2R,20260907,13,いわき平,2,1,014822,関根 健太郎,神奈川,35,100,A1,A1,両,90.09,17.0,43.0,56.0,2,0,5,3,5,4,8
20260907_いわき平_2R,20260907,13,いわき平,2,2,015931,山口 留稀哉,長 崎,23,127,A2,A2,逃,87.54,50.0,68.0,77.0,7,6,2,0,9,9,11
20260907_いわき平_2R,20260907,13,いわき平,2,3,013485,善利 裕生,滋 賀,49,82,A2,A1,両,83.83,20.0,29.0,45.0,1,5,1,0,4,3,0
20260907_いわき平_2R,20260907,13,いわき平,2,4,014061,塚本 和宏,栃 木,43,90,A2,A1,追,87.33,0.0,16.0,50.0,0,0,1,0,0,0,0
20260907_いわき平_2R,20260907,13,いわき平,2,5,014669,植木 和広,神奈川,46,98,A1,A2,追,86.7,8.0,25.0,54.0,0,0,5,1,0,0,1
20260907_いわき平_2R,20260907,13,いわき平,2,6,013263,田中 雅史,愛 知,49,79,A2,A1,追,82.96,14.0,25.0,29.0,0,0,4,3,0,1,4
20260907_いわき平_2R,20260907,13,いわき平,2,7,014341,松尾 玄太,佐 賀,41,93,A1,A1,両,83.47,14.0,19.0,28.0,0,0,4,0,0,0,1
20260907_いわき平_3R,20260907,13,いわき平,3,1,015563,久保 光司,佐 賀,29,119,A2,A2,逃,81.1,0.0,10.0,31.0,1,0,1,0,6,10,4
20260907_いわき平_3R,20260907,13,いわき平,3,2,015200,谷口 幸司,高 知,32,111,A2,A1,追,84.25,15.0,25.0,35.0,0,0,4,1,0,0,2
20260907_いわき平_3R,20260907,13,いわき平,3,3,015114,谷口 友真,大 阪,37,109,A1,A1,逃,88.33,12.0,32.0,40.0,3,0,4,1,1,4,3
20260907_いわき平_3R,20260907,13,いわき平,3,4,014676,柳原 司,大 阪,41,98,A2,A2,両,85.7,11.0,22.0,40.0,0,0,3,3,0,0,1
20260907_いわき平_3R,20260907,13,いわき平,3,5,014035,伊藤 大彦,徳 島,43,89,A1,A1,追,88.17,17.0,34.0,56.0,0,0,6,2,0,0,1
20260907_いわき平_3R,20260907,13,いわき平,3,6,013371,足達 重満,長 崎,51,80,A2,A3,追,80.22,10.0,47.0,63.0,0,0,5,4,0,0,3
20260907_いわき平_3R,20260907,13,いわき平,3,7,015233,渋谷 海,香 川,29,113,A1,A1,逃,84.6,26.0,40.0,46.0,1,5,0,0,5,2,2
20260907_いわき平_4R,20260907,13,いわき平,4,1,015330,伊藤 奎,福 島,27,115,A1,A1,追,84.88,18.0,33.0,37.0,1,0,5,3,1,0,4
20260907_いわき平_4R,20260907,13,いわき平,4,2,013468,勝俣 亮,神奈川,48,82,A2,A2,両,79.16,8.0,12.0,20.0,3,0,0,0,4,6,0
20260907_いわき平_4R,20260907,13,いわき平,4,3,014403,櫻井 太士,岡 山,42,94,A1,A1,追,86.44,10.0,26.0,36.0,0,0,3,2,0,0,2
20260907_いわき平_4R,20260907,13,いわき平,4,4,015872,池田 充槻,秋 田,20,127,A2,A3,逃,86.89,52.0,63.0,68.0,12,0,0,0,12,12,4
20260907_いわき平_4R,20260907,13,いわき平,4,5,014240,須藤 誠,千 葉,41,92,A2,A1,追,82.07,0.0,11.0,33.0,0,0,2,1,0,0,3
20260907_いわき平_4R,20260907,13,いわき平,4,6,014713,鈴木 裕斗,宮 城,35,99,A2,A3,両,73.0,4.0,8.0,20.0,1,0,0,1,2,3,6
20260907_いわき平_4R,20260907,13,いわき平,4,7,015560,林 昴,福 岡,25,119,A1,A1,逃,87.0,5.0,44.0,50.0,7,0,1,0,11,11,4
20260907_いわき平_5R,20260907,13,いわき平,5,1,015120,竹内 翼,広 島,35,109,A1,S2,逃,96.72,50.0,54.0,63.0,6,6,0,0,13,7,0
20260907_いわき平_5R,20260907,13,いわき平,5,2,015346,鈴木 薫,東 京,27,115,A1,S2,逃,96.66,40.0,60.0,66.0,2,4,2,1,3,2,5
20260907_いわき平_5R,20260907,13,いわき平,5,3,015446,林 敬宏,愛 知,34,117,A1,S2,逃,92.48,11.0,25.0,37.0,5,2,0,0,9,11,4
20260907_いわき平_5R,20260907,13,いわき平,5,4,014130,竹山 陵太,宮 城,41,91,A1,S2,追,96.21,25.0,39.0,53.0,0,1,9,1,0,0,9
20260907_いわき平_5R,20260907,13,いわき平,5,5,014139,小田倉 勇二,埼 玉,42,91,A1,A1,両,93.89,25.0,45.0,65.0,0,3,5,1,0,0,1
20260907_いわき平_5R,20260907,13,いわき平,5,6,015015,野口 大誠,熊 本,37,105,A1,A1,両,90.13,26.0,46.0,46.0,0,0,6,1,0,0,1
20260907_いわき平_5R,20260907,13,いわき平,5,7,013483,宮越 孝治,富 山,47,82,A1,S2,追,91.74,3.0,22.0,37.0,0,0,2,4,0,1,9
20260907_いわき平_6R,20260907,13,いわき平,6,1,014105,阿竹 智史,徳 島,44,90,S1,S1,両,106.5,20.0,20.0,20.0,0,0,1,0,1,1,1
20260907_いわき平_6R,20260907,13,いわき平,6,2,014394,不破 将登,岐 阜,38,94,S2,S2,両,100.67,17.0,32.0,39.0,0,1,6,2,0,0,3
20260907_いわき平_6R,20260907,13,いわき平,6,3,015610,永井 哉多,東 京,24,121,S2,A1,逃,95.68,28.0,40.0,44.0,4,6,0,0,10,10,0
20260907_いわき平_6R,20260907,13,いわき平,6,4,014641,箱田 優樹,青 森,35,98,S2,S2,追,102.73,7.0,15.0,34.0,0,0,2,2,0,0,0
20260907_いわき平_6R,20260907,13,いわき平,6,5,014750,今藤 康裕,岐 阜,41,99,S2,A1,追,95.5,7.0,15.0,38.0,0,0,1,1,0,0,3
20260907_いわき平_6R,20260907,13,いわき平,6,6,013438,前反 祐一郎,広 島,52,81,S2,A1,追,94.39,4.0,8.0,26.0,0,0,1,1,0,0,4
20260907_いわき平_6R,20260907,13,いわき平,6,7,015476,緒方 将樹,熊 本,27,117,S1,S2,逃,103.65,20.0,31.0,44.0,1,5,2,1,5,1,8
20260907_いわき平_7R,20260907,13,いわき平,7,1,015697,熊崎 麻人,埼 玉,26,123,S2,S2,逃,98.0,9.0,19.0,42.0,2,1,1,0,2,8,6
20260907_いわき平_7R,20260907,13,いわき平,7,2,014633,田中 陽平,熊 本,36,97,S2,S2,追,98.86,4.0,4.0,34.0,0,0,1,0,0,0,0
20260907_いわき平_7R,20260907,13,いわき平,7,3,014016,石塚 孝幸,神奈川,46,89,S1,S1,追,101.63,8.0,8.0,41.0,0,0,1,0,0,0,0
20260907_いわき平_7R,20260907,13,いわき平,7,4,012948,小林 潤二,群 馬,53,75,S2,S2,追,97.14,0.0,0.0,20.0,0,0,0,0,0,0,0
20260907_いわき平_7R,20260907,13,いわき平,7,5,014677,角 令央奈,福 岡,39,98,S2,S2,両,102.78,17.0,26.0,39.0,0,1,4,1,0,0,3
20260907_いわき平_7R,20260907,13,いわき平,7,6,013537,谷津田 将吾,福 島,46,83,S2,A1,追,93.68,4.0,9.0,13.0,0,0,2,0,0,0,1
20260907_いわき平_7R,20260907,13,いわき平,7,7,015354,齋木 翔多,静 岡,27,115,S2,S2,逃,106.36,22.0,27.0,45.0,1,4,1,0,5,5,2
20260907_いわき平_8R,20260907,13,いわき平,8,1,014045,吉本 卓仁,福 岡,42,89,S1,S1,両,102.13,10.0,34.0,41.0,0,1,5,4,0,0,6
20260907_いわき平_8R,20260907,13,いわき平,8,2,014096,伊藤 成紀,大 阪,44,90,S2,S2,両,97.61,15.0,21.0,31.0,0,1,2,1,0,0,2
20260907_いわき平_8R,20260907,13,いわき平,8,3,015794,福田 稔希,栃 木,23,125,S2,S2,逃,104.05,26.0,47.0,52.0,3,3,2,1,9,9,1
