レースキー,開催日,競輪場,レース番号,車番,登録番号,選手名,府県,年齢,期別,級班,前級班,脚質,ギヤ倍率,平均競走得点,勝率,２連対率,３連対率,逃げ,捲り,差し,マーク,バック,ホーム,スタート,誘導選手,status
20260717_高知_6R,20260717,高知,6,7,015789,山崎 歩夢,福 島,21,125,S2,S2,逃,,108.88,52.0,63.0,63.0,8,3,1,0,13,11,5,,
20260717_高知_6R,20260717,高知,6,8,014846,久米 康平,徳 島,34,100,S1,S1,両,,103.13,4.0,13.0,21.0,1,2,0,0,2,2,5,,
20260717_高知_6R,20260717,高知,6,9,014501,守澤 太志,秋 田,40,96,S1,S1,追,,109.47,0.0,23.0,38.0,0,1,4,0,0,0,0,,
20260717_高知_7R,20260717,高知,7,1,015213,山崎 賢人,長 崎,33,111,S1,S1,逃,,113.96,42.0,64.0,71.0,8,9,1,0,13,9,1,,
20260717_高知_7R,20260717,高知,7,2,014659,武藤 龍生,埼 玉,35,98,S1,S1,追,,111.57,13.0,31.0,45.0,0,0,5,2,0,0,2,,
20260717_高知_7R,20260717,高知,7,3,015006,石塚 輪太郎,和歌山,32,105,S2,S1,逃,,108.65,23.0,50.0,60.0,0,11,4,0,5,2,2,,
20260717_高知_7R,20260717,高知,7,4,015799,森田 一郎,埼 玉,25,125,S2,S1,逃,,106.34,27.0,37.0,48.0,5,5,1,0,18,19,9,,
20260717_高知_7R,20260717,高知,7,5,014545,岡崎 智哉,大 阪,41,96,S1,S1,両,,109.85,15.0,50.0,65.0,0,2,6,2,3,3,3,,
20260717_高知_7R,20260717,高知,7,6,013808,坂本 健太郎,福 岡,45,86,S2,S1,両,,103.84,12.0,25.0,43.0,0,0,4,4,0,0,8,,
20260717_高知_7R,20260717,高知,7,7,014055,芦澤 大輔,茨 城,44,90,S1,S1,追,,107.14,17.0,21.0,30.0,0,0,4,1,0,0,5,,
20260717_高知_7R,20260717,高知,7,8,013961,松村 友和,大 阪,46,88,S2,S2,追,,104.88,11.0,37.0,59.0,0,0,6,4,0,0,3,,
20260717_高知_7R,20260717,高知,7,9,013516,荒井 崇博,長 崎,48,82,S1,S1,両,,116.84,21.0,36.0,52.0,0,0,5,2,0,0,4,,
20260717_高知_8R,20260717,高知,8,1,015596,中野 慎詞,岩 手,27,121,S1,S1,逃,,114.91,25.0,41.0,50.0,4,0,1,0,8,9,1,,
20260717_高知_8R,20260717,高知,8,2,014462,小原 太樹,神奈川,37,95,S1,S1,追,,110.85,17.0,35.0,50.0,0,0,8,2,0,0,14,,
20260717_高知_8R,20260717,高知,8,3,013894,園田 匠,福 岡,44,87,S1,S1,追,,110.38,16.0,36.0,52.0,0,0,9,4,0,0,0,,
20260717_高知_8R,20260717,高知,8,4,015052,渡邉 豪大,福 岡,37,107,S2,S2,追,,106.85,22.0,31.0,50.0,0,0,7,0,0,0,6,,
20260717_高知_8R,20260717,高知,8,5,014002,渡部 幸訓,福 島,43,89,S1,S1,追,,115.29,11.0,33.0,55.0,0,0,5,1,0,0,5,,
20260717_高知_8R,20260717,高知,8,6,015807,塩島 嵩一朗,神奈川,26,125,S1,S2,逃,,101.05,23.0,33.0,57.0,4,3,0,0,12,11,3,,
20260717_高知_8R,20260717,高知,8,7,015390,伊藤 颯馬,沖 縄,27,115,S1,S1,逃,,107.09,12.0,33.0,66.0,3,5,1,2,12,12,4,,
20260717_高知_8R,20260717,高知,8,8,014458,近藤 保,千 葉,43,95,S1,S1,追,,105.51,18.0,40.0,51.0,0,1,8,2,0,0,3,,
20260717_高知_8R,20260717,高知,8,9,014210,和田 圭,宮 城,40,92,S1,S1,追,,109.57,23.0,30.0,46.0,0,0,7,1,0,0,2,,
20260717_高知_9R,20260717,高知,9,1,015597,太田 海也,岡 山,26,121,S1,S1,逃,,116.44,40.0,40.0,50.0,2,2,0,0,6,7,1,,
20260717_高知_9R,20260717,高知,9,2,014152,宿口 陽一,埼 玉,42,91,S1,S1,両,,111.12,16.0,36.0,48.0,0,0,7,2,0,0,5,,
20260717_高知_9R,20260717,高知,9,3,014939,長尾 拳太,岐 阜,33,103,S2,S1,両,,104.86,20.0,37.0,48.0,0,2,7,2,0,0,2,,
20260717_高知_9R,20260717,高知,9,4,015199,田尾 駿介,高 知,34,111,S1,S1,追,,104.0,13.0,21.0,26.0,0,0,5,0,0,0,4,,
20260717_高知_9R,20260717,高知,9,5,015412,菊池 岳仁,長 野,26,117,S1,S1,逃,,108.95,19.0,42.0,57.0,7,2,0,0,12,10,7,,
20260717_高知_9R,20260717,高知,9,6,014830,大洞 翔平,岐 阜,34,100,S2,S2,追,,97.9,9.0,18.0,27.0,0,0,2,0,0,0,1,,
20260717_高知_9R,20260717,高知,9,7,015009,清水 裕友,山 口,31,105,S1,S1,両,,112.35,25.0,50.0,55.0,2,3,3,2,4,5,3,,
20260717_高知_9R,20260717,高知,9,8,015715,平野 想真,愛 知,27,123,S2,S2,逃,,101.82,20.0,37.0,41.0,5,4,0,0,12,9,6,,
20260717_高知_9R,20260717,高知,9,9,015038,山岸 佳太,茨 城,36,107,S1,S1,両,,108.14,14.0,29.0,55.0,0,1,5,2,1,2,3,,
20260717_高知_10R,20260717,高知,10,1,014741,郡司 浩平,神奈川,35,99,SS,SS,両,,116.56,16.0,44.0,66.0,0,3,5,0,3,4,8,,
20260717_高知_10R,20260717,高知,10,2,013962,南 修二,大 阪,44,88,SS,SS,追,,112.7,21.0,36.0,42.0,0,1,6,0,1,0,3,,
20260717_高知_10R,20260717,高知,10,3,015298,嘉永 泰斗,熊 本,28,113,SS,SS,逃,,116.25,33.0,51.0,59.0,0,14,0,0,2,3,2,,
20260717_高知_10R,20260717,高知,10,4,015451,山口 拳矢,岐 阜,30,117,S1,S1,両,,111.07,39.0,42.0,57.0,1,8,3,0,3,2,7,,
20260717_高知_10R,20260717,高知,10,5,015343,佐々木 悠葵,群 馬,30,115,S1,S1,両,,114.38,38.0,52.0,57.0,3,3,5,0,4,6,3,,
20260717_高知_10R,20260717,高知,10,6,015362,脇本 勇希,福 井,27,115,S1,S1,逃,,106.11,18.0,33.0,44.0,4,4,1,0,7,6,2,,
20260717_高知_10R,20260717,高知,10,7,015341,坂井 洋,栃 木,31,115,S1,S1,両,,112.16,35.0,45.0,61.0,2,8,4,0,5,3,6,,
20260717_高知_10R,20260717,高知,10,8,015474,阿部 将大,大 分,30,117,S1,S1,逃,,110.27,27.0,54.0,59.0,4,4,3,1,8,6,11,,
20260717_高知_10R,20260717,高知,10,9,014534,深谷 知広,静 岡,36,96,S1,S1,逃,,114.59,48.0,62.0,62.0,4,10,2,1,9,8,5,,
20260717_高知_11R,20260717,高知,11,1,014681,松浦 悠士,広 島,35,98,S1,S1,両,,115.96,40.0,59.0,65.0,0,6,11,2,2,0,11,,
20260717_高知_11R,20260717,高知,11,2,015039,吉田 拓矢,茨 城,31,107,SS,SS,両,,118.74,44.0,70.0,85.0,1,10,8,0,6,2,4,,
20260717_高知_11R,20260717,高知,11,3,015779,中石 湊,北海道,21,125,S1,S2,逃,,110.14,0.0,14.0,28.0,0,1,0,0,5,3,3,,
20260717_高知_11R,20260717,高知,11,4,013904,佐藤 友和,岩 手,43,88,S1,S1,両,,109.57,23.0,33.0,42.0,0,0,6,1,0,0,4,,
20260717_高知_11R,20260717,高知,11,5,015553,犬伏 湧也,徳 島,30,119,S1,S1,逃,,115.33,40.0,56.0,65.0,8,10,0,0,16,8,2,,
20260717_高知_11R,20260717,高知,11,6,015527,北井 佑季,神奈川,36,119,S2,S2,逃,,105.86,50.0,60.0,73.0,5,12,1,0,12,9,7,,
20260717_高知_11R,20260717,高知,11,7,015242,眞杉 匠,栃 木,27,113,SS,SS,逃,,117.29,29.0,59.0,74.0,6,7,2,1,12,8,4,,
20260717_高知_11R,20260717,高知,11,8,015261,松井 宏佑,神奈川,33,113,S1,S1,逃,,106.83,20.0,25.0,29.0,1,4,1,0,8,7,1,,
20260717_高知_11R,20260717,高知,11,9,014564,塚本 大樹,熊 本,37,96,S1,S1,追,,110.16,0.0,10.0,31.0,0,0,1,1,0,0,2,,
20260717_高知_12R,20260717,高知,12,1,014838,古性 優作,大 阪,35,100,SS,SS,両,,120.56,52.0,78.0,91.0,1,5,11,1,4,0,1,,
20260717_高知_12R,20260717,高知,12,2,015034,新山 響平,青 森,32,107,S1,S1,逃,,114.37,33.0,48.0,70.0,5,7,0,1,14,13,4,,
20260717_高知_12R,20260717,高知,12,3,015037,鈴木 竜士,東 京,32,107,S1,S1,両,,114.34,30.0,61.0,65.0,2,8,4,2,4,2,9,,
20260717_高知_12R,20260717,高知,12,4,015465,石原 颯,香 川,26,117,S1,S1,逃,,111.56,25.0,41.0,45.0,5,5,0,0,13,10,1,,
20260717_高知_12R,20260717,高知,12,5,014396,脇本 雄太,福 井,37,94,SS,SS,逃,,113.8,40.0,40.0,60.0,0,3,1,0,2,0,0,,
20260717_高知_12R,20260717,高知,12,6,014140,神山 拓弥,栃 木,39,91,S1,S1,追,,108.71,6.0,20.0,41.0,0,0,2,4,0,0,2,,
20260717_高知_12R,20260717,高知,12,7,014129,菅田 壱道,宮 城,40,91,S1,S1,両,,112.06,12.0,25.0,37.0,0,0,3,1,0,0,3,,
20260717_高知_12R,20260717,高知,12,8,015203,松本 貴治,愛 媛,32,111,S1,S1,両,,110.94,16.0,38.0,44.0,1,3,2,1,2,2,4,,
20260717_高知_12R,20260717,高知,12,9,015035,阿部 拓真,宮 城,35,107,SS,SS,両,,115.36,7.0,42.0,57.0,0,1,7,3,0,0,6,,
20260717_松阪_1R,20260717,松阪,1,1,013506,田村 浩章,徳 島,49,82,A2,A1,追,,82.1,5.0,10.0,35.0,0,0,2,0,0,0,2,,
20260717_松阪_1R,20260717,松阪,1,2,013121,山田 晃久,石 川,51,77,A1,A2,追,,82.51,3.0,18.0,37.0,0,0,2,3,0,0,0,,
20260717_松阪_1R,20260717,松阪,1,3,015699,助川 翔太郎,埼 玉,30,123,A1,A1,逃,,83.4,20.0,26.0,46.0,1,2,1,0,1,3,0,,
20260717_松阪_1R,20260717,松阪,1,4,013738,眞鍋 伸也,香 川,46,85,A2,A3,追,,71.45,8.0,20.0,48.0,0,2,2,3,0,0,5,,
20260717_松阪_1R,20260717,松阪,1,5,013792,辰己 豊,奈 良,47,86,A1,A2,追,,84.18,0.0,17.0,35.0,0,0,1,2,0,0,0,,
20260717_松阪_1R,20260717,松阪,1,6,014079,江本 博明,千 葉,45,90,A2,A3,追,,70.45,12.0,29.0,45.0,0,3,3,1,1,0,5,,
20260717_松阪_1R,20260717,松阪,1,7,013465,春日 勇人,千 葉,50,82,A1,A1,追,,86.52,13.0,21.0,56.0,0,0,4,1,0,0,3,,
20260717_松阪_2R,20260717,松阪,2,1,013172,金子 周一郎,埼 玉,49,78,A2,A1,追,,86.44,0.0,27.0,38.0,0,0,2,3,0,0,1,,
20260717_松阪_2R,20260717,松阪,2,2,013484,表 大暁,富 山,51,82,A2,A2,追,,81.61,0.0,23.0,28.0,0,0,1,4,0,0,1,,
20260717_松阪_2R,20260717,松阪,2,3,014115,原田 礼,福 岡,45,90,A2,A2,追,,83.66,12.0,20.0,29.0,0,0,3,2,0,0,2,,
20260717_松阪_2R,20260717,松阪,2,4,015175,桜井 大地,静 岡,32,111,A2,A2,逃,,81.28,8.0,16.0,32.0,1,1,2,0,3,6,9,,
20260717_松阪_2R,20260717,松阪,2,5,014155,佐藤 政利,新 潟,43,91,A2,A2,追,,83.58,4.0,16.0,37.0,0,0,2,2,0,0,5,,
20260717_松阪_2R,20260717,松阪,2,6,013784,太田 雅之,三 重,48,86,A2,A3,追,,69.93,3.0,12.0,27.0,0,0,1,3,1,1,5,,
20260717_松阪_2R,20260717,松阪,2,7,015659,池田 伍功羽,熊 本,23,121,A2,A2,逃,,86.03,14.0,29.0,51.0,6,2,0,0,11,12,3,,
20260717_松阪_3R,20260717,松阪,3,1,015462,溝口 葵,三 重,33,117,A1,A1,逃,,86.59,11.0,25.0,40.0,7,0,0,0,19,20,6,,
20260717_松阪_3R,20260717,松阪,3,2,015348,寺沼 伊織,東 京,28,115,A1,A1,両,,88.93,31.0,50.0,50.0,0,1,5,2,0,0,3,,
20260717_松阪_3R,20260717,松阪,3,3,014495,下沖 功児,宮 崎,42,95,A1,A1,逃,,87.29,29.0,44.0,48.0,6,5,1,0,9,9,2,,
20260717_松阪_3R,20260717,松阪,3,4,014654,舘 真成,茨 城,39,98,A2,A2,両,,82.0,12.0,25.0,25.0,0,0,4,0,0,0,0,,
20260717_松阪_3R,20260717,松阪,3,5,013117,鳥越 靖弘,愛 知,51,77,A1,A1,追,,83.85,3.0,17.0,32.0,0,0,3,2,0,0,0,,
20260717_松阪_3R,20260717,松阪,3,6,015904,辻田 祥大,三 重,23,127,A2,A3,逃,,77.44,44.0,66.0,72.0,10,2,0,0,14,13,2,,
20260717_松阪_3R,20260717,松阪,3,7,014263,樫山 恭柄,福 岡,40,92,A1,S2,追,,99.77,20.0,28.0,51.0,0,0,7,3,1,1,2,,
20260717_松阪_4R,20260717,松阪,4,1,014949,石口 慶多,兵 庫,37,103,A1,S2,両,,92.19,3.0,3.0,3.0,0,1,0,0,4,6,0,,
20260717_松阪_4R,20260717,松阪,4,2,015685,小笠原 一真,青 森,26,123,A1,A1,逃,,91.66,25.0,41.0,58.0,6,4,0,0,16,15,4,,
20260717_松阪_4R,20260717,松阪,4,3,015483,谷元 奎心,山 口,25,117,A1,A1,逃,,87.14,28.0,38.0,52.0,1,3,4,0,1,1,0,,
20260717_松阪_4R,20260717,松阪,4,4,015737,火島 裕輝,愛 媛,23,123,A1,A1,逃,,87.05,19.0,38.0,52.0,4,3,1,0,7,9,2,,
20260717_松阪_4R,20260717,松阪,4,5,013907,佐藤 正吾,宮 城,43,88,A2,A2,追,,84.8,15.0,30.0,53.0,0,1,6,1,1,0,8,,
20260717_松阪_4R,20260717,松阪,4,6,014476,乾 庄平,滋 賀,39,95,A2,A2,追,,84.03,7.0,14.0,33.0,0,0,3,1,0,0,2,,
20260717_松阪_4R,20260717,松阪,4,7,013914,小谷田 公則,福 島,45,88,A1,A2,追,,86.91,16.0,37.0,45.0,0,0,8,1,0,0,2,,
20260717_松阪_5R,20260717,松阪,5,1,014332,芳野 匠,愛 媛,41,93,A1,A2,追,,86.93,6.0,30.0,43.0,0,0,6,3,0,0,2,,
20260717_松阪_5R,20260717,松阪,5,2,012452,伊藤 健詞,石 川,56,68,A2,A1,追,,87.5,4.0,25.0,41.0,0,0,4,2,0,0,1,,
20260717_松阪_5R,20260717,松阪,5,3,015875,邊見 竜馬,福 島,24,127,A2,A2,逃,,89.29,79.0,91.0,100.0,14,5,3,0,17,12,3,,
20260717_松阪_5R,20260717,松阪,5,4,014473,重倉 高史,富 山,40,95,A1,A1,両,,85.93,13.0,33.0,56.0,5,0,2,3,13,17,10,,
20260717_松阪_5R,20260717,松阪,5,5,014819,太刀川 一成,千 葉,45,100,A1,S2,追,,95.02,4.0,19.0,26.0,0,1,2,5,0,0,7,,
20260717_松阪_5R,20260717,松阪,5,6,014951,後藤 祐貴,兵 庫,36,103,A2,A3,逃,,79.43,50.0,68.0,75.0,3,4,3,1,6,3,0,,
20260717_松阪_5R,20260717,松阪,5,7,015545,橋本 凌汰,岡 山,25,119,A1,S2,逃,,97.35,7.0,17.0,39.0,3,0,2,0,8,7,2,,
20260717_松阪_6R,20260717,松阪,6,1,013944,桐山 敬太郎,神奈川,44,88,S2,A1,追,,90.5,7.0,23.0,30.0,0,1,1,1,0,0,5,,
20260717_松阪_6R,20260717,松阪,6,2,012786,佐藤 康紀,青 森,51,73,S2,S2,追,,93.0,0.0,0.0,3.0,0,0,0,0,0,0,0,,
20260717_松阪_6R,20260717,松阪,6,3,015543,福元 啓太,大 阪,29,119,S2,A1,逃,,92.3,29.0,44.0,55.0,1,7,3,1,2,3,5,,
20260717_松阪_6R,20260717,松阪,6,4,014264,松尾 信太郎,福 岡,43,92,S2,S2,追,,95.34,5.0,11.0,22.0,0,0,2,2,0,0,1,,
20260717_松阪_6R,20260717,松阪,6,5,014863,一戸 康宏,埼 玉,38,101,S2,S2,両,,97.47,4.0,26.0,47.0,1,1,3,1,4,3,2,,
20260717_松阪_6R,20260717,松阪,6,6,015595,邊見 光輝,福 島,24,119,S2,S2,逃,,89.66,0.0,0.0,0.0,0,0,0,0,0,2,0,,
20260717_松阪_6R,20260717,松阪,6,7,014249,鷲田 幸司,福 井,40,92,S2,S2,追,,99.32,6.0,19.0,38.0,0,0,4,2,0,0,0,,
20260717_松阪_7R,20260717,松阪,7,1,015448,長屋 秀明,岐 阜,25,117,S2,A1,逃,,93.78,40.0,50.0,70.0,0,7,3,0,3,0,6,,
20260717_松阪_7R,20260717,松阪,7,2,015641,富 武大,山 口,29,121,S2,A1,逃,,91.0,18.0,54.0,54.0,3,1,1,1,3,3,7,,
20260717_松阪_7R,20260717,松阪,7,3,014292,丸山 直樹,埼 玉,40,93,S2,A1,追,,93.26,26.0,46.0,60.0,0,1,5,1,0,0,5,,
20260717_松阪_7R,20260717,松阪,7,4,013438,前反 祐一郎,広 島,52,81,S2,A1,追,,90.68,15.0,26.0,47.0,0,0,4,1,0,0,5,,
20260717_松阪_7R,20260717,松阪,7,5,015161,吉田 昌司,茨 城,28,111,S2,A1,逃,,94.52,40.0,64.0,68.0,4,7,5,0,9,8,0,,
20260717_松阪_7R,20260717,松阪,7,6,015178,伊藤 稔真,三 重,29,111,S2,A1,両,,90.28,6.0,6.0,6.0,0,0,1,0,2,4,3,,
20260717_松阪_7R,20260717,松阪,7,7,015040,隅田 洋介,岡 山,38,107,S2,S1,両,,97.75,0.0,0.0,0.0,0,0,0,0,0,0,4,,
20260717_松阪_8R,20260717,松阪,8,1,013436,中村 昌弘,広 島,49,81,S2,S2,追,,96.3,0.0,10.0,20.0,0,0,0,3,0,0,4,,
20260717_松阪_8R,20260717,松阪,8,2,015703,牧田 悠生,新 潟,27,123,S2,S2,逃,,98.7,20.0,29.0,33.0,1,4,1,1,2,3,1,,
20260717_松阪_8R,20260717,松阪,8,3,015097,長谷部 翔,静 岡,31,109,S2,S2,両,,97.36,4.0,8.0,29.0,0,0,1,1,0,0,4,,
20260717_松阪_8R,20260717,松阪,8,4,015127,野村 典嗣,愛 媛,36,109,S2,A1,追,,89.14,7.0,29.0,40.0,0,1,4,3,0,0,3,,
20260717_松阪_8R,20260717,松阪,8,5,015250,今井 聡,東 京,38,113,S2,A1,追,,93.0,41.0,54.0,58.0,1,1,10,1,1,1,10,,
20260717_松阪_8R,20260717,松阪,8,6,014947,北川 大五郎,大 阪,35,103,S2,A1,両,,88.5,12.0,16.0,20.0,2,0,1,1,3,2,7,,
20260717_松阪_8R,20260717,松阪,8,7,014148,岸澤 賢太,埼 玉,39,91,S2,S2,両,,100.76,12.0,28.0,44.0,0,0,7,0,0,0,3,,
20260717_松阪_9R,20260717,松阪,9,1,014134,小野 大介,福 島,42,91,S2,S2,追,,96.85,5.0,15.0,40.0,0,0,1,2,0,0,1,,
20260717_松阪_9R,20260717,松阪,9,2,014313,小谷 実,京 都,39,93,S2,S2,追,,94.73,3.0,6.0,13.0,0,0,1,1,0,0,9,,
