race_key,date,jo_code,jo_name,race_no,car_no,player_id,player_name,prefecture,age,term,class,previous_class,style,average_score,win_rate,quinella_rate,trio_rate,escape_count,makuri_count,sashi_count,mark_count,back_count,home_count,start_count
20260924_立川_1R,20260924,28,立川,1,1,012544,上田 学,愛 媛,55,69,A1,A1,追,86.22,14.0,33.0,55.0,0,0,5,4,0,0,7
20260924_立川_1R,20260924,28,立川,1,2,013556,山信田 学,埼 玉,50,83,A2,A2,追,80.96,7.0,19.0,26.0,0,0,3,2,0,0,1
20260924_立川_1R,20260924,28,立川,1,3,012298,星島 太,岡 山,55,66,A2,A2,追,79.29,0.0,0.0,14.0,0,0,0,0,0,0,1
20260924_立川_1R,20260924,28,立川,1,4,012216,武田 哲二,京 都,56,65,A2,A3,追,78.1,3.0,14.0,21.0,0,0,2,2,0,0,4
20260924_立川_1R,20260924,28,立川,1,5,015699,助川 翔太郎,埼 玉,30,123,A1,A1,逃,81.77,5.0,15.0,26.0,2,1,0,0,5,6,0
20260924_立川_1R,20260924,28,立川,1,6,012242,穴井 利久,福 岡,56,65,A2,A3,追,75.2,0.0,0.0,20.0,0,0,0,0,0,0,0
20260924_立川_1R,20260924,28,立川,1,7,013908,菅田 和宏,宮 城,44,88,A2,A2,逃,82.22,6.0,22.0,29.0,2,2,3,0,10,12,12
20260924_立川_2R,20260924,28,立川,2,1,015885,五輪 拓巳,東 京,27,127,A2,A3,逃,79.41,8.0,25.0,29.0,5,0,0,1,9,10,0
20260924_立川_2R,20260924,28,立川,2,2,013183,坂木田 雄介,千 葉,52,78,A2,A2,逃,81.93,9.0,15.0,34.0,2,2,1,0,14,16,0
20260924_立川_2R,20260924,28,立川,2,3,014951,後藤 祐貴,兵 庫,36,103,A2,A3,逃,80.88,32.0,32.0,40.0,3,3,2,0,6,4,0
20260924_立川_2R,20260924,28,立川,2,4,011907,島野 浩司,愛 知,57,62,A1,A1,追,87.04,9.0,42.0,52.0,0,0,4,5,0,0,6
20260924_立川_2R,20260924,28,立川,2,5,014037,橋本 勝弘,愛 媛,44,89,A2,A2,追,82.95,13.0,18.0,40.0,0,0,4,0,0,0,3
20260924_立川_2R,20260924,28,立川,2,6,014366,阿久津 浩之,東 京,43,94,A2,A1,逃,78.05,2.0,2.0,8.0,0,0,1,0,9,12,1
