race_key,date,jo_code,jo_name,race_no,car_no,player_id,player_name,prefecture,age,term,class,previous_class,style,average_score,win_rate,quinella_rate,trio_rate,escape_count,makuri_count,sashi_count,mark_count,back_count,home_count,start_count
20260819_川崎_1R,20260819,34,川崎,1,1,015594,金田 涼馬,神奈川,28,119,A2,A1,逃,89.96,25.0,51.0,55.0,10,2,2,0,17,17,17
20260819_川崎_1R,20260819,34,川崎,1,2,013988,阿部 英光,宮 城,44,89,A2,A2,追,84.09,4.0,28.0,42.0,0,0,3,3,0,0,0
20260819_川崎_1R,20260819,34,川崎,1,3,012380,近藤 修康,岡 山,54,67,A1,A1,追,89.66,9.0,31.0,50.0,0,0,2,5,0,0,2
20260819_川崎_1R,20260819,34,川崎,1,4,015556,上野 恭哉,福 岡,28,119,A2,A1,両,89.95,27.0,40.0,68.0,2,0,5,2,3,4,3
20260819_川崎_1R,20260819,34,川崎,1,5,014823,渡辺 聖,神奈川,40,100,A2,A2,追,82.63,0.0,9.0,18.0,0,0,1,0,0,0,1
20260819_川崎_1R,20260819,34,川崎,1,6,015506,佐藤 啓斗,青 森,29,119,A2,A2,逃,79.0,7.0,7.0,18.0,0,2,0,0,9,8,0
20260819_川崎_1R,20260819,34,川崎,1,7,014867,巴 直也,神奈川,37,101,A1,A1,追,88.66,0.0,0.0,0.0,0,0,0,0,0,0,1
20260819_川崎_2R,20260819,34,川崎,2,1,013951,永井 清史,岐 阜,43,88,A2,A2,両,81.37,12.0,16.0,29.0,0,0,4,0,0,0,1
20260819_川崎_2R,20260819,34,川崎,2,2,013903,川崎 健次,神奈川,46,88,A1,A1,追,88.75,25.0,58.0,66.0,0,0,9,5,0,0,5
20260819_川崎_2R,20260819,34,川崎,2,3,013075,平 総一,熊 本,55,76,A2,A2,追,83.54,0.0,12.0,36.0,0,0,2,2,0,0,0
20260819_川崎_2R,20260819,34,川崎,2,4,015533,岩城 佑典,愛 知,27,119,A2,A2,逃,82.34,4.0,17.0,34.0,1,2,1,0,6,5,5
20260819_川崎_2R,20260819,34,川崎,2,5,014227,緒方 剛,埼 玉,43,92,A2,A2,追,79.51,3.0,3.0,11.0,0,0,1,0,0,0,3
20260819_川崎_2R,20260819,34,川崎,2,6,013595,別所 英幸,福 岡,46,83,A2,A3,追,75.93,12.0,12.0,18.0,0,0,2,0,0,0,3
