race_key,date,jo_code,jo_name,race_no,car_no,player_id,player_name,prefecture,age,term,class,previous_class,style,average_score,win_rate,quinella_rate,trio_rate,escape_count,makuri_count,sashi_count,mark_count,back_count,home_count,start_count
20260903_青森_1R,20260903,12,青森,1,1,015537,志田 龍星,岐 阜,28,119,S1,S1,逃,108.42,21.0,36.0,42.0,1,4,1,1,9,5,2
20260903_青森_1R,20260903,12,青森,1,2,013059,香川 雄介,香 川,52,76,S1,S1,追,105.74,3.0,18.0,21.0,0,0,3,3,0,0,0
20260903_青森_1R,20260903,12,青森,1,3,015525,鈴木 浩太,千 葉,29,119,S2,S2,逃,100.81,25.0,43.0,50.0,5,2,0,0,12,11,5
20260903_青森_1R,20260903,12,青森,1,4,013115,望月 永悟,静 岡,49,77,S2,S2,追,98.43,0.0,12.0,41.0,0,0,2,1,0,0,1
20260903_青森_1R,20260903,12,青森,1,5,014177,小堺 浩二,石 川,43,91,S2,S2,両,101.27,24.0,32.0,51.0,0,4,7,1,1,2,5
20260903_青森_1R,20260903,12,青森,1,6,015201,門田 凌,愛 媛,32,111,S2,A1,両,94.88,7.0,19.0,26.0,0,2,3,0,0,0,3
20260903_青森_1R,20260903,12,青森,1,7,013637,笠松 信幸,愛 知,47,84,S1,S1,追,106.28,17.0,28.0,57.0,0,0,5,3,0,0,6
20260903_青森_1R,20260903,12,青森,1,8,013679,真崎 新太郎,栃 木,47,85,S2,S2,追,97.75,12.0,25.0,45.0,0,0,4,2,0,0,1
20260903_青森_1R,20260903,12,青森,1,9,015645,室井 蓮太朗,徳 島,25,121,S2,S2,両,107.5,11.0,33.0,44.0,1,2,0,0,3,1,2
20260903_青森_2R,20260903,12,青森,2,1,013880,岩津 裕介,岡 山,44,87,S1,S1,追,110.87,21.0,46.0,50.0,0,0,10,5,0,0,2
20260903_青森_2R,20260903,12,青森,2,2,014791,木村 弘,青 森,34,100,S2,S1,逃,101.78,21.0,26.0,26.0,1,4,0,0,10,12,0
20260903_青森_2R,20260903,12,青森,2,3,015170,川越 勇星,神奈川,29,111,S2,S2,両,101.8,28.0,38.0,47.0,2,4,2,0,4,4,4
