race_key,date,jo_code,jo_name,race_no,car_no,player_id,player_name,prefecture,age,term,class,previous_class,style,average_score,win_rate,quinella_rate,trio_rate,escape_count,makuri_count,sashi_count,mark_count,back_count,home_count,start_count
20260811_松山_1R,20260811,75,松山,1,1,015596,中野 慎詞,岩 手,27,121,S1,S1,逃,114.87,25.0,37.0,50.0,5,0,1,0,11,10,1
20260811_松山_1R,20260811,75,松山,1,2,013963,柏野 智典,岡 山,48,88,S1,S1,追,111.13,15.0,33.0,54.0,0,0,8,3,0,0,2
20260811_松山_1R,20260811,75,松山,1,3,015475,伊藤 旭,熊 本,26,117,S1,S1,両,110.81,25.0,37.0,70.0,1,5,4,0,2,2,3
20260811_松山_1R,20260811,75,松山,1,4,015383,原井 博斗,福 岡,30,115,S1,S2,追,107.17,15.0,42.0,47.0,0,0,6,2,0,0,8
20260811_松山_1R,20260811,75,松山,1,5,014002,渡部 幸訓,福 島,43,89,S1,S1,追,115.47,9.0,36.0,54.0,0,0,6,2,0,0,6
20260811_松山_1R,20260811,75,松山,1,6,015628,村田 祐樹,富 山,27,121,S1,S1,逃,106.04,13.0,39.0,52.0,5,4,0,0,19,12,5
20260811_松山_1R,20260811,75,松山,1,7,013920,山崎 芳仁,福 島,47,88,S1,S1,追,107.48,20.0,24.0,40.0,0,0,5,1,0,0,2
20260811_松山_1R,20260811,75,松山,1,8,014553,久米 良,徳 島,38,96,S1,S1,追,106.84,5.0,15.0,21.0,0,0,1,2,0,0,2
20260811_松山_1R,20260811,75,松山,1,9,014112,小川 勇介,福 岡,41,90,S1,S1,追,108.8,4.0,16.0,36.0,0,0,4,0,0,0,2
20260811_松山_2R,20260811,75,松山,2,1,014097,稲川 翔,大 阪,41,90,S1,S2,両,112.5,19.0,23.0,47.0,0,1,4,0,0,0,5
20260811_松山_2R,20260811,75,松山,2,2,015444,渡邉 雅也,静 岡,25,117,S1,S1,両,110.79,37.0,41.0,58.0,1,7,2,0,6,5,5
20260811_松山_2R,20260811,75,松山,2,3,014356,佐藤 一伸,福 島,39,94,S2,S1,両,109.9,14.0,28.0,52.0,0,2,4,0,1,0,1
20260811_松山_2R,20260811,75,松山,2,4,015840,阿部 英斗,福 岡,22,125,S2,S2,逃,105.59,36.0,50.0,63.0,1,8,2,0,9,8,1
20260811_松山_2R,20260811,75,松山,2,5,014744,和田 真久留,神奈川,35,99,S1,S1,両,112.48,13.0,33.0,46.0,0,2,5,3,0,0,6
20260811_松山_2R,20260811,75,松山,2,6,013745,中川 誠一郎,熊 本,47,85,S1,S1,両,103.84,26.0,36.0,52.0,0,2,4,1,0,0,4
20260811_松山_2R,20260811,75,松山,2,7,014873,三谷 竜生,奈 良,38,101,S1,S1,両,109.8,12.0,24.0,44.0,1,3,2,0,3,2,3
20260811_松山_2R,20260811,75,松山,2,8,015328,星野 洋輝,福 島,26,115,S1,S2,追,105.07,10.0,25.0,57.0,0,2,3,2,0,0,6
20260811_松山_2R,20260811,75,松山,2,9,014377,岩本 俊介,千 葉,42,94,S1,S1,両,112.56,28.0,36.0,40.0,3,3,3,0,6,7,0
20260811_松山_3R,20260811,75,松山,3,1,015297,上野 優太,熊 本,29,113,S1,S1,追,108.77,13.0,43.0,47.0,0,0,4,6,0,0,10
20260811_松山_3R,20260811,75,松山,3,2,014718,小松崎 大地,福 島,43,99,S1,S1,両,109.15,25.0,37.0,51.0,0,2,7,1,3,3,7
20260811_松山_3R,20260811,75,松山,3,3,014659,武藤 龍生,埼 玉,35,98,S1,S1,追,112.09,13.0,31.0,45.0,0,0,6,1,0,0,2
20260811_松山_3R,20260811,75,松山,3,4,015390,伊藤 颯馬,沖 縄,27,115,S1,S1,逃,106.54,6.0,35.0,61.0,6,2,1,2,11,13,4
20260811_松山_3R,20260811,75,松山,3,5,015343,佐々木 悠葵,群 馬,31,115,S1,S1,両,114.88,33.0,44.0,50.0,2,2,4,0,3,5,4
20260811_松山_3R,20260811,75,松山,3,6,015807,塩島 嵩一朗,神奈川,26,125,S1,S2,逃,100.36,23.0,34.0,46.0,5,4,0,0,12,10,3
20260811_松山_3R,20260811,75,松山,3,7,014210,和田 圭,宮 城,40,92,S1,S1,追,109.45,20.0,25.0,37.0,0,0,5,1,0,0,1
20260811_松山_3R,20260811,75,松山,3,8,014020,松坂 洋平,神奈川,43,89,S1,S1,両,106.2,16.0,43.0,50.0,0,1,9,3,0,0,4
20260811_松山_3R,20260811,75,松山,3,9,015356,杉浦 侑吾,栃 木,31,115,S1,S1,逃,110.35,35.0,48.0,64.0,5,9,0,1,14,9,0
20260811_松山_4R,20260811,75,松山,4,1,013140,小倉 竜二,徳 島,50,77,S1,S1,追,110.83,11.0,25.0,37.0,0,0,3,4,0,0,0
20260811_松山_4R,20260811,75,松山,4,2,015341,坂井 洋,栃 木,31,115,S1,S1,両,113.78,34.0,48.0,55.0,1,8,3,2,3,2,6
20260811_松山_4R,20260811,75,松山,4,3,013904,佐藤 友和,岩 手,43,88,S1,S1,両,110.81,18.0,27.0,40.0,0,0,5,1,0,0,3
20260811_松山_4R,20260811,75,松山,4,4,013821,中村 圭志,熊 本,45,86,S1,S1,追,107.08,15.0,30.0,46.0,0,0,6,2,0,0,3
20260811_松山_4R,20260811,75,松山,4,5,014190,木村 隆弘,徳 島,40,91,S1,S1,追,109.73,26.0,52.0,63.0,0,0,8,2,0,1,1
20260811_松山_4R,20260811,75,松山,4,6,015479,松岡 辰泰,熊 本,29,117,S1,S1,逃,103.85,21.0,32.0,35.0,0,6,2,1,4,2,8
20260811_松山_4R,20260811,75,松山,4,7,015731,西田 優大,広 島,28,123,S1,S1,逃,110.77,18.0,31.0,50.0,2,4,1,0,8,11,5
20260811_松山_4R,20260811,75,松山,4,8,015324,小原 佑太,青 森,30,115,S1,S1,逃,107.04,12.0,36.0,48.0,7,2,0,0,17,14,6
20260811_松山_4R,20260811,75,松山,4,9,014507,長島 大介,栃 木,37,96,S1,S1,両,108.03,17.0,27.0,44.0,0,1,7,0,1,1,3
20260811_松山_5R,20260811,75,松山,5,1,015537,志田 龍星,岐 阜,28,119,S1,S1,逃,109.54,22.0,40.0,54.0,3,5,1,0,13,9,2
20260811_松山_5R,20260811,75,松山,5,2,015051,簗田 一輝,静 岡,30,107,S1,S1,両,112.42,7.0,33.0,48.0,0,1,5,3,1,1,8
20260811_松山_5R,20260811,75,松山,5,3,014545,岡崎 智哉,大 阪,41,96,S1,S1,両,108.62,16.0,45.0,58.0,0,2,7,2,1,1,5
