レースキー,開催日,競輪場,レース番号,車番,登録番号,選手名,府県,年齢,期別,級班,前級班,脚質,ギヤ倍率,平均競走得点,勝率,２連対率,３連対率,逃げ,捲り,差し,マーク,バック,ホーム,スタート,誘導選手,status
20260719_弥彦_5R,20260719,弥彦,5,5,014296,佐藤 清之,千 葉,43,93,A2,A1,追,,80.82,13.0,13.0,20.0,0,2,2,0,0,0,2,,
20260719_弥彦_5R,20260719,弥彦,5,6,014513,樋口 絢土,東 京,38,96,A2,A3,追,,75.55,33.0,44.0,66.0,0,0,10,2,0,0,0,,
20260719_弥彦_5R,20260719,弥彦,5,7,012298,星島 太,岡 山,55,66,A2,A2,追,,79.55,0.0,0.0,16.0,0,0,0,0,0,0,0,,
20260719_弥彦_6R,20260719,弥彦,6,1,014938,夏目 新吾,静 岡,38,103,A2,A2,逃,,83.66,12.0,20.0,29.0,3,1,0,1,12,15,1,,
20260719_弥彦_6R,20260719,弥彦,6,2,015925,川西 康彦,徳 島,22,127,A2,A3,逃,,74.16,29.0,37.0,58.0,3,5,1,0,8,9,13,,
20260719_弥彦_6R,20260719,弥彦,6,3,013535,平沼 由充,福 島,50,83,A1,A2,追,,87.29,0.0,16.0,37.0,0,0,0,4,0,0,11,,
20260719_弥彦_6R,20260719,弥彦,6,4,014615,藤原 亮太,岡 山,38,97,A2,A2,両,,80.71,0.0,4.0,28.0,1,0,0,0,4,4,5,,
20260719_弥彦_6R,20260719,弥彦,6,5,014335,中園 朋亨,福 岡,39,93,A2,A2,追,,79.78,5.0,10.0,26.0,0,0,1,1,0,2,11,,
20260719_弥彦_6R,20260719,弥彦,6,6,012242,穴井 利久,福 岡,56,65,A2,A3,追,,70.25,3.0,3.0,33.0,0,0,1,0,0,0,1,,
20260719_弥彦_6R,20260719,弥彦,6,7,015163,戸塚 涼介,埼 玉,32,111,A2,A2,逃,,86.37,11.0,29.0,66.0,8,0,0,0,23,23,2,,
20260719_弥彦_7R,20260719,弥彦,7,1,014709,松岡 孝高,熊 本,40,98,A1,A1,両,,87.09,28.0,33.0,52.0,0,2,5,0,0,0,1,,
20260719_弥彦_7R,20260719,弥彦,7,2,013902,岩崎 将士,青 森,43,88,A1,A1,追,,86.37,4.0,20.0,41.0,0,0,2,3,0,0,7,,
20260719_弥彦_7R,20260719,弥彦,7,3,013929,宮内 善光,群 馬,45,88,A2,A1,追,,88.18,25.0,44.0,59.0,1,0,8,3,1,1,5,,
20260719_弥彦_7R,20260719,弥彦,7,4,012234,室井 竜二,徳 島,55,65,A1,S2,追,,93.1,0.0,0.0,20.0,0,0,0,0,0,0,0,,
20260719_弥彦_7R,20260719,弥彦,7,5,015795,今井 希,埼 玉,25,125,A1,A2,逃,,89.22,11.0,48.0,59.0,12,1,0,0,21,20,12,,
20260719_弥彦_7R,20260719,弥彦,7,6,013253,柴田 功一郎,神奈川,50,79,A2,A3,追,,73.22,0.0,22.0,66.0,0,0,2,0,0,0,0,,
20260719_弥彦_7R,20260719,弥彦,7,7,012809,高峰 賢治,山 梨,55,73,A2,A2,追,,84.78,13.0,34.0,39.0,0,0,3,5,0,0,1,,
20260719_弥彦_8R,20260719,弥彦,8,1,014077,古屋 琢晶,山 梨,40,90,A1,A1,両,,87.5,3.0,26.0,46.0,3,2,0,2,7,7,10,,
20260719_弥彦_8R,20260719,弥彦,8,2,013491,近藤 範昌,岡 山,48,82,A1,A1,追,,85.84,11.0,30.0,42.0,0,0,4,4,1,1,1,,
20260719_弥彦_8R,20260719,弥彦,8,3,013188,山田 幸司,神奈川,54,78,A1,A1,追,,89.03,7.0,18.0,55.0,0,0,4,1,0,0,2,,
20260719_弥彦_8R,20260719,弥彦,8,4,014277,山口 慎吾,北海道,43,93,A2,A2,追,,84.07,7.0,19.0,46.0,0,0,2,3,0,0,3,,
20260719_弥彦_8R,20260719,弥彦,8,5,014428,鹿内 翔,青 森,40,95,A1,A1,追,,87.91,8.0,33.0,54.0,0,0,4,4,0,0,5,,
20260719_弥彦_8R,20260719,弥彦,8,6,015885,五輪 拓巳,東 京,27,127,A2,A3,逃,,74.04,20.0,29.0,37.0,5,1,0,1,9,12,0,,
20260719_弥彦_8R,20260719,弥彦,8,7,013632,川口 直人,神奈川,49,84,A1,A1,追,,93.37,22.0,51.0,70.0,0,0,11,3,0,0,0,,
20260719_弥彦_9R,20260719,弥彦,9,1,014487,才迫 勇馬,広 島,37,95,A3,A2,逃,,85.1,33.0,60.0,63.0,10,4,2,2,16,17,14,,
20260719_弥彦_9R,20260719,弥彦,9,2,013521,中野 良,北海道,51,83,A3,A3,追,,74.26,6.0,50.0,70.0,0,1,8,6,0,0,0,,
20260719_弥彦_9R,20260719,弥彦,9,3,014049,廣田 樹里,熊 本,45,89,A3,A2,両,,79.81,7.0,14.0,25.0,0,2,0,2,2,3,0,,
20260719_弥彦_9R,20260719,弥彦,9,4,014781,船倉 卓郎,長 崎,42,99,A3,A2,追,,80.75,0.0,18.0,25.0,0,1,0,2,0,0,1,,
20260719_弥彦_9R,20260719,弥彦,9,5,014126,高谷 敏史,青 森,41,91,A3,A2,両,,78.65,0.0,10.0,15.0,0,0,2,0,2,6,1,,
20260719_弥彦_9R,20260719,弥彦,9,6,015047,加藤 健一,神奈川,34,107,A3,A3,逃,,73.33,25.0,37.0,55.0,8,2,0,0,13,12,14,,
20260719_弥彦_9R,20260719,弥彦,9,7,014261,作田 悦章,徳 島,44,92,A3,A1,追,,87.89,10.0,31.0,51.0,0,0,4,5,0,0,7,,
20260719_弥彦_10R,20260719,弥彦,10,1,015578,飯田 風音,埼 玉,24,120,L1,L1,両,,55.03,44.0,62.0,74.0,1,8,5,3,1,3,0,,
20260719_弥彦_10R,20260719,弥彦,10,2,014903,増茂 るるこ,東 京,34,102,L1,L1,両,,51.0,6.0,33.0,33.0,1,0,2,2,1,2,1,,
20260719_弥彦_10R,20260719,弥彦,10,3,015858,平子 結菜,三 重,22,126,L1,L1,両,,50.03,10.0,17.0,35.0,2,1,1,1,6,7,3,,
20260719_弥彦_10R,20260719,弥彦,10,4,015864,田野口 佳奈,香 川,21,126,L1,L1,両,,48.21,3.0,10.0,14.0,0,1,1,1,0,0,3,,
20260719_弥彦_10R,20260719,弥彦,10,5,014974,山原 さくら,山 口,33,104,L1,L1,両,,57.29,70.0,87.0,87.0,8,10,3,0,16,8,0,,
20260719_弥彦_10R,20260719,弥彦,10,6,015401,清水 彩那,静 岡,27,116,L1,L1,両,,50.5,13.0,27.0,50.0,3,1,1,1,4,6,0,,
20260719_弥彦_10R,20260719,弥彦,10,7,015672,松本 詩乃,東 京,27,122,L1,L1,両,,54.9,8.0,66.0,83.0,0,1,1,6,0,0,2,,
20260719_弥彦_11R,20260719,弥彦,11,1,014144,石川 雅望,群 馬,40,91,A1,A1,追,,90.76,19.0,28.0,52.0,0,0,4,2,0,0,2,,
20260719_弥彦_11R,20260719,弥彦,11,2,015059,畝木 努,岡 山,32,107,A1,A1,逃,,93.91,33.0,58.0,75.0,9,2,3,0,15,14,7,,
20260719_弥彦_11R,20260719,弥彦,11,3,015332,鈴木 涼介,福 島,29,115,A1,S2,逃,,94.39,14.0,14.0,28.0,1,3,0,0,11,14,3,,
20260719_弥彦_11R,20260719,弥彦,11,4,015557,梶原 大地,福 岡,29,119,A1,A2,逃,,88.63,36.0,53.0,63.0,10,6,0,0,19,15,7,,
20260719_弥彦_11R,20260719,弥彦,11,5,014826,菅原 裕太,静 岡,35,100,A1,S2,追,,100.37,20.0,34.0,54.0,0,0,8,4,0,0,8,,
20260719_弥彦_11R,20260719,弥彦,11,6,014619,木村 浩宣,香 川,39,97,A1,A1,逃,,85.08,14.0,22.0,42.0,4,3,1,0,6,7,10,,
20260719_弥彦_11R,20260719,弥彦,11,7,015877,三澤 優樹,福 島,26,127,A2,A2,逃,,92.16,44.0,72.0,83.0,9,3,1,0,11,9,2,,
20260719_京王閣_1R,20260719,京王閣,1,1,015007,岸川 哲也,大 阪,40,105,A3,A2,両,,85.34,19.0,38.0,57.0,5,0,2,3,6,7,3,,
20260719_京王閣_1R,20260719,京王閣,1,2,015155,三浦 大輝,宮 城,28,111,A3,A2,逃,,80.11,3.0,22.0,33.0,3,2,1,0,7,9,5,,
20260719_京王閣_1R,20260719,京王閣,1,3,013131,藤野 一良,大 阪,49,77,A3,A1,追,,79.79,16.0,25.0,41.0,0,0,4,2,0,0,0,,
20260719_京王閣_1R,20260719,京王閣,1,4,013398,関 敬,栃 木,49,81,A3,A2,追,,79.05,0.0,5.0,20.0,0,0,0,1,0,0,3,,
20260719_京王閣_1R,20260719,京王閣,1,5,015966,近内 三孝,栃 木,30,129,A3,A3,逃,,69.66,0.0,0.0,0.0,0,0,0,0,0,0,2,,
20260719_京王閣_1R,20260719,京王閣,1,6,012559,相良 勝美,福 島,54,70,A3,A3,追,,68.66,0.0,16.0,16.0,0,0,1,2,0,0,1,,
20260719_京王閣_1R,20260719,京王閣,1,7,013029,藤田 晃英,千 葉,51,76,A3,A3,追,,67.87,0.0,4.0,20.0,0,0,0,1,0,0,0,,
20260719_京王閣_2R,20260719,京王閣,2,1,012710,大内 達也,宮 城,54,72,A3,A2,追,,83.0,5.0,11.0,33.0,0,1,1,0,0,0,4,,
20260719_京王閣_2R,20260719,京王閣,2,2,015873,十文字 悠真,福 島,24,127,A3,A3,逃,,74.81,40.0,55.0,66.0,6,7,1,1,9,8,4,,
20260719_京王閣_2R,20260719,京王閣,2,3,014389,村本 慎吾,静 岡,44,94,A3,A3,追,,72.66,20.0,33.0,46.0,0,0,6,4,0,0,4,,
20260719_京王閣_2R,20260719,京王閣,2,4,014254,武田 和也,奈 良,38,92,A3,A3,両,,72.5,10.0,46.0,60.0,4,1,3,5,6,7,17,,
20260719_京王閣_2R,20260719,京王閣,2,5,014666,等々力 久就,長 野,35,98,A3,A3,逃,,71.72,27.0,39.0,45.0,5,6,1,1,7,5,1,,
20260719_京王閣_2R,20260719,京王閣,2,6,014446,菅藤 智,群 馬,42,95,A3,A3,追,,69.38,0.0,21.0,35.0,0,0,0,3,1,0,1,,
20260719_京王閣_2R,20260719,京王閣,2,7,011821,中川 博文,福 井,58,61,A3,A3,追,,65.96,3.0,13.0,20.0,0,0,2,2,0,0,1,,
20260719_京王閣_3R,20260719,京王閣,3,1,015257,舟山 佑京,新 潟,28,113,A3,A2,逃,,80.85,9.0,23.0,38.0,0,0,2,3,5,11,2,,
20260719_京王閣_3R,20260719,京王閣,3,2,014369,中川 拓也,群 馬,40,94,A3,A2,両,,79.72,3.0,6.0,27.0,1,0,0,1,1,1,0,,
20260719_京王閣_3R,20260719,京王閣,3,3,015993,西澤 優聖,岐 阜,23,129,A3,A3,逃,,77.22,33.0,55.0,66.0,0,3,1,1,0,0,0,,
20260719_京王閣_3R,20260719,京王閣,3,4,015158,猪野 泰介,山 形,36,111,A3,A3,逃,,70.83,11.0,27.0,50.0,3,0,1,1,5,9,3,,
20260719_京王閣_3R,20260719,京王閣,3,5,012885,田中 智也,静 岡,53,74,A3,A3,追,,69.05,0.0,5.0,33.0,0,0,0,1,0,0,4,,
20260719_京王閣_3R,20260719,京王閣,3,6,014209,加美山 隆行,宮 城,40,92,A3,A3,追,,68.2,4.0,24.0,36.0,0,0,4,2,0,0,9,,
20260719_京王閣_3R,20260719,京王閣,3,7,013272,古田 義明,三 重,53,79,A3,A3,追,,68.19,4.0,9.0,27.0,0,0,1,1,0,0,2,,
20260719_京王閣_4R,20260719,京王閣,4,1,015980,吉川 敬介,東 京,23,129,A3,A3,逃,,80.41,83.0,83.0,91.0,3,6,1,0,4,4,4,,
20260719_京王閣_4R,20260719,京王閣,4,2,014301,齋藤 輝彦,神奈川,43,93,A3,A2,追,,76.62,0.0,0.0,12.0,0,0,0,0,0,0,0,,
20260719_京王閣_4R,20260719,京王閣,4,3,015260,國井 裕樹,神奈川,42,113,A3,A3,逃,,74.66,33.0,52.0,76.0,7,1,3,0,10,12,6,,
20260719_京王閣_4R,20260719,京王閣,4,4,011994,藤光 健一,東 京,56,63,A3,A3,追,,70.38,0.0,14.0,38.0,0,0,2,1,0,0,0,,
20260719_京王閣_4R,20260719,京王閣,4,5,013861,岡田 大門,愛 知,45,87,A3,A3,両,,68.03,10.0,14.0,21.0,1,1,1,1,4,3,7,,
20260719_京王閣_4R,20260719,京王閣,4,6,012671,滝川 秀嗣,愛 知,53,71,A3,A3,追,,67.84,0.0,0.0,23.0,0,0,0,0,0,0,0,,
20260719_京王閣_4R,20260719,京王閣,4,7,012783,平澤 秀信,北海道,53,73,A3,A3,追,,67.25,0.0,8.0,16.0,0,0,0,1,0,0,2,,
20260719_京王閣_5R,20260719,京王閣,5,1,015429,山田 雄大,埼 玉,26,117,A1,A1,逃,,90.71,23.0,61.0,76.0,0,3,5,5,1,2,0,,
20260719_京王閣_5R,20260719,京王閣,5,2,013382,成田 直喜,青 森,50,81,A1,A1,追,,89.77,11.0,29.0,44.0,0,0,4,4,0,0,3,,
20260719_京王閣_5R,20260719,京王閣,5,3,014671,山田 裕哉,岐 阜,40,98,A2,A1,追,,89.72,21.0,52.0,56.0,0,0,10,2,0,0,2,,
20260719_京王閣_5R,20260719,京王閣,5,4,015414,大森 光明,北海道,27,117,A2,A2,両,,85.29,18.0,33.0,51.0,2,4,2,1,3,5,1,,
20260719_京王閣_5R,20260719,京王閣,5,5,012940,小室 貴広,茨 城,52,75,A2,A2,追,,83.56,0.0,10.0,33.0,0,0,0,3,0,0,1,,
20260719_京王閣_5R,20260719,京王閣,5,6,015903,谷澤 優貴,三 重,21,127,A2,A2,逃,,83.51,51.0,55.0,62.0,6,9,0,0,10,9,5,,
20260719_京王閣_5R,20260719,京王閣,5,7,014094,有馬 雄二,奈 良,44,90,A2,A2,追,,80.27,3.0,13.0,20.0,0,0,3,1,0,0,9,,
20260719_京王閣_6R,20260719,京王閣,6,1,013014,江連 和洋,栃 木,54,76,A1,S2,追,,91.55,0.0,0.0,11.0,0,0,0,0,0,0,1,,
20260719_京王閣_6R,20260719,京王閣,6,2,015187,鮫島 康治,大 阪,44,111,A2,A2,逃,,87.95,23.0,33.0,52.0,1,5,1,0,5,4,0,,
20260719_京王閣_6R,20260719,京王閣,6,3,015330,伊藤 奎,福 島,27,115,A1,A1,追,,86.7,14.0,25.0,37.0,0,1,4,2,0,0,4,,
20260719_京王閣_6R,20260719,京王閣,6,4,013641,竹内 一暢,滋 賀,49,84,A1,A1,追,,85.71,14.0,39.0,57.0,0,0,8,3,0,0,8,,
20260719_京王閣_6R,20260719,京王閣,6,5,015157,高橋 大輝,秋 田,32,111,A2,A1,両,,81.81,11.0,22.0,33.0,0,3,3,0,4,3,0,,
20260719_京王閣_6R,20260719,京王閣,6,6,014008,甲斐 康昭,群 馬,41,89,A2,A2,追,,81.0,25.0,25.0,25.0,0,1,0,0,0,0,1,,
20260719_京王閣_6R,20260719,京王閣,6,7,015879,西本 健三郎,茨 城,23,127,A2,A2,逃,,79.51,62.0,85.0,88.0,17,4,1,1,19,19,19,,
20260719_京王閣_7R,20260719,京王閣,7,1,015532,石田 拓真,愛 知,25,119,A1,A1,逃,,91.22,45.0,54.0,63.0,8,3,1,0,15,10,1,,
20260719_京王閣_7R,20260719,京王閣,7,2,012678,舛井 幹雄,三 重,54,71,A1,A1,追,,90.13,17.0,26.0,39.0,0,1,3,2,1,0,6,,
20260719_京王閣_7R,20260719,京王閣,7,3,015806,山本 天平,千 葉,28,125,A2,A2,逃,,84.48,20.0,27.0,41.0,7,1,0,0,18,19,9,,
20260719_京王閣_7R,20260719,京王閣,7,4,014240,須藤 誠,千 葉,41,92,A2,A1,追,,83.7,3.0,30.0,46.0,0,0,3,6,0,0,8,,
20260719_京王閣_7R,20260719,京王閣,7,5,013201,北川 紋部,福 井,51,78,A2,A2,追,,82.07,3.0,18.0,40.0,0,0,2,3,0,0,0,,
20260719_京王閣_7R,20260719,京王閣,7,6,013838,山田 武,群 馬,49,87,A2,A2,追,,81.0,0.0,16.0,25.0,0,1,0,1,0,0,0,,
20260719_京王閣_7R,20260719,京王閣,7,7,013399,塚本 勝士,栃 木,49,81,A2,A3,両,,70.38,9.0,19.0,33.0,2,2,0,0,3,3,1,,
20260719_京王閣_8R,20260719,京王閣,8,1,015327,阿部 架惟都,宮 城,27,115,A1,A1,逃,,89.83,29.0,54.0,70.0,8,5,0,0,19,16,1,,
20260719_京王閣_8R,20260719,京王閣,8,2,015165,寺沼 将彦,東 京,34,111,A1,A1,追,,87.0,14.0,38.0,52.0,0,0,5,3,1,0,2,,
20260719_京王閣_8R,20260719,京王閣,8,3,015095,遠藤 勝弥,静 岡,36,109,A1,A1,両,,85.08,12.0,20.0,32.0,1,2,2,0,4,4,3,,
20260719_京王閣_8R,20260719,京王閣,8,4,014586,近藤 寛央,東 京,39,97,A2,A1,追,,83.79,0.0,8.0,25.0,0,0,1,1,0,1,14,,
20260719_京王閣_8R,20260719,京王閣,8,5,015357,藤井 稜也,岐 阜,30,115,A2,A2,両,,82.2,8.0,20.0,29.0,0,1,3,1,2,2,2,,
20260719_京王閣_8R,20260719,京王閣,8,6,013951,永井 清史,岐 阜,43,88,A2,A2,両,,81.95,14.0,19.0,33.0,0,1,3,0,1,0,1,,
20260719_京王閣_8R,20260719,京王閣,8,7,013039,松山 正和,静 岡,55,76,A2,A2,追,,79.68,0.0,9.0,22.0,0,0,0,2,0,1,2,,
20260719_京王閣_9R,20260719,京王閣,9,1,015116,池野 健太,兵 庫,34,109,A1,S1,逃,,101.93,30.0,33.0,45.0,3,3,4,1,5,5,8,,
20260719_京王閣_9R,20260719,京王閣,9,2,015442,仁藤 秀,静 岡,27,117,A1,S2,両,,99.86,13.0,27.0,37.0,0,1,4,3,1,1,5,,
20260719_京王閣_9R,20260719,京王閣,9,3,012819,齊藤 竜也,神奈川,51,73,A1,S2,追,,99.56,6.0,25.0,37.0,0,1,3,4,0,0,1,,
20260719_京王閣_9R,20260719,京王閣,9,4,015428,藤田 周磨,埼 玉,29,117,A1,S2,逃,,97.32,16.0,28.0,44.0,2,3,1,1,8,9,3,,
20260719_京王閣_9R,20260719,京王閣,9,5,013483,宮越 孝治,富 山,47,82,A1,S2,追,,94.42,2.0,8.0,17.0,0,0,2,1,0,1,9,,
20260719_京王閣_9R,20260719,京王閣,9,6,014711,相澤 政宏,宮 城,47,99,A1,S2,追,,94.07,0.0,3.0,18.0,0,0,0,1,0,0,4,,
20260719_京王閣_9R,20260719,京王閣,9,7,012811,江守 昇,千 葉,51,73,A1,A1,追,,91.6,13.0,33.0,46.0,0,0,4,1,0,0,1,,
20260719_松戸_1R,20260719,松戸,1,1,013743,藤田 剣次,福 岡,49,85,A3,A2,追,,80.33,10.0,20.0,33.0,0,0,5,1,0,0,0,,
20260719_松戸_1R,20260719,松戸,1,2,015961,榊枝 天旺,福 島,20,129,A3,A3,逃,,73.91,8.0,41.0,58.0,3,2,0,0,4,5,2,,
20260719_松戸_1R,20260719,松戸,1,3,013647,光畑 政志,岡 山,46,84,A3,A2,追,,76.54,0.0,4.0,8.0,0,0,0,1,0,0,1,,
20260719_松戸_1R,20260719,松戸,1,4,014433,長田 彰人,宮 城,40,95,A3,A3,追,,67.25,0.0,3.0,29.0,0,0,0,1,0,0,1,,
20260719_松戸_1R,20260719,松戸,1,5,013232,柳 充,青 森,51,79,A3,A2,追,,78.3,0.0,7.0,15.0,0,0,2,0,0,0,0,,
20260719_松戸_1R,20260719,松戸,1,6,013678,菊池 崇訓,栃 木,49,85,A3,A3,追,,66.0,0.0,3.0,15.0,0,0,0,1,0,0,10,,
20260719_松戸_1R,20260719,松戸,1,7,015482,松本 一志,宮 崎,30,117,A3,A2,逃,,78.9,15.0,25.0,34.0,6,2,0,0,14,10,3,,
20260719_松戸_2R,20260719,松戸,2,1,012938,鈴木 規純,福 島,51,75,A3,A3,追,,67.81,3.0,7.0,22.0,0,0,2,0,0,0,2,,
20260719_松戸_2R,20260719,松戸,2,2,015923,右近 陸人,山 口,26,127,A3,A3,逃,,72.19,16.0,33.0,50.0,7,3,1,1,15,22,25,,
20260719_松戸_2R,20260719,松戸,2,3,015985,山本 真,神奈川,33,129,A3,A3,逃,,73.11,0.0,11.0,44.0,0,0,0,1,2,3,1,,
20260719_松戸_2R,20260719,松戸,2,4,013327,高橋 健太,静 岡,48,80,A3,A2,追,,82.65,11.0,18.0,25.0,0,0,4,1,0,0,0,,
20260719_松戸_2R,20260719,松戸,2,5,014705,沢田 勇治,山 口,37,98,A3,A2,両,,77.0,0.0,6.0,12.0,0,0,0,2,0,1,3,,
20260719_松戸_2R,20260719,松戸,2,6,014357,佐藤 康恭,福 島,40,94,A3,A3,両,,67.53,16.0,26.0,33.0,2,6,0,0,7,7,5,,
20260719_松戸_2R,20260719,松戸,2,7,012197,奥山 雅士,静 岡,56,65,A3,A3,追,,69.0,0.0,5.0,29.0,0,0,1,0,0,0,0,,
20260719_松戸_3R,20260719,松戸,3,1,014932,浦野 慈生,神奈川,40,103,A3,A3,両,,69.17,5.0,27.0,44.0,0,0,1,4,0,0,0,,
20260719_松戸_3R,20260719,松戸,3,2,013684,吉橋 秀城,埼 玉,47,85,A3,A3,追,,68.38,3.0,15.0,15.0,0,0,3,1,0,0,0,,
20260719_松戸_3R,20260719,松戸,3,3,014739,里見 恒平,千 葉,49,99,A3,A3,逃,,73.23,25.0,51.0,57.0,1,5,9,3,2,3,7,,
20260719_松戸_3R,20260719,松戸,3,4,012878,安藤 宜明,神奈川,55,74,A3,A2,追,,78.14,0.0,3.0,14.0,0,0,1,0,0,0,0,,
20260719_松戸_3R,20260719,松戸,3,5,015977,齊藤 宏樹,東 京,26,129,A3,A3,逃,,70.66,11.0,33.0,33.0,3,0,0,0,4,3,2,,
20260719_松戸_3R,20260719,松戸,3,6,014482,松本 琢也,兵 庫,42,95,A3,A3,両,,67.71,21.0,28.0,35.0,0,3,1,0,2,0,1,,
20260719_松戸_3R,20260719,松戸,3,7,012649,山本 恵太郎,東 京,52,71,A3,A2,追,,82.89,7.0,28.0,39.0,0,0,3,5,0,0,3,,
20260719_松戸_4R,20260719,松戸,4,1,015000,藤井 準也,岐 阜,32,105,A3,A1,両,,83.12,15.0,38.0,57.0,0,4,6,0,1,0,1,,
20260719_松戸_4R,20260719,松戸,4,2,011341,黒崎 直行,栃 木,60,57,A3,A2,追,,77.62,0.0,0.0,18.0,0,0,0,0,0,0,0,,
20260719_松戸_4R,20260719,松戸,4,3,013965,岡田 雅也,高 知,46,88,A3,A3,追,,68.08,4.0,8.0,29.0,0,0,1,1,0,0,0,,
20260719_松戸_4R,20260719,松戸,4,4,015971,阿部 凪汰,埼 玉,22,129,A3,A3,逃,,71.44,11.0,22.0,22.0,0,1,1,0,3,2,2,,
20260719_松戸_4R,20260719,松戸,4,5,013927,高橋 由記,群 馬,46,88,A3,A3,追,,68.93,10.0,20.0,40.0,0,0,3,3,0,0,1,,
20260719_松戸_4R,20260719,松戸,4,6,012157,竹野 行登,鹿児島,59,64,A3,A3,追,,67.5,0.0,14.0,42.0,0,0,1,0,0,0,0,,
20260719_松戸_4R,20260719,松戸,4,7,013480,林 洋二,岐 阜,50,82,A3,A3,追,,70.6,0.0,13.0,40.0,0,0,0,4,0,0,0,,
20260719_松戸_5R,20260719,松戸,5,1,015164,菱沼 元樹,埼 玉,31,111,A3,A3,逃,,73.81,18.0,40.0,56.0,8,4,0,1,19,16,1,,
20260719_松戸_5R,20260719,松戸,5,2,011288,中澤 孝之,大 阪,61,56,A3,A3,追,,72.5,16.0,50.0,50.0,0,0,1,2,0,0,0,,
20260719_松戸_5R,20260719,松戸,5,3,013705,佐藤 有輝,神奈川,47,85,A3,A3,追,,70.54,3.0,25.0,34.0,0,0,1,7,0,0,1,,
20260719_松戸_5R,20260719,松戸,5,4,015992,永田 吏玖,岐 阜,28,129,A3,A3,逃,,74.41,0.0,33.0,66.0,0,2,0,2,2,3,0,,
20260719_松戸_5R,20260719,松戸,5,5,013456,小林 和彦,群 馬,50,82,A3,A2,両,,80.25,4.0,16.0,33.0,0,0,1,3,0,0,0,,
20260719_松戸_5R,20260719,松戸,5,6,013713,丸山 勝也,静 岡,47,85,A3,A3,追,,67.0,0.0,14.0,35.0,0,0,1,1,0,0,1,,
20260719_松戸_5R,20260719,松戸,5,7,011427,川口 秀人,徳 島,60,57,A3,A2,追,,69.12,0.0,0.0,0.0,0,0,0,0,0,0,0,,
20260719_松戸_6R,20260719,松戸,6,1,015371,田上 晃也,岡 山,28,115,A3,A2,逃,,89.29,41.0,58.0,70.0,9,5,0,0,15,12,4,,
20260719_松戸_6R,20260719,松戸,6,2,014583,吉田 昌弘,埼 玉,41,97,A3,A3,追,,71.53,20.0,26.0,40.0,0,0,4,0,0,0,2,,
20260719_松戸_6R,20260719,松戸,6,3,015912,安達 豪太,兵 庫,33,127,A3,A3,逃,,73.0,35.0,58.0,64.0,5,3,0,2,6,8,0,,
20260719_松戸_6R,20260719,松戸,6,4,013964,高田 大輔,徳 島,48,88,A3,A3,追,,71.16,0.0,14.0,42.0,0,0,0,1,0,0,0,,
20260719_松戸_6R,20260719,松戸,6,5,014776,川上 修平,高 知,48,99,A3,A2,追,,78.66,0.0,9.0,19.0,0,0,0,2,0,0,2,,
20260719_松戸_6R,20260719,松戸,6,6,014697,相川 巧,埼 玉,36,98,A3,A3,両,,68.38,9.0,19.0,32.0,3,1,1,1,7,9,1,,
20260719_松戸_6R,20260719,松戸,6,7,014101,永橋 武司,大 阪,43,90,A3,A3,両,,68.41,16.0,25.0,41.0,0,3,2,1,2,1,2,,
20260719_松戸_7R,20260719,松戸,7,1,013027,戸ノ下 太郎,千 葉,50,76,A3,A3,追,,67.96,7.0,14.0,33.0,0,0,2,2,0,0,3,,
20260719_松戸_7R,20260719,松戸,7,2,012321,檀 雄二,福 岡,58,66,A3,A3,追,,71.35,15.0,25.0,50.0,0,0,5,0,0,0,0,,
20260719_松戸_7R,20260719,松戸,7,3,012858,亀井 宏佳,宮 城,53,74,A3,A2,追,,77.16,0.0,0.0,33.0,0,0,0,0,0,0,0,,
20260719_松戸_7R,20260719,松戸,7,4,015982,中村 嶺央,千 葉,21,129,A3,A3,逃,,81.22,77.0,100.0,100.0,0,6,2,1,3,0,2,,
20260719_松戸_7R,20260719,松戸,7,5,013161,齋藤 和也,福 島,52,78,A3,A3,追,,68.23,11.0,16.0,27.0,2,0,1,0,3,3,9,,
20260719_松戸_7R,20260719,松戸,7,6,015571,吉田 悟,熊 本,32,119,A3,A3,逃,,66.95,9.0,19.0,28.0,3,1,0,0,6,5,7,,
20260719_松戸_7R,20260719,松戸,7,7,012432,石井 孝,千 葉,54,68,A3,A3,追,,69.83,4.0,16.0,37.0,0,0,3,1,0,0,0,,
20260719_岐阜_1R,20260719,岐阜,1,1,015486,岡本 二菜,東 京,28,118,L1,L1,両,,54.06,27.0,55.0,75.0,4,6,4,2,9,8,2,,
20260719_岐阜_1R,20260719,岐阜,1,2,015079,日野 友葵,愛 媛,31,108,L1,L1,追,,45.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,
20260719_岐阜_1R,20260719,岐阜,1,3,015764,宇野 紅音,岐 阜,22,124,L1,L1,両,,52.07,6.0,34.0,62.0,2,5,1,2,4,3,1,,
20260719_岐阜_1R,20260719,岐阜,1,4,015391,伊藤 のぞみ,北海道,38,116,L1,L1,追,,48.7,0.0,10.0,25.0,0,0,0,2,0,1,7,,
20260719_岐阜_1R,20260719,岐阜,1,5,015667,戸田 瑞姫,茨 城,23,122,L1,L1,両,,51.38,9.0,23.0,42.0,0,1,2,2,1,1,1,,
20260719_岐阜_2R,20260719,岐阜,2,1,016039,林 香穂,岐 阜,21,130,L1,L1,両,,44.83,0.0,8.0,8.0,0,0,0,1,0,1,2,,
