レースキー,開催日,競輪場,レース番号,車番,登録番号,選手名,府県,年齢,期別,級班,前級班,脚質,ギヤ倍率,平均競走得点,勝率,２連対率,３連対率,逃げ,捲り,差し,マーク,バック,ホーム,スタート,誘導選手,status
20260721_富山_1R,20260721,富山,1,1,013439,青井 賢治,徳 島,50,81,A1,A1,追,,91.25,35.0,55.0,60.0,0,0,9,2,0,0,1,,
20260721_富山_1R,20260721,富山,1,2,015533,岩城 佑典,愛 知,27,119,A2,A2,逃,,83.11,3.0,15.0,30.0,1,1,2,0,6,7,7,,
20260721_富山_1R,20260721,富山,1,3,015107,田頭 寛之,千 葉,37,109,A1,A1,両,,88.7,16.0,40.0,66.0,4,3,3,2,6,3,4,,
20260721_富山_1R,20260721,富山,1,4,014304,大竹 哲也,静 岡,46,93,A2,A1,追,,86.63,8.0,26.0,39.0,0,0,2,4,0,0,4,,
20260721_富山_1R,20260721,富山,1,5,013042,渡邊 健,愛 知,53,76,A1,A1,追,,88.25,13.0,34.0,51.0,0,0,6,4,0,0,6,,
20260721_富山_1R,20260721,富山,1,6,011800,三住 博昭,神奈川,58,61,A2,A1,追,,82.36,4.0,20.0,32.0,0,0,1,4,0,0,2,,
20260721_富山_1R,20260721,富山,1,7,015639,松下 綾馬,岡 山,29,121,A1,A1,逃,,84.19,14.0,23.0,38.0,1,3,0,1,9,9,3,,
20260721_富山_2R,20260721,富山,2,1,015382,竹元 健竜,福 岡,28,115,A2,S2,両,,89.13,0.0,0.0,0.0,0,0,0,0,1,2,2,,
20260721_富山_2R,20260721,富山,2,2,015880,吉岡 優太,茨 城,24,127,A2,A2,逃,,82.47,61.0,76.0,90.0,7,8,0,1,11,8,5,,
20260721_富山_2R,20260721,富山,2,3,013953,坂元 洋行,三 重,46,88,A2,A2,追,,80.66,9.0,19.0,23.0,0,0,2,2,0,0,1,,
20260721_富山_2R,20260721,富山,2,4,013690,伊藤 大理,長 野,49,85,A2,A2,追,,83.43,0.0,31.0,37.0,0,0,4,1,0,0,4,,
20260721_富山_2R,20260721,富山,2,5,014688,西田 大志,福 岡,35,98,A1,A1,追,,88.29,22.0,51.0,66.0,0,0,7,7,0,0,5,,
20260721_富山_2R,20260721,富山,2,6,015112,日浦 崇道,和歌山,35,109,A2,A3,逃,,69.37,8.0,29.0,41.0,7,0,0,0,10,11,1,,
20260721_富山_2R,20260721,富山,2,7,014510,菅谷 隆司,東 京,41,96,A1,A1,両,,91.78,15.0,30.0,55.0,0,1,4,1,0,0,6,,
20260721_富山_3R,20260721,富山,3,1,014361,真船 圭一郎,福 島,38,94,A1,A1,両,,91.66,6.0,40.0,60.0,0,1,4,1,0,0,4,,
20260721_富山_3R,20260721,富山,3,2,013957,堂村 知哉,福 井,43,88,A2,A2,追,,85.88,14.0,29.0,40.0,0,0,6,2,0,0,0,,
20260721_富山_3R,20260721,富山,3,3,015662,中山 遼太郎,熊 本,23,121,A2,A1,逃,,80.39,8.0,13.0,21.0,0,1,1,1,3,5,1,,
20260721_富山_3R,20260721,富山,3,4,014255,西本 直大,大 阪,43,92,A2,A1,両,,85.79,12.0,37.0,50.0,2,4,2,1,7,5,4,,
20260721_富山_3R,20260721,富山,3,5,013601,工藤 政志,青 森,46,84,A2,A1,追,,87.91,16.0,25.0,54.0,0,0,4,2,0,0,3,,
20260721_富山_3R,20260721,富山,3,6,013142,黒田 大介,愛 媛,52,77,A2,A2,追,,79.56,0.0,0.0,16.0,0,0,0,0,0,0,0,,
20260721_富山_3R,20260721,富山,3,7,014048,川島 勝,長 崎,43,89,A2,A2,追,,86.62,12.0,29.0,45.0,0,0,3,4,0,0,4,,
20260721_富山_4R,20260721,富山,4,1,015182,吉川 希望,石 川,33,111,A1,A1,逃,,91.16,26.0,36.0,50.0,3,5,3,0,6,7,4,,
20260721_富山_4R,20260721,富山,4,2,014438,緑川 修平,福 島,42,95,A2,A2,逃,,82.35,17.0,26.0,35.0,1,7,0,1,1,1,0,,
20260721_富山_4R,20260721,富山,4,3,013507,吉岡 篤志,徳 島,47,82,A1,A2,追,,84.72,0.0,13.0,43.0,0,0,2,2,0,0,0,,
20260721_富山_4R,20260721,富山,4,4,014412,宮崎 康司,香 川,37,94,A2,A2,両,,84.37,8.0,25.0,29.0,0,1,3,2,0,0,0,,
20260721_富山_4R,20260721,富山,4,5,013482,松崎 貴久,富 山,52,82,A2,A1,追,,85.27,15.0,30.0,57.0,0,0,9,1,1,1,4,,
20260721_富山_4R,20260721,富山,4,6,013270,中川 貴史,三 重,49,79,A1,A2,追,,81.51,3.0,11.0,29.0,0,0,3,0,0,0,0,,
20260721_富山_4R,20260721,富山,4,7,014003,須賀 和彦,茨 城,41,89,A2,A2,追,,85.74,7.0,25.0,37.0,0,0,4,3,2,1,2,,
20260721_富山_5R,20260721,富山,5,1,015632,常次 勇人,大 阪,24,121,A1,A1,逃,,93.7,40.0,66.0,76.0,13,6,1,0,19,17,3,,
20260721_富山_5R,20260721,富山,5,2,015741,堀川 敬太郎,福 岡,24,123,A1,S2,逃,,93.87,3.0,9.0,18.0,0,1,1,1,8,9,10,,
20260721_富山_5R,20260721,富山,5,3,015510,田口 勇介,秋 田,26,119,A1,S2,逃,,95.82,8.0,21.0,30.0,4,1,0,0,12,11,3,,
20260721_富山_5R,20260721,富山,5,4,012972,金子 貴志,愛 知,50,75,A1,A1,追,,92.5,0.0,33.0,66.0,0,0,0,2,0,0,2,,
20260721_富山_5R,20260721,富山,5,5,014527,飯田 憲司,静 岡,43,96,A1,S2,両,,92.46,3.0,7.0,10.0,0,0,2,0,0,1,1,,
20260721_富山_5R,20260721,富山,5,6,014807,福田 拓也,栃 木,34,100,A1,A1,追,,92.33,37.0,54.0,66.0,0,4,6,3,2,2,1,,
20260721_富山_5R,20260721,富山,5,7,014477,白上 翔,滋 賀,37,95,A1,A1,両,,93.41,50.0,58.0,70.0,0,4,10,0,1,1,2,,
20260721_富山_6R,20260721,富山,6,1,015426,太田 龍希,埼 玉,25,117,S2,S2,逃,,98.75,0.0,16.0,25.0,1,1,0,0,1,1,1,,
20260721_富山_6R,20260721,富山,6,2,015004,畑段 嵐士,京 都,35,105,S2,S2,追,,100.6,9.0,33.0,45.0,0,2,6,3,2,0,6,,
20260721_富山_6R,20260721,富山,6,3,015325,後藤 悠,岩 手,31,115,S2,S2,逃,,99.14,4.0,23.0,42.0,3,2,0,0,7,9,6,,
20260721_富山_6R,20260721,富山,6,4,015363,田中 大我,奈 良,27,115,S2,S2,逃,,101.13,26.0,26.0,53.0,0,4,0,0,3,2,1,,
20260721_富山_6R,20260721,富山,6,5,014712,泉 慶輔,宮 城,36,99,S2,A1,追,,93.33,16.0,37.0,70.0,0,0,6,3,0,0,10,,
20260721_富山_6R,20260721,富山,6,6,013722,宝満 大作,岐 阜,46,85,S2,A1,追,,90.38,0.0,19.0,28.0,0,0,3,1,0,0,1,,
20260721_富山_6R,20260721,富山,6,7,014009,大澤 雄大,埼 玉,44,89,S2,S2,追,,98.5,8.0,25.0,33.0,0,0,2,4,0,0,3,,
20260721_富山_7R,20260721,富山,7,1,015450,長谷部 龍一,岐 阜,30,117,S2,S2,逃,,99.62,14.0,29.0,33.0,2,5,1,0,5,6,2,,
20260721_富山_7R,20260721,富山,7,2,013744,菅原 晃,大 分,46,85,S2,S2,追,,100.08,0.0,29.0,41.0,0,0,0,7,0,0,1,,
20260721_富山_7R,20260721,富山,7,3,015706,山田 駿斗,千 葉,22,123,S2,S2,逃,,101.07,33.0,33.0,40.0,1,2,2,0,3,4,3,,
20260721_富山_7R,20260721,富山,7,4,015323,小原 丈一郎,青 森,27,115,S2,S2,両,,102.07,25.0,33.0,37.0,0,1,8,0,0,0,8,,
20260721_富山_7R,20260721,富山,7,5,013783,上田 裕和,三 重,45,86,S2,S2,追,,98.31,0.0,13.0,39.0,0,0,2,1,0,0,0,,
20260721_富山_7R,20260721,富山,7,6,014090,竹澤 浩司,富 山,45,90,S2,A1,両,,88.95,25.0,41.0,41.0,2,6,2,0,5,3,0,,
20260721_富山_7R,20260721,富山,7,7,015745,小柳 智徳,長 崎,28,123,S2,A1,逃,,93.36,31.0,40.0,50.0,3,6,0,0,7,4,2,,
20260721_富山_8R,20260721,富山,8,1,015014,西田 将士,長 崎,42,105,S2,S2,追,,100.78,5.0,21.0,31.0,0,1,1,2,0,0,6,,
20260721_富山_8R,20260721,富山,8,2,014571,根本 哲吏,秋 田,40,97,S2,S2,両,,96.08,0.0,15.0,23.0,0,1,0,1,2,2,0,,
20260721_富山_8R,20260721,富山,8,3,015342,福田 滉,栃 木,27,115,S2,S2,追,,99.0,9.0,15.0,37.0,0,0,5,0,1,1,3,,
20260721_富山_8R,20260721,富山,8,4,015256,中嶋 宣成,長 野,36,113,S2,S2,逃,,101.38,26.0,38.0,46.0,7,3,0,0,14,17,0,,
20260721_富山_8R,20260721,富山,8,5,014186,網谷 竜次,香 川,39,91,S2,A1,追,,95.87,43.0,43.0,62.0,0,0,7,0,0,0,2,,
20260721_富山_8R,20260721,富山,8,6,014208,安部 貴之,宮 城,42,92,S2,S2,追,,93.25,0.0,0.0,20.0,0,0,0,0,0,0,0,,
20260721_富山_8R,20260721,富山,8,7,015660,河崎 正晴,熊 本,25,121,S2,S2,逃,,100.75,16.0,19.0,33.0,0,5,1,1,8,8,0,,
20260721_富山_9R,20260721,富山,9,1,014767,藤井 栄二,兵 庫,35,99,S2,S2,両,,97.82,53.0,60.0,75.0,0,7,10,0,2,1,18,,
20260721_富山_9R,20260721,富山,9,2,014071,朝倉 佳弘,東 京,45,90,S2,S1,追,,103.16,8.0,28.0,44.0,0,0,4,3,0,0,6,,
20260721_富山_9R,20260721,富山,9,3,015064,吉武 信太朗,愛 媛,32,107,S2,S2,逃,,96.36,0.0,3.0,25.0,0,0,0,1,3,5,3,,
20260721_富山_9R,20260721,富山,9,4,015334,朝倉 智仁,茨 城,26,115,S2,S2,逃,,102.65,19.0,30.0,46.0,3,4,1,0,10,11,5,,
20260721_富山_9R,20260721,富山,9,5,015646,塩崎 隼秀,愛 媛,25,121,S2,A1,両,,93.04,13.0,34.0,43.0,2,3,2,1,3,3,1,,
20260721_富山_9R,20260721,富山,9,6,013204,佐野 梅一,京 都,50,78,S2,S2,追,,91.75,0.0,0.0,0.0,0,0,0,0,0,0,0,,
20260721_富山_9R,20260721,富山,9,7,015244,植原 琢也,埼 玉,32,113,S2,S2,逃,,94.03,6.0,6.0,17.0,0,0,2,0,1,5,9,,
20260721_富山_10R,20260721,富山,10,1,013883,高津 晃治,岡 山,47,87,S2,S2,追,,98.58,12.0,18.0,31.0,0,0,5,1,0,0,1,,
20260721_富山_10R,20260721,富山,10,2,015173,格清 洋介,静 岡,31,111,S2,S2,逃,,100.03,25.0,46.0,53.0,6,5,1,1,8,10,3,,
20260721_富山_10R,20260721,富山,10,3,013074,島田 竜二,熊 本,52,76,S2,S2,追,,97.33,0.0,33.0,33.0,0,0,1,0,0,0,0,,
20260721_富山_10R,20260721,富山,10,4,013679,真崎 新太郎,栃 木,47,85,S2,S2,追,,98.0,7.0,21.0,39.0,0,0,5,1,0,0,0,,
20260721_富山_10R,20260721,富山,10,5,015466,久田 裕也,徳 島,26,117,S2,S1,逃,,104.14,14.0,48.0,62.0,4,7,2,0,10,10,0,,
20260721_富山_10R,20260721,富山,10,6,013622,白岩 大助,埼 玉,46,84,S2,A1,追,,91.47,19.0,28.0,42.0,0,0,5,1,0,0,10,,
20260721_富山_10R,20260721,富山,10,7,015205,島村 匠,福 岡,29,111,S2,A1,両,,93.94,5.0,44.0,66.0,0,1,4,3,0,0,3,,
20260721_富山_11R,20260721,富山,11,1,015891,野中 龍之介,神奈川,24,127,S2,S2,逃,,105.68,31.0,55.0,68.0,10,5,1,0,11,12,7,,
20260721_富山_11R,20260721,富山,11,2,014946,元砂 勇雪,奈 良,34,103,S2,S2,追,,98.22,0.0,0.0,20.0,0,0,0,0,0,0,2,,
20260721_富山_11R,20260721,富山,11,3,014551,山下 一輝,山 口,36,96,S2,S2,追,,96.96,6.0,24.0,31.0,0,2,3,2,0,0,2,,
20260721_富山_11R,20260721,富山,11,4,015269,佐山 寛明,奈 良,39,113,S2,S2,逃,,98.81,13.0,18.0,27.0,1,2,1,0,2,2,0,,
20260721_富山_11R,20260721,富山,11,5,013855,近藤 俊明,神奈川,47,87,S2,S2,追,,100.81,6.0,24.0,36.0,0,0,4,4,0,0,2,,
20260721_富山_11R,20260721,富山,11,6,012881,白戸 淳太郎,神奈川,53,74,S2,A1,追,,91.61,11.0,16.0,33.0,0,0,2,1,0,0,1,,
20260721_富山_11R,20260721,富山,11,7,013497,藤田 昌宏,岡 山,52,82,S2,A1,両,,93.93,35.0,48.0,58.0,5,4,4,2,7,9,1,,
20260721_富山_12R,20260721,富山,12,1,013673,大槻 寛徳,宮 城,47,85,S1,S1,追,,107.79,10.0,20.0,41.0,0,1,3,2,0,0,5,,
