レースキー,開催日,競輪場,レース番号,車番,登録番号,選手名,府県,年齢,期別,級班,前級班,脚質,ギヤ倍率,平均競走得点,勝率,２連対率,３連対率,逃げ,捲り,差し,マーク,バック,ホーム,スタート,誘導選手,status
20260721_富山_12R,20260721,富山,12,2,012596,志智 俊夫,岐 阜,53,70,S1,S1,追,,108.56,15.0,42.0,50.0,0,1,6,4,0,0,3,,
20260721_富山_12R,20260721,富山,12,3,014117,小岩 大介,大 分,42,90,S1,S1,追,,108.0,0.0,50.0,50.0,0,0,0,1,0,0,0,,
20260721_富山_12R,20260721,富山,12,4,014138,山下 渡,茨 城,42,91,S1,S2,追,,103.11,7.0,23.0,53.0,0,0,3,3,0,0,1,,
20260721_富山_12R,20260721,富山,12,5,015628,村田 祐樹,富 山,27,121,S1,S1,逃,,105.04,17.0,39.0,52.0,6,3,0,0,18,13,7,,
20260721_富山_12R,20260721,富山,12,6,015186,南 潤,和歌山,28,111,S1,S2,逃,,102.18,22.0,44.0,51.0,7,1,3,1,16,14,8,,
20260721_富山_12R,20260721,富山,12,7,015475,伊藤 旭,熊 本,26,117,S1,S1,両,,108.85,18.0,29.0,59.0,0,4,4,0,1,2,5,,
20260721_岸和田_1R,20260721,岸和田,1,1,014985,竹山 慶太,宮 城,33,105,A1,A1,逃,,84.79,25.0,37.0,50.0,6,2,1,0,14,12,1,,
20260721_岸和田_1R,20260721,岸和田,1,2,014563,興呂木 雄治,熊 本,36,96,A2,A3,両,,74.43,21.0,46.0,53.0,0,2,6,7,1,0,4,,
20260721_岸和田_1R,20260721,岸和田,1,3,014755,奥出 健士郎,福 井,37,99,A2,A2,追,,79.36,6.0,6.0,13.0,0,1,1,0,1,1,0,,
20260721_岸和田_1R,20260721,岸和田,1,4,015658,長松 大祐,大 分,28,121,A2,A1,逃,,85.11,7.0,22.0,44.0,2,3,0,1,8,7,5,,
20260721_岸和田_1R,20260721,岸和田,1,5,014695,山口 茂,福 島,46,98,A2,A2,追,,79.77,0.0,0.0,10.0,0,0,0,0,1,0,1,,
20260721_岸和田_1R,20260721,岸和田,1,6,014533,加藤 正法,愛 知,37,96,A2,A3,追,,69.7,3.0,18.0,40.0,0,1,2,2,0,0,1,,
20260721_岸和田_1R,20260721,岸和田,1,7,013983,大崎 智久,青 森,43,89,A2,A2,追,,81.68,6.0,15.0,21.0,0,0,4,1,0,0,0,,
20260721_岸和田_2R,20260721,岸和田,2,1,013423,増田 利明,静 岡,47,81,A1,A2,両,,82.55,18.0,22.0,29.0,0,6,0,0,2,3,2,,
20260721_岸和田_2R,20260721,岸和田,2,2,014732,和田 禎嗣,埼 玉,41,99,A2,A1,追,,85.33,14.0,33.0,51.0,1,0,5,3,1,1,2,,
20260721_岸和田_2R,20260721,岸和田,2,3,012992,吉良 勝信,福 岡,52,75,A2,A2,追,,80.96,3.0,11.0,23.0,0,0,3,0,0,0,4,,
20260721_岸和田_2R,20260721,岸和田,2,4,014572,赤塚 悠人,山 形,40,97,A1,A1,両,,83.5,21.0,28.0,42.0,0,2,1,1,1,1,0,,
20260721_岸和田_2R,20260721,岸和田,2,5,015892,山本 和瑳,神奈川,25,127,A2,A3,逃,,74.58,16.0,33.0,58.0,2,1,0,1,6,7,2,,
20260721_岸和田_2R,20260721,岸和田,2,6,011372,黒瀬 浩一,静 岡,60,57,A2,A3,追,,66.48,0.0,3.0,3.0,0,0,0,1,0,0,0,,
20260721_岸和田_2R,20260721,岸和田,2,7,015650,田代 匠,福 岡,25,121,A2,A2,逃,,86.16,33.0,45.0,45.0,7,3,1,0,12,17,1,,
20260721_岸和田_3R,20260721,岸和田,3,1,015740,櫻木 雄太,福 岡,25,123,A1,A1,逃,,89.0,6.0,27.0,37.0,2,0,3,3,2,4,4,,
20260721_岸和田_3R,20260721,岸和田,3,2,015911,松田 安綱,大 阪,25,127,A2,A2,逃,,88.33,37.0,44.0,66.0,8,2,2,0,13,12,5,,
20260721_岸和田_3R,20260721,岸和田,3,3,013695,岡本 英之,千 葉,47,85,A1,A1,追,,90.79,16.0,37.0,41.0,0,0,7,2,0,0,2,,
20260721_岸和田_3R,20260721,岸和田,3,4,015060,滝本 泰行,岡 山,30,107,A1,A1,両,,91.0,16.0,50.0,70.0,0,0,8,7,0,0,14,,
20260721_岸和田_3R,20260721,岸和田,3,5,015704,坪内 恒,千 葉,35,123,A1,A1,逃,,92.96,37.0,51.0,59.0,4,10,0,0,11,7,1,,
20260721_岸和田_3R,20260721,岸和田,3,6,014597,上田 隼,岐 阜,36,97,A2,A1,追,,84.76,12.0,20.0,40.0,0,1,3,1,0,0,3,,
20260721_岸和田_3R,20260721,岸和田,3,7,014530,栗田 雄矢,静 岡,40,96,A1,A2,追,,86.88,14.0,33.0,44.0,0,1,6,2,0,0,2,,
20260721_岸和田_4R,20260721,岸和田,4,1,014862,坂本 将太郎,栃 木,33,101,A1,A1,追,,86.1,10.0,30.0,50.0,0,0,5,4,0,0,8,,
20260721_岸和田_4R,20260721,岸和田,4,2,014258,片山 智晴,岡 山,42,92,A1,S2,追,,93.61,3.0,16.0,22.0,0,0,1,4,0,1,0,,
20260721_岸和田_4R,20260721,岸和田,4,3,013196,竹田 和幸,岐 阜,49,78,A1,A1,追,,86.61,9.0,33.0,52.0,0,0,4,3,0,0,0,,
20260721_岸和田_4R,20260721,岸和田,4,4,014684,松本 卓也,徳 島,35,98,A1,A1,両,,87.96,12.0,24.0,48.0,2,3,2,1,11,9,7,,
20260721_岸和田_4R,20260721,岸和田,4,5,013434,石黒 健,広 島,50,81,A2,A1,両,,82.11,7.0,11.0,29.0,1,1,1,0,2,2,0,,
20260721_岸和田_4R,20260721,岸和田,4,6,015084,菅田 謙仁,宮 城,33,109,A2,A2,両,,81.66,0.0,13.0,26.0,0,1,2,1,9,15,25,,
20260721_岸和田_4R,20260721,岸和田,4,7,015625,真鍋 顕汰,三 重,32,121,A1,A1,逃,,94.8,42.0,71.0,80.0,4,8,2,1,7,7,11,,
20260721_岸和田_5R,20260721,岸和田,5,1,015721,内山 慧大,福 井,24,123,A1,A1,逃,,90.0,29.0,41.0,45.0,5,4,1,0,16,10,13,,
20260721_岸和田_5R,20260721,岸和田,5,2,014858,小原 唯志,茨 城,43,101,A1,A1,逃,,90.53,14.0,40.0,44.0,2,4,4,1,6,6,0,,
20260721_岸和田_5R,20260721,岸和田,5,3,013811,池田 浩士,佐 賀,47,86,A2,A1,追,,87.0,0.0,24.0,41.0,1,0,2,4,1,1,1,,
20260721_岸和田_5R,20260721,岸和田,5,4,014331,栗田 貴徳,愛 媛,43,93,A1,S2,追,,82.66,33.0,66.0,66.0,0,0,1,1,0,0,0,,
20260721_岸和田_5R,20260721,岸和田,5,5,013582,肥後 尚己,大 阪,49,83,A1,A1,追,,91.6,13.0,26.0,66.0,0,0,3,1,0,0,1,,
20260721_岸和田_5R,20260721,岸和田,5,6,014494,山崎 翼,大 分,37,95,A1,A2,逃,,79.41,12.0,12.0,16.0,0,3,0,0,4,2,1,,
20260721_岸和田_5R,20260721,岸和田,5,7,014805,吉田 元輝,茨 城,40,100,A2,A2,両,,88.16,16.0,40.0,60.0,0,2,6,4,0,0,6,,
20260721_岸和田_6R,20260721,岸和田,6,1,015761,吉村 美有紀,愛 媛,24,124,L1,L1,両,,48.5,10.0,14.0,21.0,2,0,1,1,3,3,5,,
20260721_岸和田_6R,20260721,岸和田,6,2,015494,近澤 諒香,三 重,25,118,L1,L1,両,,47.03,6.0,12.0,18.0,0,0,2,2,0,2,0,,
20260721_岸和田_6R,20260721,岸和田,6,3,130129,グロ,フラン,27,,L1,L1,両,,56.2,50.0,66.0,83.0,1,3,0,0,3,1,0,,
20260721_岸和田_6R,20260721,岸和田,6,4,015495,下条 未悠,富 山,25,118,L1,L1,両,,54.85,44.0,66.0,77.0,5,11,0,2,9,4,0,,
20260721_岸和田_6R,20260721,岸和田,6,5,015133,佐藤 友香,青 森,45,110,L1,L1,追,,45.58,0.0,0.0,3.0,0,0,0,0,0,1,2,,
20260721_岸和田_6R,20260721,岸和田,6,6,015952,酒井 亜樹,大 阪,24,128,L1,L1,両,,56.88,77.0,100.0,100.0,3,6,0,0,8,3,0,,
20260721_岸和田_6R,20260721,岸和田,6,7,015074,島田 優里,長 崎,31,108,L1,L1,追,,49.42,4.0,19.0,33.0,0,1,0,3,0,0,0,,
20260721_岸和田_7R,20260721,岸和田,7,1,015951,今西 瑠花,大 阪,23,128,L1,L1,両,,45.64,0.0,6.0,6.0,0,0,0,1,1,2,2,,
20260721_岸和田_7R,20260721,岸和田,7,2,015140,鈴木 彩夏,東 京,31,110,L1,L1,追,,49.87,8.0,12.0,33.0,0,1,1,1,1,0,0,,
20260721_岸和田_7R,20260721,岸和田,7,3,014909,浦部 郁里,千 葉,39,102,L1,L1,追,,46.8,0.0,0.0,9.0,0,0,0,0,1,3,15,,
20260721_岸和田_7R,20260721,岸和田,7,4,130135,ファンデルワ,オラン,28,,L1,L1,両,,57.5,83.0,100.0,100.0,1,5,0,0,4,1,0,,
20260721_岸和田_7R,20260721,岸和田,7,5,015070,尾崎 睦,神奈川,41,108,L1,L1,両,,57.68,73.0,80.0,86.0,1,20,3,0,8,0,2,,
20260721_岸和田_7R,20260721,岸和田,7,6,015684,安東 莉奈,大 分,25,122,L1,L1,追,,51.19,3.0,30.0,50.0,1,1,0,6,2,2,6,,
20260721_岸和田_7R,20260721,岸和田,7,7,015134,藤巻 絵里佳,福 島,30,110,L1,L1,追,,47.67,0.0,2.0,17.0,0,0,0,1,1,1,4,,
20260721_岸和田_8R,20260721,岸和田,8,1,015724,村上 翔馬,兵 庫,27,123,S2,A1,逃,,94.41,29.0,66.0,83.0,7,9,0,0,11,12,11,,
20260721_岸和田_8R,20260721,岸和田,8,2,013230,開坂 秀明,青 森,51,79,S2,S2,追,,97.74,3.0,21.0,28.0,0,0,4,3,0,0,0,,
20260721_岸和田_8R,20260721,岸和田,8,3,014512,長井 妙樹,東 京,37,96,S2,A1,追,,92.37,11.0,22.0,40.0,0,0,5,1,0,0,0,,
20260721_岸和田_8R,20260721,岸和田,8,4,014982,坂本 周作,青 森,34,105,S2,S2,逃,,93.24,12.0,12.0,20.0,0,3,0,0,6,6,0,,
20260721_岸和田_8R,20260721,岸和田,8,5,015106,大石 崇晴,大 阪,33,109,S1,S2,両,,100.81,6.0,18.0,31.0,0,3,3,0,2,2,4,,
20260721_岸和田_8R,20260721,岸和田,8,6,012592,水谷 良和,愛 知,55,70,S2,A1,追,,90.76,0.0,0.0,30.0,0,0,0,0,0,0,2,,
20260721_岸和田_8R,20260721,岸和田,8,7,014053,鈴木 謙太郎,茨 城,41,90,S2,S2,両,,97.38,3.0,11.0,30.0,1,0,1,1,3,3,3,,
20260721_岸和田_9R,20260721,岸和田,9,1,013357,近藤 誠二,香 川,48,80,S2,A1,追,,92.73,11.0,25.0,51.0,0,0,3,4,0,0,0,,
20260721_岸和田_9R,20260721,岸和田,9,2,015825,南部 翔大,大 阪,25,125,S2,S2,逃,,102.9,19.0,41.0,45.0,10,3,0,0,19,18,19,,
20260721_岸和田_9R,20260721,岸和田,9,3,015519,小池 千啓,栃 木,28,119,S2,S2,逃,,93.43,0.0,9.0,18.0,1,1,0,1,8,8,3,,
20260721_岸和田_9R,20260721,岸和田,9,4,014622,高市 訓但,愛 媛,38,97,S2,A1,追,,93.6,13.0,40.0,60.0,0,0,4,2,0,0,1,,
20260721_岸和田_9R,20260721,岸和田,9,5,014942,清水 剛志,福 井,35,103,S2,S2,両,,102.45,27.0,36.0,48.0,0,0,10,2,2,2,10,,
20260721_岸和田_9R,20260721,岸和田,9,6,013762,吉田 勇人,埼 玉,47,86,S2,A1,追,,92.51,3.0,22.0,51.0,0,0,4,2,0,0,14,,
20260721_岸和田_9R,20260721,岸和田,9,7,013798,木村 直隆,兵 庫,48,86,S2,A1,追,,93.45,13.0,30.0,47.0,0,0,5,2,0,0,9,,
20260721_岸和田_10R,20260721,岸和田,10,1,013532,佐々木 雄一,福 島,46,83,S1,S1,追,,105.0,20.0,24.0,48.0,0,1,5,1,1,0,3,,
20260721_岸和田_10R,20260721,岸和田,10,2,014680,増原 正人,広 島,43,98,S2,S2,両,,98.87,12.0,28.0,43.0,0,1,6,2,2,1,2,,
20260721_岸和田_10R,20260721,岸和田,10,3,015473,青柳 靖起,佐 賀,26,117,S1,S2,逃,,105.56,30.0,51.0,53.0,10,4,2,4,15,17,0,,
20260721_岸和田_10R,20260721,岸和田,10,4,014081,田中 晴基,千 葉,40,90,S2,S2,追,,101.11,14.0,31.0,48.0,0,1,8,2,0,0,15,,
20260721_岸和田_10R,20260721,岸和田,10,5,015638,昼田 達哉,岡 山,27,121,S2,S2,逃,,99.68,20.0,32.0,56.0,5,2,0,1,8,8,2,,
20260721_岸和田_10R,20260721,岸和田,10,6,014633,田中 陽平,熊 本,36,97,S2,S2,追,,96.9,8.0,13.0,34.0,0,0,2,1,0,0,1,,
20260721_岸和田_10R,20260721,岸和田,10,7,015784,高橋 舜,宮 城,25,125,S2,S2,逃,,105.29,14.0,37.0,55.0,5,5,0,0,15,18,1,,
20260721_岸和田_11R,20260721,岸和田,11,1,015121,太田 竜馬,徳 島,30,109,S1,S1,逃,,105.04,16.0,28.0,48.0,0,5,2,0,5,5,11,,
20260721_岸和田_11R,20260721,岸和田,11,2,130127,トゥルーマン,イギリ,29,,S2,S2,両,,105.08,41.0,58.0,75.0,6,1,0,0,7,7,6,,
20260721_岸和田_11R,20260721,岸和田,11,3,014175,柴崎 俊光,三 重,41,91,S2,S2,追,,100.14,10.0,27.0,34.0,0,0,6,2,0,0,4,,
20260721_岸和田_11R,20260721,岸和田,11,4,014020,松坂 洋平,神奈川,43,89,S1,S1,両,,106.17,10.0,40.0,56.0,0,0,7,5,0,0,4,,
20260721_岸和田_11R,20260721,岸和田,11,5,013656,渡部 哲男,愛 媛,46,84,S1,S1,追,,104.86,26.0,33.0,53.0,0,1,7,2,0,0,6,,
20260721_岸和田_11R,20260721,岸和田,11,6,015046,山本 紳貴,千 葉,41,107,S2,S2,追,,97.96,7.0,14.0,25.0,0,0,2,2,0,0,4,,
20260721_岸和田_11R,20260721,岸和田,11,7,015917,猿樂 楓樹,岡 山,25,127,S2,S2,逃,,101.52,63.0,72.0,72.0,14,2,0,0,18,16,0,,
20260721_岸和田_12R,20260721,岸和田,12,1,013637,笠松 信幸,愛 知,47,84,S1,S1,追,,105.36,21.0,27.0,45.0,0,0,7,2,0,0,13,,
20260721_岸和田_12R,20260721,岸和田,12,2,015614,治田 知也,新 潟,28,121,S2,S2,逃,,102.2,37.0,51.0,58.0,9,5,1,0,10,10,3,,
20260721_岸和田_12R,20260721,岸和田,12,3,014718,小松崎 大地,福 島,43,99,S1,S1,両,,107.36,33.0,40.0,50.0,0,4,8,0,3,3,7,,
