race_key,date,jo_code,jo_name,race_no,car_no,player_id,player_name,prefecture,age,term,class,previous_class,style,average_score,win_rate,quinella_rate,trio_rate,escape_count,makuri_count,sashi_count,mark_count,back_count,home_count,start_count
20260915_伊東_1R,20260915,37,伊東,1,1,015939,半田 水晶,茨 城,28,128,L1,L1,逃,54.66,29.0,45.0,62.0,8,3,0,0,18,14,2
20260915_伊東_1R,20260915,37,伊東,1,2,015955,岩元 杏奈,宮 崎,25,128,L1,L1,両,54.44,44.0,50.0,77.0,1,7,1,0,6,3,1
20260915_伊東_1R,20260915,37,伊東,1,3,015579,川路 遥香,埼 玉,29,120,L1,L1,両,50.27,5.0,11.0,33.0,0,1,0,1,0,0,1
20260915_伊東_1R,20260915,37,伊東,1,4,015216,加藤 恵,青 森,40,112,L1,L1,両,50.16,2.0,16.0,36.0,1,2,1,2,10,16,5
20260915_伊東_1R,20260915,37,伊東,1,5,014909,浦部 郁里,千 葉,39,102,L1,L1,追,48.13,0.0,2.0,19.0,0,0,1,0,1,5,7
20260915_伊東_1R,20260915,37,伊東,1,6,015851,片岡 美奈,栃 木,27,126,L1,L1,両,48.0,0.0,7.0,18.0,0,0,1,1,1,2,1
20260915_伊東_1R,20260915,37,伊東,1,7,015146,齊藤 由紀,愛 知,40,110,L1,L1,両,45.55,0.0,0.0,5.0,0,0,0,0,0,0,0
20260915_伊東_2R,20260915,37,伊東,2,1,015400,久米 詩,静 岡,27,116,L1,L1,両,56.14,33.0,57.0,71.0,3,4,3,2,5,3,1
20260915_伊東_2R,20260915,37,伊東,2,2,015586,太田 瑛美,三 重,25,120,L1,L1,両,54.96,25.0,51.0,62.0,1,5,5,3,4,1,1
20260915_伊東_2R,20260915,37,伊東,2,3,014902,中村 由香里,東 京,45,102,L1,L1,追,51.44,0.0,20.0,40.0,0,0,0,2,0,0,0
20260915_伊東_2R,20260915,37,伊東,2,4,015017,青木 美優,栃 木,32,106,L1,L1,追,50.0,9.0,9.0,33.0,0,0,2,0,0,0,2
20260915_伊東_2R,20260915,37,伊東,2,5,015942,齊藤 由莉,神奈川,29,128,L1,L1,両,48.78,0.0,15.0,30.0,1,0,0,2,2,5,1
20260915_伊東_2R,20260915,37,伊東,2,6,015776,高本 美穂,熊 本,23,124,L1,L1,追,48.6,3.0,6.0,20.0,1,1,0,0,5,7,4
20260915_伊東_2R,20260915,37,伊東,2,7,015862,中原 恭恵,広 島,40,126,L1,L1,両,47.76,0.0,0.0,0.0,0,0,0,0,0,0,0
20260915_伊東_3R,20260915,37,伊東,3,1,015104,中川 勝貴,福 井,31,109,S2,S2,追,104.09,8.0,41.0,58.0,0,0,4,1,0,0,0
20260915_伊東_3R,20260915,37,伊東,3,2,014617,西岡 拓朗,広 島,42,97,S2,S2,追,97.83,0.0,10.0,33.0,0,0,0,3,0,0,3
20260915_伊東_3R,20260915,37,伊東,3,3,014929,小酒 大勇,宮 崎,32,103,S2,S2,追,96.57,0.0,7.0,21.0,0,0,1,1,0,0,1
20260915_伊東_3R,20260915,37,伊東,3,4,015646,塩崎 隼秀,愛 媛,25,121,S2,A1,両,95.73,14.0,25.0,29.0,1,5,1,0,5,4,1
20260915_伊東_3R,20260915,37,伊東,3,5,013436,中村 昌弘,広 島,49,81,S2,S2,追,94.93,0.0,13.0,16.0,0,0,1,3,0,0,2
20260915_伊東_3R,20260915,37,伊東,3,6,015823,西岡 利起,奈 良,25,125,S2,A2,逃,93.85,10.0,21.0,32.0,5,1,0,0,13,20,5
20260915_伊東_3R,20260915,37,伊東,3,7,012478,加倉 正義,福 岡,55,68,S2,S2,追,92.23,0.0,0.0,12.0,0,0,0,0,0,0,0
20260915_伊東_4R,20260915,37,伊東,4,1,014792,坂本 周輝,青 森,35,100,S2,S2,両,99.68,6.0,31.0,37.0,0,0,3,2,0,0,4
20260915_伊東_4R,20260915,37,伊東,4,2,015161,吉田 昌司,茨 城,29,111,S2,A1,逃,96.08,16.0,40.0,52.0,4,4,2,0,8,10,0
20260915_伊東_4R,20260915,37,伊東,4,3,013976,明田 春喜,北海道,45,89,S2,A2,追,95.9,16.0,35.0,45.0,0,0,7,4,0,0,0
20260915_伊東_4R,20260915,37,伊東,4,4,013245,佐藤 真一,東 京,52,79,S2,S2,追,95.16,0.0,0.0,33.0,0,0,0,0,0,0,0
20260915_伊東_4R,20260915,37,伊東,4,5,013537,谷津田 将吾,福 島,46,83,S2,A1,追,93.76,4.0,8.0,16.0,0,0,2,0,0,0,1
20260915_伊東_4R,20260915,37,伊東,4,6,014028,山口 泰生,岐 阜,44,89,S2,S2,追,92.75,0.0,0.0,0.0,0,0,0,0,0,0,0
20260915_伊東_4R,20260915,37,伊東,4,7,014090,竹澤 浩司,富 山,45,90,S2,A1,両,92.54,6.0,22.0,32.0,3,3,1,0,8,8,0
20260915_伊東_5R,20260915,37,伊東,5,1,015349,寺沼 拓摩,東 京,27,115,S1,S2,両,102.84,14.0,21.0,35.0,1,2,0,0,6,4,1
20260915_伊東_5R,20260915,37,伊東,5,2,015725,青木 瑞樹,岡 山,27,123,S2,S2,逃,102.65,28.0,43.0,53.0,6,6,1,1,18,19,7
20260915_伊東_5R,20260915,37,伊東,5,3,015092,小林 令,山 梨,30,109,S2,S2,追,102.45,8.0,33.0,58.0,0,0,2,2,0,0,3
20260915_伊東_5R,20260915,37,伊東,5,4,015468,和泉 尚吾,愛 媛,29,117,S2,S2,両,100.93,19.0,25.0,45.0,1,3,4,0,7,6,14
20260915_伊東_5R,20260915,37,伊東,5,5,014327,北村 信明,徳 島,40,93,S2,S2,追,99.53,14.0,35.0,53.0,0,0,7,3,0,0,2
20260915_伊東_5R,20260915,37,伊東,5,6,013410,伊勢崎 彰大,千 葉,47,81,S2,S2,追,99.33,6.0,26.0,46.0,0,0,2,2,0,0,0
20260915_伊東_5R,20260915,37,伊東,5,7,014752,竹内 雄作,岐 阜,38,99,S2,S2,逃,98.14,7.0,17.0,32.0,2,1,2,0,9,13,2
20260915_伊東_6R,20260915,37,伊東,6,1,014886,山本 伸一,奈 良,43,101,S2,S1,両,106.88,19.0,38.0,52.0,0,1,5,2,0,0,2
20260915_伊東_6R,20260915,37,伊東,6,2,015541,石塚 慶一郎,和歌山,24,119,S2,S2,両,105.25,31.0,43.0,62.0,0,2,4,1,2,1,0
20260915_伊東_6R,20260915,37,伊東,6,3,015036,尾形 鉄馬,宮 城,36,107,S2,S2,追,102.25,10.0,30.0,50.0,0,0,5,1,0,0,8
20260915_伊東_6R,20260915,37,伊東,6,4,014151,宿口 潤平,埼 玉,44,91,S2,S2,追,101.11,5.0,33.0,44.0,0,0,1,5,0,0,3
20260915_伊東_6R,20260915,37,伊東,6,5,015697,熊崎 麻人,埼 玉,26,123,S2,S2,逃,98.0,8.0,16.0,41.0,2,1,1,0,4,10,8
