race_key,date,jo_code,jo_name,event_name,grade,race_no,track_length,straight_length,bank_angle,race_type,session,weather,wind_speed
20260724_青森_1R,20260724,12,青森,坂本勉カップ争奪戦　サンスポ杯,F1,1,400,58.9,32.2519,Ａ級一般,デイ,曇,1.0
20260724_青森_2R,20260724,12,青森,坂本勉カップ争奪戦　サンスポ杯,F1,2,400,58.9,32.2519,Ａ級一般,デイ,曇,1.0
20260724_青森_3R,20260724,12,青森,坂本勉カップ争奪戦　サンスポ杯,F1,3,400,58.9,32.2519,Ａ級準決勝,デイ,曇,1.0
20260724_青森_4R,20260724,12,青森,坂本勉カップ争奪戦　サンスポ杯,F1,4,400,58.9,32.2519,Ａ級準決勝,デイ,曇,1.0
20260724_青森_5R,20260724,12,青森,坂本勉カップ争奪戦　サンスポ杯,F1,5,400,58.9,32.2519,Ａ級準決勝,デイ,曇,1.0
20260724_青森_6R,20260724,12,青森,坂本勉カップ争奪戦　サンスポ杯,F1,6,400,58.9,32.2519,Ｓ級一般,デイ,曇,1.0
20260724_青森_7R,20260724,12,青森,坂本勉カップ争奪戦　サンスポ杯,F1,7,400,58.9,32.2519,Ｓ級一般,デイ,曇,1.0
20260724_青森_8R,20260724,12,青森,坂本勉カップ争奪戦　サンスポ杯,F1,8,400,58.9,32.2519,Ｓ級選抜,デイ,曇,1.0
20260724_青森_9R,20260724,12,青森,坂本勉カップ争奪戦　サンスポ杯,F1,9,400,58.9,32.2519,Ｓ級選抜,デイ,曇,1.0
20260724_青森_10R,20260724,12,青森,坂本勉カップ争奪戦　サンスポ杯,F1,10,400,58.9,32.2519,Ｓ級準決勝,デイ,曇,1.0
20260724_青森_11R,20260724,12,青森,坂本勉カップ争奪戦　サンスポ杯,F1,11,400,58.9,32.2519,Ｓ級準決勝,デイ,曇,1.0
20260724_青森_12R,20260724,12,青森,坂本勉カップ争奪戦　サンスポ杯,F1,12,400,58.9,32.2519,Ｓ級準決勝,デイ,曇,2.0
20260724_いわき平_1R,20260724,13,いわき平,楽天Ｋドリームスカップ,F2,1,400,62.7,32.9125,Ａ級チ一般,ミッドナイト,雨,1.0
20260724_いわき平_2R,20260724,13,いわき平,楽天Ｋドリームスカップ,F2,2,400,62.7,32.9125,Ａ級チ一般,ミッドナイト,雨,1.0
20260724_いわき平_3R,20260724,13,いわき平,楽天Ｋドリームスカップ,F2,3,400,62.7,32.9125,Ａ級チ一般,ミッドナイト,雨,1.0
20260724_いわき平_4R,20260724,13,いわき平,楽天Ｋドリームスカップ,F2,4,400,62.7,32.9125,Ａ級チ選抜,ミッドナイト,雨,1.0
20260724_いわき平_5R,20260724,13,いわき平,楽天Ｋドリームスカップ,F2,5,400,62.7,32.9125,Ａ級チ選抜,ミッドナイト,雨,1.0
20260724_いわき平_6R,20260724,13,いわき平,楽天Ｋドリームスカップ,F2,6,400,62.7,32.9125,Ａ級チ選抜,ミッドナイト,雨,1.0
20260724_いわき平_7R,20260724,13,いわき平,楽天Ｋドリームスカップ,F2,7,400,62.7,32.9125,Ａ級チ決勝,ミッドナイト,雨,1.0
20260724_前橋_1R,20260724,22,前橋,ドームスーパーナイトレース,G3,1,335,46.7,36,Ｌ級ガ般Ｂ,ナイター,晴,0.0
20260724_前橋_2R,20260724,22,前橋,ドームスーパーナイトレース,G3,2,335,46.7,36,Ｌ級ガ般Ａ,ナイター,晴,0.0
20260724_前橋_3R,20260724,22,前橋,ドームスーパーナイトレース,G3,3,335,46.7,36,Ｓ級選抜,ナイター,晴,0.0
20260724_前橋_4R,20260724,22,前橋,ドームスーパーナイトレース,G3,4,335,46.7,36,Ｓ級選抜,ナイター,晴,0.0
20260724_前橋_5R,20260724,22,前橋,ドームスーパーナイトレース,G3,5,335,46.7,36,Ｓ級特選,ナイター,晴,0.0
20260724_前橋_6R,20260724,22,前橋,ドームスーパーナイトレース,G3,6,335,46.7,36,Ｓ級特選,ナイター,晴,0.0
20260724_前橋_7R,20260724,22,前橋,ドームスーパーナイトレース,G3,7,335,46.7,36,Ｓ級特秀,ナイター,晴,0.0
20260724_前橋_8R,20260724,22,前橋,ドームスーパーナイトレース,G3,8,335,46.7,36,Ｓ級特秀,ナイター,晴,0.0
20260724_前橋_9R,20260724,22,前橋,ドームスーパーナイトレース,G3,9,335,46.7,36,Ｌ級ガ決Ｂ,ナイター,晴,0.0
20260724_前橋_10R,20260724,22,前橋,ドームスーパーナイトレース,G3,10,335,46.7,36,Ｌ級ガ決Ａ,ナイター,晴,0.0
20260724_前橋_11R,20260724,22,前橋,ドームスーパーナイトレース,G3,11,335,46.7,36,Ｓ級決勝,ナイター,晴,0.0
20260724_小田原_1R,20260724,36,小田原,デイリースポーツ杯,F2,1,333,36.1,35.57,Ａ級一般,モーニング,晴,1.0
20260724_小田原_2R,20260724,36,小田原,デイリースポーツ杯,F2,2,333,36.1,35.57,Ａ級一般,モーニング,晴,1.0
20260724_小田原_3R,20260724,36,小田原,デイリースポーツ杯,F2,3,333,36.1,35.57,Ａ級選抜,モーニング,晴,1.5
20260724_小田原_4R,20260724,36,小田原,デイリースポーツ杯,F2,4,333,36.1,35.57,Ａ級選抜,モーニング,曇,1.0
20260724_小田原_5R,20260724,36,小田原,デイリースポーツ杯,F2,5,333,36.1,35.57,Ａ級準決勝,モーニング,曇,1.0
20260724_小田原_6R,20260724,36,小田原,デイリースポーツ杯,F2,6,333,36.1,35.57,Ａ級準決勝,モーニング,曇,1.0
20260724_小田原_7R,20260724,36,小田原,デイリースポーツ杯,F2,7,333,36.1,35.57,Ａ級準決勝,モーニング,曇,1.0
20260724_伊東_1R,20260724,37,伊東,オッズパーク杯,F2,1,333,46.6,34.6858,Ａ級一般,ミッドナイト,曇,0.5
20260724_伊東_2R,20260724,37,伊東,オッズパーク杯,F2,2,333,46.6,34.6858,Ａ級一般,ミッドナイト,曇,0.5
20260724_伊東_3R,20260724,37,伊東,オッズパーク杯,F2,3,333,46.6,34.6858,Ａ級一般,ミッドナイト,曇,0.5
20260724_伊東_4R,20260724,37,伊東,オッズパーク杯,F2,4,333,46.6,34.6858,Ａ級特選,ミッドナイト,曇,0.5
20260724_伊東_5R,20260724,37,伊東,オッズパーク杯,F2,5,333,46.6,34.6858,Ａ級特選,ミッドナイト,曇,0.5
20260724_伊東_6R,20260724,37,伊東,オッズパーク杯,F2,6,333,46.6,34.6858,Ａ級特選,ミッドナイト,曇,0.5
20260724_伊東_7R,20260724,37,伊東,オッズパーク杯,F2,7,333,46.6,34.6858,Ａ級決勝,ミッドナイト,曇,0.5
20260724_和歌山_1R,20260724,55,和歌山,ＲＣケイリン賞パチ７カップ,F2,1,400,59.9,32.2519,Ａ級チ予選,デイ,晴,1.0
20260724_和歌山_2R,20260724,55,和歌山,ＲＣケイリン賞パチ７カップ,F2,2,400,59.9,32.2519,Ａ級チ予選,デイ,晴,2.4
20260724_和歌山_3R,20260724,55,和歌山,ＲＣケイリン賞パチ７カップ,F2,3,400,59.9,32.2519,Ａ級チ予選,デイ,晴,2.6
20260724_和歌山_4R,20260724,55,和歌山,ＲＣケイリン賞パチ７カップ,F2,4,400,59.9,32.2519,Ａ級チ予選,デイ,晴,2.2
20260724_和歌山_5R,20260724,55,和歌山,ＲＣケイリン賞パチ７カップ,F2,5,400,59.9,32.2519,Ｌ級ガ予１,デイ,晴,1.8
20260724_和歌山_6R,20260724,55,和歌山,ＲＣケイリン賞パチ７カップ,F2,6,400,59.9,32.2519,Ｌ級ガ予１,デイ,晴,1.8
20260724_和歌山_7R,20260724,55,和歌山,ＲＣケイリン賞パチ７カップ,F2,7,400,59.9,32.2519,Ａ級特予選,デイ,晴,1.8
20260724_和歌山_8R,20260724,55,和歌山,ＲＣケイリン賞パチ７カップ,F2,8,400,59.9,32.2519,Ａ級特予選,デイ,晴,1.8
20260724_和歌山_9R,20260724,55,和歌山,ＲＣケイリン賞パチ７カップ,F2,9,400,59.9,32.2519,Ａ級特予選,デイ,晴,1.8
20260724_和歌山_10R,20260724,55,和歌山,ＲＣケイリン賞パチ７カップ,F2,10,400,59.9,32.2519,Ａ級特予選,デイ,晴,2.2
20260724_和歌山_11R,20260724,55,和歌山,ＲＣケイリン賞パチ７カップ,F2,11,400,59.9,32.2519,Ａ級初特選,デイ,晴,1.3
20260724_玉野_1R,20260724,61,玉野,前検日コメならウィンチケット杯,F1,1,400,47.9,30.6258,Ａ級一般,デイ,晴,1.8
20260724_玉野_2R,20260724,61,玉野,前検日コメならウィンチケット杯,F1,2,400,47.9,30.6258,Ａ級一般,デイ,晴,1.8
