race_key,date,jo_code,jo_name,event_name,grade,race_no,track_length,straight_length,bank_angle,race_type,session,weather,wind_speed
20260913_前橋_1R,20260913,22,前橋,ＣＴＣなら３分前まで買える杯,F2,1,335,46.7,36,Ｌ級ガ一般,ミッドナイト,曇,0.0
20260913_前橋_2R,20260913,22,前橋,ＣＴＣなら３分前まで買える杯,F2,2,335,46.7,36,Ａ級一般,ミッドナイト,曇,0.0
20260913_前橋_3R,20260913,22,前橋,ＣＴＣなら３分前まで買える杯,F2,3,335,46.7,36,Ａ級一般,ミッドナイト,曇,0.0
20260913_前橋_4R,20260913,22,前橋,ＣＴＣなら３分前まで買える杯,F2,4,335,46.7,36,Ａ級一般,ミッドナイト,曇,0.0
20260913_前橋_5R,20260913,22,前橋,ＣＴＣなら３分前まで買える杯,F2,5,335,46.7,36,Ａ級特選,ミッドナイト,曇,0.0
20260913_前橋_6R,20260913,22,前橋,ＣＴＣなら３分前まで買える杯,F2,6,335,46.7,36,Ａ級特選,ミッドナイト,曇,0.0
20260913_前橋_7R,20260913,22,前橋,ＣＴＣなら３分前まで買える杯,F2,7,335,46.7,36,Ａ級特選,ミッドナイト,曇,0.0
20260913_前橋_8R,20260913,22,前橋,ＣＴＣなら３分前まで買える杯,F2,8,335,46.7,36,Ｌ級ガ決勝,ミッドナイト,曇,0.0
20260913_前橋_9R,20260913,22,前橋,ＣＴＣなら３分前まで買える杯,F2,9,335,46.7,36,Ａ級決勝,ミッドナイト,曇,0.0
20260913_大宮_1R,20260913,25,大宮,サンケイスポーツ杯,F1,1,500,66.7,26.2778,Ａ級予選,デイ,曇,1.0
20260913_大宮_2R,20260913,25,大宮,サンケイスポーツ杯,F1,2,500,66.7,26.2778,Ａ級予選,デイ,曇,1.0
20260913_大宮_3R,20260913,25,大宮,サンケイスポーツ杯,F1,3,500,66.7,26.2778,Ａ級予選,デイ,曇,0.5
20260913_大宮_4R,20260913,25,大宮,サンケイスポーツ杯,F1,4,500,66.7,26.2778,Ａ級予選,デイ,曇,0.5
20260913_大宮_5R,20260913,25,大宮,サンケイスポーツ杯,F1,5,500,66.7,26.2778,Ａ級初特選,デイ,曇,0.5
20260913_大宮_6R,20260913,25,大宮,サンケイスポーツ杯,F1,6,500,66.7,26.2778,Ｓ級予選,デイ,雨,0.5
20260913_大宮_7R,20260913,25,大宮,サンケイスポーツ杯,F1,7,500,66.7,26.2778,Ｓ級予選,デイ,曇,0.5
20260913_大宮_8R,20260913,25,大宮,サンケイスポーツ杯,F1,8,500,66.7,26.2778,Ｓ級予選,デイ,曇,1.0
20260913_大宮_9R,20260913,25,大宮,サンケイスポーツ杯,F1,9,500,66.7,26.2778,Ｓ級予選,デイ,曇,1.0
20260913_大宮_10R,20260913,25,大宮,サンケイスポーツ杯,F1,10,500,66.7,26.2778,Ｓ級予選,デイ,曇,0.5
20260913_大宮_11R,20260913,25,大宮,サンケイスポーツ杯,F1,11,500,66.7,26.2778,Ｓ級予選,デイ,曇,0.5
20260913_大宮_12R,20260913,25,大宮,サンケイスポーツ杯,F1,12,500,66.7,26.2778,Ｓ級初特選,デイ,曇,0.5
20260913_岐阜_1R,20260913,43,岐阜,サルビア賞・中京スポーツ杯,F1,1,400,59.3,32.2519,Ａ級予選,ナイター,曇,0.5
20260913_岐阜_2R,20260913,43,岐阜,サルビア賞・中京スポーツ杯,F1,2,400,59.3,32.2519,Ａ級予選,ナイター,曇,0.2
