race_key,date,jo_code,jo_name,event_name,grade,race_no,track_length,straight_length,bank_angle,race_type,session,weather,wind_speed
20260726_取手_1R,20260726,23,取手,￥ＪＯＹ×プロスポーツ杯,F2,1,400,54.8,31.5069,Ａ級チ予選,モーニング,晴,1.0
20260726_取手_2R,20260726,23,取手,￥ＪＯＹ×プロスポーツ杯,F2,2,400,54.8,31.5069,Ａ級チ予選,モーニング,晴,1.0
20260726_取手_3R,20260726,23,取手,￥ＪＯＹ×プロスポーツ杯,F2,3,400,54.8,31.5069,Ａ級チ予選,モーニング,晴,1.0
20260726_取手_4R,20260726,23,取手,￥ＪＯＹ×プロスポーツ杯,F2,4,400,54.8,31.5069,Ａ級チ予選,モーニング,晴,1.0
20260726_取手_5R,20260726,23,取手,￥ＪＯＹ×プロスポーツ杯,F2,5,400,54.8,31.5069,Ａ級チ予選,モーニング,晴,1.0
20260726_取手_6R,20260726,23,取手,￥ＪＯＹ×プロスポーツ杯,F2,6,400,54.8,31.5069,Ａ級チ予選,モーニング,晴,1.0
20260726_取手_7R,20260726,23,取手,￥ＪＯＹ×プロスポーツ杯,F2,7,400,54.8,31.5069,Ａ級チ予選,モーニング,晴,1.0
20260726_豊橋_1R,20260726,45,豊橋,開設７７周年記念ちぎり賞争奪戦,G3,1,400,60.3,33.8394,Ｓ級選抜,デイ,晴,0.8
20260726_豊橋_2R,20260726,45,豊橋,開設７７周年記念ちぎり賞争奪戦,G3,2,400,60.3,33.8394,Ｓ級選抜,デイ,晴,1.0
20260726_豊橋_3R,20260726,45,豊橋,開設７７周年記念ちぎり賞争奪戦,G3,3,400,60.3,33.8394,Ｓ級選抜,デイ,晴,1.0
20260726_豊橋_4R,20260726,45,豊橋,開設７７周年記念ちぎり賞争奪戦,G3,4,400,60.3,33.8394,Ｓ級選抜,デイ,晴,0.8
20260726_豊橋_5R,20260726,45,豊橋,開設７７周年記念ちぎり賞争奪戦,G3,5,400,60.3,33.8394,Ｓ級選抜,デイ,晴,1.0
20260726_豊橋_6R,20260726,45,豊橋,開設７７周年記念ちぎり賞争奪戦,G3,6,400,60.3,33.8394,Ｓ級二予選,デイ,晴,1.0
20260726_豊橋_7R,20260726,45,豊橋,開設７７周年記念ちぎり賞争奪戦,G3,7,400,60.3,33.8394,Ｓ級二予選,デイ,晴,1.0
20260726_豊橋_8R,20260726,45,豊橋,開設７７周年記念ちぎり賞争奪戦,G3,8,400,60.3,33.8394,Ｓ級二予選,デイ,晴,1.0
20260726_豊橋_9R,20260726,45,豊橋,開設７７周年記念ちぎり賞争奪戦,G3,9,400,60.3,33.8394,Ｓ級二予選,デイ,晴,1.5
20260726_豊橋_10R,20260726,45,豊橋,開設７７周年記念ちぎり賞争奪戦,G3,10,400,60.3,33.8394,Ｓ級二予選,デイ,晴,1.8
20260726_豊橋_11R,20260726,45,豊橋,開設７７周年記念ちぎり賞争奪戦,G3,11,400,60.3,33.8394,Ｓ級二予選,デイ,晴,2.0
20260726_豊橋_12R,20260726,45,豊橋,開設７７周年記念ちぎり賞争奪戦,G3,12,400,60.3,33.8394,Ｓ級二予選,デイ,晴,1.5
20260726_奈良_1R,20260726,53,奈良,スポーツニッポン杯争奪　三笠賞,F1,1,333,38,33.4297,Ａ級一般,ナイター,曇,0.9
20260726_奈良_2R,20260726,53,奈良,スポーツニッポン杯争奪　三笠賞,F1,2,333,38,33.4297,Ａ級一般,ナイター,晴,0.7
20260726_奈良_3R,20260726,53,奈良,スポーツニッポン杯争奪　三笠賞,F1,3,333,38,33.4297,Ａ級準決勝,ナイター,晴,1.0
20260726_奈良_4R,20260726,53,奈良,スポーツニッポン杯争奪　三笠賞,F1,4,333,38,33.4297,Ａ級準決勝,ナイター,晴,0.9
20260726_奈良_5R,20260726,53,奈良,スポーツニッポン杯争奪　三笠賞,F1,5,333,38,33.4297,Ａ級準決勝,ナイター,晴,0.7
20260726_奈良_6R,20260726,53,奈良,スポーツニッポン杯争奪　三笠賞,F1,6,333,38,33.4297,Ｌ級ガ予２,ナイター,晴,0.5
20260726_奈良_7R,20260726,53,奈良,スポーツニッポン杯争奪　三笠賞,F1,7,333,38,33.4297,Ｌ級ガ予２,ナイター,晴,0.5
20260726_奈良_8R,20260726,53,奈良,スポーツニッポン杯争奪　三笠賞,F1,8,333,38,33.4297,Ｓ級一般,ナイター,晴,0.4
20260726_奈良_9R,20260726,53,奈良,スポーツニッポン杯争奪　三笠賞,F1,9,333,38,33.4297,Ｓ級一般,ナイター,晴,0.3
20260726_奈良_10R,20260726,53,奈良,スポーツニッポン杯争奪　三笠賞,F1,10,333,38,33.4297,Ｓ級準決勝,ナイター,晴,0.2
20260726_奈良_11R,20260726,53,奈良,スポーツニッポン杯争奪　三笠賞,F1,11,333,38,33.4297,Ｓ級準決勝,ナイター,晴,0.3
20260726_奈良_12R,20260726,53,奈良,スポーツニッポン杯争奪　三笠賞,F1,12,333,38,33.4297,Ｓ級準決勝,ナイター,晴,0.4
