race_key,date,jo_code,jo_name,event_name,grade,race_no,track_length,straight_length,bank_angle,race_type,session,weather,wind_speed
20260719_弥彦_1R,20260719,21,弥彦,ＪＰＦ杯・伊藤克信賞,F2,1,400,63.1,32.4047,Ａ級チ一般,デイ,曇,0.5
20260719_弥彦_2R,20260719,21,弥彦,ＪＰＦ杯・伊藤克信賞,F2,2,400,63.1,32.4047,Ａ級チ一般,デイ,曇,0.5
20260719_弥彦_3R,20260719,21,弥彦,ＪＰＦ杯・伊藤克信賞,F2,3,400,63.1,32.4047,Ａ級チ選抜,デイ,曇,0.5
20260719_弥彦_4R,20260719,21,弥彦,ＪＰＦ杯・伊藤克信賞,F2,4,400,63.1,32.4047,Ｌ級ガ一般,デイ,晴,1.0
20260719_弥彦_5R,20260719,21,弥彦,ＪＰＦ杯・伊藤克信賞,F2,5,400,63.1,32.4047,Ａ級特一般,デイ,晴,1.0
20260719_弥彦_6R,20260719,21,弥彦,ＪＰＦ杯・伊藤克信賞,F2,6,400,63.1,32.4047,Ａ級特一般,デイ,晴,1.0
20260719_弥彦_7R,20260719,21,弥彦,ＪＰＦ杯・伊藤克信賞,F2,7,400,63.1,32.4047,Ａ級特選,デイ,晴,1.0
20260719_弥彦_8R,20260719,21,弥彦,ＪＰＦ杯・伊藤克信賞,F2,8,400,63.1,32.4047,Ａ級特選,デイ,晴,1.0
20260719_弥彦_9R,20260719,21,弥彦,ＪＰＦ杯・伊藤克信賞,F2,9,400,63.1,32.4047,Ａ級チ決勝,デイ,晴,1.0
20260719_弥彦_10R,20260719,21,弥彦,ＪＰＦ杯・伊藤克信賞,F2,10,400,63.1,32.4047,Ｌ級ガ決勝,デイ,晴,1.0
20260719_弥彦_11R,20260719,21,弥彦,ＪＰＦ杯・伊藤克信賞,F2,11,400,63.1,32.4047,Ａ級決勝,デイ,晴,1.0
20260719_京王閣_1R,20260719,27,京王閣,前検日コメならウィンチケット杯,F2,1,400,51.5,32.1761,Ａ級チ予選,ミッドナイト,晴,1.0
20260719_京王閣_2R,20260719,27,京王閣,前検日コメならウィンチケット杯,F2,2,400,51.5,32.1761,Ａ級チ予選,ミッドナイト,晴,1.0
20260719_京王閣_3R,20260719,27,京王閣,前検日コメならウィンチケット杯,F2,3,400,51.5,32.1761,Ａ級チ予選,ミッドナイト,晴,1.0
20260719_京王閣_4R,20260719,27,京王閣,前検日コメならウィンチケット杯,F2,4,400,51.5,32.1761,Ａ級チ予選,ミッドナイト,晴,1.0
